"","X","commGIS","tot_pop","family","male_18_60","fem_18_60","pop_over61","tot_ind","numPrimLivFarm","land_confl","Pax_migt_in","Pax_migt_out","prop_ind","F6_24_sch","M6_24_sch","F15_45_ill","M15_45_ill","propPrimLivFarm","propPrimSec","propSecSec","propTerSec","propQuatSec","Les1_R_Land","pig_fam","garbage","crim_case","dist_sch","KM_Comm","KM_Heal_cent","Province","Commune","year","diffPix","ForPix","areaKM","pop_den","mean_elev","dist_border","habitat","dist_provCap","elc","PA_cat","PA"
"1568",1568,30912,12801,2740,3115,3225,651,0,2351,23,33,219,0,0.680485630916667,0.620527187166667,0.204306564916667,0.195364942583333,0.173439585083333,0.807680353916667,0,0.00322110333333333,0.181057283666667,0.4359426255,0.189803005333333,0,0.00124616866666667,5.3333333335,3,0,"Kampong Cham","Tuol Snuol",2009,25,253,122.528814,104.473385337754,21.46230746,59.10635765,"CP",27.82843343,0,"none",0
"1569",1569,31003,11295,2121,2379,2590,713,5,1804,74,100,47,0.000225896823529412,0.534816639764706,0.591176446529412,0.307848570941176,0.353169111294118,0.166285905941176,0.852609176764706,0.0124123043529412,0.0264218878823529,0.0407598409411765,0.0662284930588235,0.0506267140588235,0.0603318250588235,0.0130566190588235,10,8,8,"Kampong Cham","Choam Kravien",2009,0,61,215.5842623,52.3925071315375,92.11403092,6.407976995,"CP",87.89024105,1,"none",0
"1570",1570,31004,9147,1729,2254,2416,419,515,1703,12,0,0,0.0773348099285714,0.598122180785714,0.630266375714286,0.146345011928571,0.138024293071429,0.184057228642857,0.984436346714286,0.0013351135,0.00529413371428571,0.0176594482857143,0.0467201166428571,0.412922812714286,0,0.000325662214285714,6.48888888883333,3,3.5,"Kampong Cham","Choam Ta Mau",2009,0,7,98.98145341,92.4112516524827,76.47347289,17.97358358,"CP",69.70512827,1,"none",0
"1571",1571,31005,19680,4114,4604,4576,1331,0,3247,11,75,411,0,0.697317326736842,0.703783013421053,0.165157534736842,0.148380217473684,0.158419925631579,0.760072492473684,0.001083522,0.0236512105263158,0.199288865368421,0.186709840052632,0.146777824,0,0.00122497984210526,2.833333333,3.5,2.5,"Kampong Cham","Dar",2009,0,4,112.2675477,175.295536450023,93.68882115,4.566749644,"CP",70.19552932,1,"none",0
"1572",1572,31006,11957,2437,2813,2725,660,0,1952,77,76,110,0,0.488453606333333,0.531292750111111,0.403693406777778,0.360569805888889,0.155375354666667,0.758816751444444,0.00126622344444444,0.0202543994444444,0.195321755222222,0.113255315888889,0.211840050333333,0,0.00689484188888889,12,8,7,"Kampong Cham","Kampoan",2009,0,71,212.775297,56.1954332508816,87.62381131,19.84618505,"MC",58.98020477,1,"none",0
"1573",1573,31007,6578,1473,1513,1621,435,0,1375,32,141,63,0,0.565791362111111,0.591521214555556,0.364022604888889,0.319800382888889,0.202999728222222,0.901747653444444,0,0.0258620726666667,0.100717934222222,0.097781338,0.156989543666667,0,0.0126291937777778,5.333333333,4,10,"Kampong Cham","Memong",2009,0,4,69.25434957,94.9832038109199,52.89035309,16.16264731,"CP",67.04540919,0,"none",0
"1574",1574,31011,16071,3416,4106,4194,910,0,3167,52,96,107,0,0.510000689846154,0.551428267692308,0.414996375153846,0.359370962692308,0.197064430846154,0.935932086923077,0,0.00939610130769231,0.138689886923077,0.258752598615385,0.210315497153846,0,0.00705525615384615,16.53333333,2.2,6,"Kampong Cham","Rumchek",2009,0,279,226.032545,71.1003806996024,51.53567953,30.33496115,"CP",47.61674971,0,"none",0
"1575",1575,31014,9671,2065,2283,2513,418,190,1948,7,62,128,0.0235105275,0.472252830333333,0.533986958083333,0.464167445583333,0.37105444125,0.200474737333333,0.941519064583333,0,0.01326885125,0.0270268296666667,0.150978057583333,0.0949597066666667,0,0.00146741275,10.083333335,4.5,5,"Kampong Cham","Tonlung",2009,0,390,254.9887365,37.927165461287,65.36705982,7.063917083,"CP",77.16575475,1,"none",0
"1576",1576,31103,9710,2221,2505,2831,994,0,2096,2,49,92,0,0.63196082545,0.6334856975,0.13579358015,0.11250321305,0.21563008055,0.93440933165,0,0.01036612475,0.05339834165,0.47456939135,0.25108979885,0,0,6,1.05,2.5,"Kampong Cham","Damrel",2009,0,4,45.12101738,215.199048333161,16.35429711,27.84037312,"CP",28.87681579,0,"none",0
"1577",1577,31106,8763,1910,2114,2381,778,0,1494,4,108,63,0,0.649125114136364,0.630386650590909,0.107681516045455,0.106425601590909,0.172499556136364,0.790388299090909,0,0.00450550763636364,0.402053017954545,0.480684081318182,0.148514247818182,0,0.00100435054545455,4.5166666665,4.5,3,"Kampong Cham","Tuol Sophi",2009,0,1,32.02748404,273.608753939449,58.88237587,40.67152517,"CP",16.37858976,1,"none",0
"1578",1578,31107,16430,3363,4100,4138,1113,0,2189,41,47,150,0,0.599608480409091,0.576731155409091,0.118785639045455,0.121224179136364,0.143714490045455,0.7200587255,0.000268961818181818,0.0199775771363636,0.183462506181818,0.495124712363636,0.124658516863636,0,0.00190521759090909,4,3.5,4,"Kampong Cham","Preah Theat",2009,0,1,48.64010336,337.787111149757,15.69162,44.50566634,"CP",14.86028983,0,"none",0
"1579",1579,31202,13194,2954,3526,3814,799,0,2714,18,47,24,0,0.6284068337,0.6487288467,0.0874081258,0.07971091605,0.20648012675,0.912939795,0,0.03034306545,0.1336888977,0.37512366045,0.26380509285,0,0.0011373448,8.58333333325,3.25,3.75,"Kampong Cham","Doun Tei",2009,0,4,102.0066906,129.344456940945,14.80134854,16.77105577,"CP",39.83697974,0,"none",0
"1580",1580,31203,17668,4045,4631,4940,945,0,3824,27,143,57,0,0.687810660217391,0.693495859434783,0.196030932304348,0.15363996426087,0.215185586086957,0.945578761521739,0,0.00965492169565217,0.0961258342608696,0.335348992043478,0.312200016608696,0,0.0021778832173913,6.33333333316667,5,3.5,"Kampong Cham","Kak",2009,0,41,179.3250028,98.5250228586641,14.13378514,5.501819885,"CP",51.20727252,0,"none",0
"1581",1581,31204,19670,4297,5079,5579,1305,0,3576,20,64,57,0,0.6308539652,0.6365308612,0.15383431184,0.15311610112,0.17921004776,0.82233150772,0,0.06678162852,0.225847802,0.39997372692,0.21217954396,0,0.00091381076,3,4,3,"Kampong Cham","Kandaol Chrum",2009,0,7,70.02929475,280.882451697116,20.6191241,19.83092553,"CP",41.49904459,0,"none",0
"1582",1582,31205,16091,3310,3990,4146,1145,0,2623,33,103,37,0,0.8354630511875,0.871632414375,0.3129192484375,0.2490281793125,0.1612477134375,0.759973448625,0.00476004975,0.17012137975,0.1178004045,0.382928247625,0.1349889038125,0.0134565921875,0.0016655191875,2.666666667,2.5,3.25,"Kampong Cham","Kaong Kang",2009,0,1,46.70934098,344.492122183652,22.6704266,11.71339028,"CP",49.52237043,0,"none",0
"1583",1583,31206,36814,7846,9656,10211,1871,0,5941,26,285,273,0,0.874756621181818,0.886698710333333,0.268516111,0.244957964515152,0.143795761333333,0.697170862484848,0.00261388090909091,0.103204556424242,0.240467585272727,0.330480190848485,0.186986814515152,0,0.00166299872727273,5.333333333,5,3,"Kampong Cham","Kraek",2009,0,33,152.5875425,241.264780838842,59.33322956,7.079658262,"CP",58.83883181,1,"none",0
"1584",1584,31207,9936,2360,2613,2647,1110,0,2139,1,64,62,0,0.893650476,0.8859242312,0.3060773307,0.2793811132,0.204319493,0.8717024849,0,0.0955177347,0.0417720841,0.4309354477,0.1344041525,0,0.0001988072,3.75,2,2.15,"Kampong Cham","Popel",2009,0,2,36.00704757,275.945979205426,30.04015562,17.81025263,"CP",47.07100359,0,"none",0
"1585",1585,31208,17790,4058,4267,4693,902,0,3560,60,76,115,0,0.889741551928571,0.899424743714286,0.152061795571429,0.184461514928571,0.191037612142857,0.851786731285714,0.0111112691428571,0.0539695987142857,0.0840319082857143,0.323290796928571,0.297812942928571,0,0.0139923427142857,6.1666666665,4.5,5,"Kampong Cham","Trapeang Phlong",2009,0,4,139.2087243,127.793714721944,24.79700908,3.965709621,"CP",62.27699724,0,"none",0
"1586",1586,31413,6061,1038,1484,1588,844,0,815,0,0,17,0,0.65029018975,0.59640056325,0.044383892,0.0571408975,0.133369239,0.793033185,0.008886138,0.03022067225,0.1521460035,0.27917583125,0.03658737975,0,0,2.29166666675,0.75,0.75,"Kampong Cham","Svay Sach Phnum",2009,0,2,13.88771823,436.428785465069,9.353524428,75.15213895,"CP",31.17148254,0,"none",0
"1587",1587,31501,9452,1927,1821,2075,478,0,1242,32,142,30,0,0.565098953,0.5220549692,0.4688743418,0.3238532892,0.1519400812,0.7482718766,0.0009661836,0.123969303,0.028262682,0,0.345925473,0,0.0035557444,10.0999999985,1.6,1.7,"Kampong Cham","areaks Tnaot",2009,0,14,35.52937235,266.033407708087,49.49514495,79.76488683,"CP",43.35319824,0,"none",0
"1588",1588,31503,11402,2348,2503,2568,606,0,1945,38,112,68,0,0.6483101333,0.6518340375,0.3296948771,0.3387897958,0.1508463756,0.7366559698,0.0026734003,0.0447915638,0.0376527356,0.0845336511,0.0604042345,0,0.0046714516,8.75,4.75,4.75,"Kampong Cham","Dang Kdar",2009,0,79,197.5049106,57.7302101773666,60.42673619,93.14254874,"CP",44.8966568,0,"none",0
"1589",1589,31504,7678,1914,2105,2195,747,0,1415,17,195,42,0,0.635436713666667,0.5828320995,0.200136233166667,0.184846164333333,0.185117262166667,0.761169619333333,0.00244498783333333,0.0150162241666667,0.0373281221666667,0.107995136,0.265619651166667,0.000850340166666667,0.00183824933333333,3.85,2,7.5,"Kampong Cham","Khpob Ta Nguon",2009,0,242,110.1367861,69.713310800886,27.03385754,70.09848519,"CP",34.5102071,0,"none",0
"1590",1590,31506,9813,2020,2141,2078,422,1,1374,11,64,106,4.20804615384615e-05,0.618984288,0.551492015615385,0.292936739076923,0.272894425307692,0.113266044230769,0.545794958461538,0.00131118884615385,0.0751180810769231,0.160779671384615,0.0814609999230769,0.193919320230769,0,0.00436893523076923,8.333333333,3.5,9,"Kampong Cham","Ou Mlu",2009,0,102,143.2478446,68.5036485358747,64.74815358,87.66726411,"CP",48.52767358,1,"none",0
"1591",1591,31507,10308,2294,2607,2707,1063,0,1984,3,66,23,0,0.768116364777778,0.783875425222222,0.0655291928888889,0.0809150568888889,0.186371742777778,0.893181712555556,0,0.0468491487777778,0.0860594143333333,0.412784472666667,0.400760984666667,0,0.000367256777777778,2.666666667,6,6,"Kampong Cham","Peam Kaoh Sna",2009,0,21,47.50377893,216.993263108384,14.07654646,71.68625237,"CP",40.84867134,0,"none",0
"1592",1592,31510,28248,5982,6878,7319,1636,0,2561,36,90,270,0,0.503189811304348,0.550165338782609,0.222511516521739,0.187582097391304,0.0867252422173913,0.47115426973913,0.0027795077826087,0.0756058774347826,0.311378711,0.0942906226086957,0.111670413434783,0,0.0039253782173913,4.666666667,4,5,"Kampong Cham","Preaek Kak",2009,0,97,173.734806,162.592635582763,62.31806737,79.32459256,"CP",35.77602866,1,"none",0
"1593",1593,31512,11480,2312,3315,2664,534,0,1831,16,26,36,0,0.589588249,0.617954145714286,0.117664949571429,0.134013049,0.154687449285714,0.765740042857143,0.000351864857142857,0.0257682877142857,0.0646462967142857,0.190486862142857,0.285961276714286,0,0.000595494142857143,6.0833333335,3,4,"Kampong Cham","Soupheas",2009,0,11,61.85267552,185.602318791981,59.76930233,80.90909815,"CP",29.1370045,0,"none",0
"1594",1594,31602,7729,1521,1976,2131,831,20,1249,3,35,77,0.00436014827272727,0.614354350272727,0.568726565363636,0.0872809814545455,0.0892264880909091,0.161866137454545,0.812645784090909,0,0.0540218755454545,0.0240581703636364,0.216594881545455,0.070379257,0,0.000156604818181818,4.333333333,3,7,"Kampong Cham","Boeng Pruol",2009,0,2,25.65317442,301.2882489106,8.904140283,52.45917122,"CP",12.22924635,0,"none",0
"1595",1595,31605,6622,1530,1766,1885,464,0,1177,9,10,14,0,0.622834951111111,0.612552679777778,0.107793610333333,0.0848545955555556,0.180358144777778,0.892839522777778,0,0.0443565301111111,0.117419755777778,0.0426615211111111,0.0434663838888889,0,0.000580865666666667,4.333333333,3,8,"Kampong Cham","Chirou Muoy",2009,0,8,36.89681289,179.473495983029,8.922587199,52.93123786,"CP",6.424081465,0,"none",0
"1596",1596,31606,13619,2819,3134,3160,1143,0,1979,9,51,34,0,0.618214874083333,0.60292086625,0.169444473,0.149597060166667,0.134336045,0.656231006083333,0.000871053916666667,0.04156326925,0.245537049,0.403252478,0.205404677416667,0,0.00112792658333333,4.3333333335,4,4,"Kampong Cham","Chirou Pir",2009,0,19,63.29698428,215.160329594142,19.38073213,45.94616094,"CP",11.30666374,0,"none",0
"1597",1597,31608,19238,4250,4879,5267,1404,0,2110,13,88,313,0,0.7561435875,0.7754007845,0.043435700375,0.0388352174375,0.1080709300625,0.5041595616875,0.0021700938125,0.047228277625,0.9211379718125,0.39663053825,0.08590751075,0,0.001208491,2,3,1.25,"Kampong Cham","Chob",2009,0,24,50.81377896,378.598096692315,45.58967044,40.82354452,"CP",16.24419762,0,"none",0
"1598",1598,31612,26999,5982,6787,7441,2337,0,5429,9,86,164,0,0.718007226466667,0.715919944533333,0.0751229047,0.0783613268333333,0.193582676233333,0.877479783066667,0.00746460746666667,0.0158461719,0.1809468481,0.553079599233333,0.0813843837,0,0.000297266,1.5833333335,2,1.75,"Kampong Cham","Kor",2009,0,6,78.30283203,344.802343670736,32.45931012,36.04420897,"CP",33.80639265,0,"none",0
"1599",1599,40101,5107,1141,1183,1452,381,0,1138,7,14,8,0,0.837515621166667,0.888693854333333,0.0259436191666667,0.0354646946666667,0.223689509666667,0.997947216833333,0,0.00134954833333333,0.0433980413333333,0.133385349,0.686414066333333,0,0.000375951,5.7333333335,3.5,7,"Kampong Chhnang","Anhchanh Rung",2009,0,5,68.23192233,74.8476640493913,26.67209992,160.0189941,"CP",28.72372868,0,"none",0
"1600",1600,40102,4901,953,1104,1153,293,0,57,2,0,94,0,0.475477978,0.635395637666667,0,0.061728395,0.0112375693333333,0.903502224666667,0,0.0254507666666667,0.017094017,0,0.0362810003333333,0,0.00374006533333333,7.4,2,2,"Kampong Chhnang","Chhnok Tru",2009,0,75,41.12114671,119.184419504725,7.1526254075,176.716064283333,"NF",38.0032214883333,0,"MUA",1
"1601",1601,40104,7196,1609,1637,1928,826,0,1545,6,21,23,0,0.7557396831,0.7721775597,0.0315658636,0.0507454502,0.2134238005,0.9624094739,0.0005813953,0.0028571429,0.1413084904,0.6135433204,0.4750307422,0.0009615385,0.0014120527,1.1666666665,2.25,1.75,"Kampong Chhnang","Khon Rang",2009,0,27,32.688839,220.136297896661,9.0676500915,169.4560106,"CP",28.26774589,0,"none",0
"1602",1602,40105,2024,436,441,501,127,0,414,2,17,12,0,0.44908415375,0.5455344715,0.1157923335,0.09560314675,0.20971831375,0.9841549295,0,0,0.071111111,0.36776399125,0.07085568975,0,0,11.166666665,6,11.5,"Kampong Chhnang","Kampong Preah Kokir",2009,0,4,70.78795295,28.5924357980746,5.9801195345,162.34964915,"NF",21.84623444,0,"none",0
"1603",1603,40106,3887,915,947,1051,290,0,766,6,27,12,0,0.7657555052,0.8033018442,0.1558616326,0.0696245276,0.2060143736,0.880285216,0.0383004926,0.0052961672,0.086579769,0.5388052642,0.3487921644,0,0.0010884936,6.566666667,1.5,6,"Kampong Chhnang","Melum",2009,0,33,52.44463127,74.1162613955394,9.387064487,161.4652345,"CP",18.93032914,0,"none",0
"1604",1604,40107,5755,1263,1455,1758,411,0,1164,11,12,16,0,0.693327088857143,0.625051381142857,0.0299527675714286,0.0360384624285714,0.204435165571429,0.933488929142857,0,0.00760869942857143,0.140191841285714,0.455476478285714,0.430343456571429,0.0127360848571429,0.000787734428571429,3,1,1,"Kampong Chhnang","Phsar",2009,0,3,36.09879125,159.423620590066,14.84729814,166.6675834,"CP",23.76444936,0,"none",0
"1605",1605,40108,3671,775,781,1015,248,0,773,23,5,1,0,0.853587241,0.832112078,0.0606536955,0.059254176,0.210150912,0.997876857666667,0,0,0.0152772993333333,0.2595899685,0.732238793666667,0,0.00173232433333333,4.9833333335,2.75,7.5,"Kampong Chhnang","Pech Changvar",2009,0,86,55.74304967,65.8557438412931,29.21540324,162.0273941,"CP",33.56050197,0,"none",0
"1606",1606,40111,5512,1166,1243,1417,229,0,990,12,14,14,0,0.87054067375,0.788999846,0.0727280615,0.075145311,0.18641874725,0.9859552065,0.00083056475,0.0013550135,0.03177496175,0.65980249175,0.54058347675,0,0.0049181515,4.07,2.36,2.35,"Kampong Chhnang","Trapeang Chan",2009,0,28,38.94330956,141.539074677453,11.33162119,171.7529888,"CP",36.26599295,0,"MUA",1
"1607",1607,40202,9344,1753,2162,2371,371,0,1623,28,51,25,0,0.6591540191,0.7205080486,0.1081766506,0.1036610549,0.1731362217,0.9608154991,0,0.0029535865,0.0721924921,0.345785141,0.4502390176,0,0.0019526024,12,5.75,5.75,"Kampong Chhnang","Kaoh Thkov",2009,0,6,112.6240833,82.9662690803895,4.689740119,120.1254145,"CP",24.81790929,0,"none",0
"1608",1608,40204,5440,1016,1232,1318,328,0,902,10,32,6,0,0.4899094155,0.589238767,0.13165110825,0.0679965035,0.16981733575,0.97175595375,0,0.0128800145,0.03296219425,0.4350887065,0.05330746875,0,0.0015093335,7.66,3.5,3,"Kampong Chhnang","Peam Chhkaok",2009,0,9,95.93854314,56.7029665237003,5.02840835,125.8961332,"NF",18.51989233,0,"none",0
"1609",1609,40401,7546,1607,1638,1827,261,0,1607,12,14,15,0,0.52108014325,0.47823564875,0.1480367685,0.172841576,0.21373586725,1,0,0,0.04733070425,1,0.84835007625,0,0.0010441115,8.5833333335,1.5,1.5,"Kampong Chhnang","Chranouk",2009,-21,681,265.2364323,28.4500886042117,11.15422243,149.1505714,"NF",25.08691209,0,"MUA",1
"1610",1610,40402,6449,1422,1500,1512,281,0,1367,13,25,10,0,0.7358502346,0.8233770778,0.16651325,0.1793688554,0.2127441954,0.9963945078,0,0.0028962724,0.0849562448,0.9138455088,0.3674518088,0,0.0009220846,6.6,4,4,"Kampong Chhnang","Dar",2009,-7,288,87.29977632,73.8718960328259,31.36893343,137.8761018,"CP",22.58146823,0,"none",0
"1611",1611,40404,3328,658,785,706,137,0,222,0,12,36,0,0.570645963666667,0.550001910666667,0.460354929333333,0.445212226333333,0.0552389813333333,0.978094855333333,0,0.0148809523333333,0.012243938,0,0.0582476536666667,0,0.00640490366666667,24.33333333,4.5,13,"Kampong Chhnang","Phlov Tuk",2009,-42,304,192.9033784,17.25216026595,5.564390699,165.3232491,"NF",32.65751088,0,"MUA",1
"1612",1612,40405,5088,1143,1132,1277,384,0,896,14,28,45,0,0.561386791333333,0.574276628833333,0.121374933666667,0.0962870328333333,0.183476981833333,0.989748369,0,0.010251631,0.118377820666667,0.519941221833333,0.254408050833333,0,0.0009347185,4.495,1.5,10,"Kampong Chhnang","Pou",2009,0,84,90.50579091,56.2173972388084,10.70359935,146.6350056,"NF",12.11330699,0,"MUA",1
"1613",1613,40406,4485,771,967,1010,289,0,704,2,17,29,0,0.424773001333333,0.505650350333333,0.0537286573333333,0.0527274193333333,0.140656084166667,1,0,0,0.119490877833333,0.0616219668333333,0.202968084833333,0,0.00126582283333333,13,3.5,1.5,"Kampong Chhnang","Pralay Meas",2009,0,33,133.48508653,33.5992590377654,5.3664309535,161.97110085,"W",24.16631664,0,"MUA",1
"1614",1614,40407,1869,385,478,488,61,0,323,0,0,10,0,0.3817049805,0.3800629475,0.140510949,0.118150685,0.1732301925,1,0,0,0.0574305555,0.234375,0.0868055555,0,0.001383764,3.666666667,0,10,"Kampong Chhnang","Samraong Saen",2009,-22,130,46.06985038,40.5688315586841,4.637853383,130.9236348,"NF",23.85568418,0,"none",0
"1615",1615,40408,6003,1212,1392,1509,302,0,1139,30,23,38,0,0.7418297906,0.7150775948,0.0433233728,0.0313828562,0.1812780904,0.977939515,0.008759124,0.0044987598,0.151627628,0.517120524,0.5916926304,0,0.0037252958,3.5,1,1,"Kampong Chhnang","Svay Rumpear",2009,0,38,77.77488067,77.1843035731655,14.1606569,134.3910489,"CP",15.01741881,0,"none",0
"1616",1616,40409,5901,1219,1223,1445,699,0,1165,15,48,17,0,0.686841117,0.716640982714286,0.0513822092857143,0.0540364581428571,0.194927374142857,0.949852517571429,0,0.006301608,0.279864092285714,0.633751979142857,0.116751323,0,0.000501823,2.433333333,1.3,2.5,"Kampong Chhnang","Trangel",2009,0,14,36.33078719,162.424226294338,23.54069687,139.6661253,"CP",9.294174864,0,"none",0
"1617",1617,40504,6527,1296,1251,1359,839,0,1196,1,0,5,0,0.845006195857143,0.858785862571429,0.0669604562857143,0.0274255982857143,0.177748796714286,0.981320364857143,0,0.00293793614285714,0.198820635714286,0.485370284571429,0.390506743857143,0,0.000317460285714286,5,2.5,3,"Kampong Chhnang","Kampong Tralach",2009,0,3,37.80324001,172.657158441272,7.55107847,111.6219129,"CP",38.90439407,0,"none",0
"1618",1618,40506,8548,1921,1973,2322,989,0,814,12,10,84,0,0.618854146625,0.735567900375,0.040468273125,0.03945072125,0.120012604,0.524943325125,0.070673385375,0.095467687625,0.324076020875,0.413208821,0.120438054875,0.000244140625,0.000565155,1.75,1.5,2,"Kampong Chhnang","Ou Ruessei",2009,0,2,19.94328294,428.615490524651,9.225426279,114.2550524,"CP",36.55774653,0,"none",0
"1619",1619,40602,4338,1009,1004,1305,363,0,974,12,41,48,0,0.702892534,0.7477281101,0.0125741536,0.0132910906,0.2200645219,0.9577258819,0,0.01454883,0.1381539734,0.5090251782,0.2285228852,0,0.0008916665,3.5,3,5,"Kampong Chhnang","Banteay Preal",2009,0,3,50.76377298,85.4546410825116,13.8797755,155.8155759,"CP",13.55114883,0,"none",0
"1620",1620,40603,6654,1470,1502,1747,458,0,1438,12,9,20,0,0.698166169636364,0.736293713454545,0.0859467085454545,0.0909247142727273,0.219114019636364,0.978606347636364,0.00468603563636364,0.000491400454545455,0.0780298558181818,0.556859627181818,0.342970108818182,0,0,6.1,1.5,1.5,"Kampong Chhnang","Cheung Kreav",2009,0,2,55.15554389,120.640637925182,24.27562126,134.626975,"CP",17.78834225,0,"none",0
"1621",1621,40604,10395,2342,2386,2886,913,0,1895,24,82,35,0,0.70370133075,0.727240045,0.046866981375,0.0574110151875,0.1759566733125,0.7909777333125,0.0165806959375,0.011769113375,0.2601189725625,0.521359948875,0.2521725901875,0.0026260504375,0.00372483225,3,3,2.5,"Kampong Chhnang","Chrey Bak",2009,0,4,44.99107182,231.045840418922,18.24974992,142.793779,"CP",7.542073367,0,"none",0
"1622",1622,40605,6097,1234,1388,1571,377,0,1147,23,24,28,0,0.751106132,0.843369536875,0.05933054525,0.034831774875,0.188146537625,0.922678495375,0,0.002358490625,0.07491873275,0.5497551935,0.234884620375,0,0.00160053225,2.45,1.4,4.5,"Kampong Chhnang","Kouk Banteay",2009,0,16,65.04046277,93.7416454363275,9.328336408,132.339314,"CP",11.52303876,0,"none",0
"1623",1623,40607,7541,1722,1758,2143,741,0,1484,11,35,32,0,0.74383458075,0.771836986583333,0.01468620825,0.0143620445,0.19921915275,0.873300169333333,0,0.0435657168333333,0.283646480833333,0.694355518583333,0.220540428,0,0.000383495916666667,2.1,1.1,1.1,"Kampong Chhnang","Pongro",2009,0,8,27.73555744,271.889253219927,23.2616342,149.5832778,"CP",7.384059938,0,"none",0
"1624",1624,40608,5329,1241,1346,1513,379,0,1223,8,35,47,0,0.633248310857143,0.661780616571429,0.0216816827142857,0.0385581288571429,0.228122966571429,0.983228019428571,0,0.000703729714285714,0.0306694247142857,0.432041291285714,0.304256453142857,0.0682110681428571,0.000320397714285714,6,7,8,"Kampong Chhnang","Prasneb",2009,0,102,125.1613168,42.5770528486482,21.80543068,160.3016589,"CP",21.47846193,0,"none",0
"1625",1625,40611,11053,2437,2694,3608,739,0,1944,5,48,6,0,0.604279933666667,0.66164031675,0,0.00223447825,0.177532321166667,0.802360005166667,0.01583071425,0.0127673655,0.20651617825,0.763414604916667,0.04300854875,0,0.00120276891666667,2.4166666665,2,2,"Kampong Chhnang","Srae Thmei",2009,0,1,29.22829884,378.160907020478,26.54261242,144.393621,"CP",3.985339223,0,"none",0
"1626",1626,40612,14302,3063,3427,3851,1557,0,2685,52,80,93,0,0.650577307136364,0.698408986,0.0605475046818182,0.0637581128181818,0.187448161681818,0.913032512727273,0.005521617,0.0340601355,0.175984944363636,0.668697399863636,0.192753617590909,0,0.00535404545454545,3.333333333,3,3,"Kampong Chhnang","Svay Chrum",2009,0,75,85.29919901,167.668631897977,8.838380581,150.9188418,"CP",8.454648812,0,"none",0
"1627",1627,40701,5192,928,1409,1293,175,0,907,21,60,22,0,0.668247075875,0.6637142145,0.049488941375,0.0323839755,0.17949940425,0.982578930375,0.00234375,0.00128865975,0.067338627875,0.5413999595,0.572621497375,0,0.003243443375,15.999999999625,2.75,17,"Kampong Chhnang","Chhean Laeung",2009,0,10,54.29170847,95.6315457058963,87.58799963,114.5078303,"CP",37.0096375,0,"none",0
"1628",1628,40703,9230,1858,2157,2308,575,0,1773,8,82,116,0,0.7421565505,0.7714730692,0.0639083071,0.0368388555,0.1971208933,0.9614397684,0,0.0285123847,0.1173340331,0.3792248253,0.5641588354,0,0.0013778454,3.75,1.65,1.65,"Kampong Chhnang","Krang Lvea",2009,0,61,173.270297,53.2693725341742,70.17706981,123.6425872,"CP",40.34955578,0,"none",0
"1629",1629,40704,8757,1755,2019,2093,477,0,1691,23,88,44,0,0.711507934083333,0.740552125333333,0.0216955285833333,0.021495145,0.193951288333333,0.96705850375,0,0.0018765475,0.07361909925,0.49475649725,0.375017856666667,0,0.00159274441666667,12.46,3,7,"Kampong Chhnang","Peam",2009,0,1,100.8412686,86.8394469999756,76.55602123,112.7037438,"CP",37.78316265,0,"none",0
"1630",1630,40707,9471,1939,2202,2394,371,0,1850,16,69,40,0,0.7261770701,0.7655293769,0.1550092987,0.1219137888,0.1927561552,0.9484106102,0.0021428571,0.0024823142,0.2870840442,0.5565880617,0.4185108284,0,0.0013029797,8.16,3.5,4,"Kampong Chhnang","Svay Chuk",2009,0,2,116.1039898,81.5734241029502,51.18241905,112.4183856,"CP",41.45933978,0,"none",0
"1631",1631,40802,7207,1522,1644,1762,483,0,1520,23,319,29,0,0.809500149636364,0.791058626636364,0.102492919545455,0.0776126077272727,0.207905420818182,0.998819362454546,0,0.00118063754545455,0.0458181863636364,0.621007566636364,0.608512332272727,0,0.00140360036363636,6.47222222216667,3,3,"Kampong Chhnang","Chieb",2009,0,2433,350.1670257,20.5816066935283,354.7849691,129.9657318,"FBE",43.05339019,0,"WS",1
"1632",1632,40803,6426,1401,1653,1639,527,0,1400,8,28,21,0,0.67808120225,0.7110865735,0.04610569875,0.0129768305,0.21596163725,0.999161073875,0,0.000838926125,0.07897622525,0.2465304195,0.836646577,0,0.001434329125,2.9166666665,2,4,"Kampong Chhnang","Chaong Maong",2009,0,1,64.99288454,98.8723618820935,51.99307825,130.7116895,"CP",33.34088256,0,"none",0
"1633",1633,40804,4874,1113,1092,1287,277,0,1052,8,3,11,0,0.6817002408,0.7312839842,0.2722611014,0.2237974021,0.202231203,0.889086758,0.000456621,0.010456621,0.0106437955,0.4574828436,0.7349683433,0,0.0009934861,12.21666667,4,4.5,"Kampong Chhnang","Kbal Tuek",2009,0,795,245.8591347,19.8243600179725,163.628475,116.2030864,"CP",50.53196205,0,"WS",1
"1634",1634,40805,5625,1248,1288,1538,515,0,1231,6,9,30,0,0.540537674,0.514292319428571,0.0428103711428571,0.038635061,0.218679039571429,0.990676983857143,0,0.00686959342857143,0.210497786571429,0.347007766714286,0.354252469,0,0,5.1666666665,1,6.3,"Kampong Chhnang","Khlong Popok",2009,0,103,109.4135101,51.4104701956729,86.58888457,140.2989979,"CP",29.94822025,0,"none",0
