Province,Commune,FEM_TOT,MAL_TOT,MAL_18_24,MAL_25_35,MAL_36_45,MAL_46_60,FEM_18_24,FEM_25_35,FEM_36_45,FEM_46_60,M_over61,F_over61
Kampong Thom,Msar Krang,495,496,77,46,55,37,53,57,61,43,30,54
Kampong Thom,Msar Krang,289,307,35,42,30,42,40,38,23,32,35,29
Kampong Thom,Msar Krang,387,361,36,40,28,30,38,35,42,36,42,37
Kampong Thom,Msar Krang,667,531,80,70,33,11,146,126,54,20,26,34
Kampong Thom,Msar Krang,334,359,37,40,35,38,26,42,35,37,40,16
Kampong Thom,Msar Krang,490,365,30,27,40,65,33,55,70,19,49,10
Kampong Thom,Msar Krang,545,514,90,92,91,20,106,107,107,18,16,19
Kampong Thom,Msar Krang,214,182,10,16,15,15,15,34,20,14,10,11
Kampong Thom,Peam Bang,289,298,37,19,40,30,32,37,43,20,23,23
Kampong Thom,Peam Bang,153,147,28,30,6,4,29,15,25,10,13,19
Kampong Thom,Peam Bang,486,486,33,71,68,61,47,68,82,40,22,13
Kampong Thom,Peam Bang,186,157,14,12,20,22,31,24,22,10,6,11
Kampong Thom,Peam Bang,301,289,31,32,50,12,38,40,44,24,18,17
Kampong Thom,Popok,495,411,39,73,33,25,72,52,52,33,16,24
Kampong Thom,Popok,923,900,85,108,74,57,104,109,103,66,106,21
Kampong Thom,Popok,129,94,11,12,9,11,16,8,12,14,4,9
Kampong Thom,Popok,808,733,37,109,102,91,71,89,120,134,109,133
Kampong Thom,Popok,269,294,34,44,49,41,32,41,40,38,8,17
Kampong Thom,Popok,879,711,68,105,109,61,137,131,105,86,30,28
Kampong Thom,Popok,198,171,26,12,15,16,24,28,15,18,20,21
Kampong Thom,Popok,288,285,22,40,20,30,37,46,29,24,19,11
Kampong Thom,Pralay,454,469,71,70,67,60,95,60,39,39,20,40
Kampong Thom,Pralay,575,392,57,71,52,44,81,99,74,58,19,49
Kampong Thom,Pralay,573,681,119,70,72,63,86,82,73,51,15,25
Kampong Thom,Pralay,306,250,39,27,21,15,44,44,43,22,41,60
Kampong Thom,Pralay,339,343,26,23,29,20,72,32,29,29,27,20
Kampong Thom,Pralay,333,335,54,35,30,25,52,36,34,33,20,30
Kampong Thom,Pralay,609,564,69,62,75,58,68,65,79,75,22,32
Kampong Thom,Pralay,375,328,19,42,69,41,27,53,57,42,35,38
Kampong Thom,Pralay,243,230,48,22,18,63,48,28,15,55,8,8
Kampong Thom,Pralay,609,551,76,91,69,62,78,90,80,80,16,26
Kampong Thom,Pralay,576,522,58,58,57,55,66,66,63,61,55,59
Kampong Thom,Pralay,606,616,58,68,73,63,65,60,79,72,13,13
Kampong Thom,Pralay,575,530,85,81,45,16,93,72,49,59,15,21
Kampong Thom,Pralay,157,139,44,17,10,7,37,18,16,11,8,14
Kampong Thom,Preah Damrei,390,398,83,34,37,30,80,32,30,41,21,21
Kampong Thom,Preah Damrei,209,295,40,37,35,19,24,31,23,17,17,7
Kampong Thom,Preah Damrei,264,251,41,49,29,19,27,46,34,18,10,15
Kampong Thom,Preah Damrei,387,323,29,65,61,28,46,70,65,40,18,28
Kampong Thom,Preah Damrei,344,302,69,62,35,25,40,67,42,41,25,14
Kampong Thom,Preah Damrei,261,232,12,32,36,30,35,39,42,36,40,26
Kampong Thom,Preah Damrei,640,579,83,91,90,70,93,100,89,86,23,35
Kampong Thom,Preah Damrei,80,80,18,14,11,11,15,12,6,5,3,4
Kampong Thom,Preah Damrei,346,259,30,50,33,20,49,62,54,50,11,21
Kampong Thom,Rung Roeang,442,383,50,65,57,30,77,78,61,42,13,25
Kampong Thom,Rung Roeang,240,212,40,34,21,20,49,37,32,28,9,16
Kampong Thom,Rung Roeang,445,399,39,53,62,52,45,56,65,56,26,20
Kampong Thom,Rung Roeang,323,371,63,57,51,44,43,42,51,38,22,18
Kampong Thom,Rung Roeang,394,346,66,68,46,23,73,81,49,31,11,18
Kampong Thom,Rung Roeang,250,204,19,33,37,13,39,48,44,20,14,13
Kampong Thom,Rung Roeang,215,172,25,27,23,20,24,34,30,21,11,20
Kampong Thom,Rung Roeang,343,329,60,51,37,29,73,68,42,37,17,26
Kampong Thom,Rung Roeang,193,81,5,18,7,13,20,43,22,23,3,3
Kampong Thom,Samprouch,414,377,27,23,23,16,53,40,18,34,10,13
Kampong Thom,Samprouch,468,428,40,38,36,28,34,40,39,25,18,17
Kampong Thom,Samprouch,149,149,35,32,10,13,25,34,9,13,8,9
Kampong Thom,Samprouch,180,248,17,25,20,17,26,15,16,12,15,10
Kampong Thom,Samprouch,388,335,42,47,56,43,47,48,67,49,19,21
Kampong Thom,Samprouch,257,255,43,13,23,22,26,24,36,21,10,5
Kampong Thom,Samprouch,332,280,49,45,26,25,70,35,31,32,13,17
Kampong Thom,Samprouch,594,462,66,59,64,15,86,73,46,56,8,65
Kampong Thom,Samprouch,316,296,54,35,40,28,53,44,33,34,12,19
Kampong Thom,Samprouch,351,381,66,52,33,30,62,53,37,36,11,14
Kampong Thom,Samprouch,283,322,28,33,36,20,38,33,34,16,15,14
Kampong Thom,Samprouch,709,679,118,71,59,30,104,94,75,41,15,42
Kampong Thom,Samprouch,307,264,43,47,36,10,54,45,38,11,6,11
Kampong Thom,Samprouch,431,340,45,33,44,34,50,55,65,45,23,28
Kampong Thom,Samprouch,411,777,45,60,53,75,27,20,23,30,79,44
Kampong Thom,Samprouch,336,333,62,59,31,21,62,50,34,40,16,26
Kampong Thom,Samprouch,338,307,53,63,25,24,63,62,27,31,19,17
Kampong Thom,Trea,288,239,57,34,20,22,99,26,46,25,10,11
Kampong Thom,Trea,182,162,21,25,16,14,33,33,30,34,8,6
Kampong Thom,Trea,180,152,27,25,26,18,27,38,24,19,2,3
Kampong Thom,Trea,265,214,31,37,29,14,34,51,31,22,10,22
Kampong Thom,Trea,326,319,41,35,45,39,55,42,47,46,31,43
Kampong Thom,Trea,300,290,31,52,39,36,44,51,59,52,20,19
Kampong Thom,Trea,507,516,72,76,63,53,89,105,83,51,20,28
Kampong Thom,Trea,431,397,45,58,49,49,59,64,52,44,18,21
Kampong Thom,Trea,308,298,49,58,20,24,59,57,32,33,18,25
Kampong Thom,Trea,601,568,96,88,85,38,105,108,84,59,36,46
Kampong Thom,Trea,666,605,81,89,65,53,115,114,101,99,38,58
Kampong Thom,Trea,465,443,64,52,61,46,68,78,73,59,45,25
Kampong Thom,Trea,189,177,28,26,20,19,33,34,18,22,5,17
Kampong Thom,Trea,309,295,28,32,28,19,46,52,49,41,13,15
Kampong Thom,Trea,646,587,84,75,82,58,106,101,93,89,46,51
Kampong Thom,Trea,600,495,73,73,69,44,74,81,70,73,24,65
Kampot,Angk Phnum Touch,777,787,114,128,97,98,112,120,95,102,76,69
Kampot,Angk Phnum Touch,592,643,95,94,72,61,102,101,73,74,115,61
Kampot,Angk Phnum Touch,441,404,94,48,59,44,68,50,62,56,23,51
Kampot,Angk Phnum Touch,519,492,49,58,69,68,62,56,61,63,54,65
Kampot,Angk Phnum Touch,272,264,51,47,21,34,59,39,30,32,13,21
Kampot,Angkor Chey,497,415,44,83,31,77,25,68,56,93,36,121
Kampot,Angkor Chey,236,217,35,27,18,30,42,38,36,21,20,18
Kampot,Angkor Chey,176,171,4,17,34,16,8,8,32,44,37,40
Kampot,Angkor Chey,355,343,65,50,33,24,63,52,30,25,20,27
Kampot,Angkor Chey,686,661,57,76,93,84,47,84,121,103,85,122
Kampot,Angkor Chey,372,401,63,42,59,38,40,45,63,58,23,39
Kampot,Champei,852,683,118,119,94,42,160,109,123,74,41,46
Kampot,Champei,813,798,90,99,92,84,90,116,110,111,44,73
Kampot,Champei,505,435,70,59,48,32,84,79,62,40,18,31
Kampot,Champei,393,369,75,70,28,33,71,81,43,52,22,29
Kampot,Champei,775,732,58,105,88,54,59,89,115,154,83,55
Kampot,Champei,735,559,30,137,96,72,38,123,104,128,55,150
Kampot,Champei,629,599,122,30,22,34,120,37,41,40,88,140
Kampot,Champei,611,567,96,102,83,58,86,74,73,67,45,84
Kampot,Dambouk Khpos,807,746,128,119,76,81,107,131,93,148,15,22
Kampot,Dambouk Khpos,880,799,57,91,85,76,56,91,77,85,73,100
Kampot,Dambouk Khpos,684,572,61,54,113,96,48,59,112,98,80,93
Kampot,Dambouk Khpos,707,769,123,120,84,56,96,144,101,58,49,52
Kampot,Dambouk Khpos,589,578,80,64,74,75,110,72,75,78,34,20
Kampot,Dambouk Khpos,1222,1131,179,186,142,81,178,228,159,96,68,88
Kampot,Dambouk Khpos,931,886,107,143,144,126,121,153,154,131,75,96
Kampot,Dambouk Khpos,729,712,95,131,73,111,81,147,89,126,89,98
Kampot,Dambouk Khpos,547,469,72,82,52,38,84,101,67,44,36,40
Kampot,Dambouk Khpos,536,385,43,46,40,46,57,56,57,56,40,56
Kampot,Dambouk Khpos,631,600,44,99,97,59,38,82,102,71,85,108
Kampot,Dan Koum,534,581,65,79,73,28,38,101,71,56,46,54
Kampot,Dan Koum,505,533,67,82,64,40,55,53,58,55,78,48
Kampot,Dan Koum,486,441,40,73,60,47,30,89,75,62,65,81
Kampot,Dan Koum,422,396,57,66,37,26,65,58,39,44,14,19
Kampot,Dan Koum,557,499,62,78,61,64,71,93,87,72,54,74
Kampot,Dan Koum,603,466,31,52,114,52,61,59,68,71,102,150
Kampot,Daeum Doung,310,300,58,54,30,31,47,55,40,54,32,36
Kampot,Daeum Doung,444,399,75,73,57,54,92,73,64,74,15,34
Kampot,Daeum Doung,543,451,71,86,60,51,62,91,77,81,28,35
Kampot,Daeum Doung,223,191,45,24,18,31,51,27,20,33,16,21
Kampot,Mroum,263,198,44,26,27,25,43,51,23,45,15,36
Kampot,Mroum,265,281,54,46,27,30,42,44,34,42,12,24
Kampot,Mroum,395,426,78,85,39,42,29,83,43,63,21,40
Kampot,Mroum,536,493,80,91,45,54,79,117,70,61,28,43
Kampot,Mroum,484,467,81,79,49,36,76,74,65,49,19,43
Kampot,Mroum,590,542,77,87,66,49,71,114,68,72,27,49
Kampot,Phnum Kong,447,478,63,66,68,76,61,51,69,64,43,44
Kampot,Phnum Kong,303,318,38,58,31,39,28,62,34,46,22,30
Kampot,Phnum Kong,469,420,65,69,44,40,73,82,49,51,31,50
Kampot,Phnum Kong,461,385,40,35,36,42,70,25,26,35,65,75
Kampot,Phnum Kong,1035,974,183,142,122,125,194,158,130,132,62,114
Kampot,Phnum Kong,704,563,63,30,17,90,69,49,50,155,90,155
Kampot,Phnum Kong,806,732,145,102,93,61,150,103,101,83,31,61
Kampot,Phnum Kong,300,273,53,55,29,24,73,24,31,32,10,26
Kampot,Phnum Kong,384,355,66,56,45,42,43,49,39,37,24,55
Kampot,Phnum Kong,678,692,78,156,66,72,99,81,67,75,58,82
Kampot,Praphnum,263,230,31,42,30,19,37,39,29,31,17,27
Kampot,Praphnum,413,445,42,54,45,47,62,63,49,52,44,30
Kampot,Praphnum,425,428,72,53,50,36,48,68,54,54,50,60
Kampot,Praphnum,174,161,13,37,11,13,19,38,16,24,16,22
Kampot,Praphnum,345,324,55,41,26,31,50,53,27,38,50,69
Kampot,Praphnum,239,198,30,29,15,15,29,39,38,20,15,25
Kampot,Praphnum,356,324,38,43,34,30,43,47,32,35,15,23
Kampot,Praphnum,366,363,20,38,45,56,28,43,51,53,40,60
Kampot,Praphnum,309,306,39,36,37,20,50,37,33,16,15,20
Kampot,Samlanh,958,838,121,119,114,95,139,144,139,133,59,75
Kampot,Samlanh,441,403,74,69,67,51,75,73,62,52,25,28
Kampot,Samlanh,492,449,66,61,57,39,74,65,68,52,48,55
Kampot,Samlanh,561,506,48,62,46,88,67,90,66,72,59,65
Kampot,Samlanh,394,343,57,53,46,30,57,53,56,42,15,41
Kampot,Samlanh,435,392,78,71,44,39,70,76,62,56,21,33
Kampot,Samlanh,500,502,85,65,50,40,84,63,49,38,16,19
Kampot,Tani,545,504,85,85,53,41,79,89,64,67,26,42
Kampot,Tani,348,327,56,38,49,44,53,54,45,64,40,30
Kampot,Tani,631,614,121,97,65,51,102,77,84,76,57,82
Kampot,Tani,757,762,45,78,58,67,48,54,53,86,63,90
Kampot,Tani,552,532,97,78,68,39,89,76,75,78,32,46
Kampot,Tani,742,562,80,89,96,75,102,100,93,82,22,31
Kampot,Tani,1379,1372,228,145,77,140,225,235,210,165,69,68
Kampot,Banteay Meas Khang Kaeut,751,679,67,82,94,74,88,86,99,115,32,56
Kampot,Banteay Meas Khang Kaeut,530,592,99,68,75,54,96,84,54,42,67,62
Kampot,Banteay Meas Khang Kaeut,625,623,48,135,63,52,127,144,68,55,30,17
Kampot,Banteay Meas Khang Kaeut,750,667,100,132,83,73,127,134,84,98,37,35
Kampot,Banteay Meas Khang Kaeut,434,393,30,66,54,38,47,55,71,65,33,39
Kampot,Banteay Meas Khang Kaeut,474,403,20,32,42,144,26,42,62,161,97,103
Kampot,Banteay Meas Khang Kaeut,325,417,62,37,63,34,30,37,58,36,75,70
Kampot,Banteay Meas Khang Kaeut,382,405,68,59,27,45,54,57,38,59,15,12
Kampot,Banteay Meas Khang Lech,731,604,79,98,63,80,96,112,97,83,48,64
Kampot,Banteay Meas Khang Lech,387,319,42,65,32,40,31,68,61,49,23,27
Kampot,Banteay Meas Khang Lech,387,380,49,67,46,44,41,74,46,54,36,42
Kampot,Banteay Meas Khang Lech,457,386,46,81,49,61,47,76,63,59,39,59
Kampot,Banteay Meas Khang Lech,388,357,24,42,90,84,37,56,59,81,16,30
Kampot,Banteay Meas Khang Lech,364,315,48,50,40,37,35,39,49,58,15,22
Kampot,Banteay Meas Khang Lech,389,379,67,71,49,50,79,59,53,46,35,38
Kampot,Banteay Meas Khang Lech,390,373,26,56,55,70,15,70,68,63,53,45
Kampot,Banteay Meas Khang Lech,403,375,47,51,45,36,45,92,43,34,25,25
Kampot,Prey Tonle,401,428,57,68,55,28,62,48,64,35,26,17
Kampot,Prey Tonle,314,288,27,30,61,48,35,57,46,48,6,3
Kampot,Prey Tonle,108,86,12,12,14,5,13,20,6,11,8,6
Kampot,Prey Tonle,247,216,36,33,22,22,26,48,23,21,9,9
Kampot,Prey Tonle,168,163,15,15,12,13,23,14,23,9,5,3
Kampot,Samraong Kraom,551,493,91,79,39,35,95,106,45,61,25,36
Kampot,Samraong Kraom,529,536,92,85,45,36,87,90,64,58,36,17
Kampot,Samraong Kraom,596,461,81,60,38,38,84,84,44,54,58,155
Kampot,Samraong Kraom,390,421,80,71,19,65,60,73,42,65,30,30
Kampot,Samraong Kraom,549,512,103,111,55,31,125,114,63,53,31,31
Kampot,Samraong Kraom,624,584,90,105,67,60,120,112,63,54,30,20
Kampot,Samraong Leu,466,442,65,73,60,76,79,95,56,50,36,42
Kampot,Samraong Leu,935,851,130,112,123,79,134,134,155,96,42,81
Kampot,Samraong Leu,407,380,34,60,43,28,57,53,38,60,63,37
Kampot,Samraong Leu,703,656,81,118,45,72,123,129,75,113,97,63
Kampot,Samraong Leu,572,459,93,87,59,53,88,81,57,79,17,30
Kampot,Sdach Kong Khang Cheung,849,787,110,210,200,45,150,165,133,163,35,68
Kampot,Sdach Kong Khang Cheung,624,614,73,103,106,35,77,109,106,42,16,23
Kampot,Sdach Kong Khang Cheung,639,579,104,98,52,41,114,114,55,55,9,12
Kampot,Sdach Kong Khang Cheung,1008,884,145,148,160,127,190,160,200,100,40,90
Kampot,Sdach Kong Khang Lech,1591,1482,259,115,154,124,259,215,154,224,74,74
Kampot,Sdach Kong Khang Lech,524,509,93,75,47,26,84,93,57,42,28,27
Kampot,Sdach Kong Khang Lech,411,361,63,66,28,33,56,79,28,41,18,28
Kampot,Sdach Kong Khang Lech,267,238,34,42,23,20,41,48,26,22,6,16
Kampot,Sdach Kong Khang Lech,479,396,58,49,37,32,65,49,64,50,12,22
Kampot,Sdach Kong Khang Tboung,321,324,55,57,32,29,45,55,36,38,12,19
Kampot,Sdach Kong Khang Tboung,396,386,57,67,36,30,48,73,51,35,22,26
Kampot,Sdach Kong Khang Tboung,469,464,71,78,44,33,77,85,49,48,21,36
Kampot,Sdach Kong Khang Tboung,258,295,42,53,33,49,30,45,34,41,15,20
Kampot,Tnaot Chong Srang,431,442,99,48,39,47,101,45,37,51,15,22
Kampot,Tnaot Chong Srang,814,615,49,77,39,87,81,108,120,132,53,72
Kampot,Tnaot Chong Srang,425,425,55,50,48,75,55,50,48,75,23,23
Kampot,Tnaot Chong Srang,433,396,17,65,37,44,43,26,46,32,36,38
Kampot,Tnaot Chong Srang,448,392,45,46,48,75,40,50,60,65,30,50
Kampot,Tnaot Chong Srang,476,465,60,57,58,41,61,69,46,57,19,37
Kampot,Tnaot Chong Srang,604,530,65,48,67,41,51,69,75,64,38,54
Kampot,Tnaot Chong Srang,503,488,89,43,52,44,90,56,50,50,33,25
Kampot,Trapeang Sala Khang Kaeut,712,646,105,117,87,66,85,156,97,98,41,60
Kampot,Trapeang Sala Khang Kaeut,395,389,21,27,63,21,23,34,45,22,11,13
Kampot,Trapeang Sala Khang Kaeut,605,444,73,115,117,20,95,120,105,145,23,24
Kampot,Trapeang Sala Khang Kaeut,395,322,26,38,42,61,65,63,33,50,47,30
Kampot,Trapeang Sala Khang Kaeut,271,265,26,54,25,18,27,56,26,23,16,22
Kampot,Trapeang Sala Khang Lech,778,1213,192,165,97,85,99,88,162,51,65,39
Kampot,Trapeang Sala Khang Lech,711,604,101,131,81,53,137,143,100,55,51,52
Kampot,Trapeang Sala Khang Lech,565,496,41,81,79,88,58,96,91,92,24,31
Kampot,Trapeang Sala Khang Lech,567,540,95,65,67,52,96,91,94,84,20,24
Kampot,Trapeang Sala Khang Lech,532,460,72,78,49,36,78,95,59,49,18,28
Kampot,Tuk Meas Khang Kaeut,792,722,111,142,91,79,142,114,88,115,53,65
Kampot,Tuk Meas Khang Kaeut,354,352,58,74,28,40,60,60,52,31,18,44
Kampot,Tuk Meas Khang Kaeut,421,418,74,71,39,41,66,75,41,51,20,35
Kampot,Tuk Meas Khang Kaeut,473,288,32,64,23,24,78,79,32,40,19,37
Kampot,Tuk Meas Khang Kaeut,381,290,29,29,41,27,50,41,32,39,42,92
Kampot,Tuk Meas Khang Kaeut,455,402,98,62,45,52,60,75,47,61,30,51
Kampot,Tuk Meas Khang Lech,592,523,81,81,75,26,80,88,94,44,30,61
Kampot,Tuk Meas Khang Lech,308,251,26,26,33,64,29,24,41,68,28,26
Kampot,Tuk Meas Khang Lech,946,904,113,107,109,99,107,107,110,104,89,75
Kampot,Tuk Meas Khang Lech,400,311,42,50,38,30,64,50,42,47,20,24
Kampot,Tuk Meas Khang Lech,585,534,84,76,78,28,85,78,68,36,27,38
Kampot,Tuk Meas Khang Lech,643,1243,208,118,117,52,102,112,65,57,41,18
Kampot,Tuk Meas Khang Lech,471,455,46,48,37,34,45,47,49,44,22,31
Kampot,Tuk Meas Khang Lech,1334,1191,236,236,129,156,211,267,204,190,45,54
Kampot,Voat Angk Khang Cheung,1006,1188,187,149,123,232,174,162,129,121,112,81
Kampot,Voat Angk Khang Cheung,350,340,23,70,53,38,14,54,65,41,31,41
Kampot,Voat Angk Khang Cheung,956,609,77,83,93,103,105,181,119,153,82,83
Kampot,Voat Angk Khang Cheung,574,524,97,70,72,54,108,90,64,72,23,40
Kampot,Voat Angk Khang Cheung,708,665,62,69,67,74,65,64,75,82,68,97
Kampot,Voat Angk Khang Tboung,659,645,112,109,68,45,89,126,86,62,56,57
Kampot,Voat Angk Khang Tboung,554,543,74,95,48,48,69,101,77,71,23,32
Kampot,Voat Angk Khang Tboung,614,760,182,31,41,42,92,127,84,80,3,1
Kampot,Voat Angk Khang Tboung,472,416,78,81,43,34,71,76,50,55,27,30
Kampot,Voat Angk Khang Tboung,605,538,70,89,57,61,93,95,86,61,35,45
Kampot,Baniev,715,596,56,91,86,49,112,116,78,77,37,38
Kampot,Baniev,536,654,80,75,83,32,68,77,57,53,104,87
Kampot,Baniev,544,572,110,84,68,53,97,84,68,53,25,25
Kampot,Baniev,635,582,96,86,79,49,97,94,85,61,18,39
Kampot,Baniev,398,374,54,35,39,48,52,49,39,45,38,41
Kampot,Ta Kaen,610,584,81,97,42,50,92,103,45,64,30,25
Kampot,Ta Kaen,453,414,37,48,50,38,45,50,50,38,12,10
Kampot,Ta Kaen,383,363,33,44,33,27,33,25,40,23,20,20
Kampot,Ta Kaen,287,252,66,34,41,32,40,38,24,47,12,7
Kampot,Ta Kaen,552,538,48,105,130,29,136,95,109,34,22,24
Kampot,Ta Kaen,755,627,62,83,59,41,75,63,65,59,24,29
Kampot,Ta Kaen,555,522,84,62,41,50,91,59,56,56,15,8
Kampot,Ta Kaen,253,218,39,32,27,15,26,24,36,33,8,18
Kampot,Ta Kaen,3398,3169,412,412,582,593,570,589,509,582,82,50
Kampot,Ta Kaen,198,223,17,22,23,29,23,25,31,15,2,9
Kampot,Ta Kaen,406,375,54,40,33,49,47,35,52,49,19,26
Kampot,Ta Kaen,555,598,92,76,82,46,102,88,80,52,11,25
Kampot,Boeng Nimol,650,577,147,136,72,40,164,142,83,42,18,27
Kampot,Boeng Nimol,917,888,139,153,103,68,140,165,96,96,42,36
Kampot,Boeng Nimol,639,566,77,110,71,45,103,108,69,55,21,31
Kampot,Boeng Nimol,1033,950,70,74,65,49,79,72,55,59,509,590
Kampot,Chhuk,1178,971,193,91,85,71,176,154,146,136,61,98
Kampot,Chhuk,1541,1403,178,250,122,85,130,218,224,137,19,103
Kampot,Chhuk,814,651,65,69,81,90,90,102,114,119,42,41
Kampot,Chhuk,547,577,60,96,78,82,70,97,78,60,35,35
Kampot,Doun Yay,424,587,16,331,61,52,16,116,54,62,32,56
Kampot,Doun Yay,738,778,110,120,125,89,105,115,120,85,24,24
Kampot,Doun Yay,761,700,66,112,110,85,102,150,99,65,47,60
Kampot,Doun Yay,363,336,65,55,38,31,68,57,39,45,22,25
Kampot,Doun Yay,761,679,117,96,95,53,107,112,99,79,58,71
Kampot,Krang Sbov,730,767,63,108,134,145,68,124,142,104,95,89
Kampot,Krang Sbov,595,652,107,85,59,111,116,97,82,71,40,36
Kampot,Krang Sbov,635,555,96,75,55,45,112,83,79,74,29,42
Kampot,Krang Sbov,578,535,98,78,58,37,102,89,84,62,39,38
Kampot,Krang Sbov,421,394,54,70,48,19,46,73,66,44,22,33
Kampot,Krang Snay,1250,1099,167,154,175,226,215,164,217,134,81,95
Kampot,Krang Snay,551,585,85,79,77,59,79,68,89,65,36,45
Kampot,Krang Snay,712,668,109,123,77,54,121,144,69,57,47,51
Kampot,Krang Snay,1299,1214,151,162,232,174,162,181,258,182,170,141
Kampot,Krang Snay,813,722,97,96,99,77,105,106,110,108,45,49
Kampot,Krang Snay,677,664,84,58,56,78,74,83,72,76,38,53
Kampot,Lbaeuk,611,588,119,80,70,42,110,87,74,62,27,38
Kampot,Lbaeuk,792,860,122,111,98,120,138,117,92,95,72,55
Kampot,Lbaeuk,696,717,100,99,98,68,122,131,90,80,38,30
Kampot,Lbaeuk,587,611,96,95,96,74,80,96,97,69,39,15
Kampot,Lbaeuk,1076,942,100,131,133,127,128,153,155,159,47,58
Kampot,Trapeang Plang,418,450,69,52,39,46,59,58,46,43,13,11
Kampot,Trapeang Plang,341,332,55,41,37,23,45,43,43,38,3,27
Kampot,Trapeang Plang,1326,1378,180,240,199,94,130,281,330,115,38,63
Kampot,Trapeang Plang,553,550,97,65,85,45,99,65,81,50,7,14
Kampot,Trapeang Plang,1006,1027,153,128,125,68,144,132,127,71,18,23
Kampot,Trapeang Plang,1141,1038,195,137,170,39,230,147,190,104,30,21
Kampot,Mean Chey,237,242,46,36,36,16,32,50,28,29,6,11
Kampot,Mean Chey,482,434,77,58,55,39,84,62,66,49,21,24
Kampot,Mean Chey,521,513,84,94,50,39,80,99,59,53,23,36
Kampot,Mean Chey,601,487,115,87,61,35,116,102,77,63,20,25
Kampot,Mean Chey,445,435,51,56,65,50,50,54,66,49,30,32
Kampot,Nareay,707,702,83,83,82,69,86,82,87,73,59,48
Kampot,Nareay,498,519,78,63,53,85,91,52,55,63,50,41
Kampot,Nareay,415,403,90,36,34,28,58,47,50,39,23,23
Kampot,Nareay,1124,1183,171,270,106,65,172,146,147,102,64,70
Kampot,Satv Pong,1918,1791,84,135,246,295,263,273,205,85,64,46
Kampot,Satv Pong,622,568,83,82,80,78,85,70,61,55,31,23
Kampot,Satv Pong,554,491,40,80,80,61,25,85,84,130,10,30
Kampot,Satv Pong,575,491,87,79,49,46,82,81,71,52,32,66
Kampot,Trapeang Bei,268,278,51,42,28,16,55,36,28,25,10,10
Kampot,Trapeang Bei,1173,1098,194,147,131,63,189,167,135,96,39,63
Kampot,Trapeang Bei,888,849,116,118,54,50,115,140,70,60,45,50
Kampot,Trapeang Bei,364,673,79,73,87,44,74,83,64,41,36,43
Kampot,Tramaeng,643,591,104,84,75,53,103,101,82,72,39,46
Kampot,Tramaeng,609,621,95,100,63,77,84,98,74,92,27,29
Kampot,Tramaeng,715,569,50,100,64,71,55,183,62,74,35,50
Kampot,Tramaeng,797,660,82,80,82,80,90,100,95,84,42,30
Kampot,Tramaeng,746,666,57,83,113,97,113,117,132,98,32,34
Kampot,Chres,653,613,113,75,71,37,125,92,75,61,29,38
Kampot,Chres,911,766,130,120,78,48,165,130,81,73,36,50
Kampot,Chres,786,721,125,109,98,46,123,119,94,61,34,41
Kampot,Chres,907,828,58,102,98,52,145,116,118,105,43,39
Kampot,Chumpu Voan,397,363,48,52,44,25,68,63,44,35,30,30
Kampot,Chumpu Voan,649,573,42,50,52,142,60,63,113,115,14,28
Kampot,Chumpu Voan,721,733,127,99,75,63,114,98,92,79,21,39
Kampot,Chumpu Voan,1183,1111,130,185,162,140,122,131,115,104,31,45
Kampot,Chumpu Voan,383,364,49,81,35,36,61,76,45,40,34,52
Kampot,Chumpu Voan,365,312,38,34,49,31,54,32,48,39,16,24
Kampot,Chumpu Voan,520,516,92,84,55,34,99,81,58,48,21,22
Kampot,Snay Anhchet,449,358,25,31,74,57,51,54,43,61,22,33
Kampot,Snay Anhchet,325,276,45,41,37,12,48,45,47,28,12,18
Kampot,Snay Anhchet,322,308,25,40,60,45,35,32,45,48,13,20
Kampot,Snay Anhchet,651,409,48,51,35,30,77,94,49,53,8,34
Kampot,Snay Anhchet,1135,1383,200,193,114,115,124,134,122,134,39,51
Kampot,Srae Chaeng,828,739,118,93,94,58,127,119,93,62,22,36
Kampot,Srae Chaeng,1801,1542,257,141,174,127,270,245,190,154,61,61
Kampot,Srae Chaeng,582,601,41,93,123,91,42,150,122,54,23,10
Kampot,Srae Chaeng,819,794,125,120,75,63,133,90,74,80,25,35
Kampot,Srae Chaeng,979,889,111,117,81,56,141,139,91,76,22,24
Kampot,Srae Knong,502,460,69,66,58,35,74,75,62,32,9,11
Kampot,Srae Knong,458,377,29,67,26,24,65,68,40,45,19,34
Kampot,Srae Knong,395,398,48,44,50,32,38,74,48,52,21,21
Kampot,Srae Knong,744,662,53,76,81,94,127,88,99,51,34,28
Kampot,Srae Knong,504,487,62,61,51,47,69,65,64,57,15,18
Kampot,Srae Knong,630,589,55,35,55,33,57,55,46,56,38,57
Kampot,Srae Samraong,437,417,66,56,44,31,68,59,32,43,30,41
Kampot,Srae Samraong,498,455,90,76,51,42,96,74,56,60,13,27
Kampot,Srae Samraong,611,458,118,51,53,51,131,56,71,83,32,48
Kampot,Srae Samraong,379,360,23,37,45,70,40,41,34,29,17,26
Kampot,Srae Samraong,487,397,65,61,28,28,76,79,47,45,16,38
Kampot,Trapeang Reang,1619,1537,142,143,132,126,158,136,145,138,100,96
Kampot,Trapeang Reang,348,293,54,33,35,26,52,37,32,38,12,22
Kampot,Trapeang Reang,496,455,67,56,52,24,56,79,58,41,19,32
Kampot,Trapeang Reang,475,318,25,23,31,30,37,31,38,49,25,26
