Province,Commune,FEM_TOT,MAL_TOT,MAL_18_24,MAL_25_35,MAL_36_45,MAL_46_60,FEM_18_24,FEM_25_35,FEM_36_45,FEM_46_60,M_over61,F_over61
Kampot,Trapeang Reang,902,806,83,78,69,49,99,102,69,65,27,46
Kampot,Damnak Sokram,332,295,43,52,49,40,47,43,40,40,10,12
Kampot,Damnak Sokram,474,499,49,54,58,63,63,69,71,68,35,27
Kampot,Damnak Sokram,389,342,45,35,35,50,50,50,40,60,18,20
Kampot,Damnak Sokram,411,329,44,50,50,36,51,57,83,44,36,51
Kampot,Damnak Sokram,378,328,47,48,27,33,45,68,37,39,24,39
Kampot,Dang Tong,993,910,112,163,122,53,114,202,117,76,13,28
Kampot,Dang Tong,549,508,85,75,81,19,89,79,85,26,18,22
Kampot,Dang Tong,571,380,89,25,49,49,102,82,75,86,10,38
Kampot,Dang Tong,415,353,35,38,39,48,38,46,44,57,23,31
Kampot,Dang Tong,371,331,49,30,46,140,50,39,65,149,27,9
Kampot,Dang Tong,369,367,42,47,53,40,37,24,45,63,49,55
Kampot,Dang Tong,476,449,48,51,37,35,49,51,55,41,38,35
Kampot,Dang Tong,421,333,35,43,50,54,45,44,55,61,22,30
Kampot,Dang Tong,359,393,52,74,47,10,52,61,50,30,18,24
Kampot,Dang Tong,415,408,74,50,29,30,73,70,40,30,65,61
Kampot,Dang Tong,338,292,25,23,60,50,22,33,68,71,13,15
Kampot,Khcheay Khang Cheung,504,456,62,67,68,98,67,73,72,102,14,14
Kampot,Khcheay Khang Cheung,413,375,42,38,46,48,53,52,52,53,38,43
Kampot,Khcheay Khang Cheung,468,522,58,57,45,38,39,41,40,39,40,43
Kampot,Khcheay Khang Cheung,503,501,59,72,88,50,54,67,88,57,39,49
Kampot,Khcheay Khang Cheung,468,415,55,45,52,41,55,56,56,56,40,45
Kampot,Khcheay Khang Tboung,646,573,127,63,72,62,148,68,75,73,14,34
Kampot,Khcheay Khang Tboung,736,740,112,89,70,49,112,101,75,61,39,31
Kampot,Khcheay Khang Tboung,860,752,109,88,59,63,128,99,83,92,46,69
Kampot,Khcheay Khang Tboung,455,476,79,55,77,33,80,56,66,58,20,20
Kampot,Mean Ritth,623,801,97,84,97,197,66,77,69,155,25,21
Kampot,Mean Ritth,762,722,103,104,62,50,109,111,77,67,32,25
Kampot,Mean Ritth,404,432,20,31,66,60,77,64,42,41,23,9
Kampot,Mean Ritth,887,875,114,113,118,112,128,124,125,126,30,37
Kampot,Srae Chea Khang Cheung,375,353,60,44,45,25,57,52,60,34,13,30
Kampot,Srae Chea Khang Cheung,652,636,94,90,68,39,81,107,81,55,29,37
Kampot,Srae Chea Khang Cheung,313,328,30,31,39,32,40,38,27,47,14,37
Kampot,Srae Chea Khang Cheung,607,576,78,89,68,48,82,96,58,55,37,38
Kampot,Srae Chea Khang Tboung,754,745,103,157,78,49,115,145,91,76,24,45
Kampot,Srae Chea Khang Tboung,422,392,68,53,46,16,58,71,58,44,19,36
Kampot,Srae Chea Khang Tboung,458,383,59,50,42,31,61,71,51,46,14,33
Kampot,Totung,585,558,67,74,65,57,73,72,78,70,65,72
Kampot,Totung,334,359,60,57,33,31,56,67,48,32,12,29
Kampot,Totung,346,329,47,57,49,28,55,53,43,42,13,19
Kampot,Totung,347,346,66,57,53,31,66,57,53,32,20,20
Kampot,Totung,574,495,56,112,30,60,61,115,78,54,33,42
Kampot,Totung,276,427,47,45,49,41,25,35,36,44,19,21
Kampot,Totung,564,539,72,125,104,36,96,85,97,24,10,15
Kampot,Totung,349,372,71,61,35,39,62,55,37,49,26,22
Kampot,Totung,271,256,19,38,37,26,24,28,39,35,57,58
Kampot,Angkor Meas,849,787,98,95,121,110,107,104,126,125,17,19
Kampot,Angkor Meas,547,557,48,68,58,61,61,66,55,64,62,54
Kampot,Angkor Meas,428,406,59,61,48,32,51,57,43,40,28,24
Kampot,Angkor Meas,518,516,84,57,68,47,92,74,58,50,17,20
Kampot,Angkor Meas,1049,991,133,123,110,80,161,150,134,88,19,22
Kampot,L'ang,584,587,62,67,65,53,62,67,65,53,28,25
Kampot,L'ang,390,357,43,48,52,49,47,49,54,52,34,36
Kampot,L'ang,1135,1227,153,164,116,153,123,134,108,127,27,39
Kampot,L'ang,1612,1247,157,225,158,98,152,259,158,251,60,106
Kampot,Boeng Sala Khang Cheung,1173,1145,159,164,161,131,145,167,156,135,65,83
Kampot,Boeng Sala Khang Cheung,894,859,100,112,150,99,103,97,144,103,101,120
Kampot,Boeng Sala Khang Cheung,1132,1139,143,141,121,145,61,102,87,141,182,137
Kampot,Boeng Sala Khang Cheung,657,555,70,79,58,71,75,89,63,93,30,36
Kampot,Boeng Sala Khang Tboung,1920,1892,315,279,197,190,317,285,215,199,74,87
Kampot,Boeng Sala Khang Tboung,1384,1127,163,145,102,97,187,279,145,105,109,112
Kampot,Boeng Sala Khang Tboung,916,848,139,150,91,96,146,161,93,113,56,79
Kampot,Damnak Kantuot Khang Cheung,600,692,75,80,79,77,64,73,71,66,79,68
Kampot,Damnak Kantuot Khang Cheung,753,707,124,100,65,52,87,130,75,77,24,50
Kampot,Damnak Kantuot Khang Cheung,836,754,136,150,58,72,118,157,83,95,29,69
Kampot,Damnak Kantuot Khang Cheung,875,854,178,137,96,70,159,132,102,100,39,51
Kampot,Damnak Kantuot Khang Tboung,962,1143,146,167,168,105,141,146,149,107,82,84
Kampot,Damnak Kantuot Khang Tboung,679,602,84,95,60,65,96,121,79,85,9,25
Kampot,Damnak Kantuot Khang Tboung,818,809,98,105,114,98,99,107,113,102,121,104
Kampot,Damnak Kantuot Khang Tboung,613,555,81,77,58,49,79,87,66,68,27,43
Kampot,Damnak Kantuot Khang Tboung,875,860,58,72,101,104,62,95,83,89,40,60
Kampot,Kampong Trach Khang Kaeut,2914,2666,361,352,380,340,309,337,380,405,353,432
Kampot,Kampong Trach Khang Kaeut,1611,1265,115,115,130,63,180,162,180,175,68,160
Kampot,Kampong Trach Khang Kaeut,1725,1223,119,154,181,233,164,230,256,267,191,296
Kampot,Kampong Trach Khang Kaeut,873,987,110,191,103,98,105,110,101,83,102,100
Kampot,Kampong Trach Khang Lech,726,705,116,128,100,103,120,128,102,106,10,11
Kampot,Kampong Trach Khang Lech,173,158,18,19,18,21,21,29,25,29,8,11
Kampot,Kampong Trach Khang Lech,342,322,32,46,44,42,36,48,42,40,8,10
Kampot,Kampong Trach Khang Lech,303,339,34,30,37,45,25,27,25,30,33,34
Kampot,Kampong Trach Khang Lech,524,463,83,63,65,48,88,67,75,52,23,29
Kampot,Kampong Trach Khang Lech,599,542,44,68,72,60,35,91,67,85,66,91
Kampot,Kampong Trach Khang Lech,513,439,39,55,30,78,43,67,41,85,30,42
Kampot,Kanthaor Khang Cheung,835,900,165,80,85,95,75,85,83,89,60,58
Kampot,Kanthaor Khang Cheung,513,472,94,70,41,49,87,85,55,56,22,36
Kampot,Kanthaor Khang Cheung,344,241,25,22,26,29,27,25,20,29,37,52
Kampot,Kanthaor Khang kaeut,305,316,48,33,29,25,44,42,35,32,19,19
Kampot,Kanthaor Khang kaeut,226,215,22,54,20,24,35,47,19,33,10,14
Kampot,Kanthaor Khang kaeut,490,393,48,51,49,35,63,73,70,39,25,20
Kampot,Kanthaor Khang kaeut,202,276,45,25,37,35,27,15,15,17,25,22
Kampot,Kanthaor Khang kaeut,353,318,41,40,43,45,43,44,51,49,16,12
Kampot,Kanthaor Khang kaeut,461,437,62,77,44,34,49,75,52,45,25,32
Kampot,Kanthaor Khang kaeut,476,445,55,56,57,53,53,57,57,62,40,50
Kampot,Kanthaor Khang Lech,831,829,86,96,120,110,86,96,121,110,73,73
Kampot,Kanthaor Khang Lech,189,182,29,38,20,18,36,23,17,20,13,22
Kampot,Kanthaor Khang Lech,293,346,70,67,44,23,59,61,46,23,13,24
Kampot,Kanthaor Khang Lech,250,180,15,14,16,17,21,20,22,25,20,30
Kampot,Kanthaor Khang Lech,694,707,93,96,80,72,90,96,77,62,51,49
Kampot,Kanthaor Khang Lech,737,712,64,83,78,81,73,87,89,84,58,89
Kampot,Svay Tong Khang Cheung,442,437,86,82,46,47,77,86,53,48,19,32
Kampot,Svay Tong Khang Cheung,458,418,49,59,46,37,45,87,59,56,23,26
Kampot,Svay Tong Khang Cheung,417,416,56,62,31,31,63,79,35,56,35,33
Kampot,Svay Tong Khang Cheung,490,434,59,61,49,41,60,76,78,73,21,38
Kampot,Svay Tong Khang Tboung,418,408,84,65,56,41,91,58,62,58,10,23
Kampot,Svay Tong Khang Tboung,659,648,52,103,121,100,61,72,81,52,26,32
Kampot,Svay Tong Khang Tboung,421,360,34,61,49,38,59,66,61,49,18,34
Kampot,Svay Tong Khang Tboung,532,555,56,60,56,73,34,49,69,68,80,75
Kampot,Svay Tong Khang Tboung,510,512,59,62,50,75,50,72,59,41,92,46
Kampot,Preaek Kroes,1219,937,101,87,66,65,181,158,97,76,77,79
Kampot,Preaek Kroes,895,707,79,84,90,60,61,120,127,97,61,93
Kampot,Preaek Kroes,586,589,63,53,69,80,48,67,65,52,110,105
Kampot,Preaek Kroes,486,486,61,67,49,39,76,84,47,52,22,38
Kampot,Preaek Kroes,741,716,54,74,76,74,80,82,83,71,76,88
Kampot,Preaek Kroes,789,582,59,64,57,48,116,87,106,86,45,83
Kampot,Preaek Kroes,662,623,121,41,57,54,132,63,65,52,58,55
Kampot,Ruessei srok Khang Kaeut,1128,1294,120,119,178,96,170,97,89,77,68,65
Kampot,Ruessei srok Khang Kaeut,454,486,55,55,54,13,40,69,47,27,19,28
Kampot,Ruessei srok Khang Kaeut,352,329,18,30,39,60,34,20,20,21,10,19
Kampot,Ruessei srok Khang Kaeut,583,579,45,46,57,35,42,53,50,36,36,35
Kampot,Ruessei Srok Khang Lech,1210,1165,197,191,82,90,170,184,90,180,85,123
Kampot,Ruessei Srok Khang Lech,1400,1310,198,216,144,182,203,237,146,188,116,114
Kampot,Ruessei Srok Khang Lech,1216,1158,195,177,124,112,200,186,188,110,64,30
Kampot,Ruessei Srok Khang Lech,718,680,99,106,75,68,115,105,84,70,33,51
Kampot,Ruessei Srok Khang Lech,632,456,12,69,41,34,101,108,51,45,36,31
Kampot,Ruessei Srok Khang Lech,646,508,46,54,70,55,55,65,80,70,35,110
Kampot,Boeng Tuk,768,758,162,96,82,70,163,84,107,75,27,51
Kampot,Boeng Tuk,996,1065,173,120,83,77,102,112,127,98,51,48
Kampot,Boeng Tuk,741,836,147,97,92,97,125,102,96,92,67,57
Kampot,Chum Kriel,642,568,101,58,54,48,83,87,68,84,32,63
Kampot,Chum Kriel,927,790,81,82,77,53,95,82,97,63,67,106
Kampot,Chum Kriel,493,443,49,50,48,54,72,55,73,57,51,57
Kampot,Chum Kriel,1031,1081,36,11,13,173,43,35,30,173,144,74
Kampot,Kampong Kraeng,993,1007,117,124,107,113,123,130,115,123,65,83
Kampot,Kampong Kraeng,960,938,200,132,72,93,201,135,76,91,59,73
Kampot,Kampong Kraeng,508,558,62,67,47,35,57,48,38,26,16,18
Kampot,Kampong Kraeng,781,783,118,98,95,70,108,99,78,89,62,118
Kampot,Kampong Kraeng,412,386,50,30,30,30,35,50,55,55,26,62
Kampot,Kampong Samraong,730,649,131,82,54,44,126,106,58,59,22,99
Kampot,Kampong Samraong,420,418,68,63,35,48,65,55,42,55,19,29
Kampot,Kampong Samraong,451,430,89,43,38,30,59,51,38,54,93,119
Kampot,Kandal,1075,1006,211,140,116,55,159,159,128,112,30,53
Kampot,Kandal,1563,1212,120,128,130,210,270,190,152,148,70,91
Kampot,Kandal,1229,1216,203,159,125,114,220,168,126,151,37,59
Kampot,Kandal,1010,913,69,130,136,100,73,137,130,128,113,142
Kampot,Kandal,1107,1647,212,225,111,133,171,149,119,87,47,29
Kampot,Trapeang Pring,1144,1193,157,154,97,164,78,109,121,167,68,78
Kampot,Trapeang Pring,803,768,123,136,83,67,130,113,95,96,39,70
Kampot,Trapeang Pring,1144,959,182,159,94,77,180,178,103,131,42,65
Kampot,Trapeang Pring,575,504,69,86,60,53,85,84,66,74,30,50
Kampot,Kaoh Touch,1340,1479,257,154,297,95,213,152,135,122,75,85
Kampot,Kaoh Touch,301,336,51,67,33,30,41,59,32,34,16,19
Kampot,Kaoh Touch,432,442,69,63,53,34,63,48,54,37,18,26
Kampot,Kaoh Touch,688,737,86,95,120,105,205,102,50,30,30,31
Kampot,Koun Satv,1575,1551,155,175,180,190,140,166,180,210,81,73
Kampot,Koun Satv,1051,953,158,139,100,91,175,140,114,113,76,100
Kampot,Koun Satv,797,764,118,193,56,61,130,130,76,88,33,61
Kampot,Koun Satv,1215,1104,179,147,149,98,195,157,167,117,55,68
Kampot,Meakprang,1524,1549,151,255,108,347,156,224,128,257,103,96
Kampot,Meakprang,241,253,80,19,25,37,40,25,35,39,22,34
Kampot,Meakprang,714,670,131,47,62,63,147,58,74,70,82,47
Kampot,Trapeang sangkae,1269,1130,118,114,119,134,137,138,154,168,126,137
Kampot,Trapeang sangkae,717,732,147,108,82,77,139,101,57,117,44,67
Kampot,Trapeang sangkae,789,746,145,110,93,60,131,119,105,76,32,61
Kampot,Preaek Tnaot,1738,1733,256,301,202,159,347,232,198,185,52,80
Kampot,Preaek Tnaot,830,779,127,128,90,61,137,119,97,76,31,56
Kampot,Preaek Tnaot,716,698,129,109,75,60,125,106,80,65,28,35
Kampot,Preaek Tnaot,885,944,148,135,107,76,128,132,87,86,27,29
Kampot,Prey Khmum,756,701,107,88,80,66,131,99,94,101,26,34
Kampot,Prey Khmum,402,425,45,50,50,37,50,47,48,43,29,29
Kampot,Prey Khmum,1026,911,135,124,98,54,159,134,112,110,34,51
Kampot,Prey Khmum,1343,2463,45,615,605,595,25,314,305,355,34,20
Kampot,Prey Thnang,753,550,68,76,103,45,67,132,141,49,19,24
Kampot,Prey Thnang,1130,1142,166,174,136,85,160,203,139,125,51,67
Kampot,Prey Thnang,1199,1046,145,146,156,57,156,149,159,69,56,58
Kampot,Prey Thnang,1075,1102,94,185,167,125,85,164,160,120,84,94
Kampot,Prey Thnang,847,861,123,120,84,86,107,115,107,83,26,25
Kampot,Trapeang Thum,372,333,27,28,31,25,65,62,54,22,20,23
Kampot,Trapeang Thum,319,290,28,29,36,62,36,50,49,75,68,38
Kampot,Trapeang Thum,403,368,21,31,56,41,26,31,56,41,101,136
Kampot,Trapeang Thum,393,362,61,57,43,37,61,53,45,52,14,32
Kampot,Stueng Kaev,1349,1269,135,138,159,191,102,202,197,145,72,78
Kampot,Stueng Kaev,458,425,49,43,56,32,49,55,56,51,31,30
Kampot,Stueng Kaev,381,366,50,38,43,41,42,47,41,34,27,25
Kampot,Stueng Kaev,284,316,32,50,30,32,52,34,29,27,29,32
Kampot,Stueng Kaev,737,432,72,42,67,43,69,76,96,101,21,66
Kampot,Thmei,616,565,94,75,64,46,88,89,65,57,22,55
Kampot,Thmei,1125,1081,120,142,142,50,196,143,148,59,35,25
Kampot,Thmei,663,598,108,96,75,38,94,110,78,85,23,52
Kampot,Thmei,624,606,130,72,79,34,110,99,88,43,20,45
Kampot,Thmei,626,616,103,99,62,55,108,83,67,54,33,33
Kampot,Thmei,266,245,25,37,23,14,37,44,28,20,13,14
Kampot,Kampong Kandal,1949,1881,390,388,284,283,311,309,305,304,287,308
Kampot,Kampong Kandal,2044,2054,37,259,253,256,49,252,262,242,256,252
Kampot,Krang Ampil,1463,1369,299,251,219,152,278,270,222,211,67,98
Kampot,Krang Ampil,1077,823,193,154,143,111,213,167,143,140,65,85
Kampot,Kampong Bay,1999,1862,143,377,363,480,146,394,426,491,71,74
Kampot,Kampong Bay,1390,1281,129,216,312,303,109,272,272,302,48,60
Kampot,Andoung Khmaer,1252,1143,125,132,158,142,182,174,153,149,63,43
Kampot,Andoung Khmaer,1635,1351,205,186,147,83,248,239,191,95,22,33
Kampot,Andoung Khmaer,1169,1160,101,51,87,45,99,74,79,53,33,41
Kampot,Andoung Khmaer,1145,1142,125,101,115,112,125,101,115,112,125,125
Kampot,Andoung Khmaer,786,784,70,115,89,72,46,119,99,75,54,48
Kampot,Traeuy Kaoh,685,663,135,121,66,69,136,108,73,73,27,47
Kampot,Traeuy Kaoh,531,510,88,77,53,56,90,91,57,76,25,40
Kampot,Traeuy Kaoh,1051,970,172,124,106,82,174,148,113,115,37,43
Kampot,Traeuy Kaoh,768,706,132,115,75,69,118,116,85,99,31,57
Kandal,Ampov Prey,467,508,56,47,46,35,29,85,76,56,45,26
Kandal,Ampov Prey,477,420,64,93,33,37,59,97,37,55,16,49
Kandal,Ampov Prey,317,263,51,38,30,25,49,46,53,35,11,36
Kandal,Ampov Prey,404,368,64,51,40,28,56,82,43,47,23,36
Kandal,Ampov Prey,361,390,30,60,30,56,24,60,30,54,37,37
Kandal,Ampov Prey,381,329,50,36,40,35,50,53,44,42,28,20
Kandal,Ampov Prey,276,273,41,55,27,25,51,62,25,29,8,19
Kandal,Ampov Prey,375,350,50,65,32,40,67,82,41,40,15,37
Kandal,Ampov Prey,270,266,52,49,27,27,41,50,31,37,12,23
Kandal,Anlong Romiet,320,287,60,41,33,21,64,46,37,36,14,24
Kandal,Anlong Romiet,280,249,43,42,28,17,39,47,25,36,18,22
Kandal,Anlong Romiet,213,297,50,47,28,25,30,36,24,29,15,24
Kandal,Anlong Romiet,306,272,66,48,20,37,72,36,35,46,14,25
Kandal,Anlong Romiet,405,368,62,58,47,31,75,72,43,48,15,39
Kandal,Anlong Romiet,384,335,68,60,40,43,65,77,38,53,10,20
Kandal,Barku,357,356,45,48,42,50,60,43,56,43,30,27
Kandal,Barku,248,227,42,32,31,16,31,51,31,23,14,25
Kandal,Barku,279,239,41,41,25,21,43,52,29,36,7,36
Kandal,Barku,247,241,37,37,28,15,32,43,45,17,12,26
Kandal,Barku,381,742,136,113,75,73,61,24,36,27,59,4
Kandal,Barku,672,619,142,96,72,68,123,140,58,88,38,44
Kandal,Barku,351,325,47,70,39,26,51,68,31,45,26,24
Kandal,Boeng Khyang,726,538,119,72,49,37,87,121,88,87,10,72
Kandal,Boeng Khyang,759,665,153,135,70,57,127,143,85,90,29,60
Kandal,Boeng Khyang,575,572,60,88,87,50,75,93,69,64,39,55
Kandal,Boeng Khyang,543,525,81,93,48,47,79,97,53,60,24,58
Kandal,Boeng Khyang,576,592,92,104,58,52,87,91,65,70,21,41
Kandal,Boeng Khyang,109,128,23,11,15,2,17,17,13,5,2,6
Kandal,Cheung Kaeub,290,250,29,14,33,23,40,34,33,32,18,27
Kandal,Cheung Kaeub,423,402,65,81,37,37,45,87,39,63,27,36
Kandal,Cheung Kaeub,73,66,9,10,4,8,6,7,7,12,3,9
Kandal,Cheung Kaeub,98,72,4,11,7,6,10,13,11,5,5,3
Kandal,Cheung Kaeub,405,394,67,55,41,25,74,56,41,51,30,31
Kandal,Cheung Kaeub,500,477,75,90,46,39,70,99,51,50,23,30
Kandal,Daeum Rues,210,233,41,27,24,30,38,24,30,25,13,10
Kandal,Daeum Rues,302,335,61,49,35,40,45,55,28,34,21,4
Kandal,Daeum Rues,684,566,144,75,48,39,159,136,66,53,32,52
Kandal,Daeum Rues,427,431,86,91,35,46,66,111,34,55,15,35
Kandal,Daeum Rues,325,209,27,36,21,20,50,49,44,30,11,15
Kandal,Daeum Rues,285,485,33,46,39,40,29,30,33,32,67,26
Kandal,Daeum Rues,274,265,61,47,17,30,48,61,20,32,14,24
Kandal,Daeum Rues,279,227,38,43,22,16,35,68,29,33,11,32
Kandal,Daeum Rues,246,212,48,37,19,22,42,40,27,28,17,23
Kandal,Daeum Rues,176,143,16,15,18,15,19,17,24,25,22,35
Kandal,Daeum Rues,130,124,19,20,12,11,14,18,14,19,9,13
Kandal,Daeum Rues,328,281,35,59,27,32,30,70,32,45,13,19
Kandal,Daeum Rues,253,209,34,38,19,14,32,52,12,35,21,51
Kandal,Daeum Rues,645,486,75,68,57,30,98,94,63,50,25,36
Kandal,Kandaok,532,461,60,73,74,52,90,90,52,78,13,39
Kandal,Kandaok,558,502,65,80,48,53,82,99,69,70,37,46
Kandal,Kandaok,551,471,73,62,47,35,74,96,62,51,22,53
Kandal,Kandaok,621,526,123,80,43,50,107,113,54,74,21,36
Kandal,Kandaok,370,344,69,61,38,36,60,76,38,53,16,34
Kandal,Kandaok,354,325,61,67,28,22,54,66,35,55,24,22
Kandal,Kandaok,304,277,35,48,27,22,51,52,30,35,13,23
Kandal,Thmei,466,382,67,80,31,36,66,118,41,50,19,35
Kandal,Thmei,274,262,35,51,19,12,31,60,20,24,14,17
Kandal,Thmei,145,120,19,30,12,8,14,28,13,14,6,14
Kandal,Thmei,73,60,10,16,4,4,10,12,4,9,3,7
Kandal,Thmei,208,191,34,33,12,17,32,47,20,18,4,17
Kandal,Kouk Trab,227,223,36,36,22,21,30,47,28,33,14,24
Kandal,Kouk Trab,247,223,15,43,29,26,11,37,43,29,38,48
Kandal,Kouk Trab,309,261,33,50,40,20,35,52,51,34,10,29
Kandal,Kouk Trab,236,201,35,43,15,12,28,44,26,32,15,23
Kandal,Kouk Trab,238,228,31,32,29,22,31,45,36,22,11,24
Kandal,Kouk Trab,245,220,31,38,23,25,26,44,24,43,11,22
Kandal,Kouk Trab,225,197,37,33,24,18,38,39,31,31,11,25
Kandal,Kouk Trab,248,207,39,36,26,16,29,40,32,34,16,28
Kandal,Kouk Trab,400,307,57,49,32,24,42,58,69,46,34,57
Kandal,Kong Noy,296,265,48,30,34,33,50,43,32,49,13,27
Kandal,Kong Noy,211,186,32,23,26,12,33,43,20,18,9,14
Kandal,Kong Noy,209,176,25,32,19,17,26,42,24,18,15,9
Kandal,Kong Noy,166,164,27,28,21,13,23,26,20,19,8,11
Kandal,Spean Thma,230,181,30,10,10,20,47,11,16,27,35,36
Kandal,Spean Thma,184,157,34,16,22,12,34,24,22,21,17,18
Kandal,Spean Thma,254,186,30,32,25,19,25,36,24,30,6,27
Kandal,Spean Thma,212,196,37,21,21,16,46,21,30,26,7,21
Kandal,Spean Thma,145,135,27,31,16,5,26,30,16,11,7,13
Kandal,Spean Thma,241,171,31,14,16,19,39,24,21,25,18,10
Kandal,Spean Thma,105,99,16,6,17,26,14,4,21,18,5,2
Kandal,Spean Thma,175,176,33,18,16,8,34,18,13,27,4,11
Kandal,Tbaeng,345,342,59,56,33,44,49,69,35,63,6,17
Kandal,Tbaeng,223,201,34,34,18,15,31,34,21,17,8,11
Kandal,Tbaeng,354,287,32,28,44,36,52,28,45,34,34,59
Kandal,Tbaeng,145,138,20,27,10,9,16,28,20,19,7,11
Kandal,Tbaeng,404,425,64,81,31,43,63,46,42,54,13,51
Kandal,Tbaeng,361,340,57,59,34,27,68,67,40,29,17,24
Kandal,Tbaeng,271,239,45,40,20,22,49,46,29,28,12,18
Kandal,Preah Putth,221,161,9,18,26,18,27,34,30,24,25,44
Kandal,Preah Putth,155,147,19,31,16,24,19,22,15,29,7,14
Kandal,Preah Putth,233,213,34,40,24,18,41,38,29,20,3,23
Kandal,Preah Putth,332,293,51,57,21,33,48,68,33,39,15,38
Kandal,Preah Putth,256,234,47,35,21,34,38,40,30,34,12,28
Kandal,Preaek Kampis,565,537,103,107,56,54,80,129,70,76,36,44
Kandal,Preaek Kampis,656,609,101,97,78,58,109,137,68,78,50,48
Kandal,Preaek Kampis,304,295,26,48,29,15,42,54,30,21,18,21
Kandal,Preaek Kampis,1042,1543,156,235,117,127,118,147,93,59,100,31
Kandal,Preaek Kampis,594,553,82,91,50,47,86,89,54,53,21,29
Kandal,Preaek Kampis,595,566,17,100,162,55,87,102,72,64,25,47
Kandal,Preaek Roka,504,578,77,92,66,44,83,112,68,55,35,5
Kandal,Preaek Roka,486,457,64,87,44,40,80,102,50,64,18,44
Kandal,Preaek Roka,530,478,73,92,41,41,84,93,59,56,24,37
Kandal,Preaek Roka,735,712,134,126,74,71,97,153,94,93,34,63
Kandal,Preaek Slaeng,500,430,71,91,57,33,73,85,53,52,19,69
Kandal,Preaek Slaeng,375,341,64,73,32,31,50,70,49,46,18,37
Kandal,Preaek Slaeng,381,416,62,85,39,26,60,75,46,38,21,27
Kandal,Preaek Slaeng,801,711,82,121,160,52,131,125,66,69,32,60
Kandal,Roka,435,379,30,45,45,40,40,45,50,50,30,32
Kandal,Roka,434,391,47,69,44,36,45,89,48,60,18,31
Kandal,Roka,462,462,69,85,50,39,69,85,50,39,39,39
Kandal,Roka,147,131,20,33,12,11,19,26,17,22,12,18
Kandal,Roka,110,105,20,23,7,12,13,14,14,15,6,11
Kandal,Roka,170,136,27,27,11,13,21,40,15,22,10,8
Kandal,Roka,190,147,28,30,10,11,29,32,18,21,4,13
Kandal,Roleang Kaen,264,238,48,49,18,23,41,46,30,29,18,26
Kandal,Roleang Kaen,310,277,27,33,17,26,36,33,23,22,18,17
Kandal,Roleang Kaen,106,102,14,23,12,9,14,29,10,15,10,11
Kandal,Roleang Kaen,338,297,48,42,28,22,66,58,40,36,15,28
Kandal,Roleang Kaen,324,324,34,35,40,41,25,31,49,53,56,66
Kandal,Roleang Kaen,284,227,30,45,12,25,51,49,18,40,15,17
Kandal,Roleang Kaen,333,249,29,25,28,26,31,51,32,35,25,37
Kandal,Roleang Kaen,218,203,24,49,19,19,25,55,27,27,12,13
Kandal,Roleang Kaen,263,219,43,36,31,19,39,47,25,36,20,34
Kandal,Roleang Kaen,141,126,11,14,16,14,15,15,17,14,21,27
Kandal,Roleang Kaen,350,308,42,54,35,32,53,61,43,35,29,44
Kandal,Roluos,470,406,66,79,48,36,55,93,52,64,18,47
Kandal,Roluos,320,275,46,52,21,25,51,55,37,36,13,35
Kandal,Roluos,577,495,82,86,39,49,89,102,51,67,31,54
Kandal,Tien,301,212,31,28,25,17,35,37,35,25,8,17
Kandal,Tien,356,304,37,51,33,30,50,58,53,40,15,18
Kandal,Tien,105,136,26,21,27,26,13,16,12,15,4,13
Kandal,Tien,84,103,13,17,7,9,6,10,8,11,7,4
Kandal,Tien,205,181,44,19,15,14,49,24,19,25,9,14
Kandal,Tien,145,125,15,22,15,13,21,21,18,19,12,11
Kandal,Trapeang Veaeng,469,462,84,88,46,30,62,110,49,50,21,29
Kandal,Trapeang Veaeng,162,146,23,26,13,13,26,26,20,23,5,10
Kandal,Trapeang Veaeng,483,429,80,86,34,47,63,93,47,48,16,48
Kandal,Trapeang Veaeng,415,440,84,48,39,33,44,83,63,48,30,35
Kandal,Trapeang Veaeng,275,280,50,47,33,22,44,50,25,36,15,23
Kandal,Siem Reab,593,722,154,67,105,63,171,47,69,36,25,33
Kandal,Siem Reab,528,432,81,76,54,49,83,85,75,70,20,50
Kandal,Siem Reab,392,341,54,62,34,36,59,67,45,49,12,45
Kandal,Siem Reab,413,353,69,63,42,38,59,71,54,55,17,44
Kandal,Siem Reab,276,275,21,37,30,25,30,30,25,30,23,30
Kandal,Siem Reab,246,259,40,49,32,29,28,33,30,40,14,21
Kandal,Trea,432,413,71,101,37,39,58,91,51,43,28,40
Kandal,Trea,257,242,40,39,11,23,36,43,20,25,12,20
Kandal,Trea,464,377,58,52,45,31,88,85,38,48,21,38
Kandal,Trea,266,237,33,39,24,29,35,44,31,30,16,23
Kandal,Trea,195,200,35,10,19,28,35,38,16,4,6,11
Kandal,Trea,276,278,53,61,27,18,37,53,31,34,22,24
Kandal,Trea,308,311,48,50,34,25,40,67,38,29,16,28
Kandal,Trea,393,349,70,60,40,32,83,46,56,50,13,13
Kandal,Trea,262,234,41,38,26,13,41,49,29,32,13,35
Kandal,Banteay Daek,2495,2426,373,307,309,214,415,316,273,249,94,148
Kandal,Banteay Daek,2354,2182,352,385,225,234,389,341,251,282,142,154
Kandal,Banteay Daek,2246,2119,419,306,208,135,400,337,239,276,174,138
Kandal,Chheu Teal,1086,1231,146,227,228,236,170,121,147,191,61,76
