"","CommCode","Province","Commune.x","tot_pop","family","male_18_60","fem_18_60","pop_over61","numPrimLivFarm","Fish_man","ntfp_fam","land_confl","Pax_migt_in","Pax_migt_out","F6_24_sch","M6_24_sch","F18_60_ill","M18_60_ill","propPrimLivFarm","fam_prod","Cloth_craft","Trader","serv_prov","Les1_R_Land","No_R_Land","Les1_F_Land","No_F_Land","cow_fam","pig_fam","garbage","KM_Market","KM_Comm","wat_safe","wat_pipe","crim_case","KM_Heal_cent","inf_mort","U5_mort","Prop_Indigenous","dist_sch","Commune.y","perc_change_dir","perc_change"
"120","190501","Stung Treng","Anlong Phe",2492,494,931,879,135,485,0,0,0,7,0,0.7328571428,0.7357864944,0.4676434708,0.506806396,0.9829283488,0,0,0.0170716512,0,0.462279865,0,0,0,0.6707209616,0.7019721534,0,56.4,13.2,0.6894615042,0.4875567424,0,18.2,0.0004008016,0.0016384232,0,16,"Anlong Phe",-0.037133309,0.037133309
"121","190504","Stung Treng","Kaoh Snaeng",2260,425,1001,969,90,425,0,0,0,15,17,0.52298436025,0.658163329,0.51359512825,0.433633246,1,0,0,0,0,0.10084033625,0.080989011,0,0,0.84563510025,0.66117431575,0,29,3.25,0.42853426,0.42038246075,0,29,0.00048590875,0.001004016,0,21,"Kaoh Snaeng",-0.707338638,0.707338638
"122","190505","Stung Treng","Anlong Chrey",3607,365,1427,1337,189,365,0,0,0,40,0,0.0886203423333333,0.266095233,0.361653961666667,0.395024733,1,0,0,0,0,0.0208333333333333,0.349537037,0,0,0.665852974333333,0.790930134666667,0,54.3333333333333,11,0.885521885666667,0.246913580333333,0,49.6666666666667,0.00102060066666667,0.000756887666666667,0.502364066193853,0,"Anlong Chrey",-0.213642606,0.213642606
"123","190506","Stung Treng","Ou Rai",2206,455,944,908,86,455,0,0,1,12,0,0.740404040666667,0.886675746333333,0.08851272,0.109036540333333,1,0,0,0,0,0.0876344086666667,0.0107526883333333,0,0,0.806912442333333,0.564012431666667,0,13.3333333333333,3,0.550387597,0.423189130666667,0.000754147666666667,11,0.000443262333333333,0.003102837,0,8,"Ou Rai",-0.087873462,0.087873462
"124","190509","Stung Treng","Sam'ang",1423,313,601,598,92,313,0,0,2,27,4,0.6773255815,0.699404762,0.1974822975,0.1048123655,1,0,0,0,0,0,0,0,0,0.7318283305,0.7657115685,0,30.5,4.5,1,0.8735632185,0.0006281405,27.5,0,0,1,27.5,"Sam'ang",-1.60971477,1.60971477
"125","190510","Stung Treng","Srae Ruessei",1517,204,612,573,40,204,0,0,0,6,0,0.591239569,0.5997979795,0.4254602025,0.354031631,1,0,0,0,0,0.200892857,0.1517857145,0,0,0.4881599375,0.3788819875,0,14,4,1,0.6680900625,0.000524109,12,0,0,0.0010482180293501,11,"Srae Ruessei",-2.279005525,2.279005525
"126","220101","Otdar Meanchey","Anlong Veaeng",10444,2258,4810,4739,354,1490,8,22,51,273,272,0.542019066416667,0.6030218735,0.1950553575,0.148062231416667,0.7724877475,0.0318668224166667,0,0.0667557455833333,0.0901278378333333,0.246101812166667,0.139097348,0.01575671025,0.0197568040833333,0.217378722583333,0.0920664890833333,0.04312714775,3.66666666666667,4.54166666666667,0.58609026825,0.0873151035,0.000663624583333333,4.23333333333333,0.000513116083333333,0.000139116416666667,0,2,"Anlong Veaeng",-1.124567474,1.124567474
"127","220105","Otdar Meanchey","Thlat",3002,684,1378,1310,67,620,2,4,10,97,36,0.664272720875,0.709113111875,0.139113310625,0.058986857375,0.905057225,0.006540191875,0,0.009126984125,0.02508028475,0.359326738625,0.233692369,0.00942619475,0.012379749875,0.36074599375,0.07976646025,0,5.5,1.35,0.863998440375,0.115530303,0.0014037125,5.6875,0.001063023375,0.000426621125,0,4,"Thlat",-0.695249131,0.695249131
"128","220302","Otdar Meanchey","Chong Kal",8621,1553,4556,4436,271,1524,0,0,17,23,90,0.716051656714286,0.838016540428571,0.17156398,0.240926966857143,0.984377540714286,0.00320671214285714,0,0.00175644028571429,0.00651709971428571,0.178057445142857,0.0598817421428571,0,0,0.822885302714286,0.816758021571429,0,28.4285714285714,2.78571428571429,0.745257195285714,0.0298507462857143,0.000444082571428571,1.35714285714286,0.000136967571428571,0.000136967571428571,0,3,"Chong Kal",-0.067842605,0.067842605
"129","220502","Otdar Meanchey","Ph'av",4322,929,1901,1818,198,919,0,0,25,84,125,0.65615239175,0.6889462285,0.235424023375,0.18739028575,0.990942029,0,0,0.00724637675,0,0.192191318,0.067225079,0,0,0.62913049425,0.20764340825,0,16.5,13,0.81257977175,0.58591606275,0.00019546525,14.375,0.000846303625,0,0.0506313787490793,19,"Ph'av",-1.450068399,1.450068399
"130","220506","Otdar Meanchey","Trapeang Prasat",16356,3644,7585,7199,321,3454,0,0,61,2584,101,0.515735077444444,0.516736886777778,0.176751521666667,0.142897010111111,0.946930216444444,0.000685052,0,0.0219521051111111,0.0234163311111111,0.0667092222222222,0.0234042954444444,0.0143049305555556,0.00561472333333333,0.278629177111111,0.206530119111111,0.000720331333333333,7.66666666666667,8.05555555555556,0.820331747777778,0.521033412444444,0.00120299944444444,7.77777777777778,0.000486973222222222,0.000126073111111111,0,6,"Trapeang Prasat",-2.45142003,2.45142003
"131","240101","Pailin","Pailin",11402,2489,5406,5278,313,1623,0,3,40,116,475,0.751714082454545,0.810590980454545,0.118197760363636,0.0774046977272727,0.630159910909091,0.00983241572727273,0,0.107141260727273,0.0439009451818182,0,0.00158102763636364,0.0162991781818182,0.0728456478181818,0.132095361909091,0.0234357795454545,0.000452284,1.48636363636364,2.56818181818182,0.566585589,0.797446845090909,0.00104629809090909,4.62272727272727,0.000130183,0.000212315,0,3,"Pailin",-0.111234705,0.111234705
"132","240102","Pailin","Ou Tavau",8335,1861,3928,3767,191,1777,0,0,106,269,602,0.635707068428571,0.649831144,0.168102266857143,0.140339690428571,0.941193115428571,0.000912349285714286,0,0.00784399628571429,0,0,0,0.072714633,0.140959216,0.146500142142857,0.0238194454285714,0,7.97142857142857,5.14285714285714,0.517518667142857,0.391624947285714,0.000956760714285714,7.14285714285714,0.000163827,3.26455714285714e-05,0,3,"Ou Tavau",-0.666666667,0.666666667
