year,commGIS,MULTI,MUA,NP,PL,RMS,WS
2009,200513,NA,NA,NA,NA,NA,NA
2009,141010,NA,NA,NA,NA,NA,NA
2009,150507,NA,NA,NA,NA,NA,NA
2009,50110,NA,NA,NA,NA,NA,NA
2009,200309,NA,NA,NA,NA,NA,NA
2009,10804,NA,NA,NA,NA,NA,NA
2009,170204,NA,NA,NA,NA,NA,NA
2009,100505,NA,NA,NA,NA,NA,NA
2009,40612,NA,NA,NA,NA,NA,NA
2009,80315,NA,NA,NA,NA,NA,NA
2009,140507,NA,NA,NA,NA,NA,NA
2009,200514,NA,NA,NA,NA,NA,NA
2009,40707,NA,NA,NA,NA,NA,NA
2009,171002,NA,MUA,NA,NA,NA,NA
2009,150108,NA,NA,NA,NA,NA,NA
2009,30910,NA,NA,NA,NA,NA,NA
2009,50205,NA,NA,NA,NA,NA,NA
2009,171304,NA,NA,NP,NA,NA,NA
2009,150207,NA,NA,NA,NA,NA,NA
2009,120703,NA,NA,NA,NA,NA,NA
2009,20310,NA,NA,NA,NA,NA,NA
2009,60116,NA,NA,NA,NA,NA,NA
2009,140610,NA,NA,NA,NA,NA,NA
2009,31412,NA,NA,NA,NA,NA,NA
2009,81012,NA,NA,NA,NA,NA,NA
2009,200601,NA,NA,NA,NA,NA,NA
2009,81013,NA,NA,NA,NA,NA,NA
2009,80316,NA,NA,NA,NA,NA,NA
2009,200711,NA,NA,NA,NA,NA,NA
2009,50114,NA,NA,NA,NA,NA,NA
2009,40408,NA,NA,NA,NA,NA,NA
2009,171404,NA,NA,NA,NA,NA,NA
2009,150310,NA,NA,NA,NA,NA,NA
2009,31413,NA,NA,NA,NA,NA,NA
2009,200209,NA,NA,NA,NA,NA,NA
2009,30206,NA,NA,NA,NA,NA,NA
2009,200515,NA,NA,NA,NA,NA,NA
2009,200210,NA,NA,NA,NA,NA,NA
2009,70615,NA,NA,NA,NA,NA,NA
2009,70616,NA,NA,NA,NA,NA,NA
2009,200516,NA,NA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,150208,NA,MUA,NA,NA,NA,NA
2009,80317,NA,NA,NA,NA,NA,NA
2009,170610,NA,NA,NA,NA,NA,NA
2009,160403,NA,NA,NA,NA,NA,NA
2009,10805,NA,NA,NA,NA,NA,NA
2009,40509,NA,NA,NA,NA,NA,NA
2009,70302,NA,NA,NA,NA,NA,NA
2009,141108,NA,NA,NA,NA,NA,NA
2009,81101,NA,NA,NA,NA,NA,NA
2009,81104,NA,NA,NA,NA,NA,NA
2009,10906,NA,NA,NA,NA,NA,NA
2009,20108,NA,NA,NA,NA,NA,NA
2009,10213,NA,NA,NA,NA,NA,NA
2009,190107,NA,NA,NA,NA,NA,NA
2009,160104,NA,NA,NA,NA,NA,NA
2009,20606,NA,NA,NA,NA,NA,NA
2009,81014,NA,NA,NA,NA,NA,NA
2009,150109,NA,NA,NA,NA,NA,NA
2009,100308,NA,NA,NA,NA,NA,NA
2009,20202,NA,NA,NA,NA,NA,NA
2009,90103,NA,NA,NP,NA,NA,NA
2009,90103,NA,NA,NP,NA,NA,NA
2009,90103,NA,NA,NP,NA,NA,NA
2009,90103,NA,NA,NP,NA,NA,NA
2009,30207,NA,NA,NA,NA,NA,NA
2009,210412,NA,NA,NA,NA,NA,NA
2009,210912,NA,NA,NA,NA,NA,NA
2009,10806,NA,NA,NA,NA,NA,NA
2009,20803,NA,MUA,NA,NA,NA,NA
2009,30208,NA,NA,NA,NA,NA,NA
2009,20201,NA,MUA,NA,NA,NA,NA
2009,50405,NA,NA,NA,NA,NA,WS
2009,170107,NA,NA,NA,NA,NA,NA
2009,171305,MULTI,NA,NA,NA,NA,NA
2009,200505,NA,NA,NA,NA,NA,NA
2009,90303,NA,NA,NA,NA,NA,WS
2009,90701,NA,NA,NP,NA,NA,NA
2009,160802,NA,NA,NP,NA,NA,NA
2009,160801,NA,NA,NP,NA,NA,NA
2009,171110,NA,NA,NA,NA,NA,NA
2009,210212,NA,NA,NA,NA,NA,NA
2009,30109,NA,NA,NA,NA,NA,NA
2009,60708,NA,NA,NA,NA,NA,NA
2009,30110,NA,NA,NA,NA,NA,NA
2009,40807,NA,NA,NA,NA,NA,NA
2009,60505,NA,NA,NA,NA,NA,NA
2009,50711,NA,NA,NA,NA,NA,NA
2009,50610,NA,NA,NA,NA,NA,NA
2009,50611,NA,NA,NA,NA,NA,NA
2009,210613,NA,NA,NA,NA,NA,NA
2009,70111,NA,NA,NA,NA,NA,NA
2009,130102,NA,NA,NA,NA,NA,NA
2009,80125,NA,NA,NA,NA,NA,NA
2009,170306,NA,NA,NP,NA,NA,NA
2009,60208,NA,NA,NA,NA,NA,NA
2009,40708,NA,NA,NA,NA,NA,NA
2009,60311,NA,NA,NA,NA,NA,NA
2009,10407,NA,NA,NA,NA,NA,NA
2009,190511,NA,NA,NA,NA,RMS,NA
2009,140109,NA,NA,NA,NA,NA,NA
2009,21301,NA,NA,NA,NA,NA,NA
2009,140313,NA,NA,NA,NA,NA,NA
2009,220105,NA,NA,NA,NA,NA,WS
2009,210506,NA,NA,NA,NA,NA,NA
2009,200517,NA,NA,NA,NA,NA,NA
2009,211013,NA,NA,NA,NA,NA,NA
2009,40709,NA,NA,NA,NA,NA,NA
2009,100213,NA,NA,NA,NA,NA,NA
2009,40510,NA,NA,NA,NA,NA,NA
2009,190305,NA,NA,NA,NA,NA,NA
2009,80614,NA,NA,NA,NA,NA,NA
2009,100214,NA,NA,NA,NA,NA,NA
2009,31621,NA,NA,NA,NA,NA,NA
2009,140407,NA,NA,NA,NA,NA,NA
2009,31313,NA,NA,NA,NA,NA,NA
2009,10704,NA,NA,NA,PL,NA,NA
2009,90104,NA,NA,NP,NA,NA,NA
2009,200302,NA,NA,NA,NA,NA,NA
2009,80108,NA,NA,NA,NA,NA,NA
2009,200211,NA,NA,NA,NA,NA,NA
2009,70716,NA,NA,NA,NA,NA,NA
2009,130403,NA,NA,NA,NA,NA,WS
2009,100215,NA,NA,NA,NA,NA,NA
2009,200310,NA,NA,NA,NA,NA,NA
2009,50712,NA,NA,NA,NA,NA,NA
2009,60709,NA,NA,NA,NA,NA,NA
2009,80126,NA,NA,NA,NA,NA,NA
2009,160306,NA,NA,NA,NA,NA,NA
2009,140408,NA,NA,NA,NA,NA,NA
2009,210213,NA,NA,NA,NA,NA,NA
2009,200212,NA,NA,NA,NA,NA,NA
2009,70209,NA,NA,NA,NA,NA,NA
2009,150311,NA,NA,NA,NA,NA,NA
2009,60117,NA,NA,NA,NA,NA,NA
2009,50806,NA,NA,NA,NA,NA,NA
2009,160404,NA,NA,NA,NA,NA,NA
2009,31314,NA,NA,NA,NA,NA,NA
2009,31414,NA,NA,NA,NA,NA,NA
2009,120101,NA,NA,NA,NA,NA,NA
2009,31622,NA,NA,NA,NA,NA,NA
2009,31014,NA,NA,NA,NA,NA,NA
2009,70508,NA,NA,NA,NA,NA,NA
2009,140208,NA,NA,NA,NA,NA,NA
2009,30111,NA,NA,NA,NA,NA,NA
2009,50509,NA,NA,NA,NA,NA,NA
2009,20704,NA,NA,NA,NA,NA,NA
2009,50613,NA,NA,NP,NA,NA,NA
2009,70805,NA,NA,NA,NA,NA,NA
2009,81015,NA,NA,NA,NA,NA,NA
2009,211014,NA,NA,NA,NA,NA,NA
2009,210913,NA,NA,NA,NA,NA,NA
2009,171203,NA,NA,NA,NA,NA,NA
2009,70314,NA,NA,NA,NA,NA,NA
2009,31013,NA,NA,NA,NA,NA,NA
2009,40409,NA,NA,NA,NA,NA,NA
2009,70313,NA,NA,NA,NA,NA,NA
2009,40111,NA,MUA,NA,NA,NA,NA
2009,150110,NA,NA,NA,NA,NA,NA
2009,50403,NA,NA,NA,NA,NA,WS
2009,160405,NA,NA,NA,NA,NA,NA
2009,50713,NA,NA,NA,NA,NA,NA
2009,30310,NA,NA,NA,NA,NA,NA
2009,160406,NA,NA,NA,NA,NA,NA
2009,120502,NA,NA,NA,NA,NA,NA
2009,210214,NA,NA,NA,NA,NA,NA
2009,31208,NA,NA,NA,NA,NA,NA
2009,70309,NA,NA,NP,NA,NA,NA
2009,220506,NA,NA,NA,NA,NA,WS
2009,31315,NA,NA,NA,NA,NA,NA
2009,220104,NA,NA,NA,NA,NA,NA
2009,70717,NA,NA,NA,NA,NA,NA
2009,30407,NA,NA,NA,NA,NA,NA
2009,70407,NA,NA,NA,NA,NA,NA
2009,60209,NA,NA,NA,NA,NA,NA
2009,90304,MULTI,NA,NA,NA,NA,NA
2009,210215,NA,NA,NA,NA,NA,NA
2009,70210,NA,NA,NA,NA,NA,NA
2009,70211,NA,NA,NA,NA,NA,NA
2009,70718,NA,NA,NA,NA,NA,NA
2009,200415,NA,NA,NA,NA,NA,NA
2009,140508,NA,NA,NA,NA,NA,NA
2009,220103,NA,NA,NA,NA,NA,NA
2009,70719,NA,NA,NA,NA,NA,NA
2009,170909,NA,NA,NA,NA,NA,NA
2009,210914,NA,NA,NA,NA,NA,NA
2009,210915,NA,NA,NA,NA,NA,NA
2009,80127,NA,NA,NA,NA,NA,NA
2009,200416,NA,NA,NA,NA,NA,NA
2009,80128,NA,NA,NA,NA,NA,NA
2009,210711,NA,NA,NA,NA,NA,NA
2009,60813,NA,NA,NA,NA,NA,NA
2009,30911,NA,NA,NA,NA,NA,NA
2009,31015,NA,NA,NA,NA,NA,NA
2009,60118,NA,NA,NA,NA,NA,NA
2009,30614,NA,NA,NA,NA,NA,NA
2009,10807,NA,NA,NA,NA,NA,NA
2009,170715,NA,NA,NA,NA,NA,NA
2009,10408,NA,NA,NA,NA,NA,NA
2009,30406,NA,NA,NA,NA,NA,NA
2009,40613,NA,NA,NA,NA,NA,NA
2009,80615,NA,NA,NA,NA,NA,NA
2009,130302,NA,NA,NA,NA,NA,WS
2009,50312,NA,NA,NA,NA,NA,NA
2009,180211,NA,NA,NP,NA,NA,NA
2009,120406,NA,NA,NA,NA,NA,NA
2009,120404,NA,NA,NA,NA,NA,NA
2009,120405,NA,NA,NA,NA,NA,NA
2009,120707,NA,NA,NA,NA,NA,NA
2009,141011,NA,NA,NA,NA,NA,NA
2009,180212,NA,NA,NP,NA,NA,NA
2009,10608,NA,NA,NA,NA,NA,NA
2009,81016,NA,NA,NA,NA,NA,NA
2009,170714,NA,NA,NA,PL,NA,NA
2009,70212,NA,NA,NA,NA,NA,NA
2009,70213,NA,NA,NA,NA,NA,NA
2009,60609,NA,NA,NA,NA,NA,NA
2009,30112,NA,NA,NA,NA,NA,NA
2009,220505,NA,NA,NA,NA,NA,WS
2009,180303,NA,NA,NA,NA,NA,NA
2009,80913,NA,NA,NA,NA,NA,NA
2009,120108,NA,NA,NA,NA,NA,NA
2009,50714,NA,NA,NA,NA,NA,NA
2009,50111,NA,NA,NA,NA,NA,NA
2009,40808,NA,NA,NA,NA,NA,WS
2009,90503,NA,NA,NA,NA,NA,WS
2009,60407,NA,NA,NA,NA,NA,WS
2009,240103,NA,MUA,NA,NA,NA,NA
2009,10905,NA,NA,NA,NA,NA,WS
2009,31513,NA,NA,NA,NA,NA,NA
2009,80816,NA,NA,NA,NA,NA,NA
2009,50112,NA,NA,NA,NA,NA,NA
2009,31514,NA,NA,NA,NA,NA,NA
2009,120702,NA,NA,NA,NA,NA,NA
2009,200110,NA,NA,NA,NA,NA,NA
2009,30912,NA,NA,NA,NA,NA,NA
2009,31108,NA,NA,NA,NA,NA,NA
2009,120106,NA,NA,NA,NA,NA,NA
2009,120107,NA,NA,NA,NA,NA,NA
2009,20301,NA,NA,NA,NA,NA,NA
2009,180213,NA,NA,NA,NA,NA,NA
2009,120110,NA,NA,NA,NA,NA,NA
2009,120109,NA,NA,NA,NA,NA,NA
2009,171405,NA,NA,NA,NA,NA,NA
2009,50313,NA,NA,NA,NA,NA,NA
2009,150209,NA,NA,NA,NA,NA,NA
2009,50510,NA,NA,NA,NA,NA,NA
2009,31209,NA,NA,NA,NA,NA,NA
2009,50807,NA,NA,NA,NA,NA,NA
2009,180214,NA,NA,NA,NA,NA,NA
2009,80212,NA,NA,NA,NA,NA,NA
2009,30504,NA,NA,NA,NA,NA,NA
2009,120307,NA,NA,NA,NA,NA,NA
2009,50511,NA,NA,NA,NA,NA,NA
2009,160910,NA,NA,NP,NA,NA,NA
2009,80914,NA,NA,NA,NA,NA,NA
2009,31623,NA,NA,NA,NA,NA,NA
2009,80318,NA,NA,NA,NA,NA,NA
2009,30615,NA,NA,NA,NA,NA,NA
2009,50715,NA,NA,NA,NA,NA,NA
2009,100410,NA,NA,NA,NA,NA,NA
2009,70214,NA,NA,NA,NA,NA,NA
2009,70215,NA,NA,NA,NA,NA,NA
2009,20308,NA,NA,NA,NA,NA,NA
2009,120211,NA,NA,NA,NA,NA,NA
2009,20810,NA,NA,NA,NA,NA,NA
2009,160707,NA,NA,NP,NA,NA,NA
2009,50808,NA,NA,NA,NA,NA,NA
2009,160203,NA,NA,NA,NA,NA,NA
2009,130305,NA,NA,NA,NA,NA,WS
2009,170716,NA,NA,NA,NA,NA,NA
2009,130105,NA,NA,NA,NA,NA,NA
2009,50512,NA,NA,NA,NA,NA,NA
2010,90105,NA,NA,NA,NA,NA,WS
2010,50406,MULTI,NA,NA,NA,NA,NA
2010,120516,NA,NA,NA,NA,NA,NA
2010,50600,NA,NA,NP,NA,NA,NA
2010,90607,NA,MUA,NA,NA,NA,NA
2010,70700,NA,NA,NP,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,230200,NA,NA,NA,NA,NA,NA
2010,160900,NA,NA,NP,NA,NA,NA
2010,160800,NA,NA,NP,NA,NA,NA
2010,21202,NA,NA,NA,NA,NA,NA
2010,21203,NA,NA,NA,NA,NA,NA
2010,21204,NA,NA,NA,NA,NA,WS
2010,21205,NA,NA,NA,NA,NA,WS
2010,21206,NA,NA,NA,NA,NA,WS
2010,99,NA,NA,NA,NA,NA,NA
2010,21100,NA,NA,NA,NA,NA,WS
2010,21000,NA,NA,NA,NA,NA,WS
2010,20900,MULTI,NA,NA,NA,NA,NA
2010,21201,NA,NA,NA,NA,NA,NA
2010,150605,NA,NA,NA,NA,NA,WS
2010,150604,MULTI,NA,NA,NA,NA,NA
2010,150603,NA,NA,NA,NA,NA,WS
2010,150602,NA,NA,NA,NA,NA,WS
2010,150601,MULTI,NA,NA,NA,NA,NA
2010,60309,NA,NA,NA,NA,NA,NA
2010,160603,NA,NA,NA,NA,NA,NA
2010,40801,NA,NA,NA,NA,NA,NA
2010,80601,NA,NA,NA,NA,NA,NA
2010,50801,NA,NA,NA,NA,NA,WS
2010,30601,NA,NA,NA,NA,NA,NA
2010,200401,NA,NA,NA,NA,NA,NA
2010,220201,NA,NA,NA,PL,NA,NA
2010,170901,NA,NA,NA,PL,NA,NA
2010,141201,NA,NA,NA,NA,NA,NA
2010,20405,NA,NA,NA,NA,NA,WS
2010,31101,NA,NA,NA,NA,NA,NA
2010,40501,NA,NA,NA,NA,NA,NA
2010,80101,NA,NA,NA,NA,NA,NA
2010,20702,NA,NA,NA,NA,NA,NA
2010,70804,NA,NA,NP,NA,NA,NA
2010,60112,NA,NA,NA,NA,NA,NA
2010,200402,NA,NA,NA,NA,NA,NA
2010,40601,NA,NA,NA,NA,NA,NA
2010,180201,NA,NA,NA,NA,NA,NA
2010,200403,NA,NA,NA,NA,NA,NA
2010,90101,MULTI,NA,NA,NA,NA,NA
2010,211006,NA,NA,NA,NA,NA,NA
2010,211002,NA,NA,NA,NA,NA,NA
2010,70101,NA,NA,NA,NA,NA,NA
2010,50301,NA,NA,NA,NA,NA,NA
2010,210401,NA,NA,NA,NA,NA,NA
2010,200404,NA,NA,NA,NA,NA,NA
2010,210901,NA,NA,NA,NA,NA,NA
2010,200501,NA,NA,NA,NA,NA,NA
2010,211001,NA,NA,NA,NA,NA,NA
2010,210601,NA,NA,NA,NA,NA,NA
2010,230101,NA,NA,NA,NA,NA,NA
2010,140601,NA,NA,NA,NA,NA,NA
2010,30701,NA,NA,NA,NA,NA,NA
2010,210101,NA,NA,NA,NA,NA,NA
2010,70102,NA,NA,NA,NA,NA,NA
2010,70509,NA,NA,NA,NA,NA,NA
2010,140901,NA,NA,NA,NA,NA,NA
2010,140501,NA,NA,NA,NA,NA,NA
2010,141001,NA,NA,NA,NA,NA,NA
2010,31601,NA,NA,NA,NA,NA,NA
2010,40101,NA,NA,NA,NA,NA,NA
2010,190505,NA,NA,NA,NA,NA,NA
2010,190501,NA,NA,NA,NA,NA,NA
2010,80102,NA,NA,NA,NA,NA,NA
2010,20205,NA,NA,NA,NA,NA,NA
2010,170401,NA,MUA,NA,NA,NA,NA
2010,150301,NA,MUA,NA,NA,NA,NA
2010,220101,NA,NA,NA,NA,NA,WS
2010,20801,NA,NA,NA,NA,NA,NA
2010,150201,NA,NA,NA,NA,NA,NA
2010,150302,NA,MUA,NA,NA,NA,NA
2010,150302,NA,MUA,NA,NA,NA,NA
2010,140301,NA,NA,NA,NA,NA,NA
2010,31501,NA,NA,NA,NA,NA,NA
2010,140701,NA,NA,NA,NA,NA,NA
2010,210102,NA,NA,NA,NA,NA,NA
2010,240104,NA,MUA,NA,NA,NA,NA
2010,80801,NA,NA,NA,NA,NA,NA
2010,220501,NA,NA,NA,NA,NA,WS
2010,150401,NA,NA,NA,NA,NA,NA
2010,80301,NA,NA,NA,NA,NA,NA
2010,80701,NA,NA,NA,NA,NA,NA
2010,90501,NA,NA,NA,NA,NA,WS
2010,60101,NA,NA,NA,NA,NA,NA
2010,170902,NA,NA,NA,NA,NA,NA
2010,170903,NA,NA,NA,NA,NA,NA
2010,60102,NA,NA,NA,NA,NA,NA
2010,210602,NA,NA,NA,NA,NA,NA
2010,160901,NA,NA,NA,NA,NA,NA
2010,70301,NA,NA,NA,NA,NA,NA
2010,140702,NA,NA,NA,NA,NA,NA
2010,220401,NA,NA,NA,NA,NA,NA
2010,20209,NA,NA,NA,NA,NA,NA
2010,140902,NA,NA,NA,NA,NA,NA
2010,10701,NA,NA,NA,PL,NA,NA
2010,80201,NA,NA,NA,NA,NA,NA
2010,150202,NA,NA,NA,NA,NA,NA
2010,200201,NA,NA,NA,NA,NA,NA
2010,70201,NA,NA,NA,NA,NA,NA
2010,70202,NA,NA,NA,NA,NA,NA
2010,10201,NA,NA,NA,NA,NA,NA
2010,40602,NA,NA,NA,NA,NA,NA
2010,60801,NA,NA,NA,NA,NA,NA
2010,160701,NA,NA,NP,NA,NA,NA
2010,31401,NA,NA,NA,NA,NA,NA
2010,141101,NA,NA,NA,NA,NA,NA
2010,210801,NA,NA,NA,NA,NA,NA
2010,60103,NA,NA,NA,PL,NA,NA
2010,31301,NA,NA,NA,NA,NA,NA
2010,80103,NA,NA,NA,NA,NA,NA
2010,80602,NA,NA,NA,NA,NA,NA
2010,200502,NA,NA,NA,NA,NA,NA
2010,50101,NA,NA,NA,NA,NA,NA
2010,10202,NA,NA,NA,NA,NA,NA
2010,30101,NA,NA,NA,NA,NA,NA
2010,200101,NA,NA,NA,NA,NA,NA
2010,20401,NA,NA,NA,NA,NA,NA
2010,200102,NA,NA,NA,NA,NA,NA
2010,20103,NA,NA,NA,NA,NA,NA
2010,220202,NA,NA,NA,NA,NA,NA
2010,180203,NA,MUA,NA,NA,NA,NA
2010,60104,NA,NA,NA,NA,NA,NA
2010,150101,NA,MUA,NA,NA,NA,NA
2010,10901,NA,NA,NA,NA,NA,NA
2010,100401,NA,NA,NA,NA,NA,NA
2010,140903,NA,NA,NA,NA,NA,NA
2010,120407,NA,NA,NA,NA,NA,NA
2010,120408,NA,NA,NA,NA,NA,NA
2010,150303,NA,NA,NA,NA,NA,NA
2010,120104,NA,NA,NA,NA,NA,NA
2010,120102,NA,NA,NA,NA,NA,NA
2010,120103,NA,NA,NA,NA,NA,NA
2010,150102,NA,NA,NA,NA,NA,NA
2010,80104,NA,NA,NA,NA,NA,NA
2010,30501,NA,NA,NA,NA,NA,NA
2010,80603,NA,NA,NA,NA,NA,NA
2010,60701,NA,NA,NA,NA,NA,NA
2010,60701,NA,NA,NA,NA,NA,NA
2010,171301,NA,NA,NA,NA,NA,NA
2010,31302,NA,NA,NA,NA,NA,NA
2010,70303,NA,NA,NA,NA,NA,NA
2010,140101,NA,NA,NA,NA,NA,NA
2010,90601,NA,MUA,NA,NA,NA,NA
2010,20207,NA,NA,NA,NA,NA,NA
2010,120308,NA,NA,NA,NA,NA,NA
2010,31602,NA,NA,NA,NA,NA,NA
2010,120204,NA,NA,NA,NA,NA,NA
2010,70601,NA,NA,NA,NA,NA,NA
2010,70602,NA,NA,NA,NA,NA,NA
2010,120410,NA,NA,NA,NA,NA,NA
2010,180202,NA,NA,NP,NA,NA,NA
2010,80802,NA,NA,NA,NA,NA,NA
2010,120111,NA,NA,NA,NA,NA,NA
2010,210701,NA,NA,NA,NA,NA,NA
2010,210702,NA,NA,NA,NA,NA,NA
2010,70701,NA,NA,NP,NA,NA,NA
2010,120602,NA,NA,NA,NA,NA,NA
2010,30201,NA,NA,NA,NA,NA,NA
2010,100201,NA,NA,NA,NA,NA,NA
2010,200301,NA,NA,NA,NA,NA,NA
2010,220402,NA,NA,NA,NA,NA,NA
2010,10601,NA,NA,NA,NA,NA,NA
2010,210301,NA,NA,NA,NA,NA,NA
2010,110402,NA,NA,NA,NA,NA,WS
2010,110404,NA,NA,NA,NA,NA,WS
2010,160601,NA,NA,NA,NA,NA,NA
2010,20105,NA,NA,NA,NA,NA,NA
2010,60105,NA,NA,NA,NA,NA,NA
2010,31102,NA,NA,NA,NA,NA,NA
2010,200303,NA,NA,NA,NA,NA,NA
2010,40103,NA,NA,NA,NA,NA,NA
2010,120607,NA,NA,NA,NA,NA,NA
2010,120606,NA,NA,NA,NA,NA,NA
2010,120207,NA,NA,NA,NA,NA,NA
2010,140302,NA,NA,NA,NA,NA,NA
2010,50601,NA,NA,NP,NA,NA,NA
2010,210201,NA,NA,NA,NA,NA,NA
2010,200503,NA,NA,NA,NA,NA,NA
2010,100301,NA,NA,NA,NA,NA,NA
2010,30202,NA,NA,NA,NA,NA,NA
2010,190502,NA,NA,NA,NA,NA,NA
2010,90801,NA,NA,NA,NA,NA,NA
2010,20304,NA,NA,NA,NA,NA,NA
2010,200504,NA,NA,NA,NA,NA,NA
2010,10203,NA,NA,NA,NA,NA,NA
2010,60802,NA,MUA,NA,NA,NA,NA
2010,60803,NA,NA,NA,NA,NA,NA
2010,210603,NA,NA,NA,NA,NA,NA
2010,210202,NA,NA,NA,NA,NA,NA
2010,70103,NA,NA,NA,NA,NA,NA
2010,130601,NA,NA,NA,NA,NA,NA
2010,150501,NA,NA,NA,NA,NA,NA
2010,160602,NA,NA,NA,NA,NA,NA
2010,31001,NA,NA,NA,NA,NA,NA
2010,171101,NA,NA,NA,NA,NA,NA
2010,10501,NA,NA,NA,NA,NA,NA
2010,100202,NA,NA,NA,NA,NA,NA
2010,50501,NA,NA,NA,NA,NA,NA
2010,200103,NA,NA,NA,NA,NA,NA
2010,200405,NA,NA,NA,NA,NA,NA
2010,120505,NA,NA,NA,NA,NA,NA
2010,40803,NA,NA,NA,NA,NA,NA
2010,210604,NA,NA,NA,NA,NA,NA
2010,170101,NA,NA,NA,NA,NA,NA
2010,30102,NA,NA,NA,NA,NA,NA
2010,120604,NA,NA,NA,NA,NA,NA
2010,120605,NA,NA,NA,NA,NA,NA
2010,50201,NA,NA,NA,NA,NA,NA
2010,141002,NA,NA,NA,NA,NA,NA
2010,140201,NA,NA,NA,NA,NA,NA
2010,30103,NA,NA,NA,NA,NA,NA
2010,140303,NA,NA,NA,NA,NA,NA
2010,210902,NA,NA,NA,NA,NA,NA
2010,200506,NA,NA,NA,NA,NA,NA
2010,120515,NA,NA,NA,NA,NA,NA
2010,80105,NA,NA,NA,NA,NA,NA
2010,180204,NA,NA,NA,NA,NA,NA
2010,40603,NA,NA,NA,NA,NA,NA
2010,210703,NA,NA,NA,NA,NA,NA
2010,140102,NA,NA,NA,NA,NA,NA
2010,30104,NA,NA,NA,NA,NA,NA
2010,50502,NA,NA,NA,NA,NA,NA
2010,220301,NA,NA,NA,NA,NA,NA
2010,141102,NA,NA,NA,NA,NA,NA
2010,60201,NA,NA,NA,NA,NA,NA
2010,210302,NA,NA,NA,PL,NA,NA
2010,120208,NA,NA,NA,NA,NA,NA
2010,140904,NA,NA,NA,NA,NA,NA
2010,160501,NA,NA,NA,NA,NA,WS
2010,80302,NA,NA,NA,NA,NA,NA
2010,30203,NA,NA,NA,NA,NA,NA
2010,80803,NA,NA,NA,NA,NA,NA
2010,40701,NA,NA,NA,NA,NA,NA
2010,130703,NA,NA,NA,NA,NA,WS
2010,130201,NA,NA,NA,NA,NA,NA
2010,130202,NA,NA,NA,NA,NA,WS
2010,140103,NA,NA,NA,NA,NA,NA
2010,80401,NA,NA,NA,NA,NA,NA
2010,80202,NA,NA,NA,NA,NA,NA
2010,200507,NA,NA,NA,NA,NA,NA
2010,20104,NA,NA,NA,NA,NA,NA
2010,60601,NA,NA,NA,NA,NA,NA
2010,150304,NA,NA,NA,NA,NA,WS
2010,100101,NA,NA,NA,NA,NA,NA
2010,21306,NA,NA,NA,NA,NA,WS
2010,40102,NA,MUA,NA,NA,NA,NA
2010,40102,NA,MUA,NA,NA,NA,NA
2010,40102,NA,MUA,NA,NA,NA,NA
2010,40102,NA,MUA,NA,NA,NA,NA
2010,40102,NA,MUA,NA,NA,NA,NA
2010,40102,NA,MUA,NA,NA,NA,NA
2010,10401,NA,NA,NA,NA,NA,NA
2010,70304,NA,NA,NA,NA,NA,NA
2010,60501,NA,NA,NA,NA,NA,NA
2010,30901,NA,NA,NA,NA,NA,NA
2010,60107,NA,NA,NA,NA,NA,NA
2010,40502,NA,NA,NA,NA,NA,NA
2010,80901,NA,NA,NA,NA,NA,NA
2010,31402,NA,NA,NA,NA,NA,NA
2010,90602,NA,MUA,NA,NA,NA,NA
2010,90603,NA,MUA,NA,NA,NA,NA
2010,211003,NA,NA,NA,NA,NA,NA
2010,170402,NA,MUA,NA,NA,NA,NA
2010,140503,NA,NA,NA,NA,NA,NA
2010,40802,NA,NA,NA,NA,NA,WS
2010,31604,NA,NA,NA,NA,NA,NA
2010,31605,NA,NA,NA,NA,NA,NA
2010,31606,NA,NA,NA,NA,NA,NA
2010,31002,NA,NA,NA,NA,NA,NA
2010,31003,NA,NA,NA,NA,NA,NA
2010,130301,NA,NA,NA,NA,NA,WS
2010,50602,NA,NA,NA,NA,NA,NA
2010,31004,NA,NA,NA,NA,NA,NA
2010,31608,NA,NA,NA,NA,NA,NA
2010,170201,NA,NA,NA,NA,NA,NA
2010,10402,NA,NA,NA,NA,NA,NA
2010,40201,NA,NA,NA,NA,NA,NA
2010,140401,NA,NA,NA,NA,NA,NA
2010,30401,NA,NA,NA,NA,NA,NA
2010,60108,NA,NA,NA,PL,NA,NA
