year,codekhum,khum_name,area,diffPix
2010,140911,Seena Reach Otdam,49219843.53,0
2010,80402,Chrouy Ta Kaev,35487739.13,0
2010,140313,Thkov,29693541.54,0
2010,140308,Peam Montear,71437006.39,0
2010,90103,Ta Nuon,263218165.2,0
2010,140901,Angkor Reach,42272197.23,0
2010,90801,Chamkar Luong,111567556.8,0
2010,200705,Popeaek,41816406.82,0
2010,210709,Soeng,30122578.15,0
2010,200704,Monourom,16564296.85,0
2010,50108,Pou Chamraeun,28608915.52,0
2010,210702,Boeng Tranh Khang Tboung,33578665.49,0
2010,200508,Doun Sa,27243472,0
2010,200516,Svay Yea,37435600.43,0
2010,140103,Chheu Kach,34565214.61,0
2010,50114,Svay Rumpea,24128430.26,0
2010,81001,Khpob,33293244.88,0
2010,210215,Trapeang Sab,24114529.28,0
2010,200304,Chrung Popel,25319484.82,0
2010,140102,Cheung Phnum,39630648.33,0
2010,140107,Spueu Ka,23066326.06,0
2010,90102,Kandaol,156885207.1,0
2010,200302,Thmea,19633790.47,0
2010,210203,Doung,24396204.21,0
2010,200310,Thna Thnong,29474878.59,0
2010,81003,Kaoh Khael,20524836.65,0
2010,50310,Snam Krapeu,31277530.33,0
2010,210205,Komar Reachea,27129044.61,0
2010,210206,Krang Leav,26119486.77,0
2010,81007,Preaek Ambel,50531527.01,0
2010,50102,Kat Phluk,47530960.08,0
2010,140106,Sdau Kaong,45723557.83,0
2010,50309,Sdok,26903119.87,0
2010,50115,Preah Khae,38507825.07,0
2010,140905,Kampong Soeng,39425320.46,0
2010,200306,Meun Chey,25231466.66,0
2010,210209,Pea Ream,24259400.69,0
2010,50303,Moha Ruessei,20295780.74,0
2010,140306,Kou Khchak,56620475.85,0
2010,210214,Trapeang Krasang,17738750.11,0
2010,140703,Neak Loeang,18794944.83,0
2010,140707,Preaek Khsay Kha,3826472.13,0
2010,80506,Preaek Tonloab,79091000.55,0
2010,200301,Bos Mon,32032845.38,0
2010,140607,Preaek Krabau,16346948.09,0
2010,140910,Rumchek,41722068.07,0
2010,140601,Angkor Angk,34898499.16,0
2010,200517,Thlok,19613260.62,0
2010,140305,Kansaom Ak,41326423.23,0
2010,210213,Tnaot,18645457.61,0
2010,200309,Svay Chek,31369945.14,0
2010,50113,Kak,23583598.48,0
2010,210604,Char,30641191.84,0
2010,50307,Prey Vihear,27320835.07,0
2010,200501,Angk Ta Sou,13285563.86,0
2010,200308,Sangkae,25990726.18,0
2010,210201,Chambak,19598938.05,0
2010,80408,Pouthi Ban,69356680.53,0
2010,80407,Leuk Daek,55411414.04,0
2010,200513,Svay Angk,21799301.14,0
2010,80405,Kaoh Thum Kha,15240399.33,0
2010,210704,Chumreah Pen,32582138.25,0
2010,200510,Kraol Kou,42866680.85,0
2010,200303,Chak,23541440.57,0
2010,50105,Pheari Mean Chey,21186081.04,0
2010,210612,Snao,24259684.37,0
2010,210705,Khvav,29031237.32,0
2010,140311,Prey Chhor,27841001.85,0
2010,80505,Preaek Dach,62035330.66,0
2010,140907,Lvea,28604744.3,0
2010,210607,Kdanh,12115266.96,0
2010,210613,Tang Yab,16016231.12,0
2010,210707,Rovieng,40832759.35,0
2010,200307,Pong Tuek,38056805.12,0
2010,200702,Kokir Saom,63441924.03,0
2010,50104,Pheakdei,40225102.66,0
2010,140604,Kaoh Roka,43697772.63,0
2010,140605,Kaoh Sampov,123261151.2,0
2010,80502,K'am Samnar,28828656.91,0
2010,210103,Kouk Thlok,65649865.57,0
2010,90201,Kaoh Sdach,803151.19,0
2010,200202,Nhor,25790201.23,0
2010,200203,Ksetr,59297160.59,0
2010,210903,Kus,48744669.18,0
2010,211012,Srangae,27339062.02,0
2010,210803,Roka Krau,33573583.87,0
2010,210911,Srae Ronoung,35550358.05,0
2010,90804,Stueng Chhay,86539888.91,-1
2010,200208,Samyaong,23901109.14,0
2010,210105,Preaek Phtoul,42526038.38,0
2010,200205,Prey Thum,20075930.62,0
2010,211009,Sambuor,55518498.13,0
2010,211013,Thlok,48454333.79,0
2010,210913,Tram Kak,47786891.37,0
2010,90201,Kaoh Sdach,108202.89,0
2010,211007,Prey Sloek,36415807.45,0
2010,90201,Kaoh Sdach,959301.44,0
2010,210905,Nhaeng Nhang,26372095.09,0
2010,70407,Trapeang Reang,28822904.95,0
2010,180204,Cheung Kou,222306617.1,0
2010,200206,Reach Montir,27990890.78,0
2010,200109,Samraong,21890475.07,0
2010,211008,Roneam,30925461.7,0
2010,180209,Sameakki,215319277.2,0
2010,200104,Chres,52218131.48,0
2010,70406,Srae Samraong,39345614.34,0
2010,200201,Banteay Krang,28694737.33,0
2010,90201,Kaoh Sdach,558813.59,0
2010,200211,Thmei,39884407.48,0
2010,70311,Nareay,18325406.24,0
2010,211001,Angkanh,15382640.71,0
2010,70304,Chhuk,32299674.02,0
2010,90201,Kaoh Sdach,3158707.77,0
2010,200110,Tuol Sdei,73193439.39,0
2010,70103,Champei,31992423.09,0
2010,200103,Chantrea,61559121,0
2010,70402,Chumpu Voan,56727888.18,0
2010,90201,Kaoh Sdach,31363,0
2010,90201,Kaoh Sdach,349893.65,0
2010,210305,Kouk Pou,45820330.41,0
2010,211004,Khvav,36866828.07,0
2010,200212,Tnaot,43458645.25,0
2010,90201,Kaoh Sdach,117305.56,0
2010,70401,Chres,23644501.26,0
2010,70303,Boeng Nimol,31762552.21,0
2010,210505,Romenh,70032248.23,0
2010,90103,Ta Nuon,169573.23,0
2010,210506,Thlea Prachum,33465294.21,0
2010,70105,Dan Koum,30084059.38,0
2010,211005,Prambei Mom,22095292.08,0
2010,70109,Praphnum,26146020.39,0
2010,70314,Tramaeng,16877401.66,0
2010,70308,Lbaeuk,106112541.1,0
2010,70110,Samlanh,25105149.4,0
2010,211006,Angk Kaev,32910935.55,0
2010,70310,Mean Chey,14875019.51,0
2010,70307,Krang Snay,24484273.12,0
2010,210303,Doung Khpos,28178043.3,0
2010,211002,Angk Khnaor,18588703.97,0
2010,210301,Bourei Cholsar,67372980.46,0
2010,200504,Chamlang,41595673.21,0
2010,200703,Kandieng Reay,26652629.23,0
2010,210601,Angkanh,12674797.78,0
2010,210909,Popel,23155871.41,0
2010,210902,Cheang Tong,32377544.71,0
2010,200604,Pou Ta Hao,2592273.61,0
2010,200601,Svay Rieng,5474975.79,0
2010,80503,Khpob ateav,39161219.33,0
2010,140602,Kampong Prasat,41996587.41,0
2010,210104,Ponley,53999752.11,0
2010,140603,Kaoh Chek,36733374.09,0
2010,90104,Thma Sa,241889774,0
2010,210711,Trea,25561092.42,0
2010,200102,Bavet,48039480.36,0
2010,200701,Chrak Mtes,64984118.97,0
2010,210914,Trapeang Thum Khang Cheu,26737405.57,0
2010,90604,Chrouy Svay,287761067.7,0
2010,90202,Phnhi Meas,265792.21,0
2010,140303,Cheang Daek,70766233.11,0
2010,90202,Phnhi Meas,136311.06,0
2010,200603,Koy Trabaek,8994621.76,0
2010,210102,Ba Srae,43261685.67,0
2010,140312,Prey Poun,19486293.84,0
2010,210106,Prey Phkoam,47549507.36,0
2010,140304,Chrey,23028955.75,0
2010,200210,Svay Toea,21244886.43,0
2010,140606,Krang Ta Yang,32018514.55,0
2010,210706,Lumchang,26975155.32,0
2010,210908,Otdam Souriya,27973598.19,0
2010,80409,Preaek Chrey,59260335.47,0
2010,200515,Svay Thum,42088782.56,0
2010,200503,Chambak,35703110.44,0
2010,200107,Prey Angkunh,20657121.5,0
2010,200209,Svay Ta Yean,44280921.68,0
2010,210915,Trapeang Thum Khang Tbou,32782706.1,0
2010,80412,Sampov Lun,64160824.56,0
2010,200204,Preah Ponlea,28020507.94,0
2010,200707,Prasout,34780610.75,0
2010,200108,Prey Kokir,40916061.25,0
2010,70405,Srae Knong,63439519.35,0
2010,200502,Basak,49223591.57,0
2010,200101,Bati,41684486.65,0
2010,210904,Leay Bour,63089712.13,0
2010,140902,Banteay Chakrei,84080128.78,0
2010,200511,Kruos,49432241.16,0
2010,80401,Chheu Khmau,50900912.54,0
2010,90201,Kaoh Sdach,168473818.2,-31
2010,90202,Phnhi Meas,174024.16,0
2010,200105,Me Sa Thngak,27169410.95,0
2010,210910,Samraong,25619649.76,0
2010,70403,Snay Anhchet,58831114.24,0
2010,200207,Samlei,52328187.27,0
2010,140908,Preah Sdach,54877905.74,0
2010,140302,Cham,46666540.37,0
2010,210901,Angk Ta Saom,32091566.97,0
2010,140609,Ruessei Srok,48718685.92,0
2010,200106,Prasat,27449966.76,0
2010,80507,Sandar,36248404.03,0
2010,140608,Preaek Sambuor,24401695.63,0
2010,70700,NA,759039652.4,-5
2010,210101,Angkor Borei,47799356.16,0
2010,210912,Ta Phem,30904690.67,0
2010,210802,Roka Knong,18342012.34,0
2010,210801,Baray,42668379.3,0
2010,40406,Pralay Meas,31252666.23,0
2010,100204,Kantuot,121187692.5,0
2010,40111,Trapeang Chan,38943309.56,0
2010,100209,Kracheh,4159568.42,0
2010,150501,Chamraeun Phal,58955709.99,0
2010,60102,Ballangk,43147446.04,0
2010,150407,Samraong,546587011.7,-3
2010,31514,Tuol Sambuor,182304781.4,-19
2010,100505,Svay Chreah,748940353.5,-111
2010,40102,Chhnok Tru,29989561.31,0
2010,40406,Pralay Meas,102232420.3,-6
2010,150401,Bak Chenhchien,40663258.56,0
2010,150311,Tnaot Chum,169101105.9,0
2010,40102,Chhnok Tru,1623459.74,0
2010,150403,Phteah Rung,156079832.7,0
2010,40102,Chhnok Tru,466082.27,0
2010,100306,Ruessei Kaev,99610157.7,-45
2010,110302,Saen Monourom,380870762.8,73
2010,40402,Dar,87299776.32,0
2010,40110,Ponley,6241802.09,0
2010,40104,Khon Rang,31522775.45,0
2010,110504,Romonea,59989787.74,0
2010,100301,Chambak,108511862.1,-51
2010,100305,Preaek Prasab,187619847.1,-43
2010,40103,Chak,16492761.24,0
2010,40104,Khon Rang,1166063.55,0
2010,40105,Kampong Preah Kokir,10979658.49,0
2010,100211,Roka Kandal,23998684.81,0
2010,60108,Chong Doung,126931421.5,0
2010,31506,Ou Mlu,143247844.6,0
2010,31503,Dang Kdar,197504910.6,0
2010,60110,Kokir Thum,164216410.4,0
2010,110105,Srae Preah,666049933.9,194
2010,40106,Melum,52444631.27,0
2010,60107,Chhuk Khsach,53073507.24,0
2010,40405,Pou,90505790.91,0
2010,40109,Popel,28042005.97,0
2010,60103,Baray,141851046.2,0
2010,40108,Pech Changvar,55743049.67,0
2010,150604,NA,865889103.4,-9
2010,150603,NA,656859925.9,-56
2010,31501,Areaks Tnaot,35529372.35,0
2010,40107,Phsar,36098791.25,0
2010,60104,Boeng,27519929.23,0
2010,150404,Prongil,1133125435,0
2010,100201,Bos Leav,69295509.91,0
2010,100213,Thma Andaeuk,57786777.12,0
2010,40105,Kampong Preah Kokir,59808294.46,-4
2010,40101,Anhchanh Rung,68231922.33,0
2010,30204,Lvea Leu,29110450.32,0
2010,30205,Spueu,30869618.25,0
2010,31510,Preaek Kak,173734806,0
2010,100303,Kampong Kor,51862360.83,0
2010,40407,Samraong Saen,46069850.38,-64
2010,30202,Chamkar Andoung,107998367.4,0
2010,150402,Leach,20706059.77,0
2010,150605,NA,806259256.3,-11
2010,150304,Chheu Tom,190836364,0
2010,30208,Ta Prok,17615614.53,0
2010,100308,Ta Mau,124514639.2,-49
2010,31504,Khpob Ta Nguon,110136786.1,-11
2010,100206,Kaoh Chraeng,16544737.46,0
2010,150310,Svay Sa,195795145,0
2010,100501,Khsuem,1001486964,-507
2010,60702,Chroab,63535185.79,0
2010,110502,Sokh Dom,185722330,0
2010,20612,Prey Tralach,273560851.5,0
2010,150308,Ou Sandan,85193450.48,-4
2010,20611,Preaek Chik,139167024.5,0
2010,60704,Kakaoh,123052479.3,0
2010,60310,Srayov,283802924.7,0
2010,150502,Kaoh Chum,28112024.05,0
2010,60302,Kampong Thum,7195817.25,0
2010,60304,Ou Kanthor,47357281.79,0
2010,150306,Kampong Pou,73990233.45,-2
2010,150204,Kanhchor,85420485.89,0
2010,110404,Bu Sra,264288796,-1
2010,60303,Kampong Roteh,639928.09,0
2010,60301,Damrei Choan Khla,9377452.68,0
2010,150203,Kandieng,28261026.42,0
2010,150301,Anlong Tnaot,97128291.81,-8
2010,60703,Kampong Thma,53601684.54,0
2010,100205,Kou Loab,55468895.69,0
2010,60707,Prasat,50418971.27,0
2010,110103,Srae Chhuk,354301471.1,17
2010,100203,Dar,150491228.4,0
2010,40404,Phlov Tuk,192903378.4,-78
2010,110503,Spean Mean Chey,93887094.42,0
2010,150110,Trapeang Chong,83012803.56,0
2010,150103,Khnar Totueng,53700082.58,0
2010,60708,Tang Krasang,51795709.72,0
2010,150201,Anlong Vil,31770741.87,0
2010,110403,Srae Ampum,177590297.8,0
2010,150309,Sna Ansa,87615112.54,-22
2010,150207,Svay Luong,25311015.21,0
2010,150106,Rumlech,52899303.96,0
2010,110301,Dak Dam,751967880.2,-143
2010,150302,Ansa Chambak,209643285.5,0
2010,150507,Svay at,10937236.95,0
2010,40102,Chhnok Tru,2666821.18,0
2010,150602,NA,705623846.3,-14
2010,150303,Boeng Kantuot,46917011.26,0
2010,40401,Chranouk,265236432.3,-12
2010,150202,Banteay Dei,14589350.25,0
2010,150307,Kbal Trach,172200549.1,-12
2010,150209,Veal,5305074.3,0
2010,100214,Thma Kreae,18720894.86,0
2010,150109,Ta Lou,305046795.6,0
2010,60701,Boeng Lvea,8022882.93,0
2010,110504,Romonea,123248431.6,0
2010,150504,Phteah Prey,12899251.56,0
2010,110102,Me Mang,463593288.9,0
2010,150506,Roleab,204391885.1,0
2010,60111,Krava,69574561.48,0
2010,100207,Kaoh Trong,14460729.9,0
2010,100210,Ou Ruessei,31713013.25,0
2010,60117,Tnaot Chum,60518728.73,0
2010,150503,Lolok Sa,42747516.69,0
2010,60101,Bak Sna,45391543.7,0
2010,40102,Chhnok Tru,734623.07,0
2010,60706,Pnov,109237441.1,0
2010,150505,Prey Nhi,7972497.93,0
2010,100307,Saob,269488100.9,-283
2010,100208,Krakor,14349934.77,0
2010,110501,Monourom,78653790.05,0
2010,40102,Chhnok Tru,5640599.14,0
2010,60105,Chaeung Daeung,71884919.23,0
2010,150302,Ansa Chambak,4082533.06,0
2010,31306,Krouch,15817631.28,0
2010,31305,Kor,26958415.2,0
2010,100504,Srae Char,297894403,0
2010,40807,Tang Krasang,131068579.4,0
2010,30613,Srak,68315143.16,0
2010,40609,Prey Mul,45169061.71,0
2010,30904,Kaoh Pir,10690634.64,0
2010,30602,Han Chey,27523551.72,0
2010,40201,Chol Sar,36975750.75,0
2010,31313,Thma Pun,31790704.85,0
2010,40601,Andoung Snay,37920350.5,0
2010,40610,Rolea B'ier,32566148.85,0
2010,40605,Kouk Banteay,65040462.77,0
2010,40205,Prey Kri,42593060.59,0
2010,30407,Trapeang Pring,202907918.6,0
2010,100104,Kampong Damrei,324340984.6,-154
2010,40805,Khlong Popok,109413510.1,0
2010,30612,Rumchek,14277393.22,0
2010,31301,Baray,28176149.46,0
2010,40613,Tuek Hout,47367602.79,0
2010,30310,Trapeang Kor,27078335.91,0
2010,31615,Peam Chileang,53482665.32,0
2010,30610,Ou Svay,30286043.31,0
2010,31616,Roka Po Pram,200574049.3,0
2010,31315,Trapeang Preah,72469260.22,0
2010,40802,Chieb,350167025.7,0
2010,40202,Kaoh,112624083.3,0
2010,100502,Pir Thnu,588406586.8,-269
2010,31011,Rumchek,226032545,0
2010,30903,Kampong Treas,22900805.27,0
2010,40603,Cheung Kreav,55155543.89,0
2010,30307,Sdaeung Chey,58751843.69,0
2010,30303,Phdau Chum,39541412.06,0
2010,30302,Kouk Rovieng,26222821.92,0
2010,30609,Krala,28864159.29,0
2010,31304,Khvet Thum,17228595.95,0
2010,31309,Prey Chhor,15430146.85,0
2010,31621,Thma Pechr,82724147.01,0
2010,30309,Srama,25250419.14,0
2010,30402,Dambae,85484852.51,0
2010,30110,Tang Krasang,42553664.75,0
2010,30607,Kaoh Samraong,30451992.14,0
2010,30112,Tumnob,19012106.9,0
2010,31310,Sour Saen,20004228.5,0
2010,30603,Kien Chrey,25062168.99,0
2010,40508,Saeb,34448641.23,0
2010,90701,Ta Tey Leu,1780473649,0
2010,30614,Trean,43187482.43,0
2010,40502,Chhuk Sa,66766076.07,0
2010,40509,Ta Ches,53309695.44,0
2010,31308,Mien,44958592.41,0
2010,30304,Prey Char,23109835.63,0
2010,31312,Srangae,18983087.1,0
2010,31307,Lvea,33596980.44,0
2010,30105,Me Pring,41508207.63,0
2010,40801,Akphivoadth,66513963.91,0
2010,40501,Ampil Tuek,109471697.6,0
2010,31602,Boeng Pruol,25653174.42,0
2010,31303,Chrey Vien,23463279.76,0
2010,30611,Ro'ang,32350664.81,0
2010,30308,Soutip,26254719.51,0
2010,30301,Khnaor Dambang,38359262.98,0
2010,50403,Trapeang Chour,509384189.7,-1
2010,30104,Cheung Prey,17715125.64,0
2010,31508,Preah Andoung,6626797.07,0
2010,60115,Sralau,159382802.4,-4
2010,40602,Banteay Preal,50763772.98,0
2010,30206,Svay Teab,86153103.05,0
2010,150405,Rokat,852341201.9,0
2010,30203,Cheyyou,46184054.82,0
2010,31507,Peam Kaoh Sna,47503778.93,0
2010,40409,Trangel,36330787.19,0
2010,40608,Prasneb,125161316.8,0
2010,40806,Krang Skear,592137656.6,0
2010,31505,Me Sar Chrey,37731731.3,0
2010,150406,Santreae,667333075.3,0
2010,60118,Treal,160237234.1,-28
2010,40408,Svay Rumpear,77774880.67,0
2010,40612,Svay Chrum,85299199.01,0
2010,100105,Kanhchor,94155406.9,0
2010,30207,Ta Ong,136321304.2,0
2010,30910,Svay Khleang,41984045.93,0
2010,100304,Kaoh Ta Suy,23271339.97,0
2010,30907,Peus Pir,34693417.83,0
2010,40204,Peam Chhkaok,95938543.14,0
2010,100108,Preaek Saman,89560542.6,-24
2010,60109,Chrolong,38103671.05,0
2010,30911,Trea,37352908.39,0
2010,31512,Soupheas,61852675.52,0
2010,40403,Kampong hau,49559256.5,0
2010,30905,Krouch Chhmar,36329436.77,0
2010,40607,Pongro,27735557.44,0
2010,40301,Phsar Chhnang,10604817.44,0
2010,40304,Khsam,12623111.64,0
2010,60112,Andoung Pou,25221448.59,0
2010,110104,Srae Khtum,582525054.5,-8
2010,100106,Khsach Andaet,26907084.28,0
2010,30909,Roka Khnaor,27344736.77,0
2010,30902,Chumnik,19999343.98,0
2010,100102,Damrei Phong,263101780.5,-263
2010,60114,Sou Young,19731514.62,0
2010,100103,Han Chey,25708160.46,0
2010,30111,Trab,160089140.2,0
2010,100107,Pongro,21504384.04,0
2010,30906,Peus Muoy,30553661.81,0
2010,40611,Srae Thmei,29228298.84,0
2010,31513,Tuol Preah Khleang,77811327.79,0
2010,40302,Kampong Chhnang,21111280.41,0
2010,60113,Pongro,52647052.41,0
2010,60106,Chranieng,23296116.8,0
2010,150601,NA,1325325186,-88
2010,100101,Chhloung,20971934.69,0
2010,30912,Tuol Snuol,122528814,0
2010,31302,Boeng Nay,64769720.8,0
2010,30201,Bos Khnaor,145682942.9,0
2010,100503,Snuol,181671556.1,0
2010,40604,Chrey Bak,44991071.82,0
2010,31509,Preaek Bak,22473433.46,0
2010,30405,Seda,192844713.6,0
2010,30306,Sampong Chey,55774434.17,0
2010,30108,Sandaek,59374708.38,0
2010,30908,Preaek a Chi,44051241.45,0
2010,30901,Chhuk,131511489,0
2010,30305,Pring Chrum,49230611.5,0
2010,40303,Ph'er,2310204.72,0
2010,40203,Kampong Os,40470309.26,0
2010,40606,Krang Leav,60580841.17,0
2010,60116,Svay Phleung,26968865.17,0
2010,30404,Neang Teut,20844702.3,0
2010,30807,Pongro,8294382.2,0
2010,31204,Kandaol Chrum,70029294.75,0
2010,31013,Tramung,81826405.08,0
2010,30806,Peam Prathnuoh,19703613.42,0
2010,30702,Kang Ta Noeng,32364268.19,0
2010,30708,Roka ar,28615902.24,0
2010,31106,Peam Cheang,32027484.04,0
2010,31614,Moung Riev,32068278.39,0
2010,31408,Preaek Dambouk,25555897.54,0
2010,40505,Longveaek,49335925.34,0
2010,31107,Preah Theat,48640103.36,0
2010,30808,Preaek Ta Nong,38137407.45,0
2010,31410,Preaek Rumdeng,44981593.21,0
2010,40705,Sedthei,50287457.77,0
2010,50405,Ta Sal,473768786.9,0
2010,31008,Memot,46042316.4,0
2010,31207,Popel,36007047.57,0
2010,31601,Anhchaeum,61425422.53,0
2010,31005,Dar,112267547.7,0
2010,31604,Chikor,46171921.9,0
2010,80707,Roka Kaong Muoy,9092965.55,0
2010,31209,Veal Mlu,34429612.17,0
2010,80711,Svay Ampear,20357185.8,0
2010,30109,Tang Krang,37625017.89,0
2010,40707,Svay Chuk,116103989.8,0
2010,80903,Kampong Luong,18676771.48,0
2010,30803,Lve,30930749.25,0
2010,30710,Sdau,14701576.15,0
2010,31406,Pteah Kandal,24763716.9,0
2010,80905,Kaoh Chen,35263691.91,0
2010,31401,Baray,56878877.88,0
2010,31405,Mean Chey,11393690.71,0
2010,141210,Rumlech,30971157.46,0
2010,31105,Mien,47380025.68,0
2010,141203,Lve,17374320.53,0
2010,40701,Chhean Laeung,54291708.47,0
2010,31108,Tuol Sophi,47291512.66,0
2010,31409,Preaek Pou,26986703.64,0
2010,80317,Ta Aek,13706017.31,0
2010,40704,Peam,100841268.6,0
2010,141204,Pnov Ti Muoy,35597205.38,0
2010,80708,Roka Kaong Pir,6318276.87,0
2010,31003,Choam Kravien,215584262.3,0
2010,141207,Preaek Changkran,7721961.43,0
2010,30804,Moha Leaph,14949817.39,0
2010,40706,Svay,39132685.33,0
2010,31206,Kraek,152587542.5,0
2010,80911,Phsar Daek,15449761.38,0
2010,31205,Kaong Kang,46709340.98,0
2010,80316,Svay Romiet,14132250.01,0
2010,50507,Preah Srae,34495388.81,0
2010,141202,Chrey Khmum,37329236.48,0
2010,50511,Veang Chas,7113530.82,0
2010,31104,Kong Chey,34392259.27,0
2010,80710,Sambuor Meas,78978367.12,0
2010,31103,Damrel,45121017.38,0
2010,31407,Pram Yam,36330088.83,0
2010,80904,Kampong Os,68602904.71,0
2010,31102,Chak,59797492.6,0
2010,31101,Ampil Ta Pok,27190527.61,0
2010,80704,Preaek Dambang,18973187.25,0
2010,80914,Vihear Luong,7895988.49,0
2010,80304,Kaoh Chouram,15495103.46,0
2010,31612,Kor,78302832.03,0
2010,31606,Chirou Pir,63296984.28,0
2010,30403,Kouk Srok,77440762.81,0
2010,30501,Boeng Kok,4158182.18,0
2010,40808,Tuol Khpos,134393827,0
2010,31605,Chirou Muoy,36896812.89,0
2010,90501,Bak Khlang,1365927835,-22
2010,30706,Preaek Krabau,46509943.98,0
2010,40803,Chaong Maong,64992884.54,0
2010,31006,Kampoan,212775297,0
2010,31314,Tong Rong,14104781.67,0
2010,30601,Ampil,27467403.96,0
2010,30615,Vihear Thum,34910903.92,0
2010,31311,Samraong,25157932.55,0
2010,40702,Khnar Chhmar,27610770.28,0
2010,30106,Ph'av,16031793.89,0
2010,30701,Angkor Ban,19030290.43,0
2010,30606,Kaoh Roka,18630945.2,0
2010,31014,Tonlung,254988736.5,0
2010,40703,Krang Lvea,173270297,0
2010,40503,Chres,37456876.65,0
2010,30709,Roka Koy,37572698.02,0
2010,31623,Vihear Luong,71640757.7,0
2010,30503,Sambuor Meas,14311961.4,0
2010,30707,Reay Pay,79143079.61,0
2010,30502,Kampong Cham,1619387.59,0
2010,30711,Sour Kong,34475391.19,0
2010,30504,Veal Vong,3142230.31,0
2010,40804,Kbal Tuek,245859134.7,0
2010,30101,Batheay,91982079.89,0
2010,40510,Thma Edth,34226981.9,0
2010,31622,Tonle Bet,51294140.53,0
2010,40506,Ou Ruessei,19943282.94,0
2010,30703,Khchau,25620174.16,0
2010,50801,Amleang,242810665.5,0
2010,30406,Tuek Chrov,82257258.36,0
2010,40504,Kampong Tralach,37803240.01,0
2010,31613,Lngieng,26636923.73,0
2010,30705,Preaek Koy,44138977.58,0
2010,30704,Peam Chi Kang,22423044.89,0
2010,31619,Suong,37911516.64,0
2010,31007,Memong,69254349.57,0
2010,40709,Thlok Vien,39712547.28,0
2010,31004,Choam Ta Mau,98981453.41,0
2010,30605,Kaoh Mitt,19160226.96,0
2010,30604,Kokor,21509931.69,0
2010,30102,Chbar Ampov,41838052.59,0
2010,31608,Chob,50813778.96,0
2010,30805,Moha Khnhoung,23667613.52,0
2010,30107,Sambour,94662572.34,0
2010,40708,Tbaeng Khpos,70371104.41,0
2010,30801,Kampong Reab,24915256.42,0
2010,30103,Chealea,43613956.52,0
2010,31016,Kokir,64018876.04,0
2010,31413,Svay Sach Phnum,13887718.23,0
2010,31404,Kaoh  Andaet,13169794.9,0
2010,31618,Sralab,80616932.2,0
2010,30608,Kaoh Tontuem,7136866.82,0
2010,31411,Ruessei Srok,11761428.02,0
2010,90702,Pralay,764125560.8,0
2010,30401,Chong Cheach,70503878.81,0
2010,40507,Peani,21573556.76,0
2010,30802,Kaoh Soutin,25863987.93,0
2010,50406,NA,823209971.8,0
2010,50513,Damnak Reang,33452782.75,0
2010,120503,Kouk Roka,32670110.85,0
2010,120703,Svay Pak,3970419.42,0
2010,80305,Kaoh Oknha Tei,6359931.79,0
2010,80303,Kampong Chamlang,10068438.5,0
2010,120709,Preaek Ta Sek,15024993.01,0
2010,50502,Cheung Roas,35439522.51,0
2010,140205,Seang Khveang,40118397.23,0
2010,90703,Chumnoab,65554174.76,0
2010,120708,Preaek Lieb,13748973.25,0
2010,80307,Preaek Ampil,27515419.17,0
2010,80908,Ponhea Pon,18867263.97,0
2010,50808,Yea Angk,151500565.1,0
2010,140406,Preal,66625583.48,0
2010,140810,Reab,45897371.22,0
2010,80809,Mkak,29495402.21,0
2010,50401,Haong Samnam,97642788.12,0
2010,120711,Chrang Chamreh Muoy,2300966.15,0
2010,50402,Reaksmei Sameakki,259652959,0
2010,50508,Prey Krasang,32049917.19,0
2010,140203,Kranhung,66964271.18,0
2010,140808,Prey Sniet,41735394.78,0
2010,80602,Barong,44653045.46,0
2010,90304,Trapeang Rung,906533573.5,24
2010,120701,Khmuonh,19914950.28,0
2010,90303,Ta Tai Kraom,203769704.2,0
2010,80816,Tuol Prech,33074937.14,0
2010,80308,Preaek Luong,14285235.29,0
2010,90401,Smach Mean Chey,57383208.41,0
2010,80812,Ponsang,37976376.52,0
2010,140208,Tr?b?k,42320169.9,0
2010,141008,Prey Khla,44193922.47,0
2010,141002,Chea Khlang,26234909.89,0
2010,120706,Ruessei Kaev,5176554.19,0
2010,90402,Dang Tong,2010419.6,0
2010,140804,Kampong Ruessei,42616526.42,0
2010,50515,Phnum Touch,44363827.5,0
2010,90605,Dang Peaeng,1282143314,0
2010,120511,Krang Thnong,6599299.69,0
2010,80301,Bak Dav,9480697.85,0
2010,120704,Kiloumaetr Lekh Prammuoy,5640778.29,0
2010,50505,Krang Chek,39315828.46,0
2010,50514,Peang Lvea,33206191.07,0
2010,80309,Preaek Ta Kov,20065938.25,0
2010,120712,Chrang Chamreh Pir,4140543.55,0
2010,90703,Chumnoab,506509352.1,0
2010,50806,Toap Mean,82492541.1,0
2010,140803,Kampong Prang,35557461.17,0
2010,90503,Tuol Kokir Leu,71105353.65,0
2010,50503,Chumpu Proeks,21087836.08,0
2010,200416,Tras,121786346.3,0
2010,200403,Andoung Trabaek,47089969.09,0
2010,120705,Phnom Penh Thmei,20550029.91,0
2010,141007,Popueus,23997378.45,0
2010,141107,Prey Kanlaong,39302252.43,0
2010,140206,Smaong Cheung,75589652.68,0
2010,80815,Snao,14409380.06,0
2010,120509,Samraong Kraom,12190999.04,0
2010,50714,Tumpoar Meas,173609089.5,0
2010,80315,Svay Chrum,18977117.44,0
2010,90403,Stueng Veaeng,41069419.08,0
2010,141010,Svay Antor,32839013.15,0
