commGIS,elc_06,elc_07,elc_08,elc_09,elc_10,elc_11,elc_12
60609,0,0,0,0,0,0,0
30112,0,0,0,0,0,0,0
220505,0,0,0,0,0,0,0
180303,0,0,0,0,0,0,0
80913,0,0,0,0,0,0,0
120108,0,0,0,0,0,0,0
50714,1,1,1,1,1,1,1
50111,0,0,0,0,0,0,0
40808,0,0,0,0,0,0,0
90503,0,0,0,0,0,0,0
60407,0,0,0,0,0,0,0
240103,0,0,0,0,0,0,0
10905,0,0,0,0,0,0,0
31513,0,0,0,0,0,0,0
80816,0,0,0,0,0,0,0
50112,0,0,0,0,0,0,0
31514,0,0,0,0,0,0,0
120702,0,0,0,0,0,0,0
200110,0,0,0,0,0,0,0
30912,0,0,0,0,0,0,0
31108,0,0,1,1,1,1,1
120106,0,0,0,0,0,0,0
120107,0,0,0,0,0,0,0
20301,0,0,0,0,0,0,0
180213,0,0,0,0,0,0,0
120110,0,0,0,0,0,0,0
120109,0,0,0,0,0,0,0
171405,0,0,0,0,0,0,0
50313,0,0,0,0,0,0,0
150209,0,0,0,0,0,0,0
50510,0,0,0,0,0,0,0
31209,0,0,0,0,0,0,0
50807,0,0,0,0,0,0,0
180214,0,0,0,0,0,0,0
80212,0,0,0,0,0,0,0
30504,0,0,0,0,0,0,0
120307,0,0,0,0,0,0,0
50511,0,0,0,0,0,0,0
160910,0,0,0,0,0,0,0
80914,0,0,0,0,0,0,0
31623,0,0,0,1,1,1,1
80318,0,0,0,0,0,0,0
30615,0,0,0,0,0,0,0
50715,0,0,0,0,0,0,0
100410,0,0,1,1,1,1,1
70214,0,0,0,0,0,0,0
70215,0,0,0,0,0,0,0
20308,0,0,0,0,0,0,0
120211,0,0,0,0,0,0,0
20810,0,0,0,0,0,0,0
160707,0,0,0,1,1,1,1
50808,1,1,1,1,1,1,1
160203,0,0,0,0,0,0,0
130305,0,0,0,0,0,0,1
170716,0,0,0,0,0,0,0
130105,0,0,0,0,0,0,0
50512,0,0,0,0,0,0,0
