commGIS,distancekm
150201,131.2386209
60403,131.6590239
40203,131.7807563
60407,132.0388674
40601,132.0511552
150203,132.0781842
60406,132.1347577
60405,132.3215508
40605,132.339314
60501,133.211035
60708,133.7776166
60502,133.7950989
150206,133.9508204
60503,134.3325488
40408,134.3910489
40603,134.626975
170405,135.0217528
40403,135.3494661
60706,135.4967796
170403,135.9884473
60709,136.2063315
150311,136.9924329
60702,137.6604355
40402,137.8761018
40610,138.14508
150303,138.2585682
60401,138.9016376
40807,139.1476791
40302,139.5408794
150206,139.6567229
40409,139.6661253
40805,140.2989979
60813,140.4707667
150204,141.6082553
170402,141.7532616
150310,141.8905594
60704,142.0322786
150208,142.0916699
40303,142.3796158
40604,142.793779
40301,142.9527995
150306,143.3827341
171104,143.4134966
60205,143.815005
60504,143.8960543
60810,143.915182
40806,144.1829957
40609,144.211933
40611,144.393621
40304,144.6146067
150308,145.4062712
150304,146.5251038
40405,146.6350056
60201,147.0998333
60811,147.1905613
60809,147.2761907
150206,147.4604831
60801,147.6709505
150206,147.8029652
170407,147.9557772
60311,148.0154824
150206,148.1412805
150206,148.2783413
99,148.3086622
60804,148.3571177
150206,148.4346139
150309,148.5180295
150206,148.6790065
150206,148.7135714
60202,148.7565154
150206,148.7722143
60505,148.8277189
150206,148.9627252
40401,149.1505714
60310,149.2422955
40607,149.5832778
150208,149.9728389
40606,150.1653228
150208,150.3049179
170412,150.3488806
150208,150.3867656
150208,150.6533392
40612,150.9188418
150208,151.0427279
150208,151.0997913
150208,151.1233757
150208,151.5938719
150208,151.6412181
150301,151.6478849
60805,151.8190371
60307,152.0884684
60803,153.2185622
60301,153.9371583
60204,153.9557804
60208,154.3363895
60209,154.6315941
60302,155.5330882
170401,155.6217508
60306,155.7761666
40602,155.8155759
60303,156.0137357
60309,156.410846
60308,157.9574677
60304,158.0562796
150307,158.1860655
40406,158.5604883
40105,159.6229387
40101,160.0189941
60305,160.0207173
40608,160.3016589
60806,161.2163663
40106,161.4652345
40108,162.0273941
60207,163.7603491
150302,164.4704974
60812,164.4930122
40105,165.0763596
40404,165.3232491
40406,165.3817134
60203,165.9045605
60802,166.5966171
40107,166.6675834
40109,168.1793686
40104,169.311936
40104,169.6000852
60807,170.8489563
40111,171.7529888
150302,172.3861859
40110,172.6170915
40103,172.6640939
40102,175.4934853
40102,175.5971833
40102,176.4433338
40102,177.3611343
40102,177.5105482
40102,177.8907008
60206,179.3708519
