"","propPrimSec","pop_den","M6_24_sch","pig_fam","dist_sch","garbage","crim_case","Pax_migt_out","mean_elev","dist_border","dist_provCap","elc","PA","areaKM","year","Province","Provcomm","fit","se.fit","U_SE","L_SE"
"1",-3.3976383840558,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310547681616016,0.0109062815442151,0.0528673312500318,0.00924220507317136
"2",-3.35598963539397,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.031050473001309,0.0109044738075027,0.0528594206163144,0.00924152538630366
"3",-3.31434088673213,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310461789386197,0.0109026697533904,0.0528515184454006,0.0092408394318388
"4",-3.2726921380703,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310418859732976,0.0109008693798875,0.0528436247330725,0.00924014721352268
"5",-3.23104338940846,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310375941051067,0.0108990726850006,0.0528357394751079,0.0092394487351056
"6",-3.18939464074663,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310333033338112,0.0108972796667344,0.05282786266728,0.00923874400034234
"7",-3.1477458920848,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.031029013659175,0.0108954903230914,0.0528199943053578,0.00923803301299214
"8",-3.10609714342296,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310247250809622,0.0108937046520718,0.0528121343851058,0.00923731577681866
"9",-3.06444839476113,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.031020437598937,0.0108919226516735,0.0528042829022841,0.00923659229559
"10",-3.02279964609929,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310161512128636,0.0108901443198925,0.0527964398526485,0.00923586257307868
"11",-2.98115089743746,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310118659225061,0.0108883696547222,0.0527886052319505,0.00923512661306163
"12",-2.93950214877563,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310075817276286,0.0108865986541542,0.052780779035937,0.00923438441932023
"13",-2.89785340011379,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0310032986279955,0.0108848313161776,0.0527729612603507,0.00923363599564021
"14",-2.85620465145196,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0309990166233709,0.0108830676387796,0.0527651519009301,0.00923288134581175
"15",-2.81455590279013,3.82096050810237e-17,-1.5735391488165e-16,7.53114777775525e-17,-1.2727344807417e-17,-7.92054810010145e-17,2.70577282748356e-17,1.52068041807876e-17,4.6238260287186e-17,-2.92946827208495e-17,7.82405860655174e-17,"0","0",44.05124145,NA,NA,NA,0.0309947357135192,0.0108813076199449,0.0527573509534091,0.0092321204736294
