,(Intercept),corn_med,cpi,for_prod,for_rem,nfi,rice_med,rub_med,sug_med,time,df,logLik,AICc,delta,weight
117,719.8561909,NA,NA,-0.001554926,NA,-2.057028262,0.548084939,0.120049558,NA,NA,6,-164.3070278,346.2140557,80.94852132,4.13E-19
110,-3144.880668,-2.209967955,NA,-0.001555091,0.04163793,NA,0.301911258,0.185606426,NA,NA,7,-162.1505225,346.3010449,81.03551055,3.95E-19
90,-4445.103198,-1.747437475,NA,NA,0.055414345,-2.941577204,NA,0.15244852,NA,NA,6,-164.3649087,346.3298173,81.06428297,3.90E-19
87,735.0071737,NA,-0.431390163,-0.001562968,NA,-1.803704467,NA,0.145168824,NA,NA,6,-164.396205,346.39241,81.12687566,3.78E-19
121,-4477.316437,NA,NA,NA,0.055668349,-3.070036292,0.740600757,0.067718063,NA,NA,6,-164.4275342,346.4550684,81.18953404,3.66E-19
144,-3789.360844,-0.916713658,3.205002766,-0.001510807,0.047828764,NA,NA,NA,-1.310773964,NA,7,-162.2494931,346.4989863,81.2334519,3.58E-19
175,-3757.563673,NA,2.87263037,-0.001486803,0.047559881,NA,-0.229987086,NA,-1.270539461,NA,7,-162.3284683,346.6569366,81.39140222,3.31E-19
185,-4522.879322,NA,NA,NA,0.056158291,-3.143794272,0.884614254,NA,0.238271236,NA,6,-164.5425187,346.6850375,81.4195031,3.26E-19
217,-4436.146299,NA,NA,NA,0.055303056,-2.756538868,NA,0.095988285,-0.138948922,NA,6,-164.6044786,346.8089572,81.54342286,3.07E-19
111,-3425.684338,NA,0.96988687,-0.001468415,0.044413992,NA,-0.381126795,0.10556192,NA,NA,7,-162.4131524,346.8263047,81.56077034,3.04E-19
181,723.41273,NA,NA,-0.001546232,NA,-2.088096063,0.915400886,NA,-0.557894202,NA,6,-164.6347911,346.8695823,81.60404788,2.98E-19
65,745.3700896,NA,NA,NA,NA,NA,NA,0.095575938,NA,NA,3,-169.8025036,346.9383405,81.67280618,2.87E-19
55,715.0778895,NA,0.283306089,-0.001519201,NA,-2.158456361,0.814144975,NA,NA,NA,6,-164.7052768,347.0105536,81.74501927,2.77E-19
154,-4513.768211,-0.463960056,NA,NA,0.056160446,-2.852414289,NA,NA,0.437827349,NA,6,-164.7880656,347.1761312,81.91059679,2.55E-19
24,697.3003343,-1.154039606,1.464333325,-0.00153835,NA,-2.022558144,NA,NA,NA,NA,6,-164.7929223,347.1858445,81.92031017,2.54E-19
199,747.2053801,NA,-0.263822199,-0.001751153,NA,NA,NA,0.228303896,-1.957709656,NA,6,-164.7998533,347.1997067,81.93417228,2.52E-19
229,741.7316975,NA,NA,-0.001751624,NA,NA,-0.092383156,0.227309866,-1.991887039,NA,6,-164.8005279,347.2010558,81.93552146,2.52E-19
151,699.9766465,NA,1.366673949,-0.001554239,NA,-1.812393887,NA,NA,-0.714835214,NA,6,-164.8127853,347.2255706,81.96003621,2.49E-19
2,747.9420361,0.334488307,NA,NA,NA,NA,NA,NA,NA,NA,3,-169.9650749,347.263483,81.99794867,2.44E-19
129,749.7154488,NA,NA,NA,NA,NA,NA,NA,-0.219359216,NA,3,-169.9656106,347.2645545,81.99902018,2.44E-19
3,751.6844224,NA,-0.113566665,NA,NA,NA,NA,NA,NA,NA,3,-169.9727431,347.2788196,82.01328524,2.42E-19
33,749.1384608,NA,NA,NA,NA,NA,-0.022505583,NA,NA,NA,3,-169.9732043,347.2797419,82.01420749,2.42E-19
48,-3652.766421,-0.782930682,2.068691709,-0.001453229,0.046609876,NA,-0.050795747,NA,NA,NA,7,-162.6802375,347.360475,82.09494061,2.33E-19
150,733.1996296,-0.558507414,NA,-0.001545661,NA,-1.794644248,NA,NA,-0.341344294,NA,6,-164.886309,347.372618,82.10708358,2.31E-19
201,-3867.962043,NA,NA,NA,0.049449193,NA,NA,0.116008519,-0.773615206,NA,5,-166.8676737,347.4853474,82.21981303,2.19E-19
139,-4312.003445,NA,2.265290195,NA,0.053671363,NA,NA,NA,-0.675645423,NA,5,-166.8806644,347.5113289,82.24579452,2.16E-19
75,-4116.977244,NA,1.191432884,NA,0.051809401,NA,NA,0.055309824,NA,NA,5,-166.8981658,347.5463316,82.28079723,2.12E-19
43,-4318.15453,NA,2.080329529,NA,0.053795134,NA,-0.452356958,NA,NA,NA,5,-166.8992745,347.548549,82.28301463,2.12E-19
105,-3914.728522,NA,NA,NA,0.049959692,NA,-0.354658076,0.091470216,NA,NA,5,-166.9248201,347.5996402,82.33410581,2.07E-19
60,-5501.509239,-4.684767645,4.619069216,NA,0.065413087,-4.533130789,2.224738729,NA,NA,NA,7,-162.8010723,347.6021446,82.33661019,2.06E-19
74,-3890.990684,-0.580057282,NA,NA,0.049693205,NA,NA,0.101146809,NA,NA,5,-166.9412846,347.6325692,82.36703481,2.03E-19
81,728.3107393,NA,NA,NA,NA,-2.254587566,NA,0.104412648,NA,NA,4,-168.6412406,347.6354224,82.36988807,2.03E-19
12,-4252.527432,-0.257185267,1.832041144,NA,0.053128929,NA,NA,NA,NA,NA,5,-166.9532795,347.656559,82.39102462,2.01E-19
174,-3263.439053,-0.232044211,NA,-0.00148051,0.042954623,NA,0.179995567,NA,-0.683271336,NA,7,-162.8321817,347.6643634,82.39882908,2.00E-19
49,723.7224995,NA,NA,NA,NA,-2.567167563,0.859582078,NA,NA,NA,4,-168.688309,347.7295593,82.4640249,1.94E-19
102,739.60349,-2.789404147,NA,-0.001731378,NA,NA,0.538929928,0.215243403,NA,NA,6,-165.1255574,347.8511148,82.58558046,1.82E-19
246,708.0052943,-8.613350348,NA,-0.001917066,NA,-3.617686727,3.480097641,0.465134229,-2.536433105,NA,8,-160.3929651,347.8628534,82.59731899,1.81E-19
214,732.9883935,-3.441107997,NA,-0.001775955,NA,-1.859612345,NA,0.353754587,-1.973513491,NA,7,-162.9372723,347.8745446,82.60901018,1.80E-19
42,-3962.559027,0.753552953,NA,NA,0.050486893,NA,-0.389572122,NA,NA,NA,5,-167.0782027,347.9064053,82.64087093,1.77E-19
72,758.9651824,-1.969881108,-0.754961172,-0.001703929,NA,NA,NA,0.217843189,NA,NA,6,-165.1650156,347.9300312,82.66449686,1.75E-19
138,-3937.840262,0.370100546,NA,NA,0.050211737,NA,NA,NA,-0.197728857,NA,5,-167.1022114,347.9544227,82.68888836,1.73E-19
169,-3945.15227,NA,NA,NA,0.050309675,NA,-0.126985507,NA,-0.128793212,NA,5,-167.1099212,347.9698425,82.70430811,1.72E-19
19,712.3169959,NA,0.824410734,NA,NA,-2.291134262,NA,NA,NA,NA,4,-168.8338226,348.0205863,82.75505195,1.67E-19
145,731.6018913,NA,NA,NA,NA,-2.248313354,NA,NA,0.206028984,NA,4,-168.859621,348.0721832,82.80664883,1.63E-19
18,733.0165588,-0.203241486,NA,NA,NA,-2.235929958,NA,NA,NA,NA,4,-168.8636476,348.0802363,82.81470197,1.62E-19
122,-4554.31775,-5.466670689,NA,NA,0.056371634,-4.337698115,2.615604074,0.208536272,NA,NA,7,-163.1273747,348.2547493,82.98921494,1.49E-19
208,-3470.459001,-3.203948815,2.882988036,-0.001711159,0.044491203,NA,NA,0.293187095,-2.617628922,NA,8,-160.5926944,348.2623118,82.99677743,1.48E-19
103,766.8781952,NA,-1.219618162,-0.001643847,NA,NA,-0.06327125,0.158063355,NA,NA,6,-165.4401459,348.4802918,83.21475743,1.33E-19
238,-2920.612238,-3.513405593,NA,-0.001735989,0.039261661,NA,0.758785763,0.327295446,-2.292586116,NA,8,-160.9565245,348.989972,83.72443764,1.03E-19
92,-5228.894097,-2.676194945,3.92880673,NA,0.06282093,-3.415927848,NA,0.104056727,NA,NA,7,-163.559795,349.1195901,83.85405571,9.66E-20
136,723.2936317,-0.341012114,1.019536546,-0.001651763,NA,NA,NA,NA,-0.974459674,NA,6,-165.8111926,349.2223851,83.95685073,9.18E-20
167,728.3205153,NA,0.715278254,-0.001646924,NA,NA,0.166581079,NA,-0.977708606,NA,6,-165.8125487,349.2250975,83.95956309,9.16E-20
166,744.6335842,-0.503770682,NA,-0.001651828,NA,NA,0.408213525,NA,-0.817263943,NA,6,-165.8205931,349.2411861,83.97565173,9.09E-20
88,715.8090036,-3.030697755,0.503789314,-0.001638953,NA,-2.147375623,NA,0.236617548,NA,NA,7,-163.7040551,349.4081101,84.14257575,8.36E-20
156,-5399.333359,-1.898806458,4.754994711,NA,0.064472245,-3.347013674,NA,NA,-0.400563963,NA,7,-163.7474852,349.4949704,84.22943604,8.01E-20
40,740.1093473,-0.59790758,0.124936745,-0.001618307,NA,NA,0.296901888,NA,NA,NA,6,-165.9669452,349.5338905,84.26835608,7.85E-20
245,723.7987463,NA,NA,-0.001653439,NA,-1.828447017,0.543255761,0.193908386,-1.583549983,NA,7,-163.8214951,349.6429901,84.37745575,7.43E-20
56,677.6690985,-3.98912147,1.602900183,-0.001582375,NA,-3.176283445,2.267606513,NA,NA,NA,7,-163.8652034,349.7304068,84.46487247,7.12E-20
193,746.9447358,NA,NA,NA,NA,NA,NA,0.139406965,-0.957556536,NA,4,-169.6887436,349.7304283,84.46489392,7.12E-20
230,742.6005181,-4.264165405,NA,-0.001929702,NA,NA,1.053608838,0.377765511,-2.661444288,NA,7,-163.882991,349.765982,84.50044759,6.99E-20
215,721.2204912,NA,0.321145817,-0.001659795,NA,-1.631688949,NA,0.205849675,-1.633954988,NA,7,-163.9185123,349.8370246,84.57149027,6.75E-20
67,770.8916663,NA,-1.106197434,NA,NA,NA,NA,0.11839045,NA,NA,4,-169.7554832,349.8639076,84.59837319,6.66E-20
66,746.7046476,-0.762804127,NA,NA,NA,NA,NA,0.122696908,NA,NA,4,-169.7727279,349.898397,84.63286258,6.54E-20
97,746.9424634,NA,NA,NA,NA,NA,-0.259911803,0.103657579,NA,NA,4,-169.7864377,349.9258165,84.66028211,6.45E-20
182,717.1418849,-3.306906981,NA,-0.001589874,NA,-2.91447018,2.242783483,NA,-0.372942869,NA,7,-163.9867431,349.9734863,84.70795188,6.30E-20
186,-4614.149046,-3.034840025,NA,NA,0.057073682,-3.924053138,2.101674904,NA,0.427012555,NA,7,-163.992517,349.9850341,84.71949969,6.27E-20
187,-5091.659024,NA,3.205062468,NA,0.061474793,-3.24558208,0.541241472,NA,-0.394079135,NA,7,-164.0023654,350.0047309,84.73919652,6.20E-20
123,-5014.271622,NA,2.738553871,NA,0.060745566,-3.248085603,0.512346962,0.017494572,NA,NA,7,-164.0290669,350.0581338,84.79259948,6.04E-20
239,-3476.903849,NA,2.017701334,-0.001577004,0.044735078,NA,-0.391907905,0.178854193,-2.017058847,NA,8,-161.5056315,350.0881861,84.82265173,5.95E-20
219,-5059.745565,NA,3.280238105,NA,0.061160945,-3.019533613,NA,0.047895016,-0.582496569,NA,7,-164.0515786,350.1031573,84.83762293,5.91E-20
130,748.6364034,0.39488053,NA,NA,NA,NA,NA,NA,-0.261328715,NA,4,-169.9543761,350.2616933,84.99615891,5.46E-20
200,727.9969646,-3.076121713,0.820333157,-0.001875653,NA,NA,NA,0.344545814,-2.537821044,NA,7,-164.1322979,350.2645958,84.99906142,5.45E-20
34,748.7144423,0.557410501,NA,NA,NA,NA,-0.202338853,NA,NA,NA,4,-169.9584197,350.2697807,85.0042463,5.43E-20
4,755.7251764,0.442419479,-0.340331254,NA,NA,NA,NA,NA,NA,NA,4,-169.9606431,350.2742273,85.00869295,5.42E-20
131,747.9042378,NA,0.078497511,NA,NA,NA,NA,NA,-0.237428759,NA,4,-169.9653816,350.2837043,85.01816991,5.40E-20
161,749.6492923,NA,NA,NA,NA,NA,0.01027269,NA,-0.221744123,NA,4,-169.9655849,350.284111,85.01857664,5.40E-20
35,751.6025502,NA,-0.10799976,NA,NA,NA,-0.007046628,NA,NA,NA,4,-169.972732,350.2984053,85.03287089,5.36E-20
119,736.38295,NA,-0.722040144,-0.001558902,NA,-2.022421678,0.610343091,0.132955175,NA,NA,7,-164.2765949,350.5531899,85.28765551,4.72E-20
50,719.4720888,-2.505384122,NA,NA,NA,-3.188985466,1.881534602,NA,NA,NA,5,-168.4297978,350.6095956,85.34406123,4.59E-20
255,-4174.347634,NA,2.734852642,-0.00141437,0.051770728,-2.55549455,0.41103127,0.12036298,-1.511966244,NA,9,-158.8434907,350.6869814,85.421447,4.41E-20
218,-4423.856205,-1.813442413,NA,NA,0.055195982,-2.907583645,NA,0.168552158,-0.302005964,NA,7,-164.347387,350.694774,85.42923962,4.39E-20
82,730.1018596,-1.740642126,NA,NA,NA,-2.420345252,NA,0.166949644,NA,NA,5,-168.4745297,350.6990594,85.43352502,4.38E-20
113,722.4902833,NA,NA,NA,NA,-2.508920525,0.644012189,0.085384714,NA,NA,5,-168.5468825,350.8437651,85.57823072,4.08E-20
249,-4467.593811,NA,NA,NA,0.055568104,-3.051555841,0.740535891,0.074011131,-0.13835676,NA,7,-164.4238067,350.8476134,85.582079,4.07E-20
120,695.07397,-7.383403925,0.40239367,-0.001727879,NA,-3.727964338,3.033353865,0.307255945,NA,NA,8,-161.9097094,350.8963418,85.63080747,3.97E-20
209,729.5324294,NA,NA,NA,NA,-2.19516081,NA,0.12566975,-0.469482727,NA,5,-168.6118176,350.9736352,85.70810084,3.82E-20
83,730.2719419,NA,-0.082818735,NA,NA,-2.247919443,NA,0.106094588,NA,NA,5,-168.6409591,351.0319181,85.76638375,3.71E-20
203,-4171.332596,NA,1.747707802,NA,0.0522727,NA,NA,0.09140216,-1.042199019,NA,6,-166.7370056,351.0740112,85.80847682,3.64E-20
51,716.942048,NA,0.292835453,NA,NA,-2.577188148,0.821109072,NA,NA,NA,5,-168.6844273,351.1188546,85.85332023,3.55E-20
177,723.4953671,NA,NA,NA,NA,-2.57383831,0.851537624,NA,0.069926446,NA,5,-168.6874669,351.1249339,85.85939949,3.54E-20
183,704.3589924,NA,0.846908318,-0.001554511,NA,-2.09813388,0.824182297,NA,-0.73255983,NA,7,-164.59524,351.1904799,85.92494556,3.43E-20
112,-3358.419008,-2.298900902,1.151675716,-0.00154635,0.043649988,NA,0.20189621,0.16732823,NA,NA,8,-162.0638958,351.2047147,85.9391803,3.41E-20
107,-4202.584353,NA,1.563089081,NA,0.052668653,NA,-0.52119456,0.063590321,NA,NA,6,-166.8202803,351.2405605,85.97502615,3.34E-20
202,-3848.641328,-0.806861787,NA,NA,0.049258834,NA,NA,0.148782734,-0.861638072,NA,6,-166.8254263,351.2508526,85.9853182,3.33E-20
171,-4394.932699,NA,2.620689726,NA,0.054501992,NA,-0.434532969,NA,-0.655566073,NA,6,-166.8256177,351.2512355,85.98570111,3.33E-20
233,-3880.631211,NA,NA,NA,0.049605155,NA,-0.31952691,0.124566722,-0.744562479,NA,6,-166.8361083,351.2722166,86.00668228,3.29E-20
76,-4142.247946,-0.84798433,1.421500157,NA,0.052039216,NA,NA,0.080644735,NA,NA,6,-166.852699,351.305398,86.03986364,3.24E-20
140,-4338.856417,-0.288419927,2.426914856,NA,0.053927555,NA,NA,NA,-0.681884718,NA,6,-166.8739386,351.3478773,86.08234291,3.17E-20
20,705.3987344,-0.606280899,1.168065307,NA,NA,-2.371501498,NA,NA,NA,NA,5,-168.8100854,351.3701709,86.10463648,3.13E-20
152,686.5472321,-1.164741845,2.032844077,-0.001573365,NA,-1.960965292,NA,NA,-0.722724518,NA,7,-164.6866678,351.3733357,86.1078013,3.13E-20
44,-4308.435633,0.271894212,1.997828456,NA,0.053708936,NA,-0.528055465,NA,NA,NA,6,-166.8949682,351.3899364,86.12440199,3.10E-20
147,712.7593433,NA,0.800901347,NA,NA,-2.293365708,NA,NA,0.0301915,NA,5,-168.8336917,351.4173835,86.1518491,3.06E-20
106,-3908.471682,-0.220246289,NA,NA,0.049893058,NA,-0.297336794,0.097538768,NA,NA,6,-166.9226154,351.4452308,86.17969638,3.02E-20
146,732.1167672,-0.268098241,NA,NA,NA,-2.275338184,NA,NA,0.239636735,NA,5,-168.8540643,351.4581286,86.19259419,3.00E-20
124,-5329.587183,-6.361706962,3.889694878,NA,0.063698186,-4.79813903,2.598391484,0.160257129,NA,NA,8,-162.2410771,351.5590773,86.2935429,2.85E-20
176,-3784.646769,-0.95922498,3.195380643,-0.001512661,0.047778969,NA,0.041530541,NA,-1.314367714,NA,8,-162.2489522,351.5748274,86.30929305,2.83E-20
231,746.5772958,NA,-0.217685248,-0.001750505,NA,NA,-0.071507415,0.229589763,-1.958319492,NA,7,-164.7980658,351.5961316,86.33059728,2.80E-20
170,-3958.369246,0.769649573,NA,NA,0.050445652,NA,-0.371965459,NA,-0.153555051,NA,6,-167.073468,351.7469361,86.4814017,2.60E-20
504,803.8413974,-0.837170126,-2.585740953,-0.000584241,NA,0.259285143,0.651085836,0.140799086,-0.213103475,0.908089977,10,-155.8914847,351.7829694,86.517435,2.55E-20
104,761.1941098,-2.691661262,-0.962672887,-0.001731563,NA,NA,0.612957635,0.229324835,NA,NA,7,-165.0751869,352.1503737,86.88483936,2.12E-20
216,690.3980128,-3.968985353,1.855926398,-0.001799202,NA,-2.01088163,NA,0.350613342,-2.307209112,NA,8,-162.7387908,352.5545046,87.28897024,1.73E-20
188,-5551.137846,-4.708969202,4.996205042,NA,0.065866263,-4.513144291,2.237784287,NA,-0.45460888,NA,8,-162.7499901,352.5769033,87.31136888,1.71E-20
194,748.954285,-1.042569904,NA,NA,NA,NA,NA,0.181639107,-1.070378522,NA,5,-169.6340711,353.0181423,87.7526079,1.38E-20
195,762.2012011,NA,-0.668883536,NA,NA,NA,NA,0.148312995,-0.850744342,NA,5,-169.6728214,353.0956428,87.83010839,1.32E-20
225,748.22269,NA,NA,NA,NA,NA,-0.216488303,0.145255385,-0.938265579,NA,5,-169.6775305,353.105061,87.83952661,1.32E-20
114,711.7697728,-5.181887596,NA,NA,NA,-3.703824675,2.420181597,0.219078643,NA,NA,6,-167.761333,353.1226659,87.85713154,1.31E-20
248,659.5531042,-9.275097943,2.097655992,-0.001945118,NA,-3.810791598,3.523910087,0.462986051,-2.920678551,NA,9,-160.0721143,353.1442286,87.87869427,1.29E-20
250,-4512.322452,-5.744535558,NA,NA,0.055934035,-4.314869286,2.710602144,0.245409093,-0.653305663,NA,8,-163.0370492,353.1510214,87.88548705,1.29E-20
68,768.4507397,-0.576683237,-0.956668104,NA,NA,NA,NA,0.135810088,NA,NA,5,-169.7392644,353.2285287,87.96299435,1.24E-20
99,769.53207,NA,-1.006362754,NA,NA,NA,-0.155998336,0.121182012,NA,NA,5,-169.7500576,353.2501151,87.98458076,1.22E-20
98,747.0592303,-0.654034105,NA,NA,NA,NA,-0.090068193,0.121630226,NA,NA,5,-169.7714009,353.2928019,88.02726751,1.20E-20
168,723.437069,-0.729815016,0.95327777,-0.001667159,NA,NA,0.374551981,NA,-1.010028484,NA,7,-165.7790481,353.5580963,88.29256188,1.05E-20
162,749.2495304,0.582892054,NA,NA,NA,NA,-0.174981262,NA,-0.240687702,NA,5,-169.9494613,353.6489225,88.38338815,1.00E-20
132,751.9805262,0.435395704,-0.149731798,NA,NA,NA,NA,NA,-0.231167685,NA,5,-169.9536601,353.6573202,88.39178586,9.99E-21
36,755.2956323,0.629353927,-0.290848801,NA,NA,NA,-0.183917688,NA,NA,NA,5,-169.9552364,353.6604728,88.39493844,9.97E-21
163,747.920523,NA,0.0773643,NA,NA,NA,0.001531358,NA,-0.237523422,NA,5,-169.965381,353.6807621,88.41522769,9.87E-21
220,-5281.556113,-3.049316536,4.555705326,NA,0.063258644,-3.375777726,NA,0.151211407,-1.029144451,NA,8,-163.3605235,353.7979701,88.53243575,9.31E-21
240,-3379.042308,-3.988596917,2.718601569,-0.001752171,0.043527658,NA,0.61567156,0.312983444,-2.75914508,NA,9,-160.4618633,353.9237265,88.65819215,8.74E-21
52,689.0978107,-2.975361911,1.277375301,NA,NA,-3.349341211,1.905416927,NA,NA,NA,6,-168.3631968,354.3263936,89.06085919,7.15E-21
210,731.9052402,-1.880108548,NA,NA,NA,-2.352885182,NA,0.20084165,-0.637870622,NA,6,-168.4204052,354.4408104,89.17527606,6.75E-21
178,718.6345888,-2.564267243,NA,NA,NA,-3.225262827,1.879429109,NA,0.227083559,NA,6,-168.4208468,354.4416937,89.17615932,6.75E-21
84,718.3547004,-1.859010467,0.501208952,NA,NA,-2.471971891,NA,0.161023428,NA,NA,6,-168.4648323,354.5296646,89.26413025,6.46E-21
184,665.6518671,-4.035553721,2.227233949,-0.001621263,NA,-3.122952027,2.295369755,NA,-0.791533307,NA,8,-163.7264798,354.5298827,89.26434836,6.46E-21
241,723.7108685,NA,NA,NA,NA,-2.449530935,0.644382962,0.106669943,-0.470345897,NA,6,-168.5170964,354.6341927,89.36865835,6.13E-21
115,731.8167946,NA,-0.407301393,NA,NA,-2.490050891,0.679270266,0.092614741,NA,NA,6,-168.5402958,354.6805916,89.41505726,5.99E-21
247,722.8066171,NA,0.044055848,-0.001653603,NA,-1.829615611,0.53943711,0.193425625,-1.590082517,NA,8,-163.8213853,354.7196936,89.45415923,5.87E-21
232,728.8167192,-4.39122053,0.620390877,-0.001938198,NA,NA,1.028260127,0.375750908,-2.777060072,NA,8,-163.862086,354.801095,89.53556063,5.64E-21
211,726.0377912,NA,0.149977886,NA,NA,-2.204466612,NA,0.123614593,-0.491363228,NA,6,-168.6109557,354.8219114,89.55637707,5.58E-21
179,717.1266378,NA,0.28308646,NA,NA,-2.578062895,0.82093272,NA,0.012666586,NA,6,-168.684404,354.9688079,89.70327356,5.19E-21
251,-5029.944537,NA,3.014222342,NA,0.060860952,-3.193060577,0.48911442,0.037279583,-0.546135301,NA,8,-163.9728237,355.0225705,89.7570361,5.05E-21
148,705.849975,-0.60635628,1.144080282,NA,NA,-2.373792137,NA,NA,0.0308572,NA,6,-168.8099485,355.2198969,89.95436255,4.57E-21
204,-4222.417845,-1.331459755,2.225682158,NA,0.052730767,NA,NA,0.138755707,-1.260905809,NA,7,-166.6301258,355.2602515,89.99471714,4.48E-21
235,-4259.316635,NA,2.13300837,NA,0.053154956,NA,-0.532230329,0.100232678,-1.053018532,NA,7,-166.6545888,355.3091775,90.04364315,4.37E-21
108,-4198.518872,-0.359022684,1.596396146,NA,0.052617758,NA,-0.431303984,0.072888567,NA,NA,7,-166.8144126,355.6288253,90.3632909,3.73E-21
234,-3859.709264,-0.606183959,NA,NA,0.049383274,NA,-0.157948052,0.144861806,-0.825384253,NA,7,-166.8203119,355.6406238,90.3750894,3.71E-21
172,-4386.72782,0.206201858,2.552250939,NA,0.054428941,NA,-0.492135612,NA,-0.648443612,NA,7,-166.8231332,355.6462665,90.38073208,3.70E-21
252,-5410.323893,-7.166195455,4.753990819,NA,0.064372403,-4.850693949,2.801616355,0.229894227,-1.423888233,NA,9,-161.8153456,356.6306912,91.36515679,2.26E-21
196,756.5392837,-0.960009216,-0.33952319,NA,NA,NA,NA,0.182815434,-1.007226659,NA,6,-169.6302943,356.8605886,91.59505425,2.01E-21
226,748.6379586,-1.158334008,NA,NA,NA,NA,0.091385936,0.183859662,-1.091049234,NA,6,-169.6327398,356.8654796,91.5999452,2.01E-21
227,760.763871,NA,-0.563886803,NA,NA,NA,-0.162206848,0.151296997,-0.853056969,NA,6,-169.6669115,356.9338231,91.66828869,1.94E-21
100,768.3845804,-0.557269781,-0.950809992,NA,NA,NA,-0.017019265,0.135528231,NA,NA,6,-169.7392181,357.0784362,91.81290182,1.81E-21
242,713.4342628,-5.599633715,NA,NA,NA,-3.677113701,2.564138468,0.273954155,-0.974436668,NA,7,-167.6287044,357.2574089,91.99187449,1.65E-21
164,751.7937505,0.608866059,-0.114653777,NA,NA,NA,-0.170281643,NA,-0.218146941,NA,6,-169.9490448,357.4980897,92.23255531,1.46E-21
116,701.9525867,-5.274612609,0.420352199,NA,NA,-3.74468062,2.41557666,0.214009277,NA,NA,7,-167.7540586,357.5081172,92.24258284,1.46E-21
180,688.9907361,-2.975558231,1.282998309,NA,NA,-3.348893453,1.905589013,NA,-0.007221409,NA,7,-168.363189,358.7263779,93.46084357,7.92E-22
212,709.5920707,-2.145870735,0.971999267,NA,NA,-2.435490711,NA,0.198148185,-0.803479492,NA,7,-168.3873782,358.7747564,93.50922201,7.73E-22
243,727.9584229,NA,-0.1886125,NA,NA,-2.444264565,0.660688543,0.108773737,-0.442850775,NA,7,-168.5157823,359.0315647,93.76603029,6.80E-22
236,-4256.606283,-0.986861849,2.30959459,NA,0.053087614,NA,-0.286790615,0.131258332,-1.210131904,NA,8,-166.6132333,360.3033897,95.03785536,3.60E-22
228,756.726695,-1.091670104,-0.364766939,NA,NA,NA,0.108780873,0.185546123,-1.027136577,NA,7,-169.6284281,361.2568562,95.99132179,2.24E-22
244,688.1486389,-5.922494044,1.096496277,NA,NA,-3.778508903,2.5800343,0.271368948,-1.163343762,NA,8,-167.5835454,362.2440138,96.97847947,1.36E-22
