"","(Intercept)","agr_gdp.lag2","dev_agr.lag2","dev_env.lag2","fdi.lag2","for_rem.lag2","gdp.lag2","gdp_gr.lag2","ind_gdp.lag2","pop_den.lag2","time","df","logLik","AICc","delta","weight"
"954",-6333.0640505983,-2.29144542101082,NA,NA,-0.0124022388341442,0.0829005437477926,-0.278259485327343,NA,24.8909900186925,-542.268135209199,0.928304476112613,9,-77.0901552226531,194.680310445306,19.7411779919122,3.39263981580089e-05
"789",-6342.71524258255,NA,NA,-0.0415460008426209,NA,0.0830842931410535,NA,NA,NA,-540.856757284713,0.973700663533659,6,-87.5390611486003,194.714485933564,19.7753534801702,3.33515975561862e-05
"787",-6345.53936542949,NA,0.00401810415777169,NA,NA,0.0831352680289659,NA,NA,NA,-542.478607904249,0.97456215560509,6,-87.5415635354413,194.719490707246,19.7803582538522,3.32682432931378e-05
"955",-6372.41571616707,NA,0.013254586012301,NA,-0.00788643823090592,0.0833907922408093,-0.281681204500602,NA,27.1679354097038,-546.669029569969,0.925647853697398,9,-77.1275699272551,194.75513985451,19.8160074011161,3.2680504696948e-05
"927",-6395.73393854652,NA,0.00749581388186578,-0.127362552861722,-0.00962945665047444,0.08347727600673,NA,NA,25.1680663607181,-540.873799320868,0.934298230176176,9,-77.3297395475337,195.159479095067,20.2203466416734,2.66985456316248e-05
"926",-6372.23236171525,-1.1553298843641,NA,-0.108298651018795,-0.0133018562706295,0.0831843544403274,NA,NA,23.9192529196509,-538.028832165365,0.935530173039459,9,-77.3307245798012,195.161449159602,20.2223167062084,2.66722596510778e-05
"980",-6400.30757990785,-0.581954038988037,0.00162304828117667,NA,NA,0.0835652828659741,NA,0.938128302602142,24.450686100994,-544.713949870118,0.939705364367456,9,-77.3315775274352,195.16315505487,20.2240226014764,2.66495193098538e-05
"798",-6104.51689154994,-14.2295191393563,NA,0.403436198745752,-0.0880423538093895,0.0802443342452203,NA,NA,NA,-527.909800679304,0.968665487336539,8,-81.6039380735481,195.207876147096,20.2687436937021,2.60602344234169e-05
"920",-6408.66745936347,-0.432826438164213,0.00784394583601287,-0.153898139957673,NA,0.0836451846760387,NA,NA,25.3912656024394,-544.113546008509,0.936217642141455,9,-77.3577317784333,195.215463556867,20.2763311034725,2.59615568798638e-05
"924",-6360.44794945822,-1.75646539186155,0.0074214333799548,NA,-0.019895723440572,0.08308259598175,NA,NA,22.9155925669691,-539.654057394079,0.937873332074068,9,-77.3704135444854,195.240827088971,20.3016946355768,2.56343973541156e-05
"858",-6147.57665967238,-12.1775660945738,NA,NA,-0.0778853614729811,0.0807845749409685,NA,1.52031440040209,NA,-531.338508015362,0.967099238000796,8,-81.9584003242804,195.916800648561,20.9776681951667,1.82825730988348e-05
"826",-6182.91895614682,-12.2251765127267,NA,NA,-0.072132690623143,0.0809910725923648,0.277076740335376,NA,NA,-526.891575067088,0.974559917893064,8,-82.1056009780265,196.211201956053,21.2720695026589,1.57800686003302e-05
"796",-6123.76278341556,-13.8747935609643,-0.0198685725847507,NA,-0.0702129351014146,0.0804012074779896,NA,NA,NA,-524.159735006386,0.966139490669045,8,-82.2137671968156,196.427534393631,21.4884019402371,1.4162270818062e-05
"797",-6173.14626920721,NA,NA,0.304983242999134,-0.107976736490227,0.0809343735963553,NA,NA,NA,-510.111282355675,0.95290541409715,7,-85.6511345573532,196.502269114706,21.5631366613123,1.36428296517933e-05
"795",-6191.57681537875,NA,-0.0105245506033077,NA,-0.0934232575691425,0.0811199615895499,NA,NA,NA,-509.455205905171,0.951918526719449,7,-85.9007449222983,197.001489844597,22.0623573912026,1.06291871132973e-05
"881",-6411.25856157317,NA,NA,NA,NA,0.0835782505407082,0.551839519266127,1.06892098605317,NA,-538.292715738456,0.991078612662702,7,-86.5161062648991,198.232212529798,23.2930800764042,5.74449713073962e-06
"819",-6423.95400257996,NA,0.00206256531653041,NA,NA,0.0836254688811209,0.677681606207271,NA,NA,-535.34628046146,0.993647452938369,7,-86.6125214294372,198.425042858874,23.4859104054804,5.21650277709626e-06
"821",-6422.19087723289,NA,NA,-0.00529230204118154,NA,0.0835961910682626,0.677727734898462,NA,NA,-534.572535431221,0.99337103798871,7,-86.6131449787322,198.426289957464,23.4871575040703,5.21325104438057e-06
"822",-6257.07837432463,-14.7914822475769,NA,0.135619493609295,NA,0.0820719268679853,0.155580571834883,NA,NA,-552.015253476757,0.990607933491347,8,-83.4661384900927,198.932276980185,23.9931445267913,4.04794826143745e-06
"852",-6227.56316252755,-14.6600411683446,-0.0200459876162223,NA,NA,0.0817628475816331,NA,0.923541487183412,NA,-547.722815226829,0.983589759387076,8,-83.4800046750439,198.960009350088,24.0208768966937,3.9922060214085e-06
"851",-6328.12355259953,NA,-0.026559228706091,NA,NA,0.0828877795633828,NA,2.72220205968438,NA,-537.692418552709,0.97440248211618,7,-86.896060628788,198.992121257576,24.052988804182,3.92861918585454e-06
"854",-6238.30838211714,-15.1453279425856,NA,0.120316579007951,NA,0.081963551649983,NA,0.457169387453727,NA,-554.791474392591,0.986805224643894,8,-83.4965628723971,198.993125744794,24.0539932914002,3.92664655738744e-06
"792",-6227.15969489519,-15.6238449159788,-0.00665464732545758,0.125867674652011,NA,0.0817950511397616,NA,NA,NA,-551.694672249082,0.985956654392508,8,-83.5159151830926,199.031830366185,24.0926979127912,3.85138744089166e-06
"820",-6252.039048974,-14.5751807283147,-0.0100398563118538,NA,NA,0.0819662859805976,0.154858001563337,NA,NA,-547.677016391764,0.987952569122009,8,-83.5227993888878,199.045598777776,24.1064663243816,3.82496475112104e-06
"882",-6259.70323372411,-14.3397482429616,NA,NA,NA,0.0821302377777482,0.117032685608832,0.37269075848135,NA,-552.388240547722,0.988225059433468,8,-83.5300689834313,199.060137966863,24.1210055134685,3.79725963273718e-06
"853",-6352.79233926005,NA,NA,-0.0982109708746796,NA,0.0832702686905415,NA,2.35086686067758,NA,-546.164327619868,0.975842015237866,7,-86.9599717352056,199.119943470411,24.180811017017,3.68539203072368e-06
"859",-6117.74228522078,NA,-0.0634997362126293,NA,-0.121423169245117,0.0801224578334276,NA,4.328180471859,NA,-491.947923822591,0.944878124364078,8,-83.9821326088757,199.964265217751,25.0251327643573,2.41624826106085e-06
"829",-6250.78114259839,NA,NA,0.372587962727537,-0.116176809699634,0.0813540877071579,0.771844019772203,NA,NA,-500.619466002602,0.973728167413635,8,-84.1348141718231,200.269628343646,25.3304958902521,2.07411481795211e-06
"791",-6345.23045919887,NA,0.00287180070357833,-0.0368288918783742,NA,0.0831256275159686,NA,NA,NA,-541.923675494075,0.97406015473806,7,-87.5378785470012,200.275757094002,25.3366246406083,2.06776868042661e-06
"889",-6249.87287791823,NA,NA,NA,-0.10494880555104,0.0815829995403681,0.492214630579445,2.06300792368046,NA,-510.063004795185,0.966864677983354,8,-84.1575729979001,200.3151459958,25.3760135424062,2.02744350616844e-06
"861",-6165.56096096912,NA,NA,0.272928559245653,-0.121266633143664,0.0809149453089873,NA,3.09933273084148,NA,-513.324482685714,0.953169024116903,8,-84.397168617127,200.794337234254,25.8552047808599,1.59548860317286e-06
"827",-6268.7093717292,NA,-0.0133976808976936,NA,-0.0982491879044727,0.0815477622213033,0.735335195216615,NA,NA,-500.010219985363,0.971457807350212,8,-84.5638721660558,201.127744332112,26.1886118787175,1.35050213436482e-06
"1015",-6311.3945395731,NA,-0.0306565569998291,-0.363432556378876,NA,0.0828748120650712,-0.776050848288083,3.21949919899157,29.7289571444054,-543.901436684613,0.904810957788743,10,-74.9551509605934,201.338873349758,26.3997408963642,1.21520400233114e-06
"1014",-6363.12669959977,2.01932031673912,NA,-0.326562607387311,NA,0.0835158412636494,-0.696928680533984,2.66981364495422,31.2731934917613,-551.594251285454,0.906391181326099,10,-75.2355073235207,201.899586075613,26.9604536222189,9.18104190912707e-07
"1021",-6353.58660027787,NA,NA,-0.311464903816153,0.00592150727818065,0.0834345492964474,-0.703486978119415,2.45463716985424,30.0608471563325,-554.576896229364,0.91069084343953,10,-75.3145140897753,202.057599608122,27.118467154728,8.48359186970053e-07
"862",-6107.94492088219,-12.8407689982805,NA,0.38000908149684,-0.0957170228758777,0.0803033042713134,NA,1.33609207290392,NA,-527.557908274073,0.967241000298258,9,-81.3067126922326,203.113425384465,28.1742929310711,5.00391717891834e-07
"1019",-6292.56745836202,NA,-0.0190169916316946,NA,-0.0255160633463395,0.0825521514917564,-0.556799794554303,2.67770697540816,26.4821322378824,-538.523522169869,0.914455961264413,10,-75.8458384244933,203.120248277558,28.1811158241639,4.98687566756984e-07
"830",-6143.66335676639,-12.5730236432146,NA,0.419106779700941,-0.0936538960306998,0.0804931070486579,0.309763527531278,NA,NA,-522.02848579094,0.975187594552729,9,-81.316259064377,203.132518128754,28.1933856753599,4.95637521106129e-07
"799",-6169.77642655906,NA,-0.00348685377166696,0.299901528179365,-0.108177919768211,0.0808801808949412,NA,NA,NA,-508.758577194882,0.95243018481698,8,-85.6489914352747,203.297982870549,28.3588504171554,4.56282659334615e-07
"1018",-6316.29268199185,-0.581606673720584,NA,NA,-0.0196820912853718,0.0828873105894765,-0.527683779139662,2.18458667021436,26.5006731266001,-546.241930947377,0.918481428087216,10,-75.9729380134682,203.374447455508,28.4353150021138,4.39167193759856e-07
"860",-6092.4896916779,-11.5520789722929,-0.0488875170422674,NA,-0.090263138024139,0.0799456603712474,NA,2.49870834451054,NA,-511.590963038766,0.959694320088984,9,-81.4418230499243,203.383646099849,28.4445136464546,4.37151960255641e-07
"1012",-6332.18632636893,-0.527618125242439,-0.0103977656683729,NA,NA,0.0830967402217835,-0.601696496659697,2.2822272019101,28.081579922486,-549.194303718636,0.917425956503326,10,-76.1032094204803,203.634990269532,28.6958578161379,3.85526057574843e-07
"800",-6093.52812267748,-14.2935446192605,-0.0110508130701073,0.387773813161062,-0.0885902653675274,0.0800694776244475,NA,NA,NA,-523.702784504643,0.967230265254205,9,-81.570233191376,203.640466382752,28.701333929358,3.84471909222059e-07
"890",-6167.78428485829,-11.6151115427424,NA,NA,-0.0785009673030438,0.0809129350449698,0.155049550481873,1.24854863315132,NA,-528.594382801383,0.970655398789403,9,-81.9014829756561,204.302965951312,29.3638334979182,2.76060748306169e-07
"828",-6160.2181370169,-12.373357967199,-0.0199420120838299,NA,-0.0745463517474998,0.08064047778859,0.277583709266907,NA,NA,-519.003097324417,0.971976531766524,9,-81.9978944364579,204.495788872916,29.5566564195218,2.50688086540408e-07
"991",-6353.99400295649,NA,-0.014497284337545,-0.142420540465937,-0.0254093686902109,0.0829395173065968,NA,1.63665479582333,23.2420597414183,-531.906893400946,0.932942066689783,10,-76.768705801481,204.965983031533,30.0268505781394,1.98167454674692e-07
"883",-6397.45507307962,NA,-0.0125347165980095,NA,NA,0.0833916131232305,0.522724311759349,1.33935757028473,NA,-534.622278697627,0.989204886400354,8,-86.4957511841775,204.991502368355,30.0523699149608,1.95654967005916e-07
"885",-6411.2132359035,NA,NA,-0.0393254630509659,NA,0.0835828470225218,0.5434015767325,1.11383189139171,NA,-538.332779930126,0.990486919044004,8,-86.5113372569495,205.022674513899,30.083542060505,1.92629116271307e-07
"959",-6395.03792231157,NA,0.0100584501912735,-0.231001577017876,0.0108638799510427,0.0837092766608459,-0.386597455359928,NA,29.3419583703383,-551.24159605834,0.920962641587839,10,-76.8089868956659,205.046545219903,30.1074127665091,1.90343685611385e-07
"952",-6371.12261164291,-0.857699027365637,0.00848970796295308,-0.177926554382372,NA,0.0834028812716496,-0.34604616417586,NA,27.6203064767239,-547.921831049768,0.923202193534746,10,-76.826914021924,205.082399472419,30.1432670190253,1.86961774870663e-07
"990",-6375.9187069348,0.257878233411769,NA,-0.132383160974655,-0.0209881071447712,0.0832463680298466,NA,1.34904761948237,23.9393624853125,-537.682034945883,0.934064015565429,10,-76.8382960935135,205.105163615598,30.1660311622043,1.84845827341352e-07
"958",-6374.97313615198,-0.713693996692216,NA,-0.22265601889608,0.00740686224015197,0.0834328492737334,-0.373496549201486,NA,28.3813180540662,-547.007887021525,0.921484865779095,10,-76.8464952030842,205.12156183474,30.1824293813458,1.83336452370353e-07
"988",-6329.52671399718,-0.916771821167055,-0.0118354924347159,NA,-0.0347444415374975,0.0826697693701892,NA,1.54286123816751,21.7914050978907,-531.133182638451,0.93528034860399,10,-76.8901707702148,205.208912969001,30.2697805156069,1.75501472855957e-07
"823",-6423.9201358233,NA,0.00200020404808106,-0.00201714662111895,NA,0.0836248349159147,0.677535139138886,NA,NA,-535.31742789547,0.993615833068251,8,-86.612509221206,205.225018442412,30.285885989018,1.74093880794199e-07
"984",-6412.03325385904,1.07223038277575,-0.00854328075857354,-0.233820278040688,NA,0.0836429387939128,NA,1.3785817512262,25.8976052684382,-539.85516978605,0.933386859043158,10,-76.9484874521782,205.325546332928,30.3864138795337,1.65559517619856e-07
"956",-6348.30494107598,-1.99586799131268,0.0105000176986296,NA,-0.0098232402478097,0.0831269603368394,-0.290688679147704,NA,25.4361205119775,-546.758393317129,0.928651672667269,10,-77.0414221319164,205.511415692404,30.5722832390101,1.50866610692038e-07
"855",-6325.12227062387,NA,-0.0346157359055171,-0.169956833046887,NA,0.0828208985158446,NA,2.96850194652525,NA,-534.698487901601,0.972071417049062,8,-86.8168980424646,205.633796084929,30.6946636315351,1.41911819780615e-07
"928",-6381.17518669938,-0.997402038214167,0.00651898104695987,-0.103762368354348,-0.0122917339220808,0.083314524359419,NA,NA,24.1390832941372,-540.603590681599,0.936072293594979,10,-77.3123462808365,206.053263990244,31.1141315368504,1.1506209332351e-07
"856",-6227.01899901932,-14.9572824203068,-0.0159014619110069,0.0846453630399694,NA,0.0817733483627183,NA,0.764405264642741,NA,-549.417285932654,0.984937001517249,9,-83.453097807225,207.40619561445,32.467063161056,5.84987924700885e-08
"824",-6251.04148887347,-14.838581267034,-0.00637463560695955,0.125630288511333,NA,0.0819757855757675,0.154531752755684,NA,NA,-549.696827746665,0.98981897509729,9,-83.4570120316866,207.414024063373,32.4748916099791,5.82702626159816e-08
"886",-6255.98816940463,-14.7052636767735,NA,0.128434497909179,NA,0.0820783165904051,0.13350739494698,0.208267878154989,NA,-552.616683667803,0.990084757585579,9,-83.4612441570359,207.422488314072,32.4833558606778,5.80241766610559e-08
"884",-6238.85533779593,-14.4148378438096,-0.0182109571119624,NA,NA,0.0818515007132706,0.0724560512558537,0.761946479388057,NA,-547.129487835224,0.985487889529265,9,-83.4701660421637,207.440332084327,32.5011996309333,5.75087941328126e-08
"891",-6173.19888525745,NA,-0.0524757700124619,NA,-0.11723072082828,0.0805681546204259,0.363347958982406,3.3115086583978,NA,-491.393302946904,0.956186745105735,9,-83.7209742478344,207.941948495669,33.0028160422748,4.47517106979962e-08
"893",-6224.41019242817,NA,NA,0.334513718395015,-0.12175786639936,0.08122433239336,0.554440417146288,1.84020014655414,NA,-505.200812959618,0.96801958442622,9,-83.7701884113487,208.040376822697,33.1012443693034,4.26026095467057e-08
"863",-6107.44582148401,NA,-0.0574151008092014,0.178151804486267,-0.12918158940327,0.0800158715406955,NA,4.17261964556553,NA,-492.163338519999,0.945435108694418,9,-83.8758469851205,208.251693970241,33.312561516847,3.83309220469001e-08
"831",-6246.05179586627,NA,-0.00496816195282039,0.36541018063707,-0.116471075878781,0.0812772622677527,0.772560783136827,NA,NA,-498.683281270079,0.973070384892452,9,-84.1296655233612,208.759331046722,33.8201985933283,2.97383778854453e-08
"529",-5088.75731131539,NA,NA,NA,NA,0.0618180156125484,NA,NA,NA,NA,0.924917956567668,4,-101.017541430073,213.11200593707,38.1728734836757,3.37400663684739e-09
"864",-6072.85136319885,-12.2474279090959,-0.0373010600286301,0.313487217437718,-0.102039745021281,0.0797474624808142,NA,2.11485307745573,NA,-513.152384764343,0.961566249456746,10,-81.0083177309193,213.44520689041,38.506074437016,2.8562240049513e-09
"887",-6392.37224537316,NA,-0.0170666805829142,-0.0799385941622687,NA,0.0833334772813179,0.495045446075154,1.52842708764343,NA,-533.37666153311,0.987324673530105,9,-86.4786536378623,213.457307275725,38.5181748223306,2.83899546998072e-09
"894",-6134.15252050496,-12.0908792037383,NA,0.397660520043752,-0.0973997747252916,0.080459115032943,0.215211169026183,0.950319858448982,NA,-523.573411101372,0.972183591221806,10,-81.1898971652695,213.80836575911,38.8692333057164,2.38195371634242e-09
"832",-6132.83939670293,-12.6403320386261,-0.0107681306253062,0.40379849144686,-0.0941711225134902,0.0803219843100802,0.308843359499498,NA,NA,-517.946556837189,0.973769711549694,10,-81.2832208270631,213.995013082698,39.0558806293037,2.16971837573747e-09
"537",-4941.29216565365,NA,NA,NA,-0.179924627922993,0.0604457473094207,NA,NA,NA,NA,0.889196369856091,5,-99.5675983417362,214.135196683472,39.1960642300784,2.02284629787641e-09
"657",-5147.14865582477,NA,NA,NA,NA,0.0622549949190885,NA,NA,25.3529207783331,NA,0.887441222289369,5,-99.5767874460755,214.153574892151,39.2144424387569,2.00434329539193e-09
"892",-6099.49499575594,-11.4077564941231,-0.0477402318177669,NA,-0.0901466848962581,0.0800016342535968,0.0438312448933942,2.39892156742361,NA,-511.278653741978,0.960873395324991,10,-81.4373126994098,214.303196827391,39.364064373997,1.85986797870906e-09
"1016",-6330.31174940153,2.41024681723066,-0.0323258191930352,-0.412724626411512,NA,0.0830785618295029,-0.801068724752877,3.50505488852543,31.8386864920333,-542.102461272852,0.898890649039765,11,-74.8211467319453,215.642293463891,40.7031610104966,9.52140365571229e-10
