CommCode,Commune,2010,diffPix,2011,diffPix,2012,diffPix,2013,diffPix,2014,diffPix,2015,diffPix,,,
200207,Samlei,48,na,48,0,48,0,48,0,48,0,48,0,,,
200310,Thna Thnong,2,na,2,0,2,0,2,0,2,0,2,0,,,
200401,Ampil,2,na,2,0,2,0,2,0,2,0,2,0,,,
200402,Andoung Pou,1,na,1,0,1,0,1,0,1,0,1,0,,,
200403,Andoung Trabaek,21,na,21,0,21,0,21,0,21,0,21,0,,,
200406,Chrey Thum,6,na,6,0,6,0,6,0,6,0,6,0,,,
200407,Doung,6,na,6,0,6,0,6,0,6,0,6,0,,,
200409,Kokir,13,na,13,0,13,0,13,0,13,0,13,0,,,
200412,Mream,39,na,39,0,39,0,39,0,39,0,39,0,,,
200414,Sambatt Mean Chey,36,na,36,0,36,0,36,0,36,0,36,0,,,
200416,Tras,90,na,90,0,90,0,90,0,90,0,90,0,,,
200702,Kokir Saom,36,na,36,0,36,0,36,0,36,0,36,0,,,
200703,Kandieng Reay,23,na,23,0,23,0,23,0,23,0,23,0,,,
200705,Popeaek,51,na,51,0,51,0,51,0,51,0,51,0,,,
200706,Prey Ta Ei,1,na,1,0,1,0,1,0,1,0,1,0,,,
200708,Romeang Thkaol,32,na,32,0,32,0,32,0,32,0,32,0,,,
200709,Sambuor,97,na,97,0,97,0,97,0,97,0,97,0,,,
200711,Svay Rumpea,27,na,27,0,27,0,27,0,27,0,27,0,,,
210207,Krang thnong,21,na,21,0,21,0,21,0,21,0,21,0,,,
210208,Lumpong,1,na,1,0,1,0,1,0,1,0,1,0,,,
210302,Chey Chouk,28,na,28,0,28,0,28,0,28,0,28,0,,,
210304,Kampong Krasang,3,na,3,0,3,0,3,0,3,0,3,0,,,
210406,Kouk Prech,3,na,3,0,3,0,3,0,3,0,3,0,,,
210409,Prey Rumdeng,3,na,3,0,3,0,3,0,3,0,3,0,,,
210410,Ream Andaeuk,4,na,4,0,4,0,4,0,4,0,4,0,,,
210504,Prey Yuthka,21,na,21,0,21,0,21,0,21,0,21,0,,,
210903,Kus,2,na,2,0,2,0,2,0,2,0,2,0,,,
210910,Samraong,1,na,1,0,1,0,1,0,1,0,1,0,,,
210913,Tram Kak,23,na,23,0,23,0,23,0,23,0,23,0,,,
210914,Trapeang Thum Khang Cheu,1,na,1,0,1,0,1,0,1,0,1,0,,,
210915,Trapeang Thum Khang Tbou,18,na,18,0,18,0,18,0,18,0,18,0,,,
220101,Anlong Veaeng,2312,na,2286,26,2216,70,2087,129,2078,9,2078,0,,,
220104,Trapeang Prei,248,na,248,0,248,0,248,0,248,0,248,0,,,
220105,Thlat,1726,na,1714,12,1672,42,1637,35,1630,7,1630,0,,,
220106,Lumtong,3649,na,3636,13,3614,22,3581,33,3563,18,3563,0,,,
220201,Ampil,227,na,227,0,227,0,227,0,242,-15,242,0,,,
220202,Beng,606,na,606,0,606,0,606,0,606,0,606,0,,,
220203,Kouk Khpos,293,na,293,0,293,0,293,0,293,0,293,0,,,
220204,Kouk Mon,94,na,94,0,94,0,94,0,94,0,94,0,,,
220301,Cheung Tien,13,na,13,0,13,0,13,0,13,0,13,0,,,
220302,Chong Kal,1474,na,1473,1,1473,0,1466,7,1466,0,1466,0,,,
220304,Pongro,1702,na,1702,0,1702,0,1702,0,1702,0,1702,0,,,
220401,Bansay Reak,38,na,38,0,38,0,38,0,38,0,38,0,,,
220402,Bos Sbov,58,na,58,0,58,0,58,0,58,0,58,0,,,
220403,Kriel,6147,na,6147,0,6147,0,6147,0,6147,0,6147,0,,,
220404,Samraong,129,na,129,0,129,0,129,0,129,0,129,0,,,
220405,Ou Smach,61,na,61,0,61,0,61,0,61,0,61,0,,,
220501,Bak Anlung,712,na,712,0,712,0,705,7,702,3,702,0,,,
220502,Ph'av,3655,na,3602,53,3557,45,3418,139,3380,38,3380,0,,,
220503,Ou Svay,880,na,880,0,880,0,880,0,880,0,880,0,,,
220504,Preah Pralay,393,na,393,0,393,0,393,0,393,0,393,0,,,
220505,Tumnob Dach,932,na,932,0,932,0,932,0,932,0,932,0,,,
220506,Trapeang Prasat,3345,na,3263,82,3070,193,2653,417,2633,20,2633,0,,,
230101,Angkaol,28,na,28,0,28,0,28,0,28,0,28,0,,,
230103,Pong Tuek,3,na,3,0,3,0,3,0,3,0,3,0,,,
230201,Kaeb,19,na,19,0,19,0,19,0,19,0,19,0,,,
230202,Prey Thum,74,na,74,0,74,0,74,0,74,0,74,0,,,
240101,Pailin,899,na,898,1,896,2,896,0,896,0,896,0,,,
240102,Ou Tavau,300,na,298,2,293,5,293,0,293,0,293,0,,,
240103,Tuol Lvea,985,na,985,0,985,0,985,0,985,0,985,0,,,
240104,Ba Yakha,1069,na,1069,0,1069,0,1069,0,1069,0,1069,0,,,
240202,Stueng Trang,15,na,15,0,15,0,15,0,15,0,15,0,,,
240203,Stueng Kach,13,na,13,0,13,0,13,0,13,0,13,0,,,
240204,Ou Andoung,50,na,50,0,50,0,50,0,50,0,50,0,,,
