,(Intercept),agr_gdp,dev_agri,dev_env,fdi,for_rem,gdp,gdp_gr,ind_gdp,pop_den,time,df,logLik,AICc,delta,weight
873,102.2429546,NA,NA,NA,0.050344691,NA,-5.284669244,4.092254559,NA,571.5872733,1.152409851,7,-135.6305394,294.594412,97.71576007,1.71E-22
867,123.9851346,NA,0.003359959,NA,NA,NA,-5.305370342,5.135791458,NA,559.1298582,1.141771661,7,-135.6420013,294.6173359,97.73868397,1.70E-22
931,112.5986487,NA,0.039897145,NA,NA,NA,-5.101783199,NA,15.57051484,552.4547995,1.134156896,7,-135.6425498,294.618433,97.73978106,1.69E-22
811,63.88778789,NA,0.015773236,NA,0.072820453,NA,-4.970478777,NA,NA,590.1902669,1.169339727,7,-135.6484385,294.6302102,97.75155828,1.68E-22
738,948.0544483,-69.93084239,NA,NA,NA,NA,-10.27723394,18.13029084,28.04042753,NA,0.928262816,7,-136.2382161,295.8097655,98.93111356,9.34E-23
525,721.4253549,NA,NA,2.57879305,-0.415974232,NA,NA,NA,NA,NA,1.138274057,5,-140.8103649,295.906444,99.02779207,8.90E-23
614,946.5724125,-82.56582268,NA,0.926069619,NA,NA,-10.06029701,14.86573581,NA,NA,0.964555316,7,-136.2889739,295.911281,99.03262908,8.88E-23
618,956.2283093,-79.40307371,NA,NA,-0.049334119,NA,-10.05685209,17.07861571,NA,NA,0.951147435,7,-136.3256527,295.9846388,99.10598684,8.56E-23
612,953.1621045,-80.75477908,-0.001346469,NA,NA,NA,-10.13323968,16.25080337,NA,NA,0.958375938,7,-136.3365829,296.0064991,99.12784715,8.46E-23
522,686.1857768,-27.66618027,NA,NA,-0.290710767,NA,NA,NA,NA,NA,1.084860256,5,-140.9235154,296.1327451,99.25409313,7.95E-23
585,713.4029268,NA,NA,NA,-0.269145986,NA,NA,-5.996615028,NA,NA,1.169707022,5,-140.9865569,296.2588281,99.3801761,7.46E-23
523,717.9154964,NA,0.039958786,NA,-0.311174266,NA,NA,NA,NA,NA,1.134938834,5,-141.0108674,296.3074491,99.42879713,7.28E-23
649,715.7243633,NA,NA,NA,-0.303348959,NA,NA,NA,2.083631219,NA,1.137104689,5,-141.018908,296.3235303,99.44487831,7.22E-23
578,652.1284736,-34.85365122,NA,NA,NA,NA,NA,-12.42633424,NA,NA,1.158911271,5,-141.0481957,296.3821056,99.50345367,7.01E-23
552,909.3546312,-82.81144165,0.063917803,1.529007108,NA,NA,-9.101485316,NA,NA,NA,1.02019578,7,-136.5395512,296.4124357,99.53378377,6.91E-23
678,907.65902,-76.95570125,NA,1.356996943,NA,NA,-9.098454682,NA,10.71569885,NA,1.02155662,7,-136.5581772,296.4496878,99.57103585,6.78E-23
558,911.3400119,-80.54906891,NA,1.575240355,-0.037181593,NA,-8.996251472,NA,NA,NA,1.027353191,7,-136.5669764,296.4672862,99.58863424,6.72E-23
581,687.0573338,NA,NA,1.429791616,NA,NA,NA,-13.40455198,NA,NA,1.241846119,5,-141.1272884,296.540291,99.66163902,6.48E-23
676,907.9650621,-71.49380271,0.072475345,NA,NA,NA,-9.087564674,NA,20.60113395,NA,1.002453826,7,-136.6212347,296.5758026,99.69715068,6.37E-23
518,651.7816203,-35.15478962,NA,1.218046595,NA,NA,NA,NA,NA,NA,1.11253525,5,-141.1550883,296.5958909,99.71723892,6.30E-23
682,906.6420076,-71.92037753,NA,NA,0.084843212,NA,-9.305857431,NA,22.5363315,NA,1.017800658,7,-136.6327752,296.5988837,99.72023175,6.29E-23
705,674.2375598,NA,NA,NA,NA,NA,NA,-10.77400117,20.48126411,NA,1.191435151,5,-141.1576276,296.6009694,99.72231745,6.29E-23
965,-411.892089,NA,NA,1.798308147,NA,NA,NA,-12.89261448,-24.00101563,832.487305,1.245749182,7,-136.6486584,296.6306501,99.75199815,6.20E-23
579,689.9184717,NA,0.06284703,NA,NA,NA,NA,-12.6401075,NA,NA,1.224794739,5,-141.1793667,296.6444477,99.76579577,6.15E-23
556,914.5935678,-80.09777198,0.0472945,NA,0.029651893,NA,-9.148548138,NA,NA,NA,1.024240903,7,-136.6662239,296.6657812,99.78712926,6.09E-23
642,652.8500578,-27.99629586,NA,NA,NA,NA,NA,NA,11.60019013,NA,1.103015336,5,-141.1976074,296.6809291,99.8022771,6.04E-23
516,656.0599548,-33.3807282,0.039421966,NA,NA,NA,NA,NA,NA,NA,1.1059633,5,-141.2004385,296.6865912,99.80793926,6.02E-23
839,-401.8625988,NA,0.081938547,1.796541944,NA,NA,NA,-13.11787993,NA,810.692404,1.200088878,7,-136.6815674,296.6964681,99.81781611,5.99E-23
645,671.8123004,NA,NA,0.863926586,NA,NA,NA,NA,24.01431555,NA,1.145212799,5,-141.2482172,296.7821487,99.90349669,5.74E-23
838,-403.6783699,4.706480821,NA,1.605306757,NA,NA,NA,-11.53042796,NA,816.5321257,1.211273707,7,-136.7284122,296.7901578,99.91150585,5.72E-23
643,668.7558341,NA,0.064419066,NA,NA,NA,NA,NA,29.86959364,NA,1.12451976,5,-141.2556059,296.7969262,99.91827421,5.70E-23
845,-405.2961169,NA,NA,1.607857114,0.010520527,NA,NA,-11.86387074,NA,813.221647,1.204427041,7,-136.7319399,296.7972131,99.91856115,5.70E-23
519,690.4169639,NA,0.033837937,1.016080449,NA,NA,NA,NA,NA,NA,1.180445225,5,-141.2993906,296.8844955,100.0058436,5.46E-23
963,-400.9178177,NA,0.036254169,NA,NA,NA,NA,-11.00299756,-17.23766666,823.2188384,1.214844236,7,-136.8130242,296.9593818,100.0807298,5.26E-23
969,-417.5709004,NA,NA,NA,0.042496786,NA,NA,-11.32077104,-17.08707704,832.9654386,1.225051457,7,-136.8158773,296.9650879,100.0864359,5.24E-23
962,-402.3287854,1.030663014,NA,NA,NA,NA,NA,-10.50862123,-19.15434904,826.3741858,1.22191983,7,-136.8221077,296.9775487,100.0988967,5.21E-23
843,-425.4846023,NA,0.059124374,NA,0.080929428,NA,NA,-12.28582521,NA,826.2008747,1.200380075,7,-136.8260884,296.9855101,100.1068582,5.19E-23
909,-360.8045703,NA,NA,1.942443604,-0.148127522,NA,NA,NA,-28.51185985,807.7741838,1.18211198,7,-136.8310166,296.9953666,100.1167146,5.16E-23
842,-427.8609029,7.741428778,NA,NA,0.076133799,NA,NA,-11.10182131,NA,834.8296752,1.217135889,7,-136.8422056,297.0177446,100.1390926,5.10E-23
836,-397.6548416,7.211596833,0.05410168,NA,NA,NA,NA,-10.36911962,NA,816.5456953,1.197896784,7,-136.8434924,297.0203181,100.1416661,5.10E-23
903,-411.8544415,NA,0.016733876,1.343443444,NA,NA,NA,NA,-16.07582975,830.3105955,1.175643863,7,-136.8963424,297.1260182,100.2473663,4.84E-23
902,-412.6373239,1.572810288,NA,1.313470477,NA,NA,NA,NA,-16.51013657,832.5021701,1.181233114,7,-136.8979934,297.1293202,100.2506682,4.83E-23
783,-376.4609439,NA,0.043966231,1.583248121,-0.074479783,NA,NA,NA,NA,798.6021621,1.139820576,7,-136.9092992,297.1519318,100.2732798,4.77E-23
782,-383.072822,7.862725071,NA,1.442212133,-0.06597822,NA,NA,NA,NA,809.6852619,1.160973975,7,-136.9134539,297.1602411,100.2815891,4.75E-23
776,-408.3278041,7.276323385,0.033985879,1.24035982,NA,NA,NA,NA,NA,824.241132,1.162863945,7,-136.9214223,297.1761779,100.2975259,4.72E-23
739,972.7463677,NA,0.041375803,NA,NA,NA,-9.59420144,18.57939316,63.72546606,NA,1.008507322,7,-136.9537976,297.2409286,100.3622766,4.57E-23
745,974.3463851,NA,NA,NA,0.020164869,NA,-9.662669708,18.93924732,62.7825363,NA,1.015840425,7,-136.964241,297.2618153,100.3831634,4.52E-23
741,976.2902656,NA,NA,-0.075195225,NA,NA,-9.633645262,19.31136588,61.44328207,NA,1.013445389,7,-136.9653768,297.264087,100.385435,4.51E-23
906,-394.2981491,5.149523412,NA,NA,-0.031979193,NA,NA,NA,-14.66697753,824.5681915,1.175632694,7,-136.9864268,297.3061869,100.427535,4.42E-23
900,-406.2442008,6.021957628,0.00793712,NA,NA,NA,NA,NA,-11.50964288,830.3517644,1.175380692,7,-136.9899518,297.313237,100.434585,4.40E-23
907,-390.8714701,NA,0.005149021,NA,-0.036292666,NA,NA,NA,-16.93701514,819.4248596,1.167686705,7,-136.9900252,297.3133838,100.4347318,4.40E-23
780,-402.1972944,10.1070773,0.021617147,NA,-0.003273151,NA,NA,NA,NA,824.0462413,1.163769342,7,-137.0044839,297.3423011,100.4636492,4.34E-23
683,927.3577731,NA,0.094484731,NA,0.107856326,NA,-8.650021239,NA,64.50611508,NA,1.091028838,7,-137.3116823,297.956698,101.0780461,3.19E-23
18,-5298.219214,-168.8886561,NA,NA,NA,0.063176092,NA,NA,NA,NA,NA,4,-143.6458925,297.9584518,101.0797998,3.19E-23
679,932.3557413,NA,0.093030898,0.752938921,NA,NA,-8.337968961,NA,53.99706871,NA,1.097288631,7,-137.3227607,297.9788547,101.1002028,3.16E-23
621,1003.520984,NA,NA,1.017446988,-0.180918022,NA,-8.654438243,16.2225666,NA,NA,1.104969385,7,-137.3642788,298.061891,101.183239,3.03E-23
685,933.3413785,NA,NA,0.344971288,0.073401587,NA,-8.522294378,NA,54.41830756,NA,1.114777162,7,-137.3684057,298.0701448,101.1914928,3.02E-23
619,1009.233809,NA,-0.032940416,NA,-0.13872067,NA,-8.853111736,17.6340797,NA,NA,1.103629584,7,-137.4013171,298.1359676,101.2573157,2.92E-23
615,1000.39916,NA,-0.027505947,0.336912574,NA,NA,-8.964994638,14.54135299,NA,NA,1.13542662,7,-137.475748,298.2848293,101.4061773,2.71E-23
274,-7270.73105,-183.2486322,NA,NA,NA,0.098551666,NA,NA,NA,-976.1025187,NA,5,-142.030297,298.3463083,101.4676563,2.63E-23
559,963.6749166,NA,0.033771957,1.402176857,-0.123117472,NA,-7.742267842,NA,NA,NA,1.176574487,7,-137.6443698,298.622073,101.743421,2.29E-23
209,-5633.048126,NA,NA,NA,NA,0.067491764,NA,43.19533075,159.1545192,NA,NA,5,-142.4480243,299.1817628,102.3031109,1.73E-23
145,-5506.883741,NA,NA,NA,NA,0.065941322,NA,NA,176.5465502,NA,NA,4,-144.3434766,299.3536198,102.4749678,1.59E-23
82,-5473.053157,-140.6556752,NA,NA,NA,0.065443161,NA,33.27377197,NA,NA,NA,5,-142.5861743,299.4580629,102.5794109,1.51E-23
465,-7644.408611,NA,NA,NA,NA,0.103493083,NA,43.90151469,176.6317987,-988.768697,NA,6,-140.5592878,299.580114,102.701462,1.42E-23
870,259.4352511,-43.01484145,NA,1.138216732,NA,NA,-6.510354056,6.169628052,NA,452.3429633,1.060306655,8,-135.2988071,299.6885233,102.8098713,1.34E-23
808,202.3684763,-41.22774141,0.049161138,1.415931765,NA,NA,-5.931817724,NA,NA,480.2181885,1.083520636,8,-135.326223,299.743355,102.8647031,1.31E-23
814,190.8835035,-40.39728062,NA,1.179812011,0.043717363,NA,-5.982876593,NA,NA,488.5218731,1.094969415,8,-135.3397676,299.7704443,102.8917924,1.29E-23
934,196.1104652,-41.47411741,NA,1.376893053,NA,NA,-5.882492239,NA,-4.503892988,486.2295742,1.095215692,8,-135.3454184,299.7817459,102.9030939,1.28E-23
874,251.9444527,-41.82152961,NA,NA,0.060452444,NA,-6.629980419,6.653292209,NA,460.0140447,1.062939317,8,-135.3608169,299.8125429,102.9338909,1.26E-23
994,290.5873854,-39.25084123,NA,NA,NA,NA,-6.764824998,8.667095844,7.744451567,436.1510168,1.040929676,8,-135.3701618,299.8312327,102.9525808,1.25E-23
526,685.8288044,-31.39920581,NA,2.749528955,-0.403341788,NA,NA,NA,NA,NA,1.07580374,6,-140.6851645,299.8318676,102.9532156,1.25E-23
868,275.4740153,-41.52683162,0.012141898,NA,NA,NA,-6.629874014,7.72016943,NA,446.5396655,1.050544101,8,-135.3766246,299.8441584,102.9655064,1.24E-23
938,184.1140557,-35.7765231,NA,NA,0.120343462,NA,-6.144741341,NA,10.25818894,492.4719863,1.092418339,8,-135.4019053,299.8947196,103.0160677,1.21E-23
812,182.1790262,-39.357538,0.030648761,NA,0.095080465,NA,-6.049749192,NA,NA,496.1231737,1.094420434,8,-135.4052544,299.9014178,103.0227659,1.21E-23
589,716.4601381,NA,NA,2.653841323,-0.37377154,NA,NA,-6.974042708,NA,NA,1.172995068,6,-140.7653314,299.9922013,103.1135493,1.15E-23
932,205.0799698,-36.65255822,0.038380575,NA,NA,NA,-5.897588725,NA,3.056999431,481.3760449,1.08246019,8,-135.451658,299.994225,103.1155731,1.15E-23
527,721.8813492,NA,0.070318428,2.712035687,-0.42689919,NA,NA,NA,NA,NA,1.129615824,6,-140.7843254,300.0301893,103.1515373,1.13E-23
401,-7475.710419,NA,NA,NA,NA,0.101192668,NA,NA,193.9504117,-968.8529592,NA,5,-142.8728774,300.0314691,103.1528171,1.13E-23
653,735.9362149,NA,NA,2.809965748,-0.458905527,NA,NA,NA,-14.48940187,NA,1.156974357,6,-140.7940197,300.049578,103.170926,1.12E-23
338,-7431.940917,-155.1844027,NA,NA,NA,0.100582283,NA,32.9716204,NA,-970.1462513,NA,6,-140.7968898,300.0553181,103.1766662,1.12E-23
1001,151.7017804,NA,NA,NA,0.104868824,NA,-5.897225504,5.828024913,26.82378391,531.4154285,1.11186514,8,-135.5449125,300.180734,103.3020821,1.05E-23
997,152.0842402,NA,NA,0.821267329,NA,NA,-5.562956191,5.615697875,16.24660269,534.0124501,1.119526487,8,-135.5497172,300.1903434,103.3116914,1.04E-23
586,678.5606655,-29.76644109,NA,NA,-0.242651527,NA,NA,-7.188699261,NA,NA,1.116524386,6,-140.8765684,300.2146753,103.3360234,1.03E-23
941,89.46922984,NA,NA,0.687589321,0.085830951,NA,-5.23802021,NA,18.04631287,565.4998934,1.148637021,8,-135.562799,300.2165071,103.3378552,1.03E-23
939,97.75976424,NA,0.048500318,NA,0.135932812,NA,-5.451627857,NA,27.37822586,557.1318857,1.132082593,8,-135.5652933,300.2214957,103.3428437,1.03E-23
935,100.3765551,NA,0.047612801,1.100148782,NA,NA,-5.04223619,NA,13.79342438,559.4392227,1.141015,8,-135.5669071,300.2247233,103.3460713,1.03E-23
871,99.76142807,NA,0.019054886,1.022202942,NA,NA,-5.104196455,3.107885069,NA,570.2191736,1.152591108,8,-135.5816918,300.2542926,103.3756407,1.01E-23
995,178.6092231,NA,0.025479749,NA,NA,NA,-5.774600971,7.024060928,21.36896797,517.9911726,1.099661721,8,-135.5833217,300.2575524,103.3789004,1.01E-23
877,100.1530637,NA,NA,0.946668409,0.010559788,NA,-5.147469726,3.391998725,NA,570.5710751,1.15458813,8,-135.5842356,300.2593804,103.3807284,1.01E-23
815,68.89544489,NA,0.028001638,1.060260092,0.022617963,NA,-4.872292331,NA,NA,585.4221322,1.166648096,8,-135.5910355,300.2729801,103.3943281,1.00E-23
650,695.2079154,-33.5366281,NA,NA,-0.323890002,NA,NA,NA,-16.06273268,NA,1.094083637,6,-140.9059254,300.2733892,103.3947372,1.00E-23
524,685.3467641,-28.57345348,0.051800123,NA,-0.294082682,NA,NA,NA,NA,NA,1.076738643,6,-140.9093532,300.2802449,103.4015929,9.99E-24
582,643.8804569,-38.82852527,NA,1.742209199,NA,NA,NA,-14.60439211,NA,NA,1.168051177,6,-140.9419999,300.3455382,103.4668862,9.67E-24
875,101.3686614,NA,0.004364161,NA,0.050505746,NA,-5.276268274,3.999041584,NA,571.9940104,1.152300053,8,-135.6303782,300.3516655,103.4730135,9.64E-24
146,-5245.441952,-120.5281835,NA,NA,NA,0.062361567,NA,NA,92.95793939,NA,NA,5,-143.0461165,300.3779473,103.4992954,9.51E-24
587,712.9538486,NA,0.058748151,NA,-0.267610634,NA,NA,-6.920645139,NA,NA,1.167146205,6,-140.9690986,300.3997356,103.5210837,9.41E-24
713,711.0617999,NA,NA,NA,-0.263602266,NA,NA,-6.007633236,2.383579292,NA,1.16666295,6,-140.9860776,300.4336937,103.5550418,9.25E-24
651,712.3847715,NA,0.046909522,NA,-0.298669763,NA,NA,NA,5.677298263,NA,1.126709551,6,-141.0084087,300.4783558,103.5997039,9.05E-24
580,649.7555532,-36.61648486,0.082350111,NA,NA,NA,NA,-13.71352305,NA,NA,1.151367626,6,-141.0144505,300.4904394,103.6117874,8.99E-24
706,651.0475835,-33.52302052,NA,NA,NA,NA,NA,-12.25362723,3.242943363,NA,1.155772649,6,-141.0473678,300.5562741,103.6776221,8.70E-24
20,-5281.153514,-167.0123457,0.328909537,NA,NA,0.062992635,NA,NA,NA,NA,NA,5,-143.180617,300.6469482,103.7682962,8.32E-24
583,686.248258,NA,0.084034913,1.588647018,NA,NA,NA,-14.8707828,NA,NA,1.239258955,6,-141.092911,300.6473604,103.7687085,8.31E-24
709,673.5910226,NA,NA,1.319518388,NA,NA,NA,-12.49108347,17.53189763,NA,1.209565069,6,-141.0972481,300.6560347,103.7773827,8.28E-24
402,-7322.190059,-129.1853864,NA,NA,NA,0.099624322,NA,NA,105.4778564,-1031.201632,NA,6,-141.1142429,300.6900242,103.8113723,8.14E-24
707,668.9579216,NA,0.096212578,NA,NA,NA,NA,-11.96304054,26.56732736,NA,1.175865264,6,-141.1151837,300.6919059,103.813254,8.13E-24
520,650.2659479,-36.2886097,0.052472903,1.293916401,NA,NA,NA,NA,NA,NA,1.104665151,6,-141.1410572,300.7436529,103.865001,7.92E-24
81,-6067.783857,NA,NA,NA,NA,0.073658829,NA,49.88662916,NA,NA,NA,4,-145.0396544,300.7459755,103.8673236,7.91E-24
646,649.2796835,-31.92610632,NA,1.160470625,NA,NA,NA,NA,7.758677806,NA,1.106559418,6,-141.1503419,300.7622224,103.8835704,7.85E-24
147,-5424.082592,NA,0.516672122,NA,NA,0.064857554,NA,NA,193.1936087,NA,NA,5,-143.2674799,300.820674,103.942022,7.62E-24
644,650.0038638,-27.34574697,0.057959836,NA,NA,NA,NA,NA,15.91681068,NA,1.0909708,6,-141.181808,300.8251544,103.9465024,7.61E-24
647,667.6882279,NA,0.071527984,0.934821998,NA,NA,NA,NA,28.8287756,NA,1.129845253,6,-141.224384,300.9103064,104.0316544,7.29E-24
50,-4538.098435,-183.3182415,NA,NA,NA,0.055699378,-2.528619912,NA,NA,NA,NA,5,-143.5221128,301.3299399,104.451288,5.91E-24
26,-5102.148561,-163.2444476,NA,NA,-0.21647819,0.061305746,NA,NA,NA,NA,NA,5,-143.5264324,301.338579,104.459927,5.88E-24
276,-7242.591366,-181.3253934,0.322584917,NA,NA,0.098167248,NA,NA,NA,-970.4601399,NA,6,-141.5026998,301.4669381,104.5882861,5.52E-24
742,943.8961633,-72.40715825,NA,0.669839991,NA,NA,-10.20970455,16.93912811,24.98387724,NA,0.936072346,8,-136.2142599,301.5194288,104.6407769,5.38E-24
17,-5975.377448,NA,NA,NA,NA,0.072629099,NA,NA,NA,NA,NA,3,-147.0159713,301.5319427,104.6532907,5.34E-24
740,945.9163304,-69.68247872,0.029035603,NA,NA,NA,-10.25437577,17.71126499,29.90803665,NA,0.92424813,8,-136.2319405,301.55479,104.6761381,5.28E-24
746,947.0014114,-69.89942779,NA,NA,0.013531603,NA,-10.30324805,17.96797997,29.09575502,NA,0.929090034,8,-136.2375251,301.5659592,104.6873072,5.25E-24
22,-5294.492073,-169.5611805,NA,0.294948622,NA,0.063121408,NA,NA,NA,NA,NA,5,-143.6434529,301.5726201,104.6939682,5.23E-24
403,-7422.321408,NA,0.527577671,NA,NA,0.100643934,NA,NA,211.2242886,-984.186614,NA,6,-141.558389,301.5783165,104.6996646,5.22E-24
622,950.6605309,-80.40592489,NA,1.259118761,-0.100677137,NA,-9.881801531,16.11771177,NA,NA,0.95225062,8,-136.2492984,301.5895059,104.7108539,5.19E-24
616,945.5270855,-82.84310593,0.013468836,0.955780612,NA,NA,-10.04290647,14.56888562,NA,NA,0.963821745,8,-136.2875859,301.6660809,104.7874289,5.00E-24
620,956.3593854,-79.36804826,-0.002056919,NA,-0.049386025,NA,-10.05907914,17.1181851,NA,NA,0.951282691,8,-136.3256194,301.7421478,104.8634958,4.81E-24
306,-6210.519423,-207.0038236,NA,NA,NA,0.08924213,-3.986551565,NA,NA,-1044.478064,NA,6,-141.6732187,301.8079759,104.9293239,4.65E-24
282,-7092.361784,-175.4265562,NA,NA,-0.334899048,0.09789922,NA,NA,NA,-1037.938619,NA,6,-141.69783,301.8571985,104.9785466,4.54E-24
370,-5334.674823,-191.2421853,NA,NA,NA,0.082441574,-8.157078004,47.71482808,NA,-1107.389462,NA,7,-139.289901,301.9131352,105.0344833,4.42E-24
210,-5426.118567,-85.03652902,NA,NA,NA,0.064689947,NA,35.50085566,103.2781316,NA,NA,6,-141.7589862,301.9795108,105.1008588,4.27E-24
680,903.8189191,-76.36265389,0.082291937,1.43268122,NA,NA,-9.113694937,NA,16.59998337,NA,1.004543422,8,-136.5077718,302.1064527,105.2278007,4.01E-24
114,-3621.038768,-167.1775258,NA,NA,NA,0.047416064,-6.362505571,44.80678685,NA,NA,NA,6,-141.8264153,302.1143691,105.2357171,3.99E-24
560,909.7785857,-81.82087165,0.06766824,1.713239209,-0.047870934,NA,-8.978388231,NA,NA,NA,1.016392994,8,-136.53048,302.1518691,105.2732172,3.92E-24
686,907.8619733,-77.04997324,NA,1.378774039,-0.004855189,NA,-9.085631728,NA,10.22385178,NA,1.021609884,8,-136.5581132,302.2071354,105.3284835,3.81E-24
684,902.5983874,-71.06055512,0.078869281,NA,0.095160262,NA,-9.347263527,NA,29.30778567,NA,1.001305902,8,-136.5869451,302.2647992,105.3861472,3.70E-24
89,-5402.417468,NA,NA,NA,-0.671432078,0.067022305,NA,56.88335667,NA,NA,NA,5,-143.9991259,302.2839662,105.4053142,3.67E-24
211,-5558.065051,NA,0.346327118,NA,NA,0.066525905,NA,36.52549344,172.9986225,NA,NA,6,-141.9306175,302.3227735,105.4441215,3.60E-24
967,-410.6797569,NA,0.057366353,1.883204884,NA,NA,NA,-13.71294847,-20.3978639,829.1106412,1.237512082,8,-136.6254974,302.341904,105.463252,3.56E-24
973,-387.1962112,NA,NA,2.059572117,-0.071238676,NA,NA,-11.94751763,-28.92140278,821.0789969,1.242238482,8,-136.6340932,302.3590955,105.4804436,3.53E-24
966,-410.0859059,-6.497359329,NA,1.869851337,NA,NA,NA,-13.27378443,-27.26579344,827.6270999,1.2396473,8,-136.6426815,302.3762721,105.4976201,3.50E-24
466,-7500.536124,-93.73655524,NA,NA,NA,0.101912209,NA,35.44939559,115.770618,-1030.174451,NA,7,-139.5349807,302.4032948,105.5246428,3.46E-24
241,-4279.679328,NA,NA,NA,NA,0.054472761,-4.792798187,53.58478679,174.8028002,NA,NA,6,-141.9884171,302.4383727,105.5597207,3.40E-24
840,-403.0736704,2.447428808,0.08032422,1.774566777,NA,NA,NA,-13.00785791,NA,813.6338848,1.204647643,8,-136.6805222,302.4519535,105.5733015,3.37E-24
847,-403.8760797,NA,0.081780036,1.7790563,0.005342668,NA,NA,-13.20451616,NA,811.8805252,1.20102041,8,-136.6814662,302.4538414,105.5751895,3.37E-24
497,-6059.762806,NA,NA,NA,NA,0.089915603,-6.324598069,57.68215161,199.0301958,-1087.709329,NA,7,-139.5897436,302.5128206,105.6341686,3.27E-24
278,-7273.282836,-183.0434986,NA,-0.09430771,NA,0.098593543,NA,NA,NA,-976.7755477,NA,6,-142.0300047,302.5215479,105.6428959,3.26E-24
98,966.7076563,-221.2249633,NA,NA,NA,NA,-14.28818379,55.76193995,NA,NA,NA,5,-144.1266882,302.5390907,105.6604387,3.23E-24
846,-407.4562899,4.686166733,NA,1.573147356,0.010046272,NA,NA,-11.6992188,NA,818.7411747,1.212978776,8,-136.7280555,302.5470201,105.6683681,3.22E-24
337,-7704.280761,NA,NA,NA,NA,0.102809584,NA,51.0318648,NA,-785.8368814,NA,5,-144.1444331,302.5745805,105.6959285,3.17E-24
90,-5117.400955,-123.9660052,NA,NA,-0.430106257,0.062166773,NA,39.72695751,NA,NA,NA,6,-142.0951963,302.6519311,105.7732792,3.05E-24
971,-419.3110913,NA,0.041209697,NA,0.050530067,NA,NA,-11.97564999,-13.86749913,831.704798,1.219092676,8,-136.8041604,302.6992298,105.8205779,2.98E-24
964,-401.3036843,1.145829817,0.036329426,NA,NA,NA,NA,-10.95311372,-16.68747959,824.1196973,1.216083053,8,-136.812833,302.716575,105.8379231,2.95E-24
970,-418.6264423,1.773321609,NA,NA,0.043736845,NA,NA,-11.26449269,-16.16869073,834.583261,1.227112023,8,-136.8154247,302.7217585,105.8431065,2.95E-24
844,-427.8370351,6.432683295,0.055612297,NA,0.078145636,NA,NA,-12.019616,NA,833.392077,1.212315619,8,-136.8188251,302.7285593,105.8499073,2.94E-24
910,-356.4229569,-4.722361113,NA,2.021125187,-0.156991133,NA,NA,NA,-31.41347542,802.8078197,1.1764182,8,-136.8280441,302.7469973,105.8683453,2.91E-24
911,-360.6945369,NA,0.014349959,1.953932283,-0.147584877,NA,NA,NA,-27.46188024,806.9971498,1.178983189,8,-136.8295331,302.7499753,105.8713233,2.91E-24
213,-5647.116284,NA,NA,-2.966508741,NA,0.067703343,NA,45.37930257,159.2839008,NA,NA,6,-142.1640829,302.7897042,105.9110523,2.85E-24
149,-5511.58512,NA,NA,-1.813791922,NA,0.066022757,NA,NA,177.1633105,NA,NA,5,-144.2548499,302.795414,105.916762,2.84E-24
148,-5208.842204,-105.2171275,0.435617706,NA,NA,0.061902566,NA,NA,117.6119545,NA,NA,6,-142.2087509,302.8790403,106.0003883,2.72E-24
904,-412.3128914,1.672374109,0.016930514,1.328800421,NA,NA,NA,NA,-15.27303418,831.5586517,1.177677528,8,-136.8959423,302.8827936,106.0041416,2.72E-24
784,-380.3918344,6.923882966,0.040321957,1.527143666,-0.072970123,NA,NA,NA,NA,807.1517647,1.154119221,8,-136.9009894,302.892888,106.014236,2.71E-24
346,-7174.043906,-134.936012,NA,NA,-0.561225508,0.100005542,NA,41.36027788,NA,-1072.256101,NA,7,-139.7943743,302.9220819,106.0434299,2.67E-24
153,-5582.418396,NA,NA,NA,0.092507492,0.066619728,NA,NA,183.3005328,NA,NA,5,-144.3269607,302.9396356,106.0609837,2.64E-24
177,-5634.98806,NA,NA,NA,NA,0.067181147,0.44371746,NA,174.710553,NA,NA,5,-144.3394342,302.9645827,106.0859307,2.61E-24
747,970.2517755,NA,0.044250661,NA,0.028866062,NA,-9.648288793,18.19028044,66.11816101,NA,1.009761288,8,-136.9509265,302.992762,106.11411,2.57E-24
743,972.7868741,NA,0.041288339,-0.007132946,NA,NA,-9.595228927,18.59295449,63.74022777,NA,1.008404597,8,-136.953795,302.9984992,106.1198472,2.57E-24
749,974.339469,NA,NA,-0.210942767,0.032934043,NA,-9.716051701,19.14902505,64.35675083,NA,1.013161553,8,-136.9625192,303.0159475,106.1372955,2.54E-24
908,-394.375732,5.220771531,0.006328334,NA,-0.031383664,NA,NA,NA,-14.13784134,824.3242237,1.17431229,8,-136.9861424,303.0631939,106.1845419,2.48E-24
467,-7582.265675,NA,0.3548076,NA,NA,0.102766263,NA,37.07350644,190.9424274,-995.9834203,NA,7,-139.8987871,303.1309075,106.2522555,2.40E-24
217,-5469.208493,NA,NA,NA,-0.211012708,0.066048231,NA,46.09094101,142.5825778,NA,NA,6,-142.3531715,303.1678815,106.2892295,2.36E-24
34,816.416039,-254.4828356,NA,NA,NA,NA,-11.10401345,NA,NA,NA,NA,4,-146.2579415,303.1825496,106.3038977,2.34E-24
84,-5441.454564,-142.8034365,0.209816372,NA,NA,0.065057557,NA,29.33191434,NA,NA,NA,6,-142.3943542,303.2502468,106.3715949,2.26E-24
273,-7511.944063,NA,NA,NA,NA,0.100013107,NA,NA,NA,-738.8086015,NA,4,-146.3737888,303.4142442,106.5355922,2.08E-24
