fid,KHUM50_,KHUM50_ID,CODEKHUM,KHUM_NAME,PERIMETER,AREA,HISTO_50,HISTO_60,HISTO_61,HISTO_62,HISTO_70,HISTO_80,HISTO_90,HISTO_100
604,605,100305,100305,Preaek Prasab,75689.54,187619847.1,420,0,0,0,0,0,0,61
605,606,100306,100306,Ruessei Kaev,61200.47,99610157.7,504,3,0,0,0,0,0,15
606,607,110302,110302,Saen Monourom,123802.91,380870762.8,1864,102,1,0,4,0,0,1835
607,608,40402,40402,Dar,45905.58,87299776.32,7,34,0,6,4,0,0,230
608,609,40110,40110,Ponley,10366.66,6241802.09,0,0,0,0,0,0,0,0
609,610,150404,150404,Prongil,222846.96,1133125435,4136,4530,4,0,0,0,0,2192
610,611,100201,100201,Bos Leav,48093.41,69295509.91,47,49,0,0,3,0,0,82
611,612,100213,100213,Thma Andaeuk,33026.23,57786777.12,39,199,0,0,0,0,0,9
612,613,40105,40105,Kampong Preah Kokir,51648.49,59808294.46,4,0,0,0,0,0,0,0
613,614,150603,150603,,130466.14,656859925.9,5644,230,1,0,5,0,0,471
614,615,31501,31501,Areaks Tnaot,30625.52,35529372.35,10,0,0,0,0,0,0,4
615,616,40107,40107,Phsar,34872.49,36098791.25,0,0,0,0,0,0,0,3
616,617,60104,60104,Boeng,35798.85,27519929.23,0,15,0,0,0,0,0,0
617,618,40109,40109,Popel,23472.05,28042005.97,0,0,0,0,0,0,0,0
618,619,60103,60103,Baray,59277.31,141851046.2,33,279,0,0,94,0,0,195
619,620,40108,40108,Pech Changvar,37092.23,55743049.67,42,44,0,0,0,0,0,0
620,621,150604,150604,,165835.67,865889103.4,4816,1086,0,0,0,0,0,2775
621,622,110105,110105,Srae Preah,124806.69,666049933.9,2017,903,1,0,0,0,0,4276
622,623,40106,40106,Melum,31682.55,52444631.27,0,4,0,0,0,0,0,29
623,624,60107,60107,Chhuk Khsach,42457.01,53073507.24,0,0,0,0,0,0,0,0
624,625,40405,40405,Pou,41293.32,90505790.91,19,27,0,0,0,0,0,38
625,626,31504,31504,Khpob Ta Nguon,47112.63,110136786.1,206,0,0,0,0,0,0,36
626,627,100206,100206,Kaoh Chraeng,20239.04,16544737.46,0,0,0,0,0,0,0,0
627,628,150310,150310,Svay Sa,60486.97,195795145,72,907,0,0,0,0,0,76
628,629,100501,100501,Khsuem,169017.83,1001486964,2672,3081,0,0,13,0,0,2555
629,630,150605,150605,,137348.99,806259256.3,7679,7,6,0,446,0,0,426
630,631,150304,150304,Chheu Tom,81401.5,190836364,157,164,0,0,0,0,0,32
631,632,30208,30208,Ta Prok,23925.54,17615614.53,0,0,0,0,0,0,0,0
632,633,100308,100308,Ta Mau,49944.31,124514639.2,338,0,0,0,6,0,0,30
633,634,100303,100303,Kampong Kor,37069.13,51862360.83,28,0,0,0,0,0,0,32
634,635,40407,40407,Samraong Saen,39161.59,46069850.38,68,0,0,0,1,0,0,39
635,636,30202,30202,Chamkar Andoung,65542.16,107998367.4,52,48,0,0,0,0,0,27
636,637,150402,150402,Leach,32641.91,20706059.77,0,16,0,0,0,0,0,0
637,638,40101,40101,Anhchanh Rung,42162.17,68231922.33,5,0,0,0,0,0,0,0
638,639,30204,30204,Lvea Leu,24446.03,29110450.32,0,0,0,0,0,0,0,3
639,640,30205,30205,Spueu,30460.69,30869618.25,3,0,0,0,0,0,0,0
640,641,31510,31510,Preaek Kak,63191.31,173734806,6,0,0,0,0,0,0,91
641,642,60118,60118,Treal,79913.91,160237234.1,52,147,0,0,7,0,0,164
642,643,40408,40408,Svay Rumpear,41388.59,77774880.67,3,7,0,0,0,0,0,28
643,644,40612,40612,Svay Chrum,42470.78,85299199.01,0,27,0,0,15,0,0,33
644,645,100105,100105,Kanhchor,41206.69,94155406.9,171,16,0,0,0,0,0,50
645,646,40608,40608,Prasneb,55495.22,125161316.8,97,0,0,0,0,0,0,5
646,647,40806,40806,Krang Skear,117961.3,592137656.6,345,1180,0,0,0,0,0,143
647,648,31505,31505,Me Sar Chrey,31567.63,37731731.3,0,0,0,0,0,0,0,0
648,649,150406,150406,Santreae,171316.74,667333075.3,2828,1669,0,0,7,0,0,2181
649,650,150405,150405,Rokat,198082.54,852341201.9,7899,348,0,0,51,0,0,968
650,651,30203,30203,Cheyyou,30555.38,46184054.82,9,0,0,0,0,0,0,0
651,652,31507,31507,Peam Kaoh Sna,28529.55,47503778.93,15,0,0,0,0,0,0,6
652,653,40409,40409,Trangel,27768.55,36330787.19,0,0,0,0,0,0,0,14
653,654,31508,31508,Preah Andoung,13642.19,6626797.07,0,0,0,0,0,0,0,0
654,655,60115,60115,Sralau,73975.62,159382802.4,28,168,0,0,3,0,0,21
655,656,40602,40602,Banteay Preal,33367.21,50763772.98,3,0,0,0,0,0,0,0
656,657,30206,30206,Svay Teab,45203.3,86153103.05,2,0,0,0,0,0,0,6
657,658,40301,40301,Phsar Chhnang,24006.72,10604817.44,0,0,0,0,0,0,0,0
658,659,40304,40304,Khsam,17566.38,12623111.64,0,0,0,0,0,0,0,0
659,660,60112,60112,Andoung Pou,24722.83,25221448.59,1,0,0,0,0,0,0,7
660,661,110104,110104,Srae Khtum,129307.75,582525054.5,3481,24,0,0,0,0,0,969
661,662,31512,31512,Soupheas,34957.4,61852675.52,0,4,0,0,0,0,0,7
662,663,40403,40403,Kampong hau,39280.08,49559256.5,0,0,0,0,0,0,0,0
663,664,30905,30905,Krouch Chhmar,31311.86,36329436.77,10,0,0,0,0,0,0,18
664,665,40607,40607,Pongro,28904.64,27735557.44,0,8,0,0,0,0,0,0
665,666,40204,40204,Peam Chhkaok,50701.7,95938543.14,0,0,0,0,0,0,0,9
666,667,100108,100108,Preaek Saman,50911.65,89560542.6,179,6,0,0,0,0,0,21
667,668,60109,60109,Chrolong,36122.71,38103671.05,0,3,0,0,0,0,0,0
668,669,30911,30911,Trea,28356.3,37352908.39,11,7,0,0,2,0,0,26
669,670,30207,30207,Ta Ong,61314.76,136321304.2,2,2,0,0,0,0,0,18
670,671,30910,30910,Svay Khleang,27880.09,41984045.93,3,0,0,0,2,0,0,8
671,672,100304,100304,Kaoh Ta Suy,29992.6,23271339.97,0,0,0,0,0,0,0,0
672,673,30907,30907,Peus Pir,27507.91,34693417.83,2,1,0,0,0,0,0,30
673,674,60113,60113,Pongro,50244.73,52647052.41,0,13,0,0,0,0,0,20
674,675,60106,60106,Chranieng,21144.13,23296116.8,0,0,0,0,0,0,0,0
675,676,150601,150601,,191890.96,1325325186,14492,5,0,0,61,0,0,474
676,677,100101,100101,Chhloung,34250,20971934.69,0,0,0,0,0,0,0,3
677,678,30906,30906,Peus Muoy,29223.29,30553661.81,2,0,0,0,3,0,0,3
678,679,40611,40611,Srae Thmei,26713.54,29228298.84,0,1,0,0,0,0,0,0
679,680,31513,31513,Tuol Preah Khleang,36514.9,77811327.79,19,0,0,0,0,0,0,9
680,681,40302,40302,Kampong Chhnang,23495.7,21111280.41,0,0,0,0,0,0,0,0
681,682,60114,60114,Sou Young,38108.12,19731514.62,0,0,0,0,0,0,0,0
682,683,100103,100103,Han Chey,24516.71,25708160.46,0,0,0,0,0,0,0,1
683,684,30111,30111,Trab,65851.23,160089140.2,0,6,0,0,0,0,0,46
684,685,100107,100107,Pongro,22072.32,21504384.04,3,0,0,0,0,0,0,21
685,686,100106,100106,Khsach Andaet,24687.44,26907084.28,4,0,0,0,0,0,0,15
686,687,30909,30909,Roka Khnaor,22676.11,27344736.77,2,0,0,0,0,0,0,2
687,688,30902,30902,Chumnik,22491.25,19999343.98,2,0,0,0,0,0,0,4
688,689,100102,100102,Damrei Phong,86215.99,263101780.5,1615,5,0,0,0,0,0,150
689,690,40303,40303,Ph'er,7798.35,2310204.72,0,0,0,0,0,0,0,0
690,691,40203,40203,Kampong Os,36013.12,40470309.26,0,0,0,0,0,0,0,0
691,692,40606,40606,Krang Leav,32064.96,60580841.17,0,0,0,0,0,0,0,0
692,693,60116,60116,Svay Phleung,24101.67,26968865.17,0,0,0,0,0,0,0,0
693,694,30108,30108,Sandaek,45096.11,59374708.38,0,0,0,0,0,0,0,3
694,695,30908,30908,Preaek a Chi,30498.76,44051241.45,19,0,0,0,0,0,0,13
695,696,30901,30901,Chhuk,60230.37,131511489,50,4,0,0,0,0,0,138
696,697,30305,30305,Pring Chrum,32152.03,49230611.5,0,0,0,0,0,0,0,0
697,698,40604,40604,Chrey Bak,40226.04,44991071.82,0,4,0,0,0,0,0,0
698,699,31509,31509,Preaek Bak,20014.32,22473433.46,0,0,0,0,0,0,0,0
699,700,30405,30405,Seda,73807.19,192844713.6,47,2,0,0,0,0,0,87
700,701,30306,30306,Sampong Chey,36122.49,55774434.17,0,0,0,0,0,0,0,0
701,702,30912,30912,Tuol Snuol,50192.35,122528814,98,8,0,0,13,0,0,159
702,703,31302,31302,Boeng Nay,46554.16,64769720.8,0,0,0,0,0,0,0,0
703,704,30201,30201,Bos Khnaor,57469.35,145682942.9,0,0,0,0,0,0,0,64
704,705,100503,100503,Snuol,82564.64,181671556.1,40,439,0,0,3,0,0,160
705,706,40605,40605,Kouk Banteay,40501.64,65040462.77,3,2,0,0,0,0,0,11
706,707,40205,40205,Prey Kri,30582.58,42593060.59,0,0,0,0,0,0,0,0
707,708,30407,30407,Trapeang Pring,89646.93,202907918.6,183,75,0,0,0,0,0,74
708,709,100104,100104,Kampong Damrei,131632.5,324340984.6,1422,276,0,0,7,0,0,381
709,710,40201,40201,Chol Sar,38991.24,36975750.75,0,0,0,0,0,0,0,0
710,711,31313,31313,Thma Pun,24646.51,31790704.85,0,0,0,0,0,0,0,0
711,712,40601,40601,Andoung Snay,37540.03,37920350.5,0,0,0,0,0,0,0,0
712,713,40610,40610,Rolea B'ier,27967.82,32566148.85,0,0,0,0,0,0,0,0
713,714,30613,30613,Srak,33404.29,68315143.16,14,0,0,0,0,0,0,3
714,715,40609,40609,Prey Mul,35332.69,45169061.71,0,0,0,0,0,0,0,0
715,716,30904,30904,Kaoh Pir,14464.91,10690634.64,0,0,0,0,0,0,0,0
716,717,30602,30602,Han Chey,22318.54,27523551.72,0,0,0,0,0,0,0,0
717,718,31306,31306,Krouch,21111.38,15817631.28,0,0,0,0,0,0,0,0
718,719,31305,31305,Kor,23055.43,26958415.2,0,0,0,0,0,0,0,0
719,720,100504,100504,Srae Char,109666.4,297894403,343,342,0,0,2,0,0,179
720,721,40807,40807,Tang Krasang,53406.19,131068579.4,0,0,0,0,0,0,0,0
721,722,31011,31011,Rumchek,87740.39,226032545,189,24,0,0,0,0,0,66
722,723,30903,30903,Kampong Treas,26464.1,22900805.27,4,0,0,0,0,0,0,0
723,724,40603,40603,Cheung Kreav,34572.57,55155543.89,0,2,0,0,0,0,0,0
724,725,30307,30307,Sdaeung Chey,33900.1,58751843.69,0,0,0,0,0,0,0,0
725,726,31315,31315,Trapeang Preah,35136.3,72469260.22,0,0,0,0,0,0,0,0
726,727,40802,40802,Chieb,99641.16,350167025.7,1712,568,5,0,0,0,0,148
727,728,40202,40202,Kaoh,50012.09,112624083.3,0,0,0,0,0,0,0,6
728,729,100502,100502,Pir Thnu,147110.14,588406586.8,1616,690,0,0,18,0,0,832
729,730,30310,30310,Trapeang Kor,21366.6,27078335.91,0,0,0,0,0,0,0,0
730,731,31615,31615,Peam Chileang,34006.55,53482665.32,14,0,0,0,0,0,0,39
731,732,30610,30610,Ou Svay,27032,30286043.31,0,0,0,0,0,0,0,0
732,733,31616,31616,Roka Po Pram,81867.7,200574049.3,9,4,0,0,0,0,0,5
733,734,40805,40805,Khlong Popok,48607.75,109413510.1,55,32,0,0,0,0,0,16
734,735,30612,30612,Rumchek,15818.46,14277393.22,0,0,0,0,0,0,0,0
735,736,31301,31301,Baray,22356.39,28176149.46,0,0,0,0,0,0,0,0
736,737,40613,40613,Tuek Hout,35213.78,47367602.79,0,0,0,0,0,0,0,0
737,738,30603,30603,Kien Chrey,22075.94,25062168.99,0,0,0,0,0,0,0,2
738,739,40508,40508,Saeb,34066.97,34448641.23,0,0,0,0,0,0,0,0
739,740,90701,90701,Ta Tey Leu,206163.03,1780473649,19570,4,0,0,290,0,0,244
740,741,30614,30614,Trean,27140.26,43187482.43,0,0,0,0,0,0,0,8
741,742,30110,30110,Tang Krasang,31679.45,42553664.75,0,0,0,0,0,0,0,0
742,743,30607,30607,Kaoh Samraong,29474.3,30451992.14,0,0,0,0,0,0,0,0
743,744,30112,30112,Tumnob,17992.76,19012106.9,0,0,0,0,0,0,0,0
744,745,31310,31310,Sour Saen,18578.16,20004228.5,0,0,0,0,0,0,0,0
745,746,31309,31309,Prey Chhor,16823.36,15430146.85,0,0,0,0,0,0,0,0
746,747,31621,31621,Thma Pechr,43251.3,82724147.01,11,3,0,0,0,0,0,30
747,748,30309,30309,Srama,22268.46,25250419.14,0,0,0,0,0,0,0,0
748,749,30402,30402,Dambae,44078.65,85484852.51,20,0,0,0,0,0,0,0
749,750,30303,30303,Phdau Chum,35119.45,39541412.06,0,0,0,0,0,0,0,0
750,751,30302,30302,Kouk Rovieng,32211.8,26222821.92,0,0,0,0,0,0,0,0
751,752,30609,30609,Krala,22862.9,28864159.29,0,0,0,0,0,0,0,0
752,753,31304,31304,Khvet Thum,16808.15,17228595.95,0,0,0,0,0,0,0,0
753,754,30308,30308,Soutip,32087.5,26254719.51,0,0,0,0,0,0,0,0
754,755,30301,30301,Khnaor Dambang,31629.02,38359262.98,2,0,0,0,0,0,0,0
755,756,50403,50403,Trapeang Chour,112321.88,509384189.7,2514,1657,0,0,0,0,0,242
756,757,30104,30104,Cheung Prey,17482.01,17715125.64,0,0,0,0,0,0,0,0
757,758,40501,40501,Ampil Tuek,69982.62,109471697.6,0,0,0,0,0,0,0,0
758,759,31602,31602,Boeng Pruol,25762.74,25653174.42,0,0,0,0,0,0,0,2
759,760,31303,31303,Chrey Vien,26525.11,23463279.76,0,0,0,0,0,0,0,0
760,761,30611,30611,Ro'ang,24236.13,32350664.81,11,0,0,0,0,0,0,2
761,762,31312,31312,Srangae,25795.54,18983087.1,0,0,0,0,0,0,0,0
762,763,31307,31307,Lvea,25683.41,33596980.44,0,0,0,0,0,0,0,0
763,764,30105,30105,Me Pring,29058.14,41508207.63,0,0,0,0,0,0,0,0
764,765,40801,40801,Akphivoadth,38821.09,66513963.91,0,0,0,0,0,0,0,0
765,766,40502,40502,Chhuk Sa,44081.01,66766076.07,0,0,0,0,0,0,0,0
766,767,40509,40509,Ta Ches,37018.11,53309695.44,0,0,0,0,0,0,0,0
767,768,31308,31308,Mien,29629.28,44958592.41,0,0,0,0,0,0,0,0
768,769,30304,30304,Prey Char,26533.59,23109835.63,0,0,0,0,0,0,0,0
769,770,30615,30615,Vihear Thum,25587.35,34910903.92,1,0,0,0,0,0,0,0
770,771,31311,31311,Samraong,21589.54,25157932.55,0,0,0,0,0,0,0,0
771,772,40702,40702,Khnar Chhmar,24385.2,27610770.28,0,0,0,0,0,0,0,0
772,773,30106,30106,Ph'av,23249.94,16031793.89,0,0,0,0,0,0,0,0
773,774,40803,40803,Chaong Maong,35445.72,64992884.54,1,0,0,0,0,0,0,0
774,775,31006,31006,Kampoan,76742.98,212775297,13,20,0,0,0,0,0,38
775,776,31314,31314,Tong Rong,15794.72,14104781.67,0,0,0,0,0,0,0,0
776,777,30601,30601,Ampil,26125.6,27467403.96,0,0,0,0,0,0,0,0
777,778,40808,40808,Tuol Khpos,58366.38,134393827,128,155,0,0,0,0,0,11
778,779,31605,31605,Chirou Muoy,27107.44,36896812.89,0,0,0,0,0,0,0,8
779,780,90501,90501,Bak Khlang,194906.69,1365927835,13052,7,0,0,426,4,0,439
780,781,30706,30706,Preaek Krabau,28607.85,46509943.98,0,0,0,0,0,0,0,4
781,782,31612,31612,Kor,49387.75,78302832.03,0,6,0,0,0,0,0,0
782,783,31606,31606,Chirou Pir,34822.54,63296984.28,7,0,0,0,0,0,0,12
783,784,30403,30403,Kouk Srok,47550.21,77440762.81,0,0,0,0,0,0,0,0
784,785,30501,30501,Boeng Kok,10691.01,4158182.18,0,0,0,0,0,0,0,0
785,786,40804,40804,Kbal Tuek,88311.86,245859134.7,459,297,0,0,0,0,0,39
786,787,30101,30101,Batheay,47177.73,91982079.89,0,0,0,0,0,0,0,0
787,788,40510,40510,Thma Edth,28929.1,34226981.9,0,0,0,0,0,0,0,0
788,789,31622,31622,Tonle Bet,39333.84,51294140.53,14,0,0,0,0,0,0,3
789,790,30707,30707,Reay Pay,42681.67,79143079.61,0,0,0,0,0,0,0,0
790,791,30502,30502,Kampong Cham,5756.3,1619387.59,0,0,0,0,0,0,0,0
791,792,30711,30711,Sour Kong,27078.18,34475391.19,0,0,0,0,0,0,0,0
792,793,30504,30504,Veal Vong,8678.33,3142230.31,0,0,0,0,0,0,0,0
793,794,40503,40503,Chres,32553.37,37456876.65,0,0,0,0,0,0,0,0
794,795,30709,30709,Roka Koy,28111.96,37572698.02,1,0,0,0,0,0,0,0
795,796,31623,31623,Vihear Luong,44177.06,71640757.7,0,5,0,0,0,0,0,3
796,797,30503,30503,Sambuor Meas,19308.77,14311961.4,0,0,0,0,0,0,0,0
797,798,30701,30701,Angkor Ban,18251.62,19030290.43,0,0,0,0,0,0,0,2
798,799,30606,30606,Kaoh Roka,19352.26,18630945.2,0,0,0,0,0,0,0,1
799,800,31014,31014,Tonlung,82105.65,254988736.5,218,172,0,0,0,0,0,0
800,801,40703,40703,Krang Lvea,60166.32,173270297,0,59,0,0,0,0,0,2
801,802,30605,30605,Kaoh Mitt,21112.77,19160226.96,0,0,0,0,5,0,0,0
802,803,30604,30604,Kokor,18762,21509931.69,8,0,0,0,0,0,0,2
803,804,30102,30102,Chbar Ampov,29182.64,41838052.59,0,0,0,0,0,0,0,0
804,805,31608,31608,Chob,39153.31,50813778.96,3,9,0,0,0,0,0,12
805,806,31619,31619,Suong,40639.24,37911516.64,0,0,0,0,0,0,0,0
806,807,31007,31007,Memong,42489.09,69254349.57,2,2,0,0,0,0,0,0
807,808,40709,40709,Thlok Vien,25037.79,39712547.28,0,0,0,0,0,0,0,0
808,809,31004,31004,Choam Ta Mau,59631,98981453.41,5,2,0,0,0,0,0,0
809,810,40504,40504,Kampong Tralach,33768.51,37803240.01,0,0,0,0,0,0,0,3
810,811,31613,31613,Lngieng,29626.22,26636923.73,0,0,0,0,0,0,0,0
811,812,30705,30705,Preaek Koy,31142.19,44138977.58,0,0,0,0,0,0,0,0
812,813,30704,30704,Peam Chi Kang,25266.18,22423044.89,2,0,0,0,0,0,0,0
813,814,40506,40506,Ou Ruessei,19814.83,19943282.94,0,2,0,0,0,0,0,0
814,815,30703,30703,Khchau,21904.35,25620174.16,0,0,0,0,0,0,0,0
815,816,50801,50801,Amleang,81599.03,242810665.5,88,902,0,0,0,0,0,54
816,817,30406,30406,Tuek Chrov,50415.53,82257258.36,8,0,0,0,0,0,0,0
817,818,30401,30401,Chong Cheach,46463.64,70503878.81,0,0,0,0,0,0,0,0
818,819,40507,40507,Peani,19053.67,21573556.76,0,0,0,0,0,0,0,0
819,820,30802,30802,Kaoh Soutin,24303.27,25863987.93,0,0,0,0,0,0,0,0
820,821,50406,50406,,156131.41,823209971.8,3691,2450,0,0,16,0,0,1584
821,822,31618,31618,Sralab,39065.15,80616932.2,0,0,0,0,0,0,0,0
822,823,30608,30608,Kaoh Tontuem,13196.73,7136866.82,0,0,0,0,0,0,0,0
823,824,31411,31411,Ruessei Srok,15435.3,11761428.02,0,0,0,0,0,0,0,0
824,825,90702,90702,Pralay,140698.53,764125560.8,8266,39,0,0,64,0,0,368
825,826,30103,30103,Chealea,31878.78,43613956.52,0,0,0,0,0,0,0,0
826,827,31016,31016,Kokir,41100.46,64018876.04,1,4,0,0,0,0,0,3
827,828,31413,31413,Svay Sach Phnum,18001,13887718.23,0,0,0,0,0,0,0,2
828,829,31404,31404,Kaoh  Andaet,15110.92,13169794.9,0,0,0,0,0,0,0,0
829,830,30805,30805,Moha Khnhoung,21769.45,23667613.52,0,0,0,0,0,0,0,0
830,831,30107,30107,Sambour,42427.71,94662572.34,0,0,0,0,0,0,0,0
831,832,40708,40708,Tbaeng Khpos,42973.85,70371104.41,0,0,0,0,0,0,0,0
832,833,30801,30801,Kampong Reab,20510.34,24915256.42,0,0,0,0,0,0,0,0
833,834,30808,30808,Preaek Ta Nong,30087.76,38137407.45,9,0,0,0,0,0,0,0
834,835,31410,31410,Preaek Rumdeng,35737.15,44981593.21,0,0,0,0,0,0,0,0
835,836,40705,40705,Sedthei,30383.72,50287457.77,0,0,0,0,0,0,0,0
836,837,50405,50405,Ta Sal,124889.12,473768786.9,754,2937,0,0,0,0,0,324
837,838,31614,31614,Moung Riev,30212.3,32068278.39,0,0,0,0,0,0,0,0
838,839,31408,31408,Preaek Dambouk,22423.34,25555897.54,0,0,0,0,0,0,0,0
839,840,40505,40505,Longveaek,34179.21,49335925.34,0,0,0,0,0,0,0,0
840,841,31107,31107,Preah Theat,37199.53,48640103.36,0,0,0,0,0,0,0,1
841,842,30806,30806,Peam Prathnuoh,26852.03,19703613.42,0,0,0,0,0,0,0,16
842,843,30702,30702,Kang Ta Noeng,23422.21,32364268.19,0,0,0,0,0,0,0,0
843,844,30708,30708,Roka ar,21414.32,28615902.24,0,0,0,0,0,0,0,0
844,845,31106,31106,Peam Cheang,27785.22,32027484.04,0,1,0,0,0,0,0,0
845,846,30404,30404,Neang Teut,19017.22,20844702.3,0,0,0,0,0,0,0,0
846,847,30807,30807,Pongro,17742.17,8294382.2,0,0,0,0,0,0,0,14
847,848,31204,31204,Kandaol Chrum,38930.3,70029294.75,1,6,0,0,0,0,0,0
848,849,31013,31013,Tramung,43489.38,81826405.08,0,0,0,0,0,0,0,0
849,850,30710,30710,Sdau,17854.61,14701576.15,0,0,0,0,0,0,0,0
850,851,31406,31406,Pteah Kandal,22450.62,24763716.9,0,0,0,0,0,0,0,0
851,852,80905,80905,Kaoh Chen,28333.74,35263691.91,0,0,0,0,0,0,0,0
852,853,31401,31401,Baray,32232.09,56878877.88,0,0,0,0,0,0,0,0
853,854,30109,30109,Tang Krang,32523.17,37625017.89,0,0,0,0,0,0,0,0
854,855,40707,40707,Svay Chuk,55491.91,116103989.8,0,2,0,0,0,0,0,0
855,856,80903,80903,Kampong Luong,25281.27,18676771.48,0,0,0,0,0,0,0,0
856,857,30803,30803,Lve,29922.69,30930749.25,0,0,0,0,0,0,0,6
857,858,31604,31604,Chikor,36461.83,46171921.9,0,0,0,0,0,0,0,0
858,859,80707,80707,Roka Kaong Muoy,16238.16,9092965.55,0,0,0,0,0,0,0,0
859,860,31209,31209,Veal Mlu,33421.89,34429612.17,0,0,0,0,0,0,0,5
860,861,80711,80711,Svay Ampear,25180.17,20357185.8,0,0,0,0,0,0,0,0
861,862,31008,31008,Memot,32351.22,46042316.4,0,0,0,0,0,0,0,0
862,863,31207,31207,Popel,24684.73,36007047.57,2,0,0,0,0,0,0,0
863,864,31601,31601,Anhchaeum,36278.43,61425422.53,0,0,0,0,0,0,0,0
864,865,31005,31005,Dar,47359.84,112267547.7,2,0,0,0,0,0,0,2
865,866,141207,141207,Preaek Changkran,17477.65,7721961.43,0,0,0,0,0,0,0,0
866,867,30804,30804,Moha Leaph,18358.37,14949817.39,0,0,0,0,0,0,0,2
867,868,40706,40706,Svay,28269.55,39132685.33,0,0,0,0,0,0,0,0
868,869,31206,31206,Kraek,54733.55,152587542.5,19,5,0,0,0,0,0,9
869,870,40704,40704,Peam,49934.2,100841268.6,0,1,0,0,0,0,0,0
870,871,141204,141204,Pnov Ti Muoy,29045.42,35597205.38,0,0,0,0,0,0,0,0
871,872,80708,80708,Roka Kaong Pir,9802.06,6318276.87,0,0,0,0,0,0,0,0
872,873,31003,31003,Choam Kravien,80627.82,215584262.3,59,1,0,0,0,0,0,1
873,874,40701,40701,Chhean Laeung,39059.67,54291708.47,0,10,0,0,0,0,0,0
874,875,31108,31108,Tuol Sophi,46051.96,47291512.66,0,0,0,0,0,0,0,0
875,876,31409,31409,Preaek Pou,21380.14,26986703.64,0,0,0,0,0,0,0,0
876,877,80317,80317,Ta Aek,16783.3,13706017.31,0,0,0,0,0,0,0,0
877,878,31405,31405,Mean Chey,15816.14,11393690.71,0,0,0,0,0,0,0,0
878,879,141210,141210,Rumlech,32758.71,30971157.46,0,0,0,0,0,0,0,0
879,880,31105,31105,Mien,29171.57,47380025.68,0,0,0,0,0,0,0,0
880,881,141203,141203,Lve,20072.43,17374320.53,0,0,0,0,0,0,0,0
881,882,31101,31101,Ampil Ta Pok,24279.51,27190527.61,0,0,0,0,0,0,0,0
882,883,80704,80704,Preaek Dambang,21547.23,18973187.25,0,0,0,0,0,0,0,0
883,884,80914,80914,Vihear Luong,16409.97,7895988.49,0,0,0,0,0,0,0,0
884,885,80304,80304,Kaoh Chouram,20626.05,15495103.46,0,0,0,0,0,0,0,2
885,886,31103,31103,Damrel,28981.08,45121017.38,0,4,0,0,0,0,0,0
886,887,31407,31407,Pram Yam,23793.74,36330088.83,0,0,0,0,0,0,0,0
887,888,80904,80904,Kampong Os,43407.97,68602904.71,0,0,0,0,0,0,0,2
888,889,31102,31102,Chak,42049.86,59797492.6,0,0,0,0,0,0,0,0
889,890,141202,141202,Chrey Khmum,32418.02,37329236.48,0,0,0,0,0,0,0,0
890,891,50511,50511,Veang Chas,11960.27,7113530.82,0,0,0,0,0,0,0,0
891,892,31104,31104,Kong Chey,26422.3,34392259.27,0,0,0,0,0,0,0,0
892,893,80710,80710,Sambuor Meas,47908.37,78978367.12,30,0,0,0,0,0,0,6
893,894,80911,80911,Phsar Daek,20875.84,15449761.38,0,7,0,0,0,0,0,0
894,895,31205,31205,Kaong Kang,30100.2,46709340.98,1,0,0,0,0,0,0,0
895,896,80316,80316,Svay Romiet,17649.48,14132250.01,0,0,0,0,0,0,0,0
896,897,50507,50507,Preah Srae,26175.27,34495388.81,0,0,0,0,0,0,0,0
897,898,141205,141205,Pnov Ti Pir,26066.89,30619928.51,0,0,0,0,0,0,0,0
898,899,50510,50510,Veal  Pung,34820.58,53088776.1,0,0,0,0,0,0,0,0
899,900,31202,31202,Doun Tei,46351.2,102006690.6,0,4,0,0,0,0,0,0
900,901,31412,31412,Svay Pou,20513.49,22432677.94,0,0,0,0,0,0,0,0
901,902,31015,31015,Treak,29333.54,37276804.73,0,0,0,0,0,0,0,0
902,903,31403,31403,Khnar Sa,21009.2,15121329.53,0,0,0,0,0,0,0,0
903,904,80907,80907,Ponhea Lueu,18576.22,10368047.73,0,0,0,0,0,0,0,0
904,905,50807,50807,Veal Pon,26956.33,31365301.84,0,0,0,0,0,0,0,0
905,906,80709,80709,Ruessei Chrouy,21048.03,23852780.17,0,0,0,0,0,0,0,3
906,907,140805,140805,Mesa Prachan,41074.51,30840941.01,0,0,0,0,2,0,0,0
907,908,31001,31001,Chan Mul,25294.98,28695794.66,0,0,0,0,0,0,0,0
908,909,140809,140809,Prey Sralet,44575.21,72369363.33,0,0,0,0,1,0,0,0
909,910,31203,31203,Kak,72705.54,179325002.8,10,31,0,0,0,0,0,0
910,911,141208,141208,Prey Daeum Thnoeng,25426.92,22202312.75,0,0,0,0,0,0,0,0
911,912,80906,80906,Phnum Bat,29641.29,33181949.27,0,0,0,0,0,0,0,0
912,913,80306,80306,Preah Prasab,14210.5,12491405.15,0,0,0,0,0,0,0,1
913,914,31414,31414,Tong Tralach,23812.15,19712413.44,0,0,0,0,0,0,0,0
914,915,31010,31010,Rung,32764.11,33427143.86,0,0,0,0,0,0,0,0
915,916,80913,80913,Tumnob Thum,35456.78,26405876.33,0,0,0,0,0,0,0,0
916,917,80703,80703,Preaek Anhchanh,29020.29,42655203.34,0,0,0,0,0,0,0,0
