fid,KHUM50_,KHUM50_ID,CODEKHUM,KHUM_NAME,PERIMETER,AREA,HISTO_50,HISTO_60,HISTO_61,HISTO_62,HISTO_70,HISTO_80,HISTO_90,HISTO_100
1213,1214,80127,80127,Trapeang Veaeng,15711.52,12187710.27,0,0,0,0,0,0,0,0
1214,1215,80109,80109,Kouk Trab,13559.89,6663774.91,0,0,0,0,0,0,0,0
1215,1216,140701,140701,Ba Baong,32977.64,50464078.59,0,0,0,0,0,0,0,0
1216,1217,80108,80108,Thmei,11198.94,6136700.11,0,0,0,0,0,0,0,0
1217,1218,200411,200411,Mukh Da,24911.47,29251189.09,0,0,0,0,0,0,0,0
1218,1219,200407,200407,Doung,35607.16,55357837.82,6,0,0,0,0,0,0,0
1219,1220,140109,140109,Theay,29672.58,38817543.77,0,0,0,0,0,0,0,0
1220,1221,140502,140502,Chres,29335,43751305.01,0,0,0,0,0,0,0,0
1221,1222,80128,80128,Trea,24127.62,20577339.51,0,0,0,0,0,0,0,0
1222,1223,50313,50313,Veal,25020.27,27060036.36,0,0,0,0,0,0,0,0
1223,1224,200412,200412,Mream,35305,57690858.56,0,39,0,0,0,0,0,0
1224,1225,50604,50604,Kiri Voan,22047.08,26671366.55,0,12,0,0,0,0,0,0
1225,1226,50301,50301,Angk Popel,17593.1,18786638.33,0,0,0,0,0,0,0,0
1226,1227,140503,140503,Chi Phok,49036.37,62107664.07,0,0,0,0,0,0,0,10
1227,1228,80101,80101,Ampov Prey,21998.99,13807539.99,0,0,0,0,0,0,0,6
1228,1229,200415,200415,Trapeang Sdau,36803.71,56040987.46,0,0,0,0,0,0,0,0
1229,1230,90105,90105,,60377.27,106941337.4,543,25,0,0,30,0,0,185
1230,1231,50304,50304,Pechr Muni,18250.3,15901780.22,0,0,0,0,0,0,0,0
1231,1232,50704,50704,Krang Ampil,39541.72,69581630.79,1,65,0,0,0,0,0,0
1232,1233,50600,50600,,74223.13,148508724.2,1077,2,0,0,73,0,0,249
1233,1234,81015,81015,Traeuy Sla,30677.85,49458079.33,0,0,0,0,0,0,0,5
1234,1235,80116,80116,Preaek Slaeng,22614.86,10793104.16,0,0,0,0,0,0,0,15
1235,1236,81010,81010,S'ang Phnum,27554.91,41565183.69,0,0,0,0,0,0,0,15
1236,1237,80115,80115,Preaek Roka,15803.84,11153136.04,0,0,0,0,0,0,0,0
1237,1238,50613,50613,Traeng Trayueng,97814.19,452564277.1,140,381,0,0,0,0,0,5
1238,1239,80125,80125,Tbaeng,21875.58,22326695.65,0,0,0,0,0,0,0,0
1239,1240,50306,50306,Prey Nheat,26747.44,32668165.63,0,0,0,0,0,0,0,0
1240,1241,81008,81008,Preaek Koy,18830.43,15242129.92,0,0,0,0,0,0,0,0
1241,1242,50607,50607,Ou,31922.27,48655449.34,0,23,0,0,0,0,0,0
1242,1243,80104,80104,Boeng Khyang,24873.09,18774578.03,0,0,0,0,0,0,0,4
1243,1244,81006,81006,Prasat,39230.86,84640595.03,0,0,0,0,0,0,0,0
1244,1245,140101,140101,Boeng Preah,26399.2,41270398.63,0,0,0,0,0,0,0,0
1245,1246,50311,50311,Srang,36525.34,74282837.56,13,65,0,0,0,0,0,0
1246,1247,50312,50312,Tuek L'ak,20832.53,15772124.88,0,0,0,0,0,0,0,0
1247,1248,80207,80207,Kokir Thum,32408.6,40268596.11,0,0,0,0,0,0,0,1
1248,1249,140505,140505,Prey Rumdeng,32575.97,31193724.08,0,0,0,0,0,0,0,0
1249,1250,210208,210208,Lumpong,26448.21,23445374.09,0,1,0,0,0,0,0,0
1250,1251,210207,210207,Krang thnong,34542.47,38148962.27,0,21,0,0,0,0,0,0
1251,1252,210210,210210,Pot Sar,32614.33,37523892.47,0,0,0,0,0,0,0,0
1252,1253,210212,210212,Tang Doung,17812.36,20318740.78,0,0,0,0,0,0,0,0
1253,1254,50609,50609,Prey Kmeng,30979.24,53987753,0,82,0,0,0,0,0,0
1254,1255,140104,140104,Reaks Chey,29588.58,42801926.31,0,0,0,0,0,0,0,0
1255,1256,50302,50302,Chongruk,25848.03,29066796.57,0,0,0,0,0,0,0,0
1256,1257,140705,140705,Peam Ro,25165.38,17514448.27,0,0,0,0,0,0,0,0
1257,1258,81004,81004,Kaoh Khsach Tonlea,14295.97,9424210.69,0,0,0,0,0,0,0,0
1258,1259,200404,200404,Angk Prasrae,28185.7,30214220.97,0,0,0,0,0,0,0,0
1259,1260,81016,81016,Tuek Vil,19739.65,21356932.03,0,0,0,0,0,0,0,0
1260,1261,200405,200405,Chantrei,29379.63,27808902.84,0,0,0,0,0,0,0,0
1261,1262,80501,80501,Kampong Phnum,37307.95,78956095.77,0,0,0,0,0,0,0,36
1262,1263,90203,90203,Preaek Khsach,111198.87,290395357.3,2458,29,0,0,39,0,0,136
1263,1264,90802,90802,Kampong Seila,114470.96,330714878,1846,15,0,0,74,0,0,274
1264,1265,81014,81014,Ta Lon,24916.56,30610079.7,0,0,0,0,0,0,0,2
1265,1266,50602,50602,Choam Sangkae,61449.9,128553735.1,9,354,0,0,0,0,0,0
1266,1267,90101,90101,Andoung Tuek,109925.86,407689613,3250,8,0,0,46,0,0,204
1267,1268,50110,50110,Svay Chacheb,36523.09,63101761.83,0,63,0,0,0,0,0,0
1268,1269,210204,210204,Kandoeng,34021.08,40619667.29,0,0,0,0,0,0,0,0
1269,1270,140702,140702,Banlich Prasat,24115.23,17557808,0,0,0,0,0,0,0,0
1270,1271,140108,140108,Spueu Kha,24246.33,29288503.73,0,0,0,0,0,0,0,25
1271,1272,81005,81005,Krang Yov,30345.88,50769609,0,0,0,0,0,0,0,0
1272,1273,140508,140508,Trapeang Srae,36267.7,43169965.65,0,0,0,0,0,0,0,3
1273,1274,50603,50603,Dambouk Rung,65677.35,174753311.8,2,547,0,0,0,0,0,0
1274,1275,140105,140105,Roung Damrei,32316.63,47288417.8,0,0,0,0,0,0,0,0
1275,1276,210211,210211,Souphi,16046.93,11533507.7,0,0,0,0,0,0,0,0
1276,1277,140706,140706,Preaek Khsay Ka,11599.61,6556682.48,0,0,0,0,0,0,0,0
1277,1278,50112,50112,Tuol Sala,26551.55,28420561.44,0,25,0,0,0,0,0,0
1278,1279,210202,210202,Champei,17957.16,19972366.33,0,0,0,0,0,0,0,0
1279,1280,140501,140501,Angkor Sar,36789.47,30802691.81,0,0,0,0,0,0,0,0
1280,1281,200305,200305,Kampong Ampil,24020.26,24383939.48,0,0,0,0,0,0,0,0
1281,1282,200310,200310,Thna Thnong,26912.55,29474878.59,2,0,0,0,0,0,0,0
1282,1283,81003,81003,Kaoh Khael,19567.97,20524836.65,0,0,0,0,0,0,0,0
1283,1284,50310,50310,Snam Krapeu,28251.87,31277530.33,0,0,0,0,0,0,0,0
1284,1285,210205,210205,Komar Reachea,25356.2,27129044.61,0,0,0,0,0,0,0,0
1285,1286,140107,140107,Spueu Ka,20528.2,23066326.06,0,0,0,0,0,0,0,0
1286,1287,90102,90102,Kandaol,64282.27,156885207.1,463,19,0,0,3,0,0,118
1287,1288,200302,200302,Thmea,22187.37,19633790.47,0,0,0,0,0,0,0,0
1288,1289,210203,210203,Doung,20798.45,24396204.21,0,0,0,0,0,0,0,0
1289,1290,81001,81001,Khpob,33795.62,33293244.88,0,0,0,0,0,0,0,0
1290,1291,210215,210215,Trapeang Sab,21561.76,24114529.28,0,0,0,0,0,0,0,0
1291,1292,200304,200304,Chrung Popel,23231.33,25319484.82,0,0,0,0,0,0,0,0
1292,1293,140102,140102,Cheung Phnum,30442.39,39630648.33,0,0,0,0,0,0,0,0
1293,1294,200508,200508,Doun Sa,23365.3,27243472,0,0,0,0,0,0,0,0
1294,1295,200516,200516,Svay Yea,32388.88,37435600.43,0,0,0,0,0,0,0,0
1295,1296,140103,140103,Chheu Kach,30843.94,34565214.61,0,0,0,0,0,0,0,0
1296,1297,50114,50114,Svay Rumpea,23918.05,24128430.26,0,0,0,0,0,0,0,0
1297,1298,140703,140703,Neak Loeang,21028.38,18794944.83,0,0,0,0,0,0,0,0
1298,1299,140707,140707,Preaek Khsay Kha,7929.88,3826472.13,0,0,0,0,0,0,0,0
1299,1300,80506,80506,Preaek Tonloab,38766.94,79091000.55,0,0,0,0,0,0,0,0
1300,1301,200301,200301,Bos Mon,27500.89,32032845.38,0,0,0,0,0,0,0,0
1301,1302,210209,210209,Pea Ream,19490.18,24259400.69,0,0,0,0,0,0,0,0
1302,1303,50303,50303,Moha Ruessei,21659.68,20295780.74,0,0,0,0,0,0,0,0
1303,1304,140306,140306,Kou Khchak,31986.5,56620475.85,0,5,0,0,0,0,0,0
1304,1305,210214,210214,Trapeang Krasang,20651.83,17738750.11,0,0,0,0,0,0,0,0
1305,1306,50309,50309,Sdok,24972.73,26903119.87,0,0,0,0,0,0,0,0
1306,1307,50115,50115,Preah Khae,35515.39,38507825.07,0,16,0,0,0,0,0,0
1307,1308,140905,140905,Kampong Soeng,28224.44,39425320.46,0,0,0,0,0,0,0,0
1308,1309,200306,200306,Meun Chey,21618.09,25231466.66,0,0,0,0,0,0,0,0
1309,1310,210206,210206,Krang Leav,25231.49,26119486.77,0,0,0,0,0,0,0,0
1310,1311,81007,81007,Preaek Ambel,31588.48,50531527.01,0,0,0,0,0,0,0,0
1311,1312,50102,50102,Kat Phluk,36085.79,47530960.08,0,60,0,0,0,0,0,0
1312,1313,140106,140106,Sdau Kaong,32514.08,45723557.83,0,0,0,0,0,0,0,0
1313,1314,210201,210201,Chambak,18654.23,19598938.05,0,0,0,0,0,0,0,0
1314,1315,80408,80408,Pouthi Ban,37585.6,69356680.53,0,0,0,0,0,0,0,0
1315,1316,80407,80407,Leuk Daek,44771.78,55411414.04,2,0,0,0,0,0,0,20
1316,1317,200513,200513,Svay Angk,22894.73,21799301.14,0,0,0,0,0,0,0,0
1317,1318,210604,210604,Char,32519.1,30641191.84,0,0,0,0,0,0,0,0
1318,1319,50307,50307,Prey Vihear,20785.53,27320835.07,0,0,0,0,0,0,0,0
1319,1320,200501,200501,Angk Ta Sou,17722.65,13285563.86,0,0,0,0,0,0,0,0
1320,1321,200308,200308,Sangkae,21302.27,25990726.18,0,0,0,0,0,0,0,0
1321,1322,140305,140305,Kansaom Ak,29613.89,41326423.23,0,0,0,0,0,0,0,0
1322,1323,210213,210213,Tnaot,26279.31,18645457.61,0,0,0,0,0,0,0,0
1323,1324,200309,200309,Svay Chek,29993.39,31369945.14,0,0,0,0,0,0,0,0
1324,1325,50113,50113,Kak,23500.44,23583598.48,0,0,0,0,0,0,0,0
1325,1326,140607,140607,Preaek Krabau,16651.13,16346948.09,0,0,0,0,0,0,0,0
1326,1327,140910,140910,Rumchek,29365.19,41722068.07,0,0,0,0,0,0,0,0
1327,1328,140601,140601,Angkor Angk,35452.57,34898499.16,0,0,0,0,0,0,0,0
1328,1329,200517,200517,Thlok,19967.62,19613260.62,0,0,0,0,0,0,0,0
1329,1330,210707,210707,Rovieng,35289.4,40832759.35,0,0,0,0,0,0,0,0
1330,1331,200307,200307,Pong Tuek,28464.89,38056805.12,0,0,0,0,0,0,0,0
1331,1332,200702,200702,Kokir Saom,35284.44,63441924.03,0,0,0,0,0,0,0,36
1332,1333,50104,50104,Pheakdei,29597.92,40225102.66,0,22,0,0,0,0,0,0
1333,1334,80505,80505,Preaek Dach,32215.35,62035330.66,0,0,0,0,0,0,0,0
1334,1335,140907,140907,Lvea,22109.44,28604744.3,0,0,0,0,0,0,0,0
1335,1336,210607,210607,Kdanh,16885.94,12115266.96,0,0,0,0,0,0,0,0
1336,1337,210613,210613,Tang Yab,17647.8,16016231.12,0,0,0,0,0,0,0,0
1337,1338,50105,50105,Pheari Mean Chey,24093.32,21186081.04,0,0,0,0,0,0,0,0
1338,1339,210612,210612,Snao,25579.54,24259684.37,0,0,0,0,0,0,0,0
1339,1340,210705,210705,Khvav,22414.23,29031237.32,0,0,0,0,0,0,0,0
1340,1341,140311,140311,Prey Chhor,23793.12,27841001.85,0,0,0,0,0,0,0,0
1341,1342,80405,80405,Kaoh Thum Kha,18130.71,15240399.33,0,0,0,0,0,0,0,0
1342,1343,210704,210704,Chumreah Pen,31091.02,32582138.25,0,0,0,0,0,0,0,0
1343,1344,200510,200510,Kraol Kou,31016.44,42866680.85,0,0,0,0,0,0,0,0
1344,1345,200303,200303,Chak,22139.21,23541440.57,0,0,0,0,0,0,0,0
1345,1346,50109,50109,Pou Mreal,33290.89,49177601.91,0,0,0,0,0,0,0,0
1346,1347,50111,50111,Tuol Ampil,21574.43,24904255.21,0,0,0,0,0,0,0,0
1347,1348,90202,90202,Phnhi Meas,79610.82,216498340.5,2061,4,0,0,14,0,0,63
1348,1349,140906,140906,Krang Svay,23622.41,24793331.11,0,0,0,0,0,0,0,0
1349,1350,200706,200706,Prey Ta Ei,29198.68,39817035.88,0,0,0,0,0,0,0,1
1350,1351,140610,140610,Svay Phluoh,29668.26,35008223.5,0,0,0,0,0,0,0,0
1351,1352,80404,80404,Kaoh Thum Ka,13295.66,8580271.54,0,0,0,0,0,0,0,0
1352,1353,210710,210710,Sla,19482.77,20161810.66,0,0,0,0,0,0,0,0
1353,1354,200509,200509,Kouk Pring,27501.98,27502419.54,0,0,0,0,0,0,0,0
1354,1355,50101,50101,Basedth,28554.49,33300268.41,0,0,0,0,0,0,0,0
1355,1356,80403,80403,Kampong Kong,29796.26,39926275.65,4,0,0,0,0,0,0,0
1356,1357,140307,140307,Kampong Trabaek,23846.96,28761865.75,0,0,0,0,0,0,0,0
1357,1358,200711,200711,Svay Rumpea,23397.67,25810883.09,0,0,0,0,0,0,0,27
1358,1359,90602,90602,Chi Kha Kraom,47963.32,71398024.11,185,0,0,0,0,0,0,47
1359,1360,140309,140309,Prasat,27106.76,32069716.75,0,0,0,0,0,0,0,0
1360,1361,50103,50103,Nitean,24493.15,29726780.63,0,0,0,0,0,0,0,0
1361,1362,210610,210610,Prey Lvea,21895.01,20852065.44,0,0,0,0,0,0,0,0
1362,1363,200512,200512,Pouthi Reach,23479.72,22298971.02,0,0,0,0,0,0,0,0
1363,1364,70309,70309,Trapeang Plang,128282.9,591803739,3188,688,0,0,0,0,0,0
1364,1365,210611,210611,Prey Phdau,20988.35,21100391.83,0,0,0,0,0,0,0,0
1365,1366,210606,210606,Kampong Reab,23800.29,19381386.41,0,0,0,0,0,0,0,0
1366,1367,80411,80411,Preaek Thmei,24179.44,31291461.16,0,0,0,0,0,0,0,0
1367,1368,50106,50106,Phong,20871.15,23275732.04,0,0,0,0,0,0,0,0
1368,1369,140909,140909,Reathor,38693.38,32105654.34,0,0,0,0,0,0,0,0
1369,1370,210603,210603,Champa,17526.36,15540308.24,0,0,0,0,0,0,0,0
1370,1371,210708,210708,Samraong,18672.99,17817171.01,0,0,0,0,0,0,0,0
1371,1372,200708,200708,Romeang Thkaol,33142.16,40272518.82,0,0,0,0,0,0,0,32
1372,1373,200710,200710,Sangkhoar,26597.93,29870306.39,0,0,0,0,0,0,0,0
1373,1374,80504,80504,Peam Reang,31612.81,51560023.49,0,0,0,0,0,0,0,0
1374,1375,210703,210703,Cheung Kuon,19212.46,21264088.09,0,0,0,0,0,0,0,0
1375,1376,70404,70404,Srae Chaeng,68918.89,177465079,0,286,0,0,0,0,0,5
1376,1377,140904,140904,Chey Kampok,30869.36,33739279.51,0,0,0,0,0,0,0,0
1377,1378,210602,210602,Ban Kam,30012.34,18362794.3,0,0,0,0,0,0,0,0
1378,1379,50107,50107,Pou Angkrang,28245.91,33133319.53,0,0,0,0,0,0,0,0
1379,1380,200514,200514,Svay Chrum,19563.03,13267109.64,0,0,0,0,0,0,0,0
1380,1381,210701,210701,Boeng Tranh Khang Cheung,21760.58,19447395.31,0,0,0,0,0,0,0,0
1381,1382,140310,140310,Pratheat,22226.58,28209194.19,0,0,0,0,0,0,0,0
1382,1383,90601,90601,Boeng Preav,67178.6,99730323.59,194,3,0,0,17,0,0,36
1383,1384,140301,140301,Ansaong,23400.31,28705783.21,0,0,0,0,0,0,0,0
1384,1385,70302,70302,Ta Kaen,106099.76,376407175.5,513,1037,0,0,0,0,0,16
1385,1386,200506,200506,Chek,27619.97,30258756.29,0,0,0,0,0,0,0,0
1386,1387,200507,200507,Chheu Teal,32086.22,37227889.46,0,0,0,0,0,0,0,0
1387,1388,210906,210906,Ou Saray,55518.75,107568910,0,0,0,0,0,0,0,0
1388,1389,200505,200505,Ta Suos,31668.42,40181496.55,0,0,0,0,0,0,0,0
1389,1390,200709,200709,Sambuor,31263.74,43857850.92,0,0,0,0,0,0,0,97
1390,1391,90607,90607,,40129.01,56399356.03,35,0,0,0,2,3,0,10
1391,1392,210608,210608,Pou Rumchak,35272.11,26427213.48,0,0,0,0,0,0,0,0
1392,1393,210605,210605,Kampeaeng,24060.99,26321622.12,0,0,0,0,0,0,0,0
1393,1394,210709,210709,Soeng,28661.53,30122578.15,0,0,0,0,0,0,0,0
1394,1395,200704,200704,Monourom,18042.76,16564296.85,0,0,0,0,0,0,0,0
1395,1396,50108,50108,Pou Chamraeun,26003.69,28608915.52,0,0,0,0,0,0,0,0
1396,1397,210702,210702,Boeng Tranh Khang Tboung,31029.09,33578665.49,0,0,0,0,0,0,0,0
1397,1398,90103,90103,Ta Nuon,100268.96,263218165.2,1667,24,0,0,102,0,0,408
1398,1399,140901,140901,Angkor Reach,31170.64,42272197.23,0,0,0,0,0,0,0,0
1399,1400,90801,90801,Chamkar Luong,62444.87,111567556.8,199,3,0,0,10,0,0,126
1400,1401,200705,200705,Popeaek,26617.72,41816406.82,0,0,0,0,0,0,0,51
1401,1402,140911,140911,Seena Reach Otdam,28593.78,49219843.53,0,0,0,0,0,0,0,0
1402,1403,80402,80402,Chrouy Ta Kaev,26492.48,35487739.13,0,0,0,0,0,0,0,0
1403,1404,140313,140313,Thkov,23631.01,29693541.54,0,0,0,0,0,0,0,0
1404,1405,140308,140308,Peam Montear,55927.66,71437006.39,0,0,0,0,0,0,0,0
1405,1406,200602,200602,Prey Chhlak,9041.39,4665876.25,0,0,0,0,0,0,0,0
1406,1407,140903,140903,Boeng Daol,28872.61,51414789.31,0,0,0,0,0,0,0,0
1407,1408,210609,210609,Prey Kabbas,28310.82,22160820.21,0,0,0,0,0,0,0,0
1408,1409,80410,80410,Preaek Sdei,29951.71,52928015.86,0,0,0,0,0,0,0,0
1409,1410,210711,210711,Trea,24204.86,25561092.42,0,0,0,0,0,0,0,0
1410,1411,200102,200102,Bavet,29169.94,48039480.36,0,3,0,0,0,0,0,5
1411,1412,200701,200701,Chrak Mtes,41660.49,64984118.97,0,0,0,0,0,0,0,0
1412,1413,210914,210914,Trapeang Thum Khang Cheu,31756.44,26737405.57,0,1,0,0,0,0,0,0
1413,1414,140602,140602,Kampong Prasat,38461.63,41996587.41,0,0,0,0,0,0,0,0
1414,1415,210104,210104,Ponley,44518.46,53999752.11,0,0,0,0,0,0,0,0
1415,1416,140603,140603,Kaoh Chek,27440.85,36733374.09,0,0,0,0,0,0,0,0
1416,1417,90104,90104,Thma Sa,78114.99,241889774,1150,19,0,0,43,0,0,201
1417,1418,210902,210902,Cheang Tong,27002.08,32377544.71,0,0,0,0,0,0,0,0
1418,1419,200604,200604,Pou Ta Hao,8336.31,2592273.61,0,0,0,0,0,0,0,0
1419,1420,200601,200601,Svay Rieng,10945.39,5474975.79,0,0,0,0,0,0,0,0
1420,1421,80503,80503,Khpob ateav,26023.54,39161219.33,0,0,0,0,0,0,0,0
1421,1422,200504,200504,Chamlang,30283.81,41595673.21,0,0,0,0,0,0,0,0
1422,1423,200703,200703,Kandieng Reay,24399.24,26652629.23,0,0,0,0,0,0,0,23
1423,1424,210601,210601,Angkanh,20693.33,12674797.78,0,0,0,0,0,0,0,0
1424,1425,210909,210909,Popel,20233.91,23155871.41,0,0,0,0,0,0,0,0
1425,1426,210908,210908,Otdam Souriya,27748,27973598.19,0,0,0,0,0,0,0,0
1426,1427,80409,80409,Preaek Chrey,55499.46,59260335.47,0,0,0,0,0,0,0,0
1427,1428,200515,200515,Svay Thum,31192.49,42088782.56,0,0,0,0,0,0,0,0
1428,1429,200503,200503,Chambak,28608.85,35703110.44,0,0,0,0,0,0,0,0
1429,1430,140304,140304,Chrey,21419.22,23028955.75,0,0,0,0,0,0,0,0
1430,1431,200210,200210,Svay Toea,23214.8,21244886.43,0,0,0,0,0,0,0,0
1431,1432,140606,140606,Krang Ta Yang,26010.33,32018514.55,0,0,0,0,0,0,0,0
1432,1433,210706,210706,Lumchang,27616.8,26975155.32,0,0,0,0,0,0,0,0
1433,1434,200603,200603,Koy Trabaek,13189.92,8994621.76,0,0,0,0,0,0,0,0
1434,1435,210102,210102,Ba Srae,32169.22,43261685.67,0,0,0,0,0,0,0,0
1435,1436,140312,140312,Prey Poun,22637.45,19486293.84,0,0,0,0,0,0,0,0
1436,1437,210106,210106,Prey Phkoam,35946.08,47549507.36,0,0,0,0,0,0,0,0
1437,1438,90604,90604,Chrouy Svay,104885.7,287761067.7,279,7,0,0,10,1,0,240
1438,1439,90202,90202,Phnhi Meas,2298.59,265792.21,0,0,0,0,0,0,0,0
1439,1440,140303,140303,Cheang Daek,37491.83,70766233.11,0,0,0,0,0,0,0,0
1440,1441,90202,90202,Phnhi Meas,1378.9,136311.06,0,0,0,0,0,0,0,0
1441,1442,200511,200511,Kruos,33750.83,49432241.16,0,0,0,0,0,0,0,0
1442,1443,80401,80401,Chheu Khmau,33869.35,50900912.54,0,0,0,0,0,0,0,0
1443,1444,90201,90201,Kaoh Sdach,83147.65,168473818.2,1268,0,0,0,3,0,0,76
1444,1445,90202,90202,Phnhi Meas,1655.29,174024.16,0,0,0,0,0,0,0,0
1445,1446,200502,200502,Basak,29873.64,49223591.57,0,0,0,0,0,0,0,0
1446,1447,200101,200101,Bati,27984.77,41684486.65,0,6,0,0,12,0,0,0
1447,1448,210904,210904,Leay Bour,35069.18,63089712.13,0,0,0,0,0,0,0,0
1448,1449,140902,140902,Banteay Chakrei,44700.81,84080128.78,0,0,0,0,0,0,0,0
1449,1450,200204,200204,Preah Ponlea,27457.29,28020507.94,0,0,0,0,0,0,0,0
1450,1451,200707,200707,Prasout,25885.71,34780610.75,0,0,0,0,0,0,0,0
1451,1452,200108,200108,Prey Kokir,29580.63,40916061.25,0,2,0,0,0,0,0,0
1452,1453,70405,70405,Srae Knong,33835.2,63439519.35,29,182,0,0,0,0,0,0
1453,1454,200107,200107,Prey Angkunh,26390.33,20657121.5,0,0,0,0,0,0,0,0
1454,1455,200209,200209,Svay Ta Yean,32123.15,44280921.68,0,0,0,0,0,0,0,0
1455,1456,210915,210915,Trapeang Thum Khang Tbou,25915.79,32782706.1,14,4,0,0,0,0,0,0
1456,1457,80412,80412,Sampov Lun,48864.62,64160824.56,0,0,0,0,0,0,0,0
1457,1458,210101,210101,Angkor Borei,43995.72,47799356.16,0,0,0,0,0,0,0,0
1458,1459,210912,210912,Ta Phem,29654.36,30904690.67,0,0,0,0,0,0,0,0
1459,1460,210802,210802,Roka Knong,24696.81,18342012.34,0,0,0,0,0,0,0,0
1460,1461,210801,210801,Baray,28425.82,42668379.3,0,0,0,0,0,0,0,0
1461,1462,200106,200106,Prasat,24095.05,27449966.76,0,1,0,0,0,0,0,1
1462,1463,80507,80507,Sandar,26051,36248404.03,0,0,0,0,0,0,0,0
1463,1464,140608,140608,Preaek Sambuor,19724.48,24401695.63,0,0,0,0,0,0,0,0
1464,1465,70700,70700,,135355.35,759039652.4,7555,2,0,0,598,0,0,160
1465,1466,140908,140908,Preah Sdach,38770.05,54877905.74,0,0,0,0,0,0,0,0
1466,1467,140302,140302,Cham,30962.09,46666540.37,0,0,0,0,0,0,0,0
1467,1468,210901,210901,Angk Ta Saom,24833.38,32091566.97,0,0,0,0,0,0,0,0
1468,1469,140609,140609,Ruessei Srok,30106.02,48718685.92,0,0,0,0,0,0,0,0
1469,1470,200105,200105,Me Sa Thngak,28465.98,27169410.95,0,0,0,0,0,0,0,0
1470,1471,210910,210910,Samraong,25357.64,25619649.76,1,0,0,0,0,0,0,0
1471,1472,70403,70403,Snay Anhchet,35617.34,58831114.24,2,152,0,0,0,0,0,0
1472,1473,200207,200207,Samlei,35100.27,52328187.27,0,46,0,0,0,0,0,2
1473,1474,200208,200208,Samyaong,23597.68,23901109.14,0,0,0,0,0,0,0,0
1474,1475,210105,210105,Preaek Phtoul,41260.07,42526038.38,0,0,0,0,0,0,0,0
1475,1476,200205,200205,Prey Thum,21154.09,20075930.62,0,0,0,0,0,0,0,0
1476,1477,211009,211009,Sambuor,40293.54,55518498.13,0,0,0,0,0,0,0,0
1477,1478,211012,211012,Srangae,26102.38,27339062.02,0,0,0,0,0,0,0,0
1478,1479,210803,210803,Roka Krau,32695,33573583.87,0,0,0,0,0,0,0,0
1479,1480,210911,210911,Srae Ronoung,28113.77,35550358.05,0,0,0,0,0,0,0,0
1480,1481,90804,90804,Stueng Chhay,41040.76,86539888.91,262,0,0,0,0,0,0,0
1481,1482,90201,90201,Kaoh Sdach,4426.83,803151.19,2,0,0,0,0,0,0,0
1482,1483,200202,200202,Nhor,26754.12,25790201.23,0,0,0,0,0,0,0,0
1483,1484,200203,200203,Ksetr,39617.5,59297160.59,0,0,0,0,0,0,0,0
1484,1485,210903,210903,Kus,37829.72,48744669.18,0,2,0,0,0,0,0,0
1485,1486,140604,140604,Kaoh Roka,27421.53,43697772.63,0,0,0,0,0,0,0,0
1486,1487,140605,140605,Kaoh Sampov,50140.25,123261151.2,0,0,0,0,0,0,0,0
1487,1488,80502,80502,K'am Samnar,26266.55,28828656.91,0,0,0,0,0,0,0,0
1488,1489,210103,210103,Kouk Thlok,40360.2,65649865.57,0,0,0,0,0,0,0,0
1489,1490,200104,200104,Chres,32198.41,52218131.48,13,2,0,0,0,0,0,7
1490,1491,70406,70406,Srae Samraong,30102.51,39345614.34,1,93,0,0,0,0,0,0
1491,1492,200201,200201,Banteay Krang,30470.15,28694737.33,0,0,0,0,0,0,0,0
1492,1493,90201,90201,Kaoh Sdach,3102.66,558813.59,3,0,0,0,0,0,0,0
1493,1494,200206,200206,Reach Montir,26992.03,27990890.78,0,0,0,0,0,0,0,0
1494,1495,200109,200109,Samraong,20907.78,21890475.07,3,0,0,0,0,0,0,0
1495,1496,211008,211008,Roneam,24552,30925461.7,0,0,0,0,0,0,0,0
1496,1497,180209,180209,Sameakki,83361.48,215319277.2,1045,14,0,0,104,0,0,106
1497,1498,90201,90201,Kaoh Sdach,5719.28,959301.44,0,0,0,0,0,0,0,0
1498,1499,210905,210905,Nhaeng Nhang,23334.4,26372095.09,0,0,0,0,0,0,0,0
1499,1500,70407,70407,Trapeang Reang,26206.55,28822904.95,0,55,0,0,0,0,0,0
1500,1501,180204,180204,Cheung Kou,99515.2,222306617.1,322,5,0,0,0,0,0,91
1501,1502,211013,211013,Thlok,47669.56,48454333.79,0,0,0,0,0,0,0,0
1502,1503,210913,210913,Tram Kak,27825.24,47786891.37,0,23,0,0,0,0,0,0
1503,1504,90201,90201,Kaoh Sdach,1391.44,108202.89,0,0,0,0,0,0,0,0
1504,1505,211007,211007,Prey Sloek,33699.39,36415807.45,0,0,0,0,0,0,0,0
1505,1506,211004,211004,Khvav,28305.93,36866828.07,0,0,0,0,0,0,0,0
1506,1507,200212,200212,Tnaot,30992.82,43458645.25,0,0,0,0,0,0,0,0
1507,1508,90201,90201,Kaoh Sdach,1720.27,117305.56,0,0,0,0,0,0,0,0
1508,1509,70401,70401,Chres,20786.84,23644501.26,0,10,0,0,0,0,0,0
1509,1510,70402,70402,Chumpu Voan,34485.09,56727888.18,0,24,0,0,0,0,0,0
1510,1511,90201,90201,Kaoh Sdach,697.08,31363,0,0,0,0,0,0,0,0
1511,1512,90201,90201,Kaoh Sdach,3151.15,349893.65,0,0,0,0,0,0,0,0
