"","(Intercept)","agr_gdp","dev_agri","dev_env","fdi","for_rem","gdp","gdp_gr","pop_den","time","df","logLik","AICc","delta","weight"
"272",684.406642280546,-33.147972337474,0.0864146898734954,2.92278061055312,-0.41606396765647,NA,NA,NA,NA,1.06168433090529,7,-140.645708946292,304.624751225917,107.746099260671,1.53687944441103e-24
"335",715.960408103165,NA,0.0950630820145024,2.85084221852706,-0.379053717374829,NA,NA,-8.54181504984129,NA,1.16909537221446,7,-140.719765866112,304.772865065557,107.894213100311,1.42717520000369e-24
"24",-5270.73577274999,-168.774452756468,0.336719222098011,0.792345157386877,NA,0.0628413764379556,NA,NA,NA,NA,6,-143.162426729419,304.786391920377,107.907739955131,1.41755517298548e-24
"214",-7475.69830597645,-150.978071878509,NA,-1.34549547827225,NA,0.10127233139746,NA,34.4750621275745,-979.476813650087,NA,7,-140.732106589215,304.797546511762,107.918894546517,1.40967105509048e-24
"332",675.991422987953,-31.465445354244,0.0759434772298032,NA,-0.239154537430894,NA,NA,-8.45123053892293,NA,1.11017847932763,7,-140.847415477946,305.028164289226,108.149512323981,1.25614498358995e-24
"328",639.560680396664,-41.7483618712533,0.111442445978585,1.97636768276913,NA,NA,NA,-16.6390520438846,NA,1.1590709744601,7,-140.881391088736,305.096115510806,108.21746354556,1.21418355944843e-24
"58",-4520.78948350656,-176.096603633992,NA,NA,-0.174504599773585,0.0555760768707769,-2.06041724014485,NA,NA,NA,6,-143.447983348715,305.357505158968,108.478853193723,1.06542849323301e-24
"30",-5030.48358528776,-164.828049308939,NA,1.37924515922206,-0.276359255070761,0.0605326652108446,NA,NA,NA,NA,6,-143.481545232452,305.424628926443,108.545976961197,1.03026409838115e-24
"54",-4520.22878189806,-184.580577455954,NA,0.452448533891024,NA,0.0554959605394235,-2.5690456296004,NA,NA,NA,6,-143.516331434554,305.494201330646,108.615549365401,9.95041308573302e-25
"156",-7059.13678311846,-173.268853231992,0.327946969447209,NA,-0.343568823843862,0.097491521660931,NA,NA,-1033.8032474249,NA,7,-141.133314901181,305.599963135694,108.721311170449,9.4378968492122e-25
"180",-6200.62692204794,-204.701043691663,0.318882914154272,NA,NA,0.0890195132150077,-3.91915374627727,NA,-1037.74446060422,NA,7,-141.138846734169,305.611026801671,108.732374836426,9.3858321195461e-25
"153",-7198.80491795616,NA,NA,NA,-0.555851249351082,0.0988266655060811,NA,NA,-858.253275936003,NA,5,-145.75382923076,305.793372747234,108.914720781989,8.56794880655196e-25
"2",482.966259593376,-215.170465867779,NA,NA,NA,NA,NA,NA,NA,NA,3,-149.149910772194,305.799821544388,108.921169579143,8.5403668161759e-25
"106",992.674450632515,-200.615683080542,NA,NA,-0.420241982414513,NA,-13.3867302487952,60.5215471288325,NA,NA,6,-143.733073193866,305.92768484927,109.049032884024,8.01145431603628e-25
"250",-5285.95016135349,-170.590623719732,NA,NA,-0.488621528049616,0.0834601383270141,-7.47328879659338,53.7823819019665,-1184.78489649866,NA,8,-138.424258979272,305.939427049454,109.060775084208,7.96455607271901e-25
"36",814.875366179096,-252.268871740827,0.327118761546766,NA,NA,NA,-11.0435104693676,NA,NA,NA,5,-145.90554775392,306.096809793555,109.218157828309,7.36183951053072e-25
"213",-7797.16322174476,NA,NA,-3.43563316038983,NA,0.104417420401308,NA,53.6208218855678,-822.418227433109,NA,6,-143.824493793146,306.110526047831,109.231874082585,7.31152381213766e-25
"147",-7477.90530787248,NA,0.358002380083686,NA,NA,0.099569460269985,NA,NA,-735.310622022639,NA,5,-145.954687083091,306.195088451895,109.31643648665,7.0088280595638e-25
"186",-6245.47851776639,-196.598571033337,NA,NA,-0.272652852065327,0.0902930431058641,-3.30906460199835,NA,-1083.2010105982,NA,7,-141.456771721372,306.246876776077,109.368224810831,6.82966991520191e-25
"122",-3495.68112093159,-150.561367446166,NA,NA,-0.363536139415301,0.046352608833545,-5.76044910118436,49.1698548043604,NA,NA,7,-141.457455942004,306.248245217341,109.369593252096,6.82499851245274e-25
"91",-5394.8696552017,NA,0.139334429098607,NA,-0.663959157523923,0.0669234060400074,NA,54.3562417477016,NA,NA,6,-143.92600069553,306.313539852598,109.434887887352,6.60577856080377e-25
"152",-7231.65719634779,-182.154052120963,0.326463309636283,0.391596438069796,NA,0.0979887407733507,NA,NA,-967.59766625473,NA,7,-141.49746428654,306.328261906413,109.449609941167,6.55733177487701e-25
"121",-5035.64502000455,NA,NA,NA,-0.667954502568015,0.0635504167529141,-1.35384496132415,59.9677177252252,NA,NA,6,-143.966454805484,306.394448072507,109.515796107261,6.34388080497283e-25
"93",-5420.4918592918,NA,NA,-0.373764681258647,-0.655026521876376,0.0672117492045645,NA,56.9882553273585,NA,NA,6,-143.995974528057,306.453487517653,109.574835552408,6.15934827822704e-25
"241",-7105.40160676875,NA,NA,NA,NA,0.0976206813851148,-2.4017383767814,56.6083627856081,-813.636983875277,NA,6,-144.04383816997,306.549214801479,109.670562836234,5.87148352003378e-25
"211",-7679.40546364727,NA,0.154051627251349,NA,NA,0.102469967011163,NA,48.3180827322031,-781.830790815062,NA,6,-144.056127060395,306.573792582328,109.695140617082,5.799771038323e-25
"488",253.977756750203,-43.4798710356451,0.0310988584279731,1.2077576765442,NA,NA,-6.45447461115243,5.44569395157413,454.346756912137,1.05903703909062,9,-135.290654930763,306.581309861526,109.702657896281,5.77801270571384e-25
"494",253.949946685739,-43.0542501119394,NA,1.09034185828507,0.0149274208306057,NA,-6.51161252171516,5.92224881135533,455.554917237095,1.0628109770119,9,-135.297898430981,306.595796861963,109.717144896717,5.73631088532588e-25
"158",-7019.98212992875,-177.096015020123,NA,1.44078590463272,-0.397599695160087,0.0971372988822138,NA,NA,-1039.23353082856,NA,7,-141.638981899207,306.611297131747,109.732645166501,5.6920255325758e-25
"100",960.008711369697,-221.878198414062,0.106163222648364,NA,NA,NA,-14.1372137039159,53.4619805764014,NA,NA,6,-144.085511571744,306.632561605026,109.75390963978,5.63182715892229e-25
"432",194.774182743558,-41.5418303573096,0.0461995938597303,1.27674943581312,0.035862774669667,NA,-5.99141264413918,NA,485.160855083286,1.08702128781273,9,-135.320612850757,306.641225701514,109.762573736268,5.60748258098281e-25
"177",-8336.54635906419,NA,NA,NA,NA,0.107322012787522,3.19485317252132,NA,-708.664238700543,NA,5,-146.188134272467,306.661982830648,109.783330865403,5.54958592275218e-25
"42",822.385100769346,-246.409375798356,NA,NA,-0.190923253560021,NA,-10.5709895971537,NA,NA,NA,5,-146.190453586623,306.666621458961,109.787969493716,5.5367296042427e-25
"226",1118.04972230227,-227.005660366815,NA,NA,NA,NA,-14.9792031812805,56.7557132939783,-100.040894191621,NA,6,-144.102982319543,306.667503100624,109.788851135378,5.53428943637348e-25
"182",-6204.48119696571,-207.333684872474,NA,0.124016839193838,NA,0.0891635064769121,-3.99663841263624,NA,-1043.76602064983,NA,7,-141.672697198607,306.678727730548,109.800075765302,5.50331625788145e-25
"102",970.675008130235,-219.550422074045,NA,-0.572562564270045,NA,NA,-14.3155271510805,56.4426265478362,NA,NA,6,-144.118262552685,306.698063566908,109.819411601662,5.45036701348724e-25
"27",-5492.56018336026,NA,0.366058362875918,NA,-0.450822089309723,0.0677550839746399,NA,NA,NA,NA,5,-146.21227495436,306.710264194435,109.831612229189,5.4172192731827e-25
"492",249.829332022486,-41.9834498389343,0.013451080806414,NA,0.0609879751746047,NA,-6.60929584668362,6.37590962207724,460.835699494821,1.06225449777082,9,-135.359247952995,306.718495905991,109.839843940745,5.39496860162476e-25
"38",811.416085264056,-257.456826827435,NA,1.34230413244148,NA,NA,-11.1310343955664,NA,NA,NA,5,-146.21888942361,306.723493132934,109.844841167689,5.38150548696243e-25
"116",-3693.86673427037,-167.397639910594,0.156323981296697,NA,NA,0.0480668187644578,-6.03142924949376,41.2697738268433,NA,NA,7,-141.714134747652,306.761602828637,109.882950863391,5.27993252070815e-25
"130",-389.884288864587,-187.373147126174,NA,NA,NA,NA,NA,NA,673.684732562877,NA,4,-148.049492110114,306.765650886895,109.88699892165,5.26925659132678e-25
"162",702.900274546964,-249.616261830506,NA,NA,NA,NA,-10.6196994214206,NA,76.3886901548961,NA,5,-146.246423995611,306.778562276935,109.89991031169,5.23534944265481e-25
"149",-7560.62757963647,NA,NA,-2.01213957510783,NA,0.100871675817577,NA,NA,-758.835803108619,NA,5,-146.285211994132,306.856138273978,109.977486308733,5.03616860112557e-25
"57",-6665.09272295996,NA,NA,NA,-0.493895630802402,0.0789294573588597,4.28004277529455,NA,NA,NA,5,-146.315342016473,306.916398318661,110.037746353415,4.88669190472851e-25
"118",-3637.00392082566,-164.04468166755,NA,-0.979538627216805,NA,0.0476512193419542,-6.36997788912413,45.9169727787643,NA,NA,7,-141.795405530438,306.92414439421,110.045492428965,4.86780216633647e-25
"51",-6955.73302329761,NA,0.359802110947219,NA,NA,0.081878913237932,3.62677977116942,NA,NA,NA,5,-146.381846699086,307.049407683885,110.17075571864,4.57227498622856e-25
"495",96.2942010934675,NA,0.0187687745954433,0.991433339255026,0.00937112810613113,NA,-5.10485227782022,2.95800847321824,572.272260389311,1.1542189281892,9,-135.581344244171,307.162688488342,110.284036523096,4.32049719736006e-25
"92",-5101.28812224084,-126.497569143303,0.189999916703041,NA,-0.414987775792584,0.0619327553712197,NA,35.930562003263,NA,NA,7,-141.930835906788,307.195005146909,110.316353181664,4.25124617809391e-25
"244",-5386.43375684725,-191.281938894151,0.133825673420548,NA,NA,0.0827822695797533,-7.86256291137435,44.6688985120797,-1100.54754876903,NA,8,-139.184000148448,307.458909387805,110.580257422559,3.72571968755788e-25
"23",-5952.95997120176,NA,0.349755850170198,-1.06735259030884,NA,0.0723840083627389,NA,NA,NA,NA,5,-146.5933166734,307.472347632514,110.593695667268,3.70077003486954e-25
"246",-5374.2991299029,-186.866704296422,NA,-1.43906771120972,NA,0.0831175398413354,-8.18498894482492,49.3732729780456,-1117.83851898439,NA,8,-139.203667209164,307.498243509237,110.619591543991,3.65316157340443e-25
"94",-5083.01400148887,-125.054975049754,NA,0.659321339324662,-0.45692576923233,0.0617899401912189,NA,39.3912070898529,NA,NA,7,-142.083490306305,307.500313945943,110.621661980697,3.64938171032688e-25
"29",-5512.90633660266,NA,NA,0.286185076381585,-0.456780661367047,0.0679994313340666,NA,NA,NA,NA,5,-146.637639219271,307.560992724257,110.682340759011,3.54032442935742e-25
"53",-6990.64915411947,NA,NA,-1.57932130300527,NA,0.0823094700660979,3.6357784381858,NA,NA,NA,5,-146.735200558041,307.756115401797,110.877463436551,3.21123960020919e-25
"10",549.853040161237,-196.341144949009,NA,NA,-0.581110343831356,NA,NA,NA,NA,NA,4,-148.615660180621,307.897987027908,111.019335062662,2.99133931285418e-25
"117",-5565.47953272225,NA,NA,-3.06339129487735,NA,0.0689842355258678,-1.89132685663221,56.5070340815361,NA,NA,6,-144.766570792425,307.994680046388,111.116028081143,2.85015879021017e-25
"87",-6067.64128867207,NA,0.123393819525637,-2.69464758811362,NA,0.0737025758982629,NA,49.7063592543473,NA,NA,6,-144.773710912134,308.008960285806,111.130308320561,2.82988079506506e-25
"88",-5451.79467577205,-141.12378223813,0.202090578998656,-0.495519638105389,NA,0.0652014239705143,NA,30.0318185665587,NA,NA,7,-142.387128088423,308.10758951018,111.228937544935,2.6937114845688e-25
"249",-6709.19642586675,NA,NA,NA,-0.806847884916545,0.0965959446192939,-2.29887953534617,65.0417028577293,-993.818550950169,NA,7,-142.38815625529,308.109645843913,111.230993878668,2.69094332298235e-25
"219",-7265.05834336165,NA,0.124309219539847,NA,-0.801677026447897,0.101296566488781,NA,57.4586130217705,-962.814032681262,NA,7,-142.429278016027,308.191889365388,111.313237400143,2.58253131837461e-25
"115",-5705.64243432057,NA,0.149432511048657,NA,NA,0.0701956651829726,-1.26566251228764,50.1772207007904,NA,NA,6,-144.924516437892,308.310571337323,111.431919372077,2.4337397427883e-25
"221",-7302.51641658284,NA,NA,-0.425338542996689,-0.790418631376886,0.101787067287389,NA,59.8479619559456,-968.044736941216,NA,7,-142.492114380724,308.31756209478,111.438910129535,2.42524775067008e-25
"220",-7149.01942296724,-137.249965869565,0.177654439510849,NA,-0.546454467761676,0.0996035082163166,NA,37.8026490120857,-1067.06406190148,NA,8,-139.613415948363,308.317740987635,111.439089022389,2.42503083062533e-25
"66",506.820201388798,-195.741151386115,NA,NA,NA,NA,NA,24.3294685966242,NA,NA,4,-148.831962995686,308.330592658039,111.451940692793,2.40949794148851e-25
"4",483.256963631482,-213.065779265847,0.344282442794205,NA,NA,NA,NA,NA,NA,NA,4,-148.858396139779,308.383458946225,111.504806980979,2.34664173856207e-25
"97",1167.28875592097,NA,NA,NA,NA,NA,-12.6123350291956,77.351665884075,NA,NA,4,-148.899991740719,308.466650148106,111.58799818286,2.25103398092137e-25
"368",949.36563045083,-80.7355339372713,0.017364153703393,1.30171948960447,-0.101976082722412,NA,-9.85707851589132,15.7511627500346,NA,0.951146137584949,9,-136.246988818263,308.493977636525,111.61532567128,2.22048560626205e-25
"222",-7138.5192287894,-136.084473594358,NA,0.6932931607268,-0.589467332441869,0.099620958442824,NA,41.0077313345059,-1072.58668617756,NA,8,-139.778078825504,308.647066741917,111.768414776672,2.05686167172295e-25
"6",478.373985224232,-217.444978837086,NA,1.06071624579176,NA,NA,NA,NA,NA,NA,4,-149.131658640078,308.929983946823,112.051331981578,1.7855433351858e-25
"129",-532.239981057404,NA,NA,NA,NA,NA,NA,NA,941.424623042355,NA,3,-150.762165107076,309.024330214152,112.145678248906,1.70326947513723e-25
"155",-7160.45262600878,NA,0.364204433050264,NA,-0.562461427546621,0.0983612236292645,NA,NA,-856.115132268361,NA,6,-145.291438942217,309.044416345973,112.165764380728,1.68624903927525e-25
"32",-4967.9175066492,-163.326497116055,0.354491522321209,2.05713870296526,-0.31567208641398,0.0598695980531871,NA,NA,NA,NA,7,-142.941504278404,309.216341890141,112.337689924895,1.54734999438339e-25
"60",-4520.6161817085,-173.41220169091,0.330387185077954,NA,-0.185541604504778,0.0555616768835217,-1.97071337830355,NA,NA,NA,7,-142.969190288615,309.271713910564,112.393061945318,1.50509764501367e-25
"105",1183.13964688221,NA,NA,NA,-0.914914262296996,NA,-10.9896636206605,83.3350514401418,NA,NA,5,-147.517504891582,309.320724068877,112.442072103632,1.46866334401053e-25
"464",-405.029251460492,2.44113964828703,0.0801741694275378,1.75761339561584,0.00519729104742918,NA,NA,-13.0924194488195,814.782117967756,1.20554211267606,9,-136.680426417472,309.360852834945,112.482200869699,1.43948917966967e-25
"185",-8178.92252016335,NA,NA,NA,-0.597662759158927,0.107633521047944,3.88864443017214,NA,-830.547501943199,NA,6,-145.463335106321,309.388208674181,112.509556708935,1.41993400431059e-25
"56",-4501.59669675207,-183.696640658448,0.336127586641395,0.947937241882382,NA,0.0552664766475797,-2.55218171748597,NA,NA,NA,7,-143.030757981635,309.394849296603,112.516197331357,1.41522719986917e-25
"194",-406.418225891085,-163.567677651236,NA,NA,NA,NA,NA,28.0531117728521,707.67477628856,NA,5,-147.576994676959,309.439703639633,112.561051674388,1.38384092494957e-25
"1",732.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-152.451486459119,309.608855271179,112.730203305933,1.27161417351332e-25
"132",-388.503471499098,-185.312795823679,0.342715883883057,NA,NA,NA,NA,NA,672.842338829188,NA,5,-147.726518688562,309.738751662838,112.860099697592,1.19164999880937e-25
"193",-529.639719443236,NA,NA,NA,NA,NA,NA,46.9968573883881,941.381238960255,NA,4,-149.602275083563,309.871216833792,112.992564868547,1.11528091500627e-25
"138",-235.039533048298,-178.221852631378,NA,NA,-0.39044601655087,NA,NA,NA,588.858657959687,NA,5,-147.80274030361,309.891194892934,113.012542927689,1.10419579792062e-25
"157",-7185.43974535215,NA,NA,0.269822724431403,-0.567987276876477,0.098685629820239,NA,NA,-858.175542795906,NA,6,-145.75244682984,309.966432121218,113.087780155973,1.06342908341851e-25
"179",-8298.96201546083,NA,0.357301257727948,NA,NA,0.106847217301886,3.18085780428069,NA,-705.305160088068,NA,6,-145.762720155618,309.986978772774,113.108326807529,1.05256005612589e-25
"74",609.442122311069,-160.275229620463,NA,NA,-0.784373916700713,NA,NA,36.9146092976804,NA,NA,5,-147.89764983725,310.081013960213,113.202361994968,1.0042166166959e-25
"44",821.171846865325,-243.702030462075,0.33096481044602,NA,-0.201975293024836,NA,-10.4789199243374,NA,NA,NA,6,-145.827319135521,310.116176732581,113.237524767335,9.86715395219788e-26
"40",807.90898209664,-256.239584318739,0.345188551879779,1.84737081541725,NA,NA,-11.0773564000394,NA,NA,NA,6,-145.829883927793,310.121306317124,113.242654351878,9.84187917812731e-26
"73",824.163136105378,NA,NA,NA,-1.14030018014474,NA,NA,59.3247334507919,NA,NA,4,-149.727788268369,310.122243203405,113.243591238159,9.83726989701398e-26
"62",-4462.28656380426,-177.389253703121,NA,1.33386139216855,-0.233195325356014,0.0549349141497182,-2.02212659344519,NA,NA,NA,7,-143.405703753804,310.144740840941,113.266088875696,9.72723228763765e-26
"336",672.725155538787,-37.0453449153878,0.118712377524728,3.11811845370353,-0.35599955299827,NA,NA,-10.4958158257964,NA,1.1022080612208,8,-140.548651973106,310.18821303712,113.309561071875,9.51808150794099e-26
"216",-7427.69947334859,-154.226354087272,0.190001121324439,-0.915753727862349,NA,0.100605726110248,NA,30.4261227513766,-973.818050011212,NA,8,-140.549557219483,310.190023529875,113.311371564629,9.50946919785619e-26
"59",-6628.73377201396,NA,0.365557187569116,NA,-0.500720479199385,0.0785196313075734,4.27235340428958,NA,NA,NA,6,-145.875433211992,310.212404885522,113.333752920277,9.40364501831041e-26
"164",695.343175907495,-247.140389939474,0.327724250335389,NA,NA,NA,-10.5334275852127,NA,80.4354324802785,NA,6,-145.892319721921,310.24617790538,113.367525940134,9.24618350278307e-26
"151",-7515.47857147425,NA,0.342604391277652,-1.49243132658086,NA,0.100225353921391,NA,NA,-750.31552128487,NA,6,-145.904763640197,310.271065741933,113.392413776688,9.13183768147444e-26
"134",-393.956843926666,-189.599579972821,NA,1.03239639826509,NA,NA,NA,NA,673.378233712385,NA,5,-148.03018949813,310.346093281975,113.46744131673,8.79561396170542e-26
"9",803.182836772431,NA,NA,NA,-0.91103446781178,NA,NA,NA,NA,NA,3,-151.428918119946,310.357836239891,113.479184274646,8.74412201427833e-26
"65",735.106171949361,NA,NA,NA,NA,NA,NA,47.0004968054744,NA,NA,3,-151.480792399426,310.461584798852,113.582932833607,8.30209112095202e-26
"33",990.337500624807,NA,NA,NA,NA,NA,-7.55125800753925,NA,NA,NA,3,-151.532259510137,310.564519020274,113.685867055028,7.88561579703387e-26
"46",816.594394544892,-247.297438311766,NA,2.46025715771715,-0.298826717239339,NA,-10.3192679026869,NA,NA,NA,6,-146.079649910477,310.620838282493,113.742186317247,7.6666571314283e-26
"181",-8378.93448668953,NA,NA,-1.98341819822977,NA,0.108118685993459,3.17315458304994,NA,-728.610303509851,NA,6,-146.100468038198,310.662474537935,113.783822572689,7.50870155843404e-26
"234",1234.53431127297,-208.678243958309,NA,NA,-0.443112377965527,NA,-14.4355375181806,62.3594447796055,-158.941285583648,NA,7,-143.671909386405,310.677152106143,113.798500140897,7.45379852595929e-26
"245",-7103.15515603748,NA,NA,-3.63798134571777,NA,0.0984515855072464,-2.80518110943119,60.2865386072566,-857.042704677294,NA,7,-143.683654006901,310.700641347135,113.82198938189,7.36676855836579e-26
"108",986.481163806936,-201.424220421106,0.0934918506335431,NA,-0.41548538050313,NA,-13.2639828715534,58.442232384311,NA,NA,7,-143.699922243175,310.733177819683,113.854525854437,7.24789379002018e-26
"110",988.074528184421,-201.567583405051,NA,1.04820229449983,-0.463342604222399,NA,-13.2442178088319,59.7635520518304,NA,NA,7,-143.70790429539,310.749141924113,113.870489958867,7.19027100332957e-26
"170",734.4215860605,-242.896162627664,NA,NA,-0.185011714862013,NA,-10.2129865165278,NA,59.0693247285699,NA,6,-146.183586610614,310.828711682767,113.950059717521,6.90982273048806e-26
"31",-5441.68131811101,NA,0.377066034038839,1.01783950241507,-0.496848716587949,0.06722178666036,NA,NA,NA,NA,6,-146.19386354355,310.849265548639,113.970613583394,6.83917459057634e-26
"12",551.090506265353,-193.919047205651,0.352943381660128,NA,-0.589272248327908,NA,NA,NA,NA,NA,5,-148.292075398395,310.869865082504,113.991213117259,6.76909421160602e-26
"188",-6236.75358216578,-193.864655529504,0.323964716303707,NA,-0.282988459698197,0.09010671591917,-3.21491082763509,NA,-1077.82799126746,NA,8,-140.892656482765,310.87622205644,113.997570091194,6.74761289100538e-26
"166",702.337139680323,-252.745132534273,NA,1.32742886042021,NA,NA,-10.6651141674877,NA,73.4402876674668,NA,6,-146.208207472588,310.877953406715,113.99930144147,6.74177417786639e-26
"215",-7774.00258287882,NA,0.107114787113795,-3.21871426097078,NA,0.104079763364498,NA,51.570420321453,-817.323050811419,NA,7,-143.781811920531,310.896957174396,114.01830520915,6.67801800431642e-26
"14",550.951053424898,-199.609141326936,NA,3.86485795765068,-0.73602174704426,NA,NA,NA,NA,NA,5,-148.396902480531,311.079519246776,114.200867281531,6.09543543295784e-26
"61",-6647.1130593528,NA,NA,0.560827286549784,-0.519558137893542,0.0787319552080675,4.31571125414679,NA,NA,NA,6,-146.309717538274,311.080973538087,114.202321572841,6.09100477462864e-26
"160",-6950.85341288161,-175.567215274978,0.35029129359713,2.11042142618444,-0.436001619716133,0.0963477031534639,NA,NA,-1035.41823825159,NA,8,-141.0019495623,311.09480821551,114.216156250264,6.04901662207219e-26
"123",-5103.16089309619,NA,0.128379287742876,NA,-0.661775233173104,0.0641642331963702,-1.0789574653635,57.0130416216736,NA,NA,7,-143.905564534583,311.144462402499,114.265810437253,5.90068604833545e-26
"55",-6959.02354476258,NA,0.348959598573016,-1.05481543035812,NA,0.0819379162724373,3.62243753183545,NA,NA,NA,6,-146.357845690172,311.177229841883,114.298577876638,5.80479850433311e-26
"95",-5398.56216848125,NA,0.138358519826415,-0.0752651507326606,-0.660707904742438,0.0669622472177913,NA,54.3950653455536,NA,NA,7,-143.925875587373,311.185084508078,114.306432542833,5.78204583494319e-26
"137",-277.187362104647,NA,NA,NA,-0.615487510597969,NA,NA,NA,787.094065119947,NA,4,-150.274624565753,311.215915798173,114.337263832927,5.69359538073106e-26
"225",401.773439650264,NA,NA,NA,NA,NA,-9.4481185553699,69.7351922697452,489.086778567198,NA,5,-148.478154781098,311.242023847909,114.363371882664,5.61975405687003e-26
"125",-5044.33976911464,NA,NA,-0.50121761383247,-0.645807316475827,0.0636573305620993,-1.41121778711998,60.239094698859,NA,NA,7,-143.960827221718,311.254987776769,114.376335811523,5.5834448157047e-26
"243",-7156.90242853455,NA,0.13221804466424,NA,NA,0.0979604014129369,-2.10957925791363,53.6008500321583,-806.816933051045,NA,7,-143.979711864462,311.292757062257,114.414105097011,5.47899282851604e-26
"184",-6170.94199784797,-206.269597257162,0.324838351162908,0.605892920497893,NA,0.0886312335985064,-3.9671750250105,NA,-1034.13996518482,NA,8,-141.125899408126,311.342707907162,114.464055941916,5.34384735063144e-26
"201",-174.633642729678,NA,NA,NA,-0.855458479462835,NA,NA,56.2433861387544,726.870569332432,NA,5,-148.565679171192,311.417072628099,114.538420662854,5.1487991397098e-26
"228",1099.06149466677,-227.147583219712,0.101269332869915,NA,NA,NA,-14.7776703150304,54.4790528013881,-91.7132418267441,NA,7,-144.06559745416,311.464528241653,114.585876276408,5.02806744214901e-26
"104",962.727071624401,-220.843892706229,0.100642768715869,-0.342037511927927,NA,NA,-14.161398483134,53.9882063987425,NA,NA,7,-144.082604783464,311.498542900261,114.619890935015,4.94327652076005e-26
"230",1123.46545750674,-225.341339209319,NA,-0.586704413031329,NA,NA,-15.013387722859,57.462079547264,-100.93353768854,NA,7,-144.094116020279,311.52156537389,114.642913408645,4.88669955426065e-26
"131",-528.980036976191,NA,0.379217526395301,NA,NA,NA,NA,NA,937.234882834983,NA,4,-150.460644926138,311.587956518943,114.709304553697,4.72714565764627e-26
"68",502.213362265344,-198.051157422417,0.265840568523325,NA,NA,NA,NA,19.4018480891401,NA,NA,5,-148.667028099953,311.619770485619,114.741118520374,4.6525459317352e-26
"101",1182.5676254741,NA,NA,-3.5720090819346,NA,NA,-12.8620584997737,80.5786950650249,NA,NA,5,-148.685876634076,311.657467553865,114.77881558862,4.56567354148233e-26
"124",-3565.72525292885,-151.135214932091,0.144347163323902,NA,-0.355428033732855,0.0469772245679276,-5.46816623975717,45.8065198879781,NA,NA,8,-141.3583762512,311.807661593308,114.929009628063,4.23536295514503e-26
"3",730.130000569651,NA,0.38962692978213,NA,NA,NA,NA,NA,NA,NA,3,-152.183070031666,311.866140063333,114.987488098088,4.11331714042368e-26
"190",-6186.5109918363,-197.93960446111,NA,1.37002845066296,-0.332998782592456,0.0896570741829155,-3.27054779583976,NA,-1083.90548476475,NA,8,-141.402308577817,311.895526246544,115.016874281298,4.05332163396371e-26
"161",-209.90917634719,NA,NA,NA,NA,NA,-3.27409881682479,NA,784.69627290783,NA,4,-150.616628164772,311.89992299621,115.021271030965,4.0444207010708e-26
"8",476.392096392448,-216.377132239964,0.3598670805491,1.58867565526806,NA,NA,NA,NA,NA,NA,5,-148.816799632531,311.919313550775,115.04066158553,4.00539839264563e-26
"70",505.695514328026,-196.3689515066,NA,0.208584008547139,NA,NA,NA,24.1034085906596,NA,NA,5,-148.831262932653,311.94824015102,115.069588185775,3.9478840398572e-26
"126",-3484.7749887775,-151.023765585254,NA,0.356059570630267,-0.378334343142266,0.0462238411900754,-5.73322545540523,48.9439095669506,NA,NA,8,-141.45383332694,311.998575744789,115.119923779544,3.8497644029383e-26
"99",1163.87105318133,NA,0.0594160980082999,NA,NA,NA,-12.5250724976167,76.1001325224925,NA,NA,5,-148.891992438481,312.069699162676,115.191047197431,3.71526587449992e-26
"133",-527.054399243431,NA,NA,-0.92878321543644,NA,NA,NA,NA,938.838271623569,NA,4,-150.749986858892,312.166640384451,115.287988419206,3.53947932344203e-26
"5",734.982776096562,NA,NA,-1.31312491670034,NA,NA,NA,NA,NA,NA,3,-152.430895342439,312.361790684878,115.483138719633,3.21042870871345e-26
"41",992.086042759605,NA,NA,NA,-0.739545201396819,NA,-5.92316760261384,NA,NA,NA,4,-150.852212450035,312.371091566736,115.492439601491,3.19553346122592e-26
"120",-3699.62589688626,-165.30499315151,0.145955005729192,-0.649737694383011,NA,0.0481796350977601,-6.0583460169897,42.2407813792029,NA,NA,8,-141.700846332824,312.492601756557,115.613949791311,3.00716852450528e-26
"202",-176.194762870116,-142.095006609871,NA,NA,-0.593749370783587,NA,NA,36.9577418250614,589.469307895182,NA,6,-147.019588458656,312.500715378851,115.622063413605,2.99499372184885e-26
"252",-5331.5501518024,-170.932152932778,0.116028205541143,NA,-0.48135634817865,0.0837403798873301,-7.22810832223229,51.0513135173306,-1177.70211770813,NA,9,-138.337739261405,312.67547852281,115.796826557564,2.74439476242887e-26
"119",-5620.92666951398,NA,0.104506747590883,-2.83871038916101,NA,0.0694799447043846,-1.64355508170673,53.9330622485311,NA,NA,7,-144.730580176244,312.794493685822,115.915841720577,2.58584665867503e-26
"254",-5276.36063914825,-170.980297798178,NA,0.302777391502919,-0.501183230565847,0.0833441020173342,-7.44983722107407,53.5894353334692,-1184.5761493724,NA,9,-138.420711345983,312.841422691966,115.962770726721,2.52587737797446e-26
"96",-5040.94645697941,-128.573435909495,0.205505989028434,1.13175337696621,-0.459790785922069,0.0612668068468681,NA,35.044404574935,NA,NA,8,-141.896838774822,312.884586640553,116.005934675307,2.4719480018e-26
"11",801.060875337172,NA,0.396753064235676,NA,-0.915634286647124,NA,NA,NA,NA,NA,4,-151.120033230889,312.906733128444,116.028081163199,2.44472651180434e-26
