"","(Intercept)","agr_gdp.lag2","dev_agr.lag2","dev_env.lag2","fdi.lag2","for_rem","gdp.lag2","pop_den.lag2","time","df","logLik","AICc","delta","weight"
"156",-5110.80345537437,-18.1309515465713,-0.173405668567097,NA,-0.185019298201237,0.0629960177265819,NA,NA,0.993627409927508,7,-107.337633722543,238.857085626904,22.8856147200189,4.28260464519501e-06
"181",-5438.42610069616,NA,NA,0.40777486699959,NA,0.0661076343256771,0.998719179563011,NA,1.08520626881625,6,-109.977536197828,238.955072395657,22.9836014887714,4.07784230649505e-06
"158",-5074.98355713542,-17.3792078109449,NA,1.24610902870394,-0.23673479234829,0.0625818795287353,NA,NA,1.00483309925202,7,-107.570441540271,239.32270126236,23.351230355475,3.39313261096027e-06
"187",-5276.09784451031,NA,-0.159507548082049,NA,-0.218738789176642,0.0646446626613333,1.05953101348475,NA,1.02357220225078,7,-107.913764632046,240.009347445909,24.037876539024,2.40711871172134e-06
"159",-5067.74157764604,NA,-0.135191863726485,0.955820535069364,-0.259713150380498,0.062777544857322,NA,NA,0.991690515307707,7,-107.921585741,240.024989663818,24.0535187569325,2.3883658038714e-06
"256",-7088.98826847689,-18.4969312356515,-0.00995707552352633,1.04136765482038,-0.13027702986388,0.0927475585914876,0.0676076112438871,-566.327746501795,1.0808687275006,10,-96.297837998566,240.095675997132,24.1242050902467,2.30542767455137e-06
"189",-5260.57751416682,NA,NA,1.27697098252767,-0.272099907371385,0.0644043554371778,1.18094540142756,NA,1.03676704409564,7,-107.960986716353,240.103791614524,24.1323207076382,2.2960916448079e-06
"186",-5195.84109593343,-14.1932361519457,NA,NA,-0.182950145694472,0.0637181794902335,0.510502518379048,NA,1.02466187322336,7,-108.229732793479,240.641283768776,24.6698128618907,1.75498851988522e-06
"152",-5259.50706795351,-21.9812648092821,-0.156016480432344,0.288428811584032,NA,0.0643367331897367,NA,NA,1.03593397921997,7,-108.491901332685,241.165620847188,25.1941499403026,1.35025542237682e-06
"180",-5292.4690418905,-20.6933083314717,-0.16297102143066,NA,NA,0.0646469632232702,0.201128317942732,NA,1.03981309155042,7,-108.521702710771,241.22522360336,25.2537526964743,1.31060963373891e-06
"182",-5305.27238923098,-19.5909158625302,NA,0.533118779996045,NA,0.0646997147277562,0.28001811675347,NA,1.05939567807304,7,-109.149228084658,242.480274351135,26.5088034442496,6.99749422655841e-07
"183",-5439.72818575544,NA,-0.139067829285122,0.184900318243067,NA,0.0661795137475671,0.985706416272767,NA,1.071774407458,7,-109.484186767748,243.150191717315,27.1787208104292,5.00578094841881e-07
"160",-5081.87826094706,-18.5231870313215,-0.149053156841128,1.00322211777287,-0.23215499383267,0.0626955878691751,NA,NA,0.991485100224805,8,-106.835470254849,244.070940509698,28.0994696028125,3.15888474988473e-07
"188",-5186.50375204705,-15.9459006024239,-0.17198127195311,NA,-0.190484792177322,0.0636837082331899,0.455143623433612,NA,1.00645926844979,8,-107.269042325578,244.938084651157,28.9666137442715,2.04755616488094e-07
"191",-5263.60301660821,NA,-0.133668090335795,1.05408031339621,-0.269385809914186,0.064490433504467,1.16662025876953,NA,1.02433987995371,8,-107.395529359069,245.191058718138,29.2195878112521,1.80427695725452e-07
"190",-5179.72243237307,-14.3637244119855,NA,1.28690668070681,-0.246441161226805,0.0635327103471437,0.636822326930749,NA,1.02241093036154,8,-107.439679077401,245.279358154801,29.3078872479161,1.7263514888073e-07
"184",-5297.06707447984,-21.0117902460157,-0.155074196024705,0.29368275998534,NA,0.0646777548209524,0.213382236483426,NA,1.04254587232846,8,-108.478385960077,247.356771920155,31.3853010132691,6.10976570209771e-08
"192",-5174.82255036151,-15.8224153927651,-0.146292983414764,1.04397309271272,-0.240864974939567,0.063538399568158,0.565886407894781,NA,1.00735210787621,9,-106.724289553133,251.448579106265,35.4771081993798,7.89768695233809e-09
"193",-438.60158226646,NA,NA,NA,NA,NA,NA,807.632953402064,1.09521392960186,4,-125.203864221043,261.264871299229,45.2934003923431,5.83336496760431e-11
"201",-364.932338557754,NA,NA,NA,-0.441955482144991,NA,NA,789.73838979027,0.988492859128549,5,-123.934144009458,262.4836726343,46.5122017274146,3.1714641167006e-11
"195",-471.502069211075,NA,-0.324976625944176,NA,NA,NA,NA,839.450287426444,1.05773497758025,5,-124.648602379332,263.912589374049,47.9411184671632,1.55229577123662e-11
"194",-455.738319576158,-23.5819607367712,NA,NA,NA,NA,NA,802.542076971798,1.08828298517633,5,-124.918447596618,264.45227980862,48.4808089017349,1.18517419118965e-11
"225",-384.889050918519,NA,NA,NA,NA,NA,-0.789652344296277,787.751752891421,1.0731511417058,5,-125.165116107194,264.945616829772,48.9741459228871,9.26094729393261e-12
"197",-438.781856114314,NA,NA,0.0808468089795174,NA,NA,NA,807.603800602903,1.09575443470617,5,-125.20326574026,265.021916095905,49.0504451890201,8.91429983096008e-12
"203",-397.639386250492,NA,-0.355084752712748,NA,-0.461402277424487,NA,NA,823.716114723603,0.942845683454792,6,-123.170929430855,265.34185886171,49.3703879548245,7.59648262011077e-12
"205",-354.818298084138,NA,NA,1.7564351643276,-0.526127509225149,NA,NA,785.696946793696,0.979910172609228,6,-123.656538168312,266.313076336625,50.3416054297395,4.67428677479308e-12
"202",-380.229808769195,-15.2317556488287,NA,NA,-0.416586544651356,NA,NA,787.477332610078,0.990142069723239,6,-123.803650043568,266.607300087137,50.6358291802514,4.03483219825979e-12
"233",-339.022747103628,NA,NA,NA,-0.438331547537837,NA,-0.389789407499788,780.071332304484,0.97847728030261,6,-123.923459759352,266.846919518703,50.8754486118179,3.57925614651852e-12
"196",-493.378792460101,-26.7526809918906,-0.349036989140164,NA,NA,NA,NA,836.030582227588,1.04709729365316,6,-124.26026076175,267.5205215235,51.5490506166151,2.55577114500233e-12
"227",-428.744192626482,NA,-0.321045324411565,NA,NA,NA,-0.622751758079518,823.386268970417,1.04078876094252,6,-124.623153942979,268.246307885958,52.2748369790726,1.77794964384527e-12
"199",-471.81802082873,NA,-0.338276140846982,-0.462138278402008,NA,NA,NA,840.919040652579,1.05311152220357,6,-124.628807573639,268.257615147278,52.2861442403924,1.76792613453577e-12
"226",-327.705374084404,-32.4541053937137,NA,NA,NA,NA,-1.9770550054268,750.850134425517,1.03043671431949,6,-124.707339730225,268.41467946045,52.443208553565,1.63439879565414e-12
"198",-456.694919014792,-24.0223527355616,NA,0.285481170850291,NA,NA,NA,802.344062563597,1.09006214777271,6,-124.91085584042,268.821711680841,52.8502407739553,1.33343579727112e-12
"229",-385.191262337073,NA,NA,0.0421368168298147,NA,NA,-0.786590709127918,787.813641914451,1.0735183910602,6,-125.164953457369,269.329906914737,53.3584360078521,1.03423425277905e-12
"204",-417.340225543465,-18.2854439923248,-0.369594560124938,NA,-0.431741985340917,NA,NA,822.390186724685,0.942960252740722,7,-122.967696968244,270.117212118306,54.1457412114201,6.97682394988485e-13
"207",-387.806993365766,NA,-0.323949153783605,1.20947219569028,-0.517657509344191,NA,NA,817.953861836753,0.940938261401437,7,-123.035501163415,270.252820508647,54.2813496017621,6.51944726177264e-13
"235",-385.125569151629,NA,-0.35378987930914,NA,-0.459597755587942,NA,-0.18646618180604,818.967714169157,0.938220923350471,7,-123.16829155675,270.518401295318,54.5469303884323,5.70874496312034e-13
"129",647.253487193099,NA,NA,NA,NA,NA,NA,NA,1.38710682279036,3,-131.615318966866,270.830637933733,54.8591670268472,4.88359136183732e-13
"206",-370.85884781634,-16.3267141273881,NA,1.81836392220827,-0.501902641058527,NA,NA,783.13085595518,0.981375329122277,7,-123.502323159067,271.186464499951,55.214993593066,4.08763924170126e-13
"237",-342.576686303715,NA,NA,1.73916530674692,-0.523573777191324,NA,-0.185661478808587,781.132145484464,0.975224017332275,7,-123.654070634765,271.489959451349,55.5184885444637,3.51212098844515e-13
"234",-306.429814316737,-21.0233717955527,NA,NA,-0.395804586714349,NA,-1.19776903468261,756.912071041175,0.959992663040243,7,-123.72005627125,271.621930724318,55.6504598174323,3.28785208118573e-13
"228",-369.882915202191,-35.2382197083297,-0.344675952876229,NA,NA,NA,-1.89973241606316,785.941889205106,0.992027983384142,7,-124.051492762862,272.284803707543,56.3133328006578,2.36032187416413e-13
"137",705.112957717222,NA,NA,NA,-0.515444945623995,NA,NA,NA,1.2550970749331,4,-130.750819012895,272.358780882934,56.3873099760484,2.27461182028936e-13
"161",808.391025870512,NA,NA,NA,NA,NA,-4.71575712428777,NA,1.21243826028142,4,-130.776317852347,272.409778561836,56.4383076549507,2.21734507921383e-13
"200",-493.27957475047,-26.4087496358089,-0.356389891456623,-0.266250747323892,NA,NA,NA,836.920735500349,1.0445703497244,7,-124.253486479598,272.688791141014,56.7173202341289,1.92861914967662e-13
"231",-427.135543112164,NA,-0.334933860397056,-0.488813041352432,NA,NA,-0.651048433440141,824.209880123117,1.03512843391054,7,-124.600998575532,273.383815332883,57.4123444259976,1.36246040206096e-13
"230",-328.919588660821,-32.8376873806764,NA,0.263530683260184,NA,NA,-1.97194119329328,750.801050610499,1.03222870214103,7,-124.700726946239,273.583272074296,57.6118011674102,1.23314006385369e-13
"130",618.386813045661,-28.3858957438318,NA,NA,NA,NA,NA,NA,1.37654920973034,4,-131.405294722346,273.667732301835,57.6962613949497,1.18214868245162e-13
"131",650.440914122866,NA,-0.104867230417286,NA,NA,NA,NA,NA,1.37872342307635,4,-131.585921593694,274.028986044532,58.0575151376462,9.86794792599094e-14
"133",646.912819044285,NA,NA,0.125493202957735,NA,NA,NA,NA,1.38792945857052,4,-131.614584663326,274.086312183795,58.1148412769091,9.58911740644139e-14
"162",810.623149675568,-56.3572592704567,NA,NA,NA,NA,-6.45833468788386,NA,1.12693327749434,5,-129.968291601935,274.551967819255,58.5804969123699,7.59736163881493e-14
"169",844.793703375667,NA,NA,NA,-0.4661256183929,NA,-4.24983342765755,NA,1.1103171125839,5,-130.017180852427,274.649746320239,58.6782754133539,7.23486560141259e-14
"141",710.61074444119,NA,NA,2.08197710802232,-0.614771838316421,NA,NA,NA,1.2433064513546,5,-130.561191196325,275.737767008034,59.7662961011486,4.19923111151753e-14
"138",682.722328820998,-18.5745598863399,NA,NA,-0.484251889760688,NA,NA,NA,1.25617740987815,5,-130.65624842338,275.927881462146,59.9564105552601,3.81844859356775e-14
"139",710.511126138556,NA,-0.143789928983941,NA,-0.524600196852548,NA,NA,NA,1.24125734223806,5,-130.690471823792,275.996328262968,60.0248573560829,3.68997916751563e-14
"208",-407.647502629602,-18.7784879386893,-0.337610340916416,1.25763490885806,-0.489437619389102,NA,NA,816.362721659941,0.940979963944124,8,-122.8181413492,276.0362826984,60.0648117915145,3.61699508699978e-14
"163",811.764974881573,NA,-0.106995106205747,NA,NA,NA,-4.71932298504572,NA,1.2037526746669,5,-130.742883141238,276.101150897861,60.1296799909759,3.50156319149943e-14
"165",808.952614469506,NA,NA,-0.113514733062649,NA,NA,-4.72317408155498,NA,1.21141942677751,5,-130.775663736549,276.166712088483,60.1952411815972,3.38864080874129e-14
"236",-350.327371984149,-23.4897890935676,-0.366209900601216,NA,-0.412828186016631,NA,-1.08209846902056,794.45694010074,0.916154504770184,8,-122.893302983236,276.186605966472,60.2151350595866,3.35510128965421e-14
"239",-383.658955236874,NA,-0.323652103585506,1.20416457028301,-0.516806260993019,NA,-0.062452129736729,816.388792176281,0.939397685513143,8,-123.035203676337,276.470407352675,60.4989364457895,2.91124628905255e-14
"238",-309.87824807334,-21.0975602206692,NA,1.74381928395362,-0.481124851678362,NA,-0.99594610580964,757.893997270662,0.956665464863575,8,-123.443257345674,277.286514691347,61.315043784462,1.93581339666192e-14
"132",621.11357190182,-29.6660555292158,-0.132542090744964,NA,NA,NA,NA,NA,1.36547726705475,5,-131.357670997059,277.330726609502,61.3592557026164,1.89348990909258e-14
"134",616.795728466373,-28.957934117208,NA,0.371820791530652,NA,NA,NA,NA,1.37877381831334,5,-131.39878871291,277.412962041205,61.4414911343195,1.81721284466073e-14
"135",650.598591854542,NA,-0.106103556429343,-0.0442415952303592,NA,NA,NA,NA,1.37833457401149,5,-131.585834142851,277.787052901087,61.8155819942016,1.50720733778713e-14
"170",839.23141003756,-45.8046784350259,NA,NA,-0.371672152313835,NA,-5.7605356617261,NA,1.06151579942414,6,-129.480496458125,277.960992916249,61.9895220093639,1.38166388374015e-14
"25",-6957.61608267513,NA,NA,NA,-0.999647378772914,0.084829630495679,NA,NA,NA,4,-133.797456725235,278.452056307612,62.4805854007267,1.08085975085978e-14
"232",-369.536383851629,-34.891431935457,-0.352436436323814,-0.281318440070429,NA,NA,-1.90345045805231,786.78438755725,0.989250256014665,8,-124.043762428207,278.487524856414,62.516053949529,1.06186045475852e-14
"164",815.807212004865,-58.1919300160543,-0.162093284614381,NA,NA,NA,-6.52046520461464,NA,1.11099141017091,6,-129.885423332763,278.770846665527,62.7993757586413,9.21605161101721e-15
"173",842.93476773113,NA,NA,1.66299892570888,-0.547670824058442,NA,-4.05966459438137,NA,1.1073777617081,6,-129.888436318951,278.776872637903,62.8054017310174,9.18832556487655e-15
"57",-5417.66440009974,NA,NA,NA,-0.816251969475392,0.0702647422971259,-6.9236578802816,NA,NA,5,-132.137096498689,278.889577612763,62.9181067058774,8.68485957146413e-15
"171",849.982999178311,NA,-0.142040394275894,NA,-0.475220033891346,NA,-4.24547677827406,NA,1.09679419090466,6,-129.953555290303,278.907110580606,62.935639673721,8.60905663772938e-15
"166",809.244964010805,-56.7658283715869,NA,0.281845608843441,NA,NA,-6.45255216977673,NA,1.12884305888659,6,-129.963944606528,278.927889213057,62.9564183061713,8.52007744276734e-15
"49",-6122.66516533898,NA,NA,NA,NA,0.077728134577251,-8.76074795119214,NA,NA,4,-134.069182061367,278.995506979876,63.0240360729906,8.23683811948267e-15
"142",686.876922226844,-19.8509437787107,NA,2.15598087408447,-0.584965865326033,NA,NA,NA,1.24404192634453,6,-130.4511529698,279.9023059396,63.9308350327146,5.23421597472049e-15
"143",713.818498124077,NA,-0.0966410635859473,1.92279330555991,-0.613330737858113,NA,NA,NA,1.2349062687039,6,-130.534552242478,280.069104484957,64.0976335780714,4.81539363813351e-15
"140",687.058172214888,-19.9606836247288,-0.160000346869238,NA,-0.492111497703143,NA,NA,NA,1.24085804970241,6,-130.581253238856,280.162506477712,64.1910355708265,4.59568030422503e-15
"17",-8407.88304792479,NA,NA,NA,NA,0.0995822518501472,NA,NA,NA,3,-136.304738905826,280.209477811652,64.2380069047665,4.48900525765111e-15
"50",-5501.73049465581,-79.2594457315161,NA,NA,NA,0.0707501616499617,-10.7326781053165,NA,NA,5,-132.871007795132,280.357400205649,64.385929298764,4.16897388184559e-15
"167",813.507140873639,NA,-0.115355570565982,-0.298857416085114,NA,NA,-4.73912870938965,NA,1.20039164642904,6,-130.738536853571,280.477073707142,64.5056028002569,3.92683274355247e-15
"27",-6856.14851369629,NA,-0.54021494240841,NA,-0.991682851503893,0.0838638909943955,NA,NA,NA,5,-133.134827001174,280.885038617733,64.913567710848,3.2022405221839e-15
"73",-864.90236445528,NA,NA,NA,-1.21026623766073,NA,NA,1257.0965045856,NA,4,-135.283792437507,281.424727732157,65.4532568252714,2.44490476384746e-15
"136",620.267336429399,-29.8903583049399,-0.127854782623865,0.175221931554516,NA,NA,NA,NA,1.3669171777948,6,-131.35627898654,281.71255797308,65.7410870661951,2.11719277890586e-15
"29",-6866.05076228398,NA,NA,2.42801676298175,-1.11029206682264,0.0838872838855197,NA,NA,NA,5,-133.610060540202,281.835505695788,65.864034788903,1.9909605066742e-15
"51",-6120.58584136704,NA,-0.457805061456305,NA,NA,0.0777062008491182,-8.40152852951903,NA,NA,5,-133.615947882945,281.847280381274,65.8758094743887,1.97927347631741e-15
"89",-5891.39295319292,NA,NA,NA,-1.0181801301135,0.0690237869584318,NA,283.194909971369,NA,5,-133.681982235713,281.979349086811,66.0078781799259,1.85279534031162e-15
"58",-5099.89665377912,-55.1921911654414,NA,NA,-0.683545589073904,0.0666190413077925,-8.59548276932273,NA,NA,6,-131.50414618298,282.00829236596,66.0368214590749,1.82617543535498e-15
"59",-5412.97905134524,NA,-0.464344251124339,NA,-0.819234845205413,0.0702152213758533,-6.55259406302091,NA,NA,6,-131.562048218541,282.124096437082,66.1526255301962,1.72343918106653e-15
"26",-6970.73706673824,-13.3914348361584,NA,NA,-0.978193131655453,0.0847983837160674,NA,NA,NA,5,-133.761893755836,282.139172127056,66.1677012201709,1.71049700302067e-15
"19",-8290.8572080596,NA,-0.559350572395906,NA,NA,0.0984606010790203,NA,NA,NA,4,-135.762377788969,282.381898435082,66.4104275281963,1.51500815125638e-15
"105",-308.104870288426,NA,NA,NA,-1.00519123715304,NA,-7.00665535402823,998.20613856548,NA,5,-133.926887025206,282.469158665797,66.4976877589113,1.45032940131995e-15
"53",-6077.6325021986,NA,NA,-1.5009860310575,NA,0.0772782571943604,-8.769966735105,NA,NA,5,-133.986859667602,282.589103950588,66.6176330437023,1.36590615958691e-15
"75",-886.403283915032,NA,-0.793692451431708,NA,-1.174429656466,NA,NA,1284.80384315132,NA,5,-134.023793533402,282.662971682189,66.6915007753034,1.31637822386153e-15
"113",-6525.67431021031,NA,NA,NA,NA,0.0839718770611806,-8.91817703895339,-120.99985051141,NA,5,-134.049438242452,282.714261100289,66.742790193404,1.28304926952747e-15
"174",837.343217079358,-45.9070049490694,NA,1.67805615200883,-0.453744682856558,NA,-5.57201986147313,NA,1.05844081397677,7,-129.341721042792,282.865260267402,66.8937893605163,1.18974607637166e-15
"172",845.58934162969,-47.6218506928285,-0.180068158056539,NA,-0.379454193573479,NA,-5.81494550608438,NA,1.04243639826929,7,-129.372922913588,282.927664008995,66.9561931021093,1.15319693892176e-15
"18",-8360.41178148319,-35.3085453613147,NA,NA,NA,0.098665053613032,NA,NA,NA,4,-136.106093464921,283.069329786986,67.0978588801003,1.07433852151307e-15
"61",-5397.9561240715,NA,NA,1.64214562161475,-0.896112605513047,0.0700267232246805,-6.73383450564218,NA,NA,6,-132.036843154624,283.073686309249,67.1022154023631,1.07200087859238e-15
"121",-5250.00714922068,NA,NA,NA,-0.8214563592828,0.0676893157903684,-6.84820796164423,48.9879730248988,NA,6,-132.133220806323,283.266441612646,67.2949707057604,9.73506507579105e-16
"21",-8366.6358401179,NA,NA,-1.45236768127203,NA,0.099169198244415,NA,NA,NA,4,-136.243891308264,283.34492547367,67.3734545667848,9.36044089001182e-16
"81",-7854.99371215709,NA,NA,NA,NA,0.0913196075888401,NA,150.649466388648,NA,4,-136.279545666004,283.416234189151,67.4447632822654,9.03257994912442e-16
