"","(Intercept)","corn_med.lag2","cpi.lag2","for_prod.lag2","nfi.lag2","rice_med.lag2","rub_med.lag2","sug_med.lag2","time","df","logLik","AICc","delta","weight"
"179",0.00162168670718181,NA,5.0877788629083e-06,NA,NA,8.83209746162632e-08,-2.44501183436547e-07,NA,-1.51869642832167e-06,6,-149.303024588282,317.067587638102,10.6367627525167,0.000984483909613568
"151",0.00166560793990989,NA,3.16826502419105e-06,4.55203613555075e-10,NA,-5.50048121764635e-07,NA,NA,-1.45823619203624e-06,6,-149.303298137838,317.068134737215,10.6373098516305,0.00098421464130713
"199",0.0016614060459435,NA,2.95540232742708e-06,4.21280427269589e-10,NA,NA,NA,-7.02796176234822e-08,-1.44049014283956e-06,6,-149.310952296386,317.08344305431,10.6526181687252,0.000976710063650227
"27",0.00117363428385639,NA,9.33935276719673e-06,NA,-1.17298733497827e-06,2.40779190538503e-06,NA,NA,NA,5,-151.409565197409,317.104844680533,10.674019794948,0.000966314193128985
"205",0.00173286497017627,NA,NA,5.13307411042158e-10,-6.66962043598889e-07,NA,NA,5.74466332726236e-07,-1.52651612826646e-06,6,-149.332397855716,317.126334172971,10.6955092873861,0.000955986973389476
"157",0.00173805993139868,NA,NA,4.83679039243003e-10,-6.05775247323512e-07,-6.0729185701359e-08,NA,NA,-1.54555805334309e-06,6,-149.338520947657,317.138580356853,10.707755471268,0.000950151261789231
"213",0.00174296939622612,NA,NA,5.29561368995322e-10,NA,-3.33291592924628e-07,NA,5.84070298894155e-07,-1.53498893757334e-06,6,-149.339576211492,317.140690884522,10.7098659989372,0.000949149130374766
"170",0.00177062245016137,-3.0378764447311e-06,NA,NA,-1.08719987160315e-06,NA,-5.43133281081555e-08,NA,-1.82560110417196e-06,6,-149.348487263586,317.158512988711,10.7276881031265,0.00094072878581228
"202",0.00176835239978672,-3.5780879408958e-06,NA,NA,-1.09907798241099e-06,NA,NA,2.42350224666512e-07,-1.82713968850477e-06,6,-149.35133033572,317.164199132978,10.733374247393,0.000938058024399076
"85",0.001417554983931,NA,NA,1.00435133399236e-09,NA,1.82188878127422e-06,NA,1.91450996102763e-06,NA,5,-151.440325252771,317.166364791256,10.7355399056707,0.000937042817583253
"51",0.00119485452317415,NA,8.84662866117958e-06,NA,NA,2.25394168933895e-06,-2.89857612930096e-08,NA,NA,5,-151.440747006608,317.16720829893,10.7363834133449,0.000936647699506561
"83",0.00119488221840235,NA,8.83167050378009e-06,NA,NA,2.19088911402696e-06,NA,-2.0493472853054e-07,NA,5,-151.441811847724,317.169337981162,10.7385130955768,0.000935650849362697
"178",0.00176175795288097,-3.17495256363762e-06,NA,NA,NA,1.09365691405665e-06,-4.38650483710916e-08,NA,-1.76360760322596e-06,6,-149.354432157158,317.170402775855,10.7395778902697,0.000935152843913409
"210",0.00176021369583145,-3.6656050766828e-06,NA,NA,NA,1.13308188113205e-06,NA,2.26816145406197e-07,-1.76663833117933e-06,6,-149.35602603043,317.173590522399,10.7427656368142,0.000933663516005329
"226",0.00176222637878912,-2.28116678455524e-06,NA,NA,NA,NA,-8.23854918513872e-08,5.0184861476862e-07,-1.75286875037023e-06,6,-149.376813248525,317.215164958588,10.7843400730031,0.000914455580299865
"203",0.00159788964412597,NA,4.51975265739231e-06,NA,-7.61751439738041e-07,NA,NA,-8.79009360150226e-07,-1.42674015177004e-06,6,-149.381622728945,317.224783919428,10.7939590338432,0.000910068083339096
"185",0.00172493335683966,NA,NA,NA,-9.66882364430506e-07,7.04131799744564e-07,-1.73883580737321e-07,NA,-1.62438520556039e-06,6,-149.390970625584,317.243479712706,10.8126548271216,0.000901600499670126
"211",0.0016091631732466,NA,4.38087264907254e-06,NA,NA,-1.82425724096368e-07,NA,-9.24571691870035e-07,-1.43185262892318e-06,6,-149.393633548658,317.248805558854,10.8179806732695,0.000899202800756817
"155",0.00160554739306437,NA,3.76411917337141e-06,NA,-8.46448681979747e-07,1.40107878808303e-07,NA,NA,-1.4191819196275e-06,6,-149.394445903341,317.250430268221,10.8196053826358,0.000898472625771211
