"","(Intercept)","agr_gdp.lag1","dev_agr.lag1","dev_env.lag1","fdi.lag1","for_rem","gdp.lag1","gdp_gr.lag1","pop_den.lag1","time","df","logLik","AICc","delta","weight"
"61",-7692.10227116026,NA,NA,5.55482721182628,-0.077248523681206,0.0925607608850978,-2.27137314606245,NA,NA,NA,6,-135.286916670323,289.573833340646,91.0093610683392,9.75407404251909e-21
"242",-7581.71211148849,14.304275535774,NA,NA,NA,0.0998348127749149,-7.96097388563501,59.8285471891569,-421.20368248368,NA,7,-132.707861290781,289.59754076338,91.0330684910731,9.63913463926901e-21
"95",-7590.57660730783,NA,-0.706129581414019,4.12854622734993,-0.377423765769145,0.0912705726450747,NA,51.7763278911096,NA,NA,7,-132.71075818641,289.603334554638,91.0388622823309,9.61125147906786e-21
"225",-27.095839339463,NA,NA,NA,NA,NA,-12.4366068284709,61.8114529670481,882.176360676839,NA,5,-137.506981574464,289.629347764313,91.0648754920063,9.48705119203787e-21
"92",-7894.94908448534,56.4351456285198,-0.818111503826601,NA,-0.324202608310841,0.0953819339123188,NA,63.0249846681838,NA,NA,7,-132.732936888363,289.647691958544,91.0832196862374,9.40043288019546e-21
"249",-7426.71543158178,NA,NA,NA,-0.00298540452832221,0.0983995094131735,-8.37599425181319,59.1005614799615,-440.1808349506,NA,7,-132.740328672735,289.662475527289,91.098003254982,9.33120308840214e-21
"31",-8126.64198084276,NA,-0.176128854121024,5.49897912430257,-0.137883023039079,0.0966013899116556,NA,NA,NA,NA,6,-135.356591798668,289.713183597335,91.1487113250285,9.09759342635076e-21
"157",-8705.17642176598,NA,NA,5.75031039831268,-0.127195618091846,0.105056791765418,NA,NA,-153.92506099962,NA,6,-135.386508810461,289.773017620922,91.2085453486156,8.82945161659271e-21
"151",-8554.83872574048,NA,-0.132434539917273,5.0136462379941,NA,0.102272142662199,NA,NA,-78.1660134587216,NA,6,-135.391818799405,289.78363759881,91.2191653265031,8.78269158362849e-21
"24",-8296.89372902319,-3.72177442068696,-0.163254736662023,5.0134670342899,NA,0.098289273019897,NA,NA,NA,NA,6,-135.397507797818,289.795015595636,91.2305433233289,8.7328687206177e-21
"30",-8304.07387438188,0.801212446982892,NA,5.74126810412453,-0.117814719755394,0.0984432750882553,NA,NA,NA,NA,6,-135.42184838923,289.84369677846,91.2792245061537,8.5228716258528e-21
"150",-8829.98283240427,-2.17720023261599,NA,5.269528500244,NA,0.106127367336901,NA,NA,-143.187248945269,NA,6,-135.422569068954,289.845138137908,91.2806658656009,8.516731577855e-21
"88",-8369.96735094685,38.9641885234272,-0.618131123491267,2.36224341083977,NA,0.0998998279384876,NA,52.5897557051929,NA,NA,7,-132.847553872744,289.876925927306,91.3124536549988,8.38243759722487e-21
"212",-8034.53668429269,46.3513806788585,-0.740783721910599,NA,NA,0.0949683306386392,NA,56.9732603846283,101.220707055356,NA,7,-133.029620184241,290.241058550301,91.6765862779938,6.98714787339688e-21
"122",-6690.70413712157,21.3060324465967,NA,NA,-0.0121964690571116,0.0837791996567108,-7.13429730413468,57.6321868668493,NA,NA,7,-133.036198177324,290.254214536466,91.6897422641589,6.94133729902458e-21
"215",-8017.6765649392,NA,-0.631263457024183,2.88466969281095,NA,0.0949832555144894,NA,47.5701754311733,40.3093962644955,NA,7,-133.103373225053,290.388564631924,91.8240923596175,6.49036910908906e-21
"161",-604.243205133578,NA,NA,NA,NA,NA,-6.58065488743292,NA,1164.76894099812,NA,4,-139.859294363433,290.575731584009,92.0112593117023,5.91053248632216e-21
"219",-7453.88745835898,NA,-0.836610845497774,NA,-0.220986012344164,0.0886123677341418,NA,55.2118892391994,80.6032462085038,NA,7,-133.252469463,290.686757107818,92.1222848355108,5.5913634414551e-21
"193",-1247.24659035456,NA,NA,NA,NA,NA,NA,31.8636825044084,1482.21050388345,NA,4,-139.919454669537,290.696052196217,92.1315799239104,5.56543762507846e-21
"133",-1280.19091078934,NA,NA,5.51295374343305,NA,NA,NA,NA,1497.27205771401,NA,4,-140.025463848634,290.90807055441,92.3435982821036,5.00564582980712e-21
"59",-7676.57013578075,NA,-0.236652597912094,NA,0.136207997497005,0.0924969182332186,-2.47640684170733,NA,NA,NA,6,-135.957209897153,290.914419794306,92.349947521999,4.98978000401321e-21
"52",-7376.2655862971,-9.91340317414275,-0.281022797751391,NA,NA,0.0892806399440394,-2.57052083362974,NA,NA,NA,6,-135.991452627703,290.982905255406,92.4184329830989,4.82180862397271e-21
"179",-7767.06784587994,NA,-0.239914995316447,NA,NA,0.0948589777838581,-2.35782331048222,NA,-88.6846626407492,NA,6,-135.993670093185,290.98734018637,92.4228679140637,4.8111282758144e-21
"368",870.43229891273,-64.7736828486038,-0.631156825113186,-0.0433927202857302,-0.266190715189365,NA,-6.93229854822443,18.7660807368273,NA,1.10803154259366,9,-126.496028389168,290.992056778336,92.4275845060294,4.79979557950697e-21
"185",-8319.95737866482,NA,NA,NA,0.172669784484886,0.102334857649535,-2.89798021987809,NA,-192.800305102708,NA,6,-136.017319240811,291.034638481622,92.4701662093156,4.69868403877556e-21
"94",-8483.29343022373,46.0936759842083,NA,4.9018538393197,-0.311306456071297,0.101174913173177,NA,44.196133024081,NA,NA,7,-133.431279542162,291.044377266142,92.4799049938356,4.67585991798221e-21
"58",-7694.90986053365,-11.9481606156072,NA,NA,0.203685528764968,0.0926336203410724,-3.16379346273203,NA,NA,NA,6,-136.053060837581,291.106121675161,92.5416494028546,4.53371132445148e-21
"178",-8109.53407603267,-8.21022206744995,NA,NA,NA,0.10054572423229,-2.94729750256627,NA,-222.23932929895,NA,6,-136.085579411353,291.171158822707,92.6066865503999,4.38865282852645e-21
"28",-8330.20982440651,2.91328404594932,-0.266840960972377,NA,0.093216710665306,0.0988043930818772,NA,NA,NA,NA,6,-136.104296515256,291.208593030513,92.6441207582062,4.30727392203962e-21
"155",-8404.10303579543,NA,-0.260718277683343,NA,0.0960316887941938,0.100003989157071,NA,NA,-29.8822183620423,NA,6,-136.104401823957,291.208803647914,92.6443313756077,4.30682035250199e-21
"148",-8287.50368448583,4.5449186807183,-0.275995730534404,NA,NA,0.0988805456376709,NA,NA,-29.6256698662906,NA,6,-136.124472108088,291.248944216175,92.6844719438683,4.22124289888064e-21
"214",-9402.43604281132,37.1892241976381,NA,3.77422441561591,NA,0.113897347517997,NA,41.5406607887625,-211.14239980215,NA,7,-133.605269596949,291.392357375717,92.8278851034104,3.92914965900026e-21
"154",-9011.56025012253,6.38862596100922,NA,NA,0.128102369760342,0.10825516564881,NA,NA,-146.295619025732,NA,6,-136.213649876319,291.427299752638,92.8628274803316,3.86109893928081e-21
"494",110.152219244946,-49.6098668538705,NA,0.822729697412379,-0.103015209890506,NA,-3.69323662700217,-2.31951448441406,465.775521162424,1.1571979048594,9,-126.722271002762,291.444542005525,92.8800697332181,3.82795499147962e-21
"221",-8987.10718655208,NA,NA,5.28550651712754,-0.266764557655247,0.109902432520069,NA,38.7178969059958,-264.703175955561,NA,7,-133.634523493631,291.45086516908,92.8863928967732,3.81587170993957e-21
"107",1402.08564702733,NA,-1.36497382375687,NA,-0.590258497212318,NA,-16.6444321465997,102.185768001012,NA,NA,6,-136.33894734571,291.67789469142,93.1134224191132,3.40639440569186e-21
"235",-2.71895794917459,NA,-1.3994050352759,NA,-0.381122219177653,NA,-10.9424029851253,86.7950618336428,892.837415695617,NA,7,-133.887067863518,291.955953908854,93.391481636547,2.9642521188153e-21
"127",-5360.4387292439,NA,-0.80611007651038,3.08282320220232,-0.316539932161846,0.0698874916408314,-7.93699998197595,71.2187424308701,NA,NA,8,-130.813041035392,292.026082070785,93.4616097984777,2.862114488145e-21
"137",-1235.1378990639,NA,NA,NA,-0.033257662876642,NA,NA,NA,1473.97235038545,NA,4,-140.605027769665,292.067198396473,93.5027261241657,2.80387536823301e-21
"130",-1247.64929888821,-1.75636194994514,NA,NA,NA,NA,NA,NA,1479.75082808946,NA,4,-140.606552279782,292.070247416706,93.5057751443996,2.7996040884993e-21
"100",1327.52883876686,-69.4544575181867,-1.19560228344166,NA,NA,NA,-18.4795269857346,89.2219646160481,NA,NA,6,-136.536529624055,292.073059248109,93.5085869758027,2.7956708467043e-21
"203",-1039.21220673897,NA,-1.52664629309745,NA,-0.467331259760997,NA,NA,63.6010841966729,1402.36311967885,NA,6,-136.542393198863,292.084786397726,93.5203141254197,2.77932618745031e-21
"98",1294.9162168512,-70.524394684067,NA,NA,NA,NA,-18.9937242279935,69.4340650962229,NA,NA,5,-138.801428210295,292.218241035974,93.6537687636669,2.59992136564003e-21
"218",-9407.37152055622,53.3058340858148,NA,NA,-0.125643256549556,0.114833316023011,NA,47.6056746843001,-244.212242955496,NA,7,-134.06437610756,292.310570396939,93.7460981246317,2.48262512901272e-21
"33",1181.76303509551,NA,NA,NA,NA,NA,-13.2713960829202,NA,NA,NA,3,-142.390950342477,292.381900684953,93.8174284126463,2.39564229394307e-21
"163",-782.315739071563,NA,-0.804675245220679,NA,NA,NA,-4.70112441629125,NA,1274.68302014669,NA,5,-138.919989812777,292.455364240938,93.8908919686316,2.30924261413565e-21
"135",-1265.13077689162,NA,-0.83896480696882,3.97139429187501,NA,NA,NA,NA,1513.12815318364,NA,5,-138.99533372084,292.606052057065,94.0415797847577,2.14164813689029e-21
"124",-5534.37550682858,20.0648370251588,-0.885057272798833,NA,-0.236303469647628,0.0720310500482063,-7.8510944854379,76.2687624038449,NA,NA,8,-131.113977766906,292.627955533813,94.0634832615059,2.11832133447629e-21
"247",-6049.59720196236,NA,-0.694615349396629,2.07910151224377,NA,0.0788608809917159,-8.31335768955627,68.1359820758252,-112.830276276564,NA,8,-131.126954915167,292.653909830334,94.0894375580268,2.09100916478746e-21
"120",-5826.58892912258,5.83901332637199,-0.732501264705073,1.96604268852667,NA,0.0747753604392183,-8.03398349280763,68.5928280651867,NA,NA,8,-131.145179689134,292.690359378268,94.1258871059611,2.05324615180288e-21
"228",-73.3872430432122,-16.9573074090803,-1.2950474367453,NA,NA,NA,-11.7207685403604,80.7637758089219,923.526973239181,NA,7,-134.26934321105,292.720504603919,94.1560323316121,2.02253043210359e-21
"251",-5533.81614416194,NA,-0.857142722447328,NA,-0.196539571108458,0.0732444516162368,-8.52576960060211,74.738395178834,-87.1626112386201,NA,8,-131.169992792462,292.739985584925,94.1755133126179,2.00292562884165e-21
"231",-140.928027858879,NA,-1.2714404354449,0.828167097183625,NA,NA,-11.2141039523786,80.4866517838062,973.785316167056,NA,7,-134.287490069533,292.756798320884,94.1923260485777,1.98615887147335e-21
"105",1363.02899244411,NA,NA,NA,-0.317347416040928,NA,-17.8156992418355,78.1952408394845,NA,NA,5,-139.107241490599,292.829867596582,94.265395324275,1.91490482236278e-21
"196",-1258.17582875261,30.1531043103204,-1.41280277299452,NA,NA,NA,NA,60.0556550480139,1558.8445251575,NA,6,-136.917983515958,292.835967031915,94.2714947596085,1.90907379930236e-21
"101",1347.35540683914,NA,NA,2.92451882027876,NA,NA,-18.316259175562,73.8234961339284,NA,NA,5,-139.11758584538,292.850556306145,94.2860840338384,1.89519846799162e-21
"199",-1245.01559456775,NA,-1.35071242195766,1.62681316329271,NA,NA,NA,54.2815820727566,1518.90732140465,NA,6,-136.960176097079,292.920352194158,94.3558799218509,1.83020067899397e-21
"244",-5953.25107226683,10.0217654140988,-0.78059953557112,NA,NA,0.0775578037849991,-8.29975128299089,72.2022615581739,-81.4366514461534,NA,8,-131.297027394115,292.994054788229,94.4295825159226,1.7639830072459e-21
"165",-648.514267796868,NA,NA,5.36001853371736,NA,NA,-6.43834326916368,NA,1186.24074088147,NA,5,-139.26471563484,293.144815885064,94.580343612757,1.63590108692906e-21
"139",-1186.74704670681,NA,-0.954255440928927,NA,-0.132076530919356,NA,NA,NA,1472.19213256353,NA,5,-139.288449568329,293.192283752043,94.6278114797358,1.59753184692965e-21
"132",-1230.5127106885,-14.7185876319568,-0.951020951405756,NA,NA,NA,NA,NA,1484.04773916298,NA,5,-139.29877708543,293.212938786246,94.6484665139388,1.58111821139746e-21
"103",1390.58593573532,NA,-1.19470728951421,0.149612900024284,NA,NA,-17.9888457832652,95.9609829881358,NA,NA,6,-137.142890227243,293.285780454486,94.7213081821793,1.52456860996367e-21
"229",-93.94055685343,NA,NA,3.72936837301433,NA,NA,-11.97189431129,57.951418367507,914.763400417034,NA,6,-137.153486994362,293.306973988725,94.7425017164182,1.5084984079192e-21
"197",-1274.48284134897,NA,NA,4.7795150200659,NA,NA,NA,28.350860248417,1495.23895357755,NA,5,-139.461592344586,293.538569304557,94.9740970322497,1.34355228630339e-21
"34",1104.70513023764,-112.244247065962,NA,NA,NA,NA,-14.8115370739774,NA,NA,NA,4,-141.401303736246,293.659750329635,95.095278057328,1.26456293146585e-21
"226",50.2544469485782,-24.0516832600189,NA,NA,NA,NA,-13.0383488229142,60.4743302144116,818.933631169032,NA,6,-137.449071442553,293.898142885106,95.3336706127995,1.12246849791164e-21
"233",11.2550451953392,NA,NA,NA,-0.109627342125062,NA,-12.3611737487188,62.8140006844889,858.531165956139,NA,6,-137.481238732981,293.962477465961,95.3980051936543,1.08693627915889e-21
"162",-428.368654080895,-47.0870467127369,NA,NA,NA,NA,-8.00671422590927,NA,1028.98791492406,NA,5,-139.681151637485,293.977687890354,95.4132156180471,1.07870125236725e-21
"169",-623.544861499011,NA,NA,NA,0.0729906386617293,NA,-6.69411729793184,NA,1177.46035116902,NA,5,-139.850150278667,294.315685172719,95.7512129004121,9.10974049564477e-22
"194",-1268.69661525443,28.170810602068,NA,NA,NA,NA,NA,35.1269785074443,1522.27963289917,NA,5,-139.850925475202,294.317235565789,95.7527632934818,9.10268139282872e-22
"141",-1145.70276174506,NA,NA,6.85386444940442,-0.340917431223485,NA,NA,NA,1416.08114383714,NA,5,-139.858589139194,294.332562893774,95.7680906214668,9.03318812784098e-22
"201",-1172.14389493476,NA,NA,NA,-0.179956761018316,NA,NA,33.8075731038484,1437.42189178747,NA,5,-139.865351877413,294.346088370211,95.7816160979038,8.97230514114266e-22
"253",-7329.01390836351,NA,NA,4.42168583612548,-0.20188860168432,0.0969718734964597,-7.74703410114046,56.382659918258,-425.269030402663,NA,8,-132.049035832576,294.498071665152,95.9335993928453,8.31574727223939e-22
"182",-7956.08939864068,-21.894531151192,NA,5.41111385898738,NA,0.0985840896693555,-3.29380425860542,NA,-213.424697460974,NA,7,-135.192461655013,294.566741491845,96.0022692195379,8.03507284929261e-22
"56",-7359.38089360062,-20.5726894256446,-0.154466946418671,5.16349421280061,NA,0.0889293414240951,-2.93573408789499,NA,NA,NA,7,-135.20887587932,294.599569940458,96.0350976681514,7.90425989484095e-22
"134",-1270.39430198991,-13.7955213602562,NA,5.65354897975104,NA,NA,NA,NA,1478.03099171109,NA,5,-140.007870791226,294.631126197837,96.0666539255305,7.78052419093714e-22
"189",-8145.88062736372,NA,NA,5.54629150264369,-0.0869547162815291,0.100317111279972,-2.42504607950155,NA,-188.365801765761,NA,7,-135.2336645981,294.649147378018,96.0846751057113,7.71073198345669e-22
"183",-8045.34954991488,NA,-0.0877316289495739,5.04735378065657,NA,0.098464967276266,-2.44005231657588,NA,-138.147576571518,NA,7,-135.237005744706,294.65582967123,96.0913573989236,7.68501228802212e-22
"63",-7584.60489123727,NA,-0.149669039317511,5.35708338396943,-0.0975855285299704,0.0914233635499411,-2.12049541825174,NA,NA,NA,7,-135.239696981131,294.661212144081,96.0967398717741,7.66435790839993e-22
"62",-7465.62047834574,-16.6854842338667,NA,5.61813746839336,-0.0513469946460246,0.0900747591512702,-2.85584365963748,NA,NA,NA,7,-135.253881878958,294.689581939733,96.1251096674266,7.55640721938125e-22
"246",-7517.31835531019,3.56535806721052,NA,3.60721857523007,NA,0.0985781685194655,-7.8319873349969,55.5328947205723,-401.042055065531,NA,8,-132.173465224652,294.746930449305,96.1824581769979,7.3428098807698e-22
"159",-8377.29663961321,NA,-0.147958265093042,5.5405976198016,-0.140135009007369,0.100557797718866,NA,NA,-84.7959982617846,NA,7,-135.347457063166,294.876732308151,96.3122600358437,6.88138993853858e-22
"32",-8115.76877751331,-2.04937592442722,-0.178447067796718,5.50955838833274,-0.136234068872352,0.0964568520686533,NA,NA,NA,NA,7,-135.35597444029,294.893767062397,96.3292947900905,6.82302744580785e-22
"37",1171.48636590249,NA,NA,4.85436528848718,NA,NA,-13.2542139401474,NA,NA,NA,4,-142.02107445376,294.899291764663,96.3348194923558,6.80420585610279e-22
"158",-8704.21452291376,-0.475605344728954,NA,5.75353142107312,-0.126775141724154,0.105045688584226,NA,NA,-154.316955900574,NA,7,-135.386475286529,294.954768754877,96.3902964825699,6.61806104887383e-22
"152",-8533.79408944455,-3.9862381926636,-0.136831694318716,5.04682977521629,NA,0.102017271894782,NA,NA,-79.7102845880839,NA,7,-135.389471318024,294.960760817866,96.3962885455591,6.59826280243255e-22
"96",-7778.07405982789,49.9186808296498,-0.726139389505215,3.673109005206,-0.45215368085653,0.0940220100444847,NA,59.2474303999711,NA,NA,8,-132.280793041831,294.961586083661,96.3971138113542,6.59554070378584e-22
"35",1175.33237363961,NA,-0.542692089728755,NA,NA,NA,-12.4296107861814,NA,NA,NA,4,-142.06477996699,294.986702791122,96.4222305188153,6.51322949898415e-22
"126",-6563.33463938547,15.8316915738322,NA,4.41613679081756,-0.201300312828865,0.0822339214547101,-6.68321804144294,54.5983123298286,NA,NA,8,-132.372793488167,295.145586976334,96.5811147040275,6.01582395487406e-22
"1",741.116842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-145.262057532151,295.274115064303,96.7096427919961,5.6413831760042e-22
"41",1181.38678880984,NA,NA,NA,-0.172934944013093,NA,-12.8298454765079,NA,NA,NA,4,-142.350078276656,295.557299410456,96.9928271381488,4.89658050969774e-22
"250",-7570.14573714812,15.6339201387054,NA,NA,-0.0321728683246995,0.0997738172652207,-7.90808598953202,60.198386976983,-423.827418311422,NA,8,-132.704496341231,295.808992682462,97.2445204101549,4.31756018333349e-22
"223",-7491.21612090266,NA,-0.718307117777603,4.10929169705598,-0.37705676754378,0.0897089721450629,NA,51.8877169853424,33.2233176939855,NA,8,-132.708920401147,295.817840802294,97.2533685299871,4.29850122845601e-22
"220",-7554.51051492505,57.08791401675,-0.858390175945727,NA,-0.326665581528214,0.0900378718849156,NA,63.4491484253837,114.03682446378,NA,8,-132.711240256087,295.822480512174,97.2580082398673,4.28854088688689e-22
"138",-1234.8703366271,-1.03924338943045,NA,NA,-0.0319850288954284,NA,NA,NA,1472.8107455395,NA,5,-140.604934477911,295.825253571207,97.2607812989006,4.28259881874212e-22
"102",1267.16581693085,-82.3117352566942,NA,4.04392282190617,NA,NA,-18.8145826886299,64.6650792597353,NA,NA,6,-138.450457946499,295.900915892998,97.3364436206913,4.12360947120768e-22
"60",-7461.76988442192,-15.3108794063776,-0.248127478888123,NA,0.160428064296497,0.090142725453065,-3.00479232203376,NA,NA,NA,7,-135.93147971846,296.044777618738,97.4803053464315,3.83741131365176e-22
"187",-7923.47753792945,NA,-0.205149127569804,NA,0.137468436306405,0.0965634498777365,-2.58691129441851,NA,-92.6423597463839,NA,7,-135.947221605552,296.076261392922,97.5117891206152,3.77747620160071e-22
"216",-8165.78759159852,39.4379701676569,-0.64356629336713,2.31818923280657,NA,0.0966893869348023,NA,52.8920633988058,68.8420633628168,NA,8,-132.839810677386,296.079621354772,97.5151490824651,3.77113544130712e-22
"38",1082.18682790363,-125.924299274838,NA,6.20061551980386,NA,NA,-14.9772984344553,NA,NA,NA,5,-140.737255934148,296.089896483681,97.5254242113742,3.7518106735362e-22
"167",-792.720800936294,NA,-0.698100352415058,4.11523891197389,NA,NA,-4.84079608868463,NA,1276.61080724308,NA,6,-138.555350815884,296.110701631769,97.5462293594618,3.71298448150127e-22
"496",69.3948808880272,-34.3874124985374,-0.734448165528749,-0.0733704061929083,-0.22878654450583,NA,-3.88807944437674,19.3869835295119,552.640308590913,1.01599892503594,10,-124.317974775472,296.135949550944,97.5714772786374,3.66640653309621e-22
"180",-7626.31049707346,-11.0533202098879,-0.248275399469373,NA,NA,0.093507122460302,-2.72524610190023,NA,-101.085966172494,NA,7,-135.979747720636,296.141313623091,97.5768413507843,3.65658627354627e-22
"186",-8160.75536108809,-15.5537344844565,NA,NA,0.198461390418435,0.100894872229903,-3.46472382399731,NA,-213.641506764306,NA,7,-135.991265435225,296.164349052269,97.5998767799622,3.61471236524719e-22
"109",1344.14251817062,NA,NA,5.09156390497527,-0.54350740471185,NA,-16.9961179268542,74.9224536766472,NA,NA,6,-138.642863389872,296.285726779745,97.7212545074381,3.40186367683568e-22
"108",1356.63475545998,-46.9883025864505,-1.32704577640009,NA,-0.465392682856406,NA,-17.2573762321028,96.2064451156302,NA,NA,7,-136.080155467271,296.342129116361,97.7776568440538,3.30726728051154e-22
"156",-8416.15620415208,2.83878355992209,-0.257528811381882,NA,0.0931285267534077,0.100159387574043,NA,NA,-29.0393608954102,NA,7,-136.103302624475,296.388423430768,97.8239511584613,3.23159264992464e-22
"164",-605.263596619639,-47.4817031628224,-0.806015015115065,NA,NA,NA,-6.13600677649225,NA,1137.94696085205,NA,6,-138.719794145625,296.439588291249,97.8751160189422,3.14996917142949e-22
"36",1093.58329366559,-117.816533671394,-0.615748796459801,NA,NA,NA,-13.9328906348251,NA,NA,NA,5,-140.934499448773,296.484383512932,97.9199112406248,3.08020161759316e-22
"106",1303.72099193073,-62.813979387364,NA,NA,-0.160564088550237,NA,-18.5915761587845,71.0932128610052,NA,NA,6,-138.756635925898,296.513271851797,97.9487995794898,3.03603043949762e-22
"111",1390.18803274733,NA,-1.29742651594748,2.68640259454422,-0.696079339023433,NA,-16.2699675041495,99.2717864336498,NA,NA,7,-136.176591183192,296.535000548201,97.9705282758947,3.00322447802835e-22
"143",-1121.90476478527,NA,-0.848488892151386,5.38022096408216,-0.36263387796815,NA,NA,NA,1426.94537793163,NA,6,-138.784553581093,296.569107162186,98.0046348898788,2.95244378902202e-22
"207",-1001.07385799077,NA,-1.42710414157231,3.72659973108567,-0.611632072178073,NA,NA,60.6806372528951,1374.22946405344,NA,7,-136.229648885043,296.641115951905,98.0766436795981,2.84803372639855e-22
"204",-1036.95586936225,50.1281421206215,-1.55551770471838,NA,-0.563606903388708,NA,NA,70.952616211032,1450.39155475542,NA,7,-136.250490401518,296.682798984855,98.118326712548,2.78929065821131e-22
"3",775.46107477629,NA,-0.866138946295414,NA,NA,NA,NA,NA,NA,NA,3,-144.611161433106,296.822322866213,98.2578505939061,2.60133657034916e-22
"171",-772.385163692847,NA,-0.812585823315677,NA,-0.0441731905142288,NA,-4.61398088827653,NA,1268.08284822246,NA,6,-138.916389203432,296.832778406865,98.268306134558,2.58777286507771e-22
"136",-1249.04826321216,-22.2748878738941,-0.853696991488555,4.17133615850887,NA,NA,NA,NA,1482.33906898954,NA,6,-138.944460806193,296.888921612386,98.3244493400792,2.51614006090092e-22
"166",-424.431513452594,-61.2781881827322,NA,5.94080996439625,NA,NA,-8.27876945331146,NA,1011.86449608806,NA,6,-138.948520994402,296.897041988803,98.3325697164966,2.50594477009981e-22
"222",-9123.63555761835,44.8853015337998,NA,4.90609817486102,-0.329094990705843,0.111736601330037,NA,45.0006728856265,-245.694085934926,NA,8,-133.321012205842,297.042024411684,98.477552139377,2.33071387722059e-22
"104",1317.73278373146,-73.1308581271095,-1.15027622919603,1.24735945333054,NA,NA,-18.4437638196336,87.000785378775,NA,NA,7,-136.498520325299,297.178858832416,98.6143865601093,2.17658556718415e-22
"205",-1090.36961475329,NA,NA,6.51071595387975,-0.464800230275943,NA,NA,32.0992375540378,1384.27602774144,NA,6,-139.140085723948,297.280171447896,98.7156991755891,2.06907384155872e-22
"65",742.816441307906,NA,NA,NA,NA,NA,NA,31.8712302860435,NA,NA,3,-144.846697196702,297.293394393405,98.7289221210979,2.05543933796834e-22
"9",790.014984239661,NA,NA,NA,-0.591987192910391,NA,NA,NA,NA,NA,3,-144.868617290232,297.337234580464,98.7727623081574,2.01087413654248e-22
"173",-598.517066835044,NA,NA,6.21752533383592,-0.215851390053196,NA,-6.08003952382597,NA,1152.14420152946,NA,6,-139.195073266563,297.390146533127,98.8256742608199,1.95837205709638e-22
"42",1102.24724662971,-116.118067319235,NA,NA,0.0926485105111479,NA,-15.1012482611983,NA,NA,NA,5,-141.389547726577,297.394480068539,98.8300077962326,1.95413331361056e-22
"140",-1183.13386849865,-12.2404955485795,-0.96336111292527,NA,-0.11803004343684,NA,NA,NA,1458.49344285012,NA,6,-139.273700773198,297.547401546397,98.98292927409,1.81028816242951e-22
"5",731.294698469608,NA,NA,4.91236454533975,NA,NA,NA,NA,NA,NA,3,-144.983411853733,297.566823707465,99.0023514351583,1.7927933923417e-22
"2",669.42799551713,-62.7690361831578,NA,NA,NA,NA,NA,NA,NA,NA,3,-145.031596213377,297.663192426753,99.0987201544463,1.70845695593826e-22
"67",796.600162458783,NA,-1.32523166709746,NA,NA,NA,NA,55.0394951187489,NA,NA,4,-143.432228555734,297.721599968611,99.1571276963046,1.65928506731979e-22
"239",-7.91262610854757,NA,-1.33580462939435,2.52359967304485,-0.481420735370773,NA,-10.6149162278466,84.1232225133857,889.034911889778,NA,8,-133.701430079231,297.802860158461,99.2383878861544,1.59321937344641e-22
"198",-1284.16551160284,14.1390518111749,NA,4.58943293337725,NA,NA,NA,30.1284281515403,1514.83167936109,NA,6,-139.444268224798,297.888536449595,99.3240641772884,1.52641002093578e-22
"200",-1262.67113205463,26.3176424250393,-1.36754610191882,1.23371342694484,NA,NA,NA,57.9134176291702,1555.67110288491,NA,7,-136.88227205729,297.946362296398,99.3818900240911,1.48290894690924e-22
"237",-0.301566623192475,NA,NA,5.00350953841592,-0.332952232686232,NA,-11.5840250804255,59.677500399283,854.083309214643,NA,7,-136.947177710134,298.076173602086,99.5117013297792,1.38971683494579e-22
"45",1166.30046768516,NA,NA,6.80723839408531,-0.483383680815413,NA,-12.0130898475523,NA,NA,NA,5,-141.746897719456,298.109180054297,99.5447077819907,1.36697023618989e-22
"236",-1.71804181481679,-0.394296579592805,-1.39905288679748,NA,-0.380280210720785,NA,-10.9531571619588,86.7600313582461,891.958873856047,NA,8,-133.887047301615,298.17409460323,99.6096223309229,1.32331441499011e-22
"230",13.934055475338,-35.8132095476478,NA,4.13668988148814,NA,NA,-12.8171385870745,55.5388356439253,824.153466033535,NA,7,-137.024047611351,298.22991340452,99.665441132213,1.28689212907216e-22
"39",1168.00549028301,NA,-0.437409359808325,4.05028608484465,NA,NA,-12.5785817691892,NA,NA,NA,5,-141.81258658317,298.240557781725,99.6760855094184,1.28006124021342e-22
"170",-448.935347367833,-53.3526067046837,NA,NA,0.166272585389355,NA,-8.45493768519366,NA,1039.83145407284,NA,6,-139.635901837175,298.271803674351,99.707331402044,1.26021831823039e-22
"202",-1172.33315456459,36.8262974606771,NA,NA,-0.246692419610034,NA,NA,38.7943951367991,1473.19273653966,NA,6,-139.754818193613,298.509636387226,99.9451641149192,1.11892524056722e-22
"43",1174.05775141388,NA,-0.600055383753482,NA,-0.2734318236049,NA,-11.642486075859,NA,NA,NA,5,-141.962417624444,298.540219864273,99.9757475919667,1.10194508727442e-22
"75",893.775841856307,NA,-1.59789834933726,NA,-1.03527097106258,NA,NA,70.9880417908661,NA,NA,5,-142.029774407983,298.674933431351,100.110461159044,1.03016614585777e-22
"142",-1142.61157260532,-9.0218938047529,NA,6.9127525297592,-0.332512822079392,NA,NA,NA,1405.49960557835,NA,6,-139.85103800291,298.70207600582,100.137603733513,1.01627990540157e-22
"232",-79.1914579452867,-20.2942228991113,-1.2550044555814,1.09648741129467,NA,NA,-11.7028733774677,78.8282026111701,921.676527973734,NA,8,-134.232067833045,298.86413566609,100.299663393784,9.37178960911188e-23
