"","(Intercept)","agr_gdp.lag1","dev_agr.lag1","dev_env.lag1","fdi.lag1","for_rem","gdp.lag1","gdp_gr.lag1","pop_den.lag1","time","df","logLik","AICc","delta","weight"
"500",-6767.54736642721,-15.7682580662505,-0.0195992770318395,NA,NA,0.0897221432727514,0.25040272561547,0.079392859333571,-621.708552116576,1.10441183361142,9,-89.5511560260658,217.102312052132,18.5378397798247,5.32325098755597e-05
"415",-6746.99500822363,NA,-0.00112989774964652,0.234030933689573,-0.0571294896153608,0.0898236339708906,NA,NA,-621.295048277331,1.09562713680035,8,-93.4112769751194,217.222553950239,18.658081677932,5.01264267239444e-05
"472",-6719.74523526733,-16.8330631339956,-0.0201992766608844,0.120087318709852,NA,0.0893215739348235,NA,0.675051067381377,-624.409664372505,1.09760905393355,9,-89.6181086934239,217.236217386848,18.671745114541,4.97851441973692e-05
"507",-6823.91673448782,NA,-0.0487550712891266,NA,-0.0723842939086745,0.0901102233437853,0.629062106956805,2.7274101679567,-596.173408692637,1.09175343607219,9,-91.4329941631882,220.865988326376,22.3015160540697,8.10783728934551e-06
"509",-6923.42054827865,NA,NA,0.274919593466016,-0.0739882546816852,0.0914233325048416,0.7147606782911,1.42705142560738,-616.069998488473,1.09636501325599,9,-91.5570029683772,221.114005936754,22.5495336644477,7.16223694943757e-06
"447",-6901.18151850018,NA,-0.018290785440632,0.243366945112135,-0.0729956700349867,0.0909411610462346,0.897812053782089,NA,-604.079107996496,1.10394631668379,9,-91.6228173214699,221.24563464294,22.681162370633,6.70603590501067e-06
"479",-6698.10729355796,NA,-0.0583440368652126,0.212595065623874,-0.0813699226237656,0.0890264861026674,NA,4.91757832518521,-598.5628090779,1.07204580780518,9,-91.9545204155327,221.909040831065,23.3445685587585,4.8129245222018e-06
"503",-6934.82134482484,NA,-0.0213189224995464,-0.056609711446862,NA,0.0912877345400144,0.635352047287866,1.42712107557759,-599.762498010479,1.09632231836049,9,-92.6396738264938,223.279347652988,24.7148753806808,2.42577605813972e-06
"448",-6742.58245942288,-14.6612789559837,-0.0226056825332553,0.298390028310208,-0.0517422468755935,0.0894544263869741,0.370643194811754,NA,-621.105029166925,1.10271522431723,10,-88.772814212457,225.045628424914,26.4811561526073,1.00301564915356e-06
"510",-6785.86102672309,-14.54625669557,NA,0.325616393752783,-0.0494642245781098,0.0900868843551354,0.34100376834406,0.0289215615033409,-632.177134310617,1.10295257763971,10,-88.8911666719176,225.282333343835,26.7178610715285,8.91061929552635e-07
"480",-6658.7340683138,-15.1896171633674,-0.036804535428296,0.288936488468858,-0.0535596421245057,0.0886738388486962,NA,1.78473980361486,-620.211320475515,1.09085410112601,10,-88.8939813185957,225.287962637191,26.7234903648845,8.88557431344927e-07
"508",-6716.44510388631,-13.9417986759982,-0.0376069292989385,NA,-0.0443320020633069,0.0891538670979451,0.289926255767442,1.06104666014992,-616.836372233594,1.10098070481931,10,-88.9916326267509,225.483265253502,26.9187929811951,8.05890579537299e-07
"504",-6774.97701554817,-16.0650160735066,-0.0154040516522752,0.117504386905544,NA,0.0898105116752865,0.248183539939038,-0.0668193768723911,-622.668234526816,1.10330450275873,10,-89.5049709190438,226.509941838088,27.9454695657809,4.82320911305337e-07
"511",-6830.08009537951,NA,-0.0442836872972453,0.229063457705367,-0.0815194596197658,0.0901861925494896,0.637846395407903,2.66118922823185,-596.762319535256,1.08877622319857,10,-91.3051101105342,230.110220221068,31.5457479487615,7.97160138417703e-08
"273",-5260.80175646935,NA,NA,NA,NA,0.0645518581286038,NA,NA,NA,1.05357970661796,4,-110.330964712555,231.519072282252,32.9546000099451,3.94109801511427e-08
"275",-5110.14779860687,NA,-0.200481869185502,NA,NA,0.063001892441838,NA,NA,NA,1.04909915159005,5,-108.975709810542,232.566804236469,34.0023319641618,2.33402300763765e-08
"305",-5567.00631043052,NA,NA,NA,NA,0.0674492027161064,1.18005421283247,NA,NA,1.06589726368852,5,-109.814319555516,234.244023726417,35.6795514541105,1.00902412050355e-08
"274",-5195.06015548647,-10.0696813548389,NA,NA,NA,0.063708561726236,NA,NA,NA,1.0570467283942,5,-110.110547007506,234.836478630396,36.2720063580889,7.50328772217497e-09
"337",-5304.0497540288,NA,NA,NA,NA,0.065032013726773,NA,2.418267051958,NA,1.04269187252532,5,-110.25309180781,235.121568231005,36.5570959586978,6.50646623074634e-09
"277",-5283.69123692292,NA,NA,0.384218128588989,NA,0.0647974670951958,NA,NA,NA,1.04702151408478,5,-110.269685900436,235.154756416257,36.5902841439502,6.39938821580049e-09
"339",-5201.68936428913,NA,-0.273095742448842,NA,NA,0.0640626454142225,NA,8.16981181575526,NA,1.01069312791526,6,-108.107419109424,235.214838218847,36.6503659465404,6.21000370907755e-09
"281",-5260.53010527699,NA,NA,NA,-0.000185000641709181,0.0645490616786328,NA,NA,NA,1.0535878395969,5,-110.330963380489,235.277311376362,36.7128391040554,6.01902276328134e-09
"307",-5450.70445264955,NA,-0.212698173286915,NA,NA,0.0662166968476717,1.3478188727692,NA,NA,1.06289483636521,6,-108.193182460057,235.386364920115,36.8218926478078,5.69961222934266e-09
"276",-4998.56602793725,-14.683043693352,-0.221402578882482,NA,NA,0.0616105027816603,NA,NA,NA,1.05368701253403,6,-108.442603276876,235.885206553752,37.3207342814454,4.44143412655931e-09
"283",-5048.13435940696,NA,-0.20895332131541,NA,-0.0378972052500437,0.0623635478270969,NA,NA,NA,1.05057585669847,6,-108.913639677824,236.827279355648,38.2628070833407,2.77303094182352e-09
"279",-5109.99000521632,NA,-0.20053276038142,-0.00200675405517772,NA,0.0630002161871401,NA,NA,NA,1.04913226737183,6,-108.975707982648,236.951415965296,38.3869436929897,2.60614630831625e-09
"512",-6722.12967486097,-14.2224503824922,-0.0316889613758904,0.291673670153969,-0.0553993952117528,0.0892313493877907,0.294284680255136,0.943181173213365,-618.002201187525,1.09737547358694,11,-88.7226796670238,237.159645048333,38.5951727760265,2.34845597071643e-09
"309",-5583.56387552813,NA,NA,0.341015671022294,NA,0.067631634583594,1.16557096110984,NA,NA,1.05992531286373,6,-109.763456811229,238.526913622458,39.9624413501512,1.18545159096723e-09
"306",-5501.67501506743,-4.33844127529408,NA,NA,NA,0.0667357100014174,1.0374360493315,NA,NA,1.06590233549027,6,-109.779306061951,238.558612123903,39.994139851596,1.16681117995892e-09
"369",-5587.9181054493,NA,NA,NA,NA,0.067593094066864,1.38746790196359,-1.84012795420592,NA,1.07634713596643,6,-109.783257160443,238.566514320886,40.002042048579,1.16221008973192e-09
"313",-5547.61330612716,NA,NA,NA,-0.0185912442685647,0.0672429869985673,1.21052244321412,NA,NA,1.06703260132483,6,-109.800459273869,238.600918547738,40.0364462754316,1.14238859453118e-09
"278",-5218.31567595347,-10.9801880488804,NA,0.490143804772879,NA,0.0639456316277388,NA,NA,NA,1.04899398806752,6,-110.010104241887,239.020208483774,40.4557362114673,9.26331016265782e-10
"338",-5218.63803021832,-9.11846590928846,NA,NA,NA,0.063981045119888,NA,0.971137442696655,NA,1.05234684167898,6,-110.099729908958,239.199459817915,40.6349875456086,8.46919774279333e-10
"282",-5211.35226164677,-10.3382800106713,NA,NA,0.0122895304899453,0.0638718348723461,NA,NA,NA,1.05659893666545,6,-110.104687608002,239.209375216004,40.6449029436976,8.42731391872126e-10
"341",-5325.19312931883,NA,NA,0.372389552305797,NA,0.0652584990317016,NA,2.36003430713939,NA,1.03659776411953,6,-110.19510972765,239.3902194553,40.8257471829934,7.69873452528656e-10
"345",-5292.92708215294,NA,NA,NA,-0.0086107309095879,0.0649187432277428,NA,2.50332414586313,NA,1.04268746155243,6,-110.250278620228,239.500557240456,40.936084968149,7.28550731419528e-10
"285",-5258.44459538522,NA,NA,0.468809276989795,-0.020625516225903,0.0645397683388522,NA,NA,NA,1.04648437044757,6,-110.255991545061,239.511983090122,40.9475108178153,7.24400442286628e-10
"347",-5074.77314995303,NA,-0.306965687609334,NA,-0.0884255560603581,0.062779221644568,NA,9.75660193090068,NA,1.00667927471149,7,-107.766614705446,239.71504759271,41.150575320403,6.54461058356855e-10
"340",-5115.58541829442,-9.18592003757987,-0.273256852222831,NA,NA,0.0630033303671962,NA,6.71537008069542,NA,1.02040064269532,7,-107.911909693347,240.005637568512,41.4411652962052,5.65956430525404e-10
"371",-5365.11451734524,NA,-0.255900876459888,NA,NA,0.0655399665294813,0.76727493299437,5.4527702459681,NA,1.03131934410628,7,-107.939782207173,240.061382596165,41.4969103238581,5.50399613027284e-10
"315",-5376.02295809758,NA,-0.227966748753205,NA,-0.0635903676177662,0.0654228712450924,1.46407685851496,NA,NA,1.06656266892631,7,-108.008313943656,240.198446069131,41.6339737968241,5.1394324807843e-10
"308",-5312.36456912581,-8.82308954603227,-0.222712211267125,NA,NA,0.0647076388816349,1.06567478777777,NA,NA,1.06276379367597,7,-108.024162974223,240.230144130264,41.6656718579569,5.0586195532034e-10
"343",-5188.14562782946,NA,-0.27954501463173,-0.195965617189466,NA,0.0639205681440138,NA,8.33628128941076,NA,1.01314441673645,7,-108.088678873631,240.359175929079,41.7947036567725,4.74256311489601e-10
"311",-5445.71389561855,NA,-0.214761014902067,-0.0795533927003141,NA,0.0661621850783505,1.35282463550588,NA,NA,1.0642588761885,7,-108.190073929138,240.561966040094,41.9974937677876,4.28526620764153e-10
"284",-4962.8459429074,-14.261437353441,-0.226119148351646,NA,-0.0237869687815333,0.0612497846311686,NA,NA,NA,1.05448216216292,7,-108.417240565364,241.016299312547,42.4518270402402,3.41444868026405e-10
"280",-5005.77027358869,-14.8277049438073,-0.218930642283891,0.105601639081145,NA,0.0616850041758769,NA,NA,NA,1.05198955793765,7,-108.437301065526,241.05642031287,42.4919480405627,3.34663558835107e-10
"287",-5050.20285453014,NA,-0.206169547124881,0.17109954984133,-0.0448548832778671,0.0623892725130089,NA,NA,NA,1.04802345746182,7,-108.902356873654,241.986531929127,43.4220596568201,2.10202198413346e-10
"317",-5548.93085862642,NA,NA,0.506561721517506,-0.0409067549504622,0.0672664548040329,1.22558003556586,NA,NA,1.05952433974112,7,-109.707898665958,243.597615513734,45.0331432414276,9.39279618117787e-11
"310",-5505.69057090991,-5.35936857058267,NA,0.399339386352844,NA,0.0667814431106184,0.986914655065523,NA,NA,1.05891019883136,7,-109.711185846015,243.604189873847,45.0397176015407,9.36197106051371e-11
"373",-5604.70576926527,NA,NA,0.342564375963862,NA,0.0677774203093902,1.37445528502386,-1.85375863828681,NA,1.07042547090437,7,-109.7317632931,243.645344768019,45.0808724957119,9.17129414661956e-11
"370",-5512.77436407043,-5.34669303675704,NA,NA,NA,0.0667507398043247,1.26497282893513,-2.31270520240476,NA,1.07903709759008,7,-109.73191599785,243.645650177518,45.0811779052113,9.1698937533682e-11
"377",-5570.25167252917,NA,NA,NA,-0.0156705823336479,0.0674101915225698,1.40005673006464,-1.72397084323019,NA,1.07664447073556,7,-109.773503597546,243.728825376909,45.1643531046026,8.79636088515829e-11
"314",-5496.08822509796,-3.89363979340116,NA,NA,-0.0117770305998622,0.0666782294410085,1.07135883567724,NA,NA,1.06662101997608,7,-109.774094944164,243.730008070147,45.16553579784,8.79116072459203e-11
"342",-5235.17323873862,-10.2603881412257,NA,0.479616752312,NA,0.0641411306972382,NA,0.714910251235556,NA,1.04570708308689,7,-110.004227977084,244.190274135986,45.6258018636792,6.9839434445063e-11
"286",-5206.64498692011,-10.8314801804415,NA,0.530779531412204,-0.0102578325566948,0.0638290051535075,NA,NA,NA,1.04870013287068,7,-110.006673351572,244.195164884963,45.6306926126563,6.96688595185666e-11
"346",-5226.52397043742,-9.43101127413836,NA,NA,0.00837139796875733,0.0640551442006526,NA,0.838842541963088,NA,1.0526820646488,7,-110.097209363659,244.376236909137,45.8117646368298,6.36384232486766e-11
"349",-5292.54113775546,NA,NA,0.497121926320808,-0.0307604797359964,0.064929719570299,NA,2.64438224112593,NA,1.03454077692766,7,-110.165473288653,244.512764759124,45.9482924868175,5.94391738880699e-11
"379",-5236.67291735237,NA,-0.289778572736282,NA,-0.0877672335648164,0.064243767176896,0.755677115076803,7.0688165149542,NA,1.02702359622653,8,-107.598079526888,245.596159053776,47.0316867814693,3.45793386459371e-11
"348",-5033.32930240059,-6.36579937536214,-0.302213448046806,NA,-0.0757272186939113,0.0622294271583757,NA,8.52080991793466,NA,1.01398294551588,8,-107.677022576472,245.754045152945,47.189572880638,3.1954509240517e-11
"351",-5076.335526106,NA,-0.304621741231802,0.133207010880177,-0.0937512687592016,0.0627984999088366,NA,9.73901435425648,NA,1.00477127167643,8,-107.758903803539,245.917807607079,47.3533353347719,2.94422900566753e-11
"372",-5257.01881434056,-7.43278678056709,-0.260074113944141,NA,NA,0.0643354724664119,0.586872419584933,4.9147425393732,NA,1.03432452095446,8,-107.819420494862,246.038840989725,47.4743687174181,2.77133815991128e-11
"316",-5278.59457072941,-7.06109498272728,-0.233264919526651,NA,-0.052278651251424,0.0643563851540745,1.21759725227741,NA,NA,1.06580534665746,8,-107.90424909479,246.208498189581,47.6440259172741,2.54594448178133e-11
"344",-5111.0868668717,-8.958188459567,-0.276411456573126,-0.0959762099674764,NA,0.06296000841398,NA,6.83295785479502,NA,1.02136052439705,8,-107.907445974814,246.214891949628,47.650419677321,2.53781839870378e-11
"375",-5351.25217276044,NA,-0.261885679486859,-0.176542013430391,NA,0.0653969563248872,0.759476468404613,5.63035529037998,NA,1.03331802584285,8,-107.924322220074,246.248644440147,47.6841721678404,2.49534892358634e-11
"319",-5378.81017663644,NA,-0.224917552035549,0.189195152749224,-0.0713230707514347,0.0654559813862539,1.46630925366969,NA,NA,1.06376470261008,8,-107.993138122432,246.386276244864,47.8218039725573,2.32940452489517e-11
"312",-5312.39344251035,-8.82508746251528,-0.222689595537154,0.000959624369119589,NA,0.0647079547239431,1.06555051581575,NA,NA,1.06274731007368,8,-108.024162522608,246.448325045217,47.8838527729102,2.25824568443322e-11
"288",-4964.71683361229,-14.4133308144359,-0.222561646586431,0.229892418368424,-0.0329851464687568,0.0612724864868454,NA,NA,NA,1.05109431751316,8,-108.395825416818,247.191650833636,48.6271785613293,1.55725611480593e-11
"374",-5517.47820920587,-6.45303130774345,NA,0.413268809656468,NA,0.0667988104937436,1.2239277472184,-2.42693495833628,NA,1.07244982274793,8,-109.658692510848,249.717385021696,51.1529127493893,4.40457322634685e-12
"318",-5490.79358008042,-4.3973063460973,NA,0.526897415866886,-0.0341069265341784,0.0666295844442805,1.06901922916041,NA,NA,1.05875810196994,8,-109.674080019085,249.74816003817,51.1836877658633,4.3373166025268e-12
"381",-5569.6515711112,NA,NA,0.494983622662183,-0.0377195629142562,0.0674191817788263,1.39896719020354,-1.58022976214328,NA,1.0685064022624,8,-109.685082498392,249.770164996784,51.2056927244774,4.28985693214653e-12
"378",-5509.67750588859,-5.09659968390204,NA,NA,-0.00586477687929024,0.0667216892120202,1.27541399517033,-2.24712798954677,NA,1.07902255243968,8,-109.730655708581,249.861311417163,51.2968391448558,4.09874231021088e-12
"350",-5223.211735962,-9.8424513901831,NA,0.534949961460187,-0.0147229481658241,0.0640292801486677,NA,0.918019151235432,NA,1.04435149310181,8,-109.99762922441,250.39525844882,51.8307861765131,3.13837973009013e-12
"380",-5186.76961562163,-4.2818984956387,-0.28892032811493,NA,-0.0793153743317763,0.0636747013550456,0.652867234894286,6.60324521358004,NA,1.02916850044581,9,-107.560083802714,253.120167605427,54.5556953331204,8.03524244143767e-13
"383",-5239.74553267719,NA,-0.28694810257683,0.153156591216192,-0.0938853553832985,0.0642774776024629,0.761634099138481,7.02740721088093,NA,1.02499021730302,9,-107.587712719227,253.175425438455,54.610953166148,7.81627622741768e-13
"352",-5034.23756389835,-6.52311392169486,-0.299196874638231,0.164758444730533,-0.0820005734302019,0.0622396849025371,NA,8.4685170875169,NA,1.01180350423165,9,-107.66516689662,253.330333793239,54.7658615209325,7.23372471153716e-13
"376",-5252.65118376931,-7.18956585455047,-0.26335030745757,-0.100670700488482,NA,0.0642933371372305,0.588328709525707,5.03361373879523,NA,1.03536590470948,9,-107.814461825702,253.628923651404,55.0644513790967,6.23051596578525e-13
"320",-5279.55532776871,-7.22160133835458,-0.22991147728628,0.215545420829059,-0.0608312036450647,0.0643698643431544,1.21453781653475,NA,NA,1.06260047715129,9,-107.884383907317,253.768767814634,55.2042955423275,5.80974724980856e-13
"382",-5503.85231270592,-5.53403864764361,NA,0.51645983688757,-0.0280287845329655,0.0666719756772054,1.26357915020387,-2.14205266305702,NA,1.07073550140651,9,-109.634237560034,257.268475120067,58.7040028477606,1.00973045054563e-13
"384",-5188.4154296518,-4.43649234007584,-0.285713507927211,0.171844215174214,-0.0858748613880282,0.06369197943065,0.655839216755971,6.5399742871563,NA,1.02696445555187,10,-107.547028315854,262.594056631708,64.029584359401,7.04320163686934e-15
"387",-344.887341637022,NA,-0.586855218183628,NA,NA,NA,NA,NA,769.225323345344,1.13033517687879,5,-126.093339660762,266.802063936909,68.2375916646025,8.59039127612078e-16
"385",-309.736976176156,NA,NA,NA,NA,NA,NA,NA,723.206966735014,1.18006720034744,4,-128.000960934178,266.859064725499,68.2945924531923,8.34901769689904e-16
"417",-77.1404509261576,NA,NA,NA,NA,NA,-2.61661709037942,NA,616.180807072145,1.15019996504803,5,-127.580206107297,269.775796829979,71.2113245576724,1.9421154917337e-16
"386",-279.499235233284,-28.0278497138662,NA,NA,NA,NA,NA,NA,676.291873006338,1.19102047121531,5,-127.736633545782,270.088651706948,71.5241794346415,1.66088467993763e-16
"393",-219.14734455395,NA,NA,NA,-0.200001041529175,NA,NA,NA,667.581053526049,1.18916393864357,5,-127.754205603751,270.123795822887,71.55932355058,1.63195444436245e-16
"388",-308.443820381194,-35.3182579142708,-0.614560662740313,NA,NA,NA,NA,NA,712.27953100442,1.14178968629135,6,-125.578350064668,270.156700129336,71.5922278570293,1.60532493681283e-16
"395",-230.293826764251,NA,-0.615604783243465,NA,-0.256797840212052,NA,NA,NA,700.05702570223,1.1395788979661,6,-125.594681275268,270.189362550536,71.6248902782288,1.57932095340771e-16
"449",-283.680531586443,NA,NA,NA,NA,NA,NA,-7.81008316576882,701.812659985678,1.21334325101985,5,-127.870827327094,270.357039269573,71.7925669972664,1.45231178137246e-16
"389",-306.035512336947,NA,NA,-0.186479568702846,NA,NA,NA,NA,720.560234092031,1.18339199959381,5,-127.998737322778,270.61285926094,72.0483869886336,1.27793644303213e-16
"289",837.555701921131,NA,NA,NA,NA,NA,-5.47357155686411,NA,NA,1.26053591095989,4,-129.959964782577,270.777072422297,72.2126001499903,1.17720153633691e-16
"257",647.253487193099,NA,NA,NA,NA,NA,NA,NA,NA,1.38710682279036,3,-131.615318966866,270.830637933733,72.2661656614258,1.14609130367292e-16
"290",793.88530829628,-78.3678782481034,NA,NA,NA,NA,-6.77838911422625,NA,NA,1.22343581435962,5,-128.11940555618,270.854195727744,72.2897234554372,1.13267080673911e-16
"419",-214.09086318655,NA,-0.549991625360573,NA,NA,NA,-1.44656866087619,NA,707.166395028613,1.11694733753797,6,-125.946787946161,270.893575892323,72.3291036200158,1.11058655917305e-16
"451",-375.670915066855,NA,-0.664654549845764,NA,NA,NA,NA,7.83024011444567,796.775494870061,1.09038027557605,6,-125.970877771146,270.941755542292,72.3772832699856,1.08415239882313e-16
"391",-323.627568475736,NA,-0.609556469382787,-1.13956883957442,NA,NA,NA,NA,754.83137360031,1.14872910792071,6,-125.994495995335,270.98899199067,72.4245197183627,1.0588466590581e-16
"265",683.905180791138,NA,NA,NA,-0.431652751953335,NA,NA,NA,NA,1.37237061362661,4,-130.715632087398,272.288407031938,73.7239347596313,5.52928123017916e-17
"259",668.608744408207,NA,-0.486812929802592,NA,NA,NA,NA,NA,NA,1.35678102132501,4,-130.756330461114,272.369803779371,73.8053315070642,5.30876621435573e-17
"258",584.980754232612,-54.8115841114607,NA,NA,NA,NA,NA,NA,NA,1.38226164334065,4,-130.855902633908,272.568948124959,74.0044758526523,4.80562585209652e-17
"418",113.051921140409,-50.6287050874364,NA,NA,NA,NA,-4.14174496290475,NA,469.053194633906,1.15257714965291,6,-126.806572911702,272.613145823404,74.0486735510974,4.70059189030319e-17
"292",789.872723103068,-82.8315351298719,-0.444807521541379,NA,NA,NA,-6.24760827016109,NA,NA,1.20760592823936,6,-127.110393197142,273.220786394284,74.6563141219774,3.46900617991255e-17
"291",836.223958991554,NA,-0.388383229035225,NA,NA,NA,-4.94522885579002,NA,NA,1.24855914602887,5,-129.334401129824,273.284186875032,74.719714602725,3.36076258847903e-17
"321",642.861726085339,NA,NA,NA,NA,NA,NA,-15.2189238840884,NA,1.44001450833338,4,-131.263429323466,273.384001504074,74.8195292317671,3.19715257880818e-17
"267",713.693792564891,NA,-0.559349613340764,NA,-0.493498760201932,NA,NA,NA,NA,1.33541480760176,5,-129.46407623211,273.543537079604,74.9790648072976,2.95202922510912e-17
"297",834.614236684195,NA,NA,NA,-0.290921098192704,NA,-4.67847148216803,NA,NA,1.26899004529152,5,-129.524140401672,273.663665418728,75.0991931464215,2.77993803318251e-17
"450",-218.406781642303,-41.3804586390588,NA,NA,NA,NA,NA,-13.9938384297327,615.607702710659,1.25586154792539,6,-127.363596171199,273.727192342399,75.1627200700919,2.69302521081892e-17
"425",-30.3080770896864,NA,NA,NA,-0.158968424684991,NA,-2.33344554703696,NA,583.549640140706,1.16066264455684,6,-127.423099105168,273.846198210336,75.2817259380292,2.5374566016615e-17
"261",648.852009860398,NA,NA,-1.49682192852574,NA,NA,NA,NA,NA,1.40771219491426,4,-131.514273044959,273.885688947061,75.3212166747539,2.48784499792241e-17
"260",600.219521017066,-62.598098015807,-0.549044712812658,NA,NA,NA,NA,NA,NA,1.34737083534948,5,-129.669074139092,273.953532893568,75.3890606212614,2.40486771962967e-17
"394",-205.875204157785,-24.3258369082063,NA,NA,-0.17136252035863,NA,NA,NA,634.827841402147,1.19736788571968,6,-127.555737419357,274.111474838713,75.5470025664066,2.22225829145199e-17
"481",-70.2070112701219,NA,NA,NA,NA,NA,-2.73294625522903,1.02129461605824,614.220305759914,1.14452075054195,6,-127.57874613809,274.15749227618,75.5930200038735,2.17171072284072e-17
"421",-75.524389963891,NA,NA,-0.097235030312319,NA,NA,-2.61308501789164,NA,614.945206188928,1.15197391374193,6,-127.579575002824,274.159150005649,75.5946777333419,2.16991141420439e-17
"420",-23.4941482497308,-50.796121449693,-0.550893517945801,NA,NA,NA,-2.97482106660242,NA,559.701469539265,1.11927785424778,7,-125.014287029454,274.210392240727,75.6459199684203,2.11502202516285e-17
"457",-209.5509059099,NA,NA,NA,-0.17783748651029,NA,NA,-5.88543622994811,657.623275928393,1.21323166241272,6,-127.681673400528,274.363346801056,75.7988745287489,1.95930133129334e-17
"353",864.780867868431,NA,NA,NA,NA,NA,-6.19927232816321,6.9112255870174,NA,1.21972833507545,5,-129.906801628985,274.428987873354,75.8645156010475,1.89603982795772e-17
"397",-219.545929996472,NA,NA,0.757427752406084,-0.232313347908105,NA,NA,NA,669.34437889914,1.17712921110731,6,-127.723034569524,274.446069139048,75.8815968667411,1.87991540233647e-17
"293",835.498525618107,NA,NA,-0.916978463033241,NA,NA,-5.38623535774474,NA,NA,1.27517867384482,5,-129.915419067608,274.4462227506,75.8817504782937,1.87977101951945e-17
"322",555.938766661475,-74.1094028468224,NA,NA,NA,NA,NA,-24.6637626959348,NA,1.46629788117215,5,-129.927171068749,274.469726752882,75.9052544805752,1.857809248493e-17
"390",-280.745477366221,-28.1493741171874,NA,0.0693907396176515,NA,NA,NA,NA,677.073329679099,1.18983077492804,6,-127.736322036939,274.472644073878,75.9081718015716,1.85510131098996e-17
"396",-213.875489547378,-30.7656563660193,-0.635893517091364,NA,-0.222449670355065,NA,NA,NA,659.703324641652,1.14832049558081,7,-125.194659645595,274.571137473007,76.0066652007006,1.7659567475e-17
"459",-254.789432620458,NA,-0.756458026427404,NA,-0.320477067680806,NA,NA,13.4588786734199,730.259232053445,1.07319528082216,7,-125.240802223162,274.663422628143,76.0989503558362,1.68632234839643e-17
"453",-280.966482332075,NA,NA,-0.140916415871998,NA,NA,NA,-7.78519778690841,699.880781025846,1.21574966341954,6,-127.86954145398,274.73908290796,76.1746106356531,1.62372012914222e-17
"483",-118.793049289377,NA,-0.693525346025479,NA,NA,NA,-3.33977602358785,19.3019309877865,693.858858504084,1.00093508726392,7,-125.435378610122,275.052575402063,76.4881031297562,1.38815238783496e-17
"266",628.300881347106,-43.5852813709899,NA,NA,-0.359976577194156,NA,NA,NA,NA,1.37096476119379,5,-130.221687359506,275.058759334396,76.4942870620892,1.3838668963294e-17
"298",795.557262811843,-73.1932642127704,NA,NA,-0.119830656550163,NA,-6.36472987240006,NA,NA,1.22936779108303,6,-128.040207918223,275.080415836445,76.5159435641383,1.36896287605352e-17
"392",-293.694450251407,-33.9975552725623,-0.63072924083839,-0.863645409309085,NA,NA,NA,NA,703.500233433437,1.15530156710723,7,-125.519282402992,275.220382987802,76.6559107154955,1.27643348969464e-17
"354",786.786544680977,-79.1193829998406,NA,NA,NA,NA,-6.61284307038957,-1.69574386870907,NA,1.23309262452524,6,-128.115717705018,275.231435410035,76.6669631377283,1.26939910340831e-17
"294",794.015126752332,-78.833618938314,NA,0.173552084629254,NA,NA,-6.80267335202696,NA,NA,1.22044396329531,6,-128.117544821272,275.235089642544,76.6706173702376,1.26708188123467e-17
"427",-153.862795613334,NA,-0.589568833675107,NA,-0.237890560947914,NA,-0.938616293020546,NA,664.88231262786,1.13021151550777,7,-125.532728369257,275.247274920333,76.6828026480262,1.25938547839213e-17
"452",-318.505432067457,-33.5496366715004,-0.633989730460366,NA,NA,NA,NA,2.09510688578991,722.502679673126,1.13052550493574,7,-125.570477644411,275.32277347064,76.7583011983331,1.21273072122781e-17
"399",-230.261272383043,NA,-0.617604279410986,-0.13066081153869,-0.251408251448343,NA,NA,NA,699.858324124517,1.14149390718652,7,-125.593544347386,275.36890687659,76.8044346042827,1.18507718596514e-17
"263",673.429490284541,NA,-0.538430952746113,-2.39375111093162,NA,NA,NA,NA,NA,1.38651807088016,5,-130.4811066304,275.577597876185,77.0131256038779,1.06765260190043e-17
"329",677.323129843527,NA,NA,NA,-0.388121788349993,NA,NA,-10.0003712117592,NA,1.40862241572498,5,-130.559984666092,275.735353947569,77.1708816752623,9.86673961262141e-18
"455",-355.150728965058,NA,-0.702486206171105,-1.33729080436743,NA,NA,NA,8.95663719403027,783.847261442659,1.10621806345049,7,-125.835295003143,275.852408188103,77.2879359157966,9.30584172597779e-18
"423",-202.562130515289,NA,-0.572819314487418,-1.03566628946092,NA,NA,-1.36038450625059,NA,697.782211197278,1.13446178900416,7,-125.864476422814,275.910771027446,77.3462987551395,9.03820801086079e-18
"269",685.304830694752,NA,NA,0.533613748124308,-0.45484809529558,NA,NA,NA,NA,1.36423297679233,5,-130.704307423777,276.023999462938,77.4595271906312,8.5407319121012e-18
"323",664.604996387281,NA,-0.432936484717445,NA,NA,NA,NA,-5.68427252910277,NA,1.37989826728055,5,-130.714497942912,276.044380501209,77.479908228902,8.45413938090445e-18
"299",832.246457434102,NA,-0.464468819892001,NA,-0.36758546151507,NA,-3.83709760010651,NA,NA,1.25689484927886,6,-128.605603902425,276.21120780485,77.6467355325434,7.77755901103631e-18
"262",588.072093274939,-52.9058755883031,NA,-0.867291048684409,NA,NA,NA,NA,NA,1.39436930120203,5,-130.820238942105,276.255862499595,77.6913902272886,7.60583099873636e-18
"268",651.510930187398,-50.3494637983266,-0.59785999571293,NA,-0.414956864532908,NA,NA,NA,NA,1.33124642319439,6,-128.70838167403,276.41676334806,77.8522910757535,7.01790517622512e-18
"355",923.125240097086,NA,-0.55701901679136,NA,NA,NA,-7.04763432876956,22.2070535770003,NA,1.11223650801367,6,-128.860050724399,276.720101448798,78.1556291764913,6.03029369499794e-18
